bsp1_bi_amp,bsp1_bi_amp_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.595001220703125,0.017507759600330634,0.595001220703125,0.7926388510606713,119,True,False,<Math.KDJ.KDJ_Item object at 0x00000241497F0170>,-0.06640391803030321,-0.07151308480993634,-0.010218333559266268,0.010332471608552416,-0.002132125707543858,23.081727634470155,2025/06/17 15:32,1p,12200.0
0.375,0.011212438433899376,0.375,0.7849448806889067,247,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149A20D10>,0.04904246492866955,0.0576552466078013,0.0172255633582635,0.010644607143703098,0.0017110140713857424,81.93674343504804,2025/06/17 17:42,1p,9729.0
0.279998779296875,0.008332057226930163,0.279998779296875,0.2524445995731629,336,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148819370>,-0.022916900648552504,-0.025574594701133435,-0.005315388105161863,0.007021675607309521,-0.0007658687611322033,45.10131634183414,2025/06/17 19:11,1p,21920.0
1.0149993896484375,0.030361931809234556,1.0149993896484375,2.3522747383315705,440,False,False,<Math.KDJ.KDJ_Item object at 0x00000241488540B0>,0.07310657431503591,0.05778933691952659,-0.030634474791018634,0.016983570609831054,0.001684505778512299,54.79477459409716,2025/06/18 14:25,1p,8779.0
0.4199981689453125,0.01252977813871227,0.4199981689453125,1.2064500517275862,1084,False,False,<Math.KDJ.KDJ_Item object at 0x00000241488E80B0>,0.03555748905343411,0.04089863949829464,0.010682300889721066,0.004272258798783927,0.001209041815807278,64.00184748862536,2025/06/20 19:07,1p,15830.0
0.9300003051757812,0.027474160918700852,0.9300003051757812,6.955018675368102,1140,True,False,<Math.KDJ.KDJ_Item object at 0x00000241486EA2D0>,-0.07861756388693478,-0.1710244657658393,-0.18481380375780904,0.014574763203696965,-0.00508821494783842,17.861448723365342,2025/06/23 13:34,1p,6247.0
0.4499969482421875,0.013640403920800922,0.4499969482421875,486885.249535802,1174,False,False,<Math.KDJ.KDJ_Item object at 0x00000241486EB710>,0.007231879049622444,0.03338753548711537,0.05231131287498585,0.02377386966488499,0.0010025813806946084,53.93906318652405,2025/06/23 14:08,1p,9780.0
0.4650001525878906,0.014194144579129762,0.4650001525878906,0.8527409515072859,1309,True,False,<Math.KDJ.KDJ_Item object at 0x00000241495E8110>,-0.061575954044442785,-0.0767716572286119,-0.03039140636833823,0.009444196391658811,-0.0023590973943552617,26.618137664933542,2025/06/23 16:37,1p,11383.0
0.6150016784667969,0.01827099468968299,0.6150016784667969,0.2348565090529121,1610,False,False,<Math.KDJ.KDJ_Item object at 0x00000241490A63F0>,0.04211245325149444,0.04039440191859711,-0.003436102665794652,0.0048140308732812715,0.0011812480360739379,62.14419107610558,2025/06/24 15:17,1p,3236.0
0.08800125122070312,0.0025876632769089108,0.08800125122070312,4.272427795572075e-06,1678,True,False,<Math.KDJ.KDJ_Item object at 0x00000241484E62D0>,-0.023849945170056695,-0.022695884820358003,0.002308120699397384,0.002063782821355648,-0.0006676212771258953,36.86237483326425,2025/06/24 16:28,1p,5677.0
0.095001220703125,0.002800330813252995,0.095001220703125,1.3369090951352849,1701,False,False,<Math.KDJ.KDJ_Item object at 0x00000241484E7110>,-0.008627538396804588,-0.0014306690683341117,0.014393738656940953,0.003968316708228029,-4.211441694650959e-05,60.8945690669949,2025/06/24 16:51,1p,9791.0
0.07500076293945312,0.002209153497908771,0.07500076293945312,0.412028405356039,1755,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148399970>,-0.008260424003728565,-0.01126973751509297,-0.0060186270227288105,0.011663458004208949,-0.00033234629139644497,37.51613044816964,2025/06/24 17:46,1p,5554.0
