bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
4.180793762207031,0.04392051323646618,5,13.659996032714844,0.12549376411762178,51,0.30606112565437715,,,,,,,,,4.180793762207031,0.04392051323646618,5,0.005370104628639677,4.180793762207031,"2,3b",,3b,sell,False,0,False,36.83574202524731,113.85339897367291,62.508294341389174,99.37079620361328,602,-1.8517475504560958,-1.861081444916806,-0.018667788921420403,,,,0,-0.01848521004568202,41.81689700740269,2025/07/23 18:10,522578.0
4.459999084472656,0.04685365027927158,6,13.659996032714844,0.12549376411762178,51,0.32650075986780924,,,,,,,,,4.459999084472656,0.04685365027927158,6,0.005370104628639677,4.459999084472656,"2,3b",,3b,sell,False,0,False,49.35969749310167,124.50343030022783,74.40760842881039,99.56999969482422,603,-1.8140514899617468,-1.6632672479843507,0.3015684839547923,,,,1,-0.01653391511141862,43.13365204520093,2025/07/23 18:15,322759.0
4.909996032714844,0.05158100542898051,7,13.659996032714844,0.12549376411762178,51,0.3594434450021587,,,,,,,,,4.909996032714844,0.05158100542898051,7,0.005370104628639677,4.909996032714844,"2,3b",,3b,sell,False,0,False,60.50734865343562,127.3932556154394,82.80265097410354,100.08000183105469,604,-1.7409704062598153,-1.4486460714520888,0.5846486696154529,,,,2,-0.01440593395518364,46.47357233598787,2025/07/23 18:20,324080.0
5.288795471191406,0.055560409029791744,8,13.659996032714844,0.12549376411762178,51,0.3871740122416631,,,,,,,,,5.288795471191406,0.055560409029791744,8,0.005370104628639677,5.288795471191406,"2,3b",,3b,sell,False,0,False,69.41126677466407,122.83477550203483,87.21910301712099,100.2699966430664,605,-1.6425424267236217,-1.2488305085788483,0.7874238362895469,,,,3,-0.01242152981776147,47.70579380035957,2025/07/23 18:25,561143.0
5.399497985839844,0.05672337270044172,10,13.659996032714844,0.12549376411762178,51,0.3952781518316975,,,,,,,,,5.399497985839844,0.05672337270044172,10,0.005370104628639677,5.399497985839844,"2,3b",,3b,sell,False,0,False,81.25478262430222,113.45869655211149,91.98942060023865,100.5,607,-1.4117041845866114,-0.9265449726836721,0.9703184238058786,,,,4,-0.009219166047464833,49.47414948121982,2025/07/23 18:35,197463.0
5.6699981689453125,0.059565059602088494,13,13.659996032714844,0.12549376411762178,51,0.4150805135935632,,,,,,,,,5.6699981689453125,0.059565059602088494,13,0.005370104628639677,5.6699981689453125,"2,3b",,3b,sell,False,0,False,88.41475136366742,96.16634784152728,90.99861685628737,100.62000274658203,610,-1.0507770836398136,-0.5704576978643416,0.9606387715509439,,,,5,-0.005676977159270586,50.577566908849356,2025/07/23 18:50,275094.0
5.6699981689453125,0.059565059602088494,17,13.659996032714844,0.12549376411762178,51,0.4150805135935632,,,,,,,,,5.6699981689453125,0.059565059602088494,17,0.005370104628639677,5.6699981689453125,"2,3b",,3b,sell,False,0,False,84.71296433148976,61.5565550501546,76.99416123771137,100.38939666748047,614,-0.6311976746688028,-0.2682950028546287,0.7258053436283483,,,,6,-0.0026691180013754647,48.42001178321613,2025/07/23 19:10,301435.0
5.680000305175781,0.059670135092937705,20,13.659996032714844,0.12549376411762178,51,0.4158127346137241,,,,,,,,,5.680000305175781,0.059670135092937705,20,0.005370104628639677,5.680000305175781,"2,3b",,3b,sell,False,0,False,81.70549951836703,88.17134360849616,83.86078088174341,100.84500122070312,617,-0.4005135685360261,-0.11551880851267526,0.5699895200467017,,,,7,-0.0011486737864768917,52.58327491229,2025/07/23 19:25,202335.0
5.769996643066406,0.06061557406323317,21,13.659996032714844,0.12549376411762178,51,0.42240104823219726,,,,,,,,,5.769996643066406,0.06061557406323317,21,0.005370104628639677,5.769996643066406,"2,3b",,3b,sell,False,0,False,83.27669091998722,92.7038393297083,86.41907372322758,100.89990234375,618,-0.3346507602052403,-0.07119952688209708,0.5269024666462865,,,,8,-0.0007078067115000631,53.126046712961724,2025/07/23 19:30,276327.0
5.938995361328125,0.06239095712791735,22,13.659996032714844,0.12549376411762178,51,0.43477284672005756,,,,,,,,,5.938995361328125,0.06239095712791735,22,0.005370104628639677,5.938995361328125,"2,3b",,3b,sell,False,0,False,85.34013946197965,97.72083071393428,89.46703654596452,101.08999633789062,619,-0.27182077998398696,-0.02050085909897348,0.502639841770027,,,,9,-0.00020372781195095852,55.04487783491325,2025/07/23 19:35,308229.0
6.079994201660156,0.06387219293751639,23,13.659996032714844,0.12549376411762178,51,0.4450948731682606,,,,,,,,,6.079994201660156,0.06387219293751639,23,0.005370104628639677,6.079994201660156,"2,3b",,3b,sell,False,0,False,87.77722811418028,102.39976002738405,92.65140541858153,101.26000213623047,620,-0.21085349128831035,0.03301566349439611,0.4877383095654129,,,,10,0.00032794159642329513,56.75005969794293,2025/07/23 19:40,350857.0
6.079994201660156,0.06387219293751639,24,13.659996032714844,0.12549376411762178,51,0.4450948731682606,,,,,,,,,6.079994201660156,0.06387219293751639,24,0.005370104628639677,6.079994201660156,"2,3b",,3b,sell,False,0,False,88.69341155472068,94.19051219796324,90.52577843580153,101.12999725341797,621,-0.15584328179020207,0.064197556202231,0.44008167598486614,,,,11,0.0006374553152056939,55.03104382616586,2025/07/23 19:45,372650.0
6.224998474121094,0.06539550703292461,25,13.659996032714844,0.12549376411762178,51,0.45571012313712306,,,,,,,,,6.224998474121094,0.06539550703292461,25,0.005370104628639677,6.224998474121094,"2,3b",,3b,sell,False,0,False,84.20521067859913,57.276005421869826,75.22880892635602,100.7699966430664,622,-0.11283898132561868,0.05917822053271493,0.3440344037166672,,,,12,0.0005875890622733999,50.47182123093453,2025/07/23 19:50,592638.0
,,,,,,,0.839996337890625,0.008194286609947716,21,13.659996032714844,0.12549376411762178,51,1.0,0.597364451144214,0.839996337890625,0.008194286609947716,21,0.005370104628639677,0.839996337890625,"2s,3b",,3b,sell,False,0,False,57.47114302000613,97.28013586823069,70.74080730274765,103.2750015258789,667,0.04046399318987905,0.0609339960789157,0.0409400057780733,,,,0,0.0005919002631635823,59.43841602213198,2025/07/24 17:05,113932.0
