bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
2.3600006103515625,0.01247357636584512,7,13.589996337890625,0.07738737139489278,22,0.1736571925167914,,,,,,,,,2.3600006103515625,0.01247357636584512,7,0.0047422691712598174,2.3600006103515625,"2,3b",,3b,buy,True,0,False,45.66404502427134,1.7405427211686657,31.02287758990378,187.09500122070312,1034,2.3322129976454407,1.9186357217961358,-0.8271545516986096,,,,0,0.010344455051108531,61.50370446539301,2025/07/31 15:10,26844.0
2.875,0.015195560498801112,8,13.589996337890625,0.07738737139489278,22,0.2115526692221496,,,,,,,,,2.875,0.015195560498801112,8,0.0047422691712598174,2.875,"2,3b",,3b,buy,True,0,False,37.72316649902183,-9.922104652475227,21.84140944852281,186.4250030517578,1035,2.2056225472139137,1.6992607454878055,-1.0127236034522165,,,,1,0.009158204508789378,56.53626984756628,2025/07/31 15:15,19325.0
2.9499969482421875,0.01559195029505837,9,13.589996337890625,0.07738737139489278,22,0.2170712099470714,,,,,,,,,2.9499969482421875,0.01559195029505837,9,0.0047422691712598174,2.9499969482421875,"2,3b",,3b,buy,True,0,False,31.621983986426883,-4.985111089142791,19.419618961236992,186.67999267578125,1036,2.070170442142717,1.5283620218579301,-1.083616840569574,,,,2,0.008233411857639135,57.92893890546418,2025/07/31 15:20,15838.0
3.0800018310546875,0.01627907970789903,14,13.589996337890625,0.07738737139489278,22,0.22663742906738346,,,,,,,,,3.0800018310546875,0.01627907970789903,14,0.0047422691712598174,3.0800018310546875,"2,3b",,3b,buy,True,0,False,17.260659225091622,4.4196585465053815,12.980325665562875,186.22999572753906,1041,1.390538518968833,0.8674895318484914,-1.0460979742406833,,,,3,0.004666288826446754,53.607435726701176,2025/07/31 15:45,21820.0
3.239990234375,0.017124684390250472,15,13.589996337890625,0.07738737139489278,22,0.23840994168199284,,,,,,,,,3.239990234375,0.017124684390250472,15,0.0047422691712598174,3.239990234375,"2,3b",,3b,buy,True,0,False,14.456187489233635,-2.3706429259142823,8.847244017517662,185.97000122070312,1042,1.2602631674380245,0.7391617613147901,-1.0422028122464688,,,,4,0.003975902563440991,51.29564567220853,2025/07/31 15:50,64647.0
,,,,,,,0.75,0.004025764829384545,11,6.899993896484375,0.03768429091467895,22,1.0,0.6449276644301832,0.75,0.004025764829384545,11,0.002696272021598103,0.75,"2s,3b",,3b,buy,True,0,False,37.78041542736521,10.776408099379523,28.779079651369983,185.63999938964844,1358,0.20124825265016652,0.15014036709632705,-0.10221577110767893,,,,0,0.0008085491452077437,48.89761368227137,2025/08/06 16:10,8773.0
,,,,,,,0.869903564453125,0.004669369566308856,12,6.899993896484375,0.03768429091467895,22,1.0,0.6623050079832286,0.869903564453125,0.004669369566308856,12,0.002696272021598103,0.869903564453125,"2s,3b",,3b,buy,True,0,False,33.290525813078446,6.35118812735783,24.31074658450491,185.5500030517578,1359,0.1841561106576587,0.11578754268762737,-0.13673713594006265,,,,1,0.000623584380187035,46.621706346244224,2025/08/06 16:15,4873.0
,,,,,,,0.9300079345703125,0.004991990978722303,14,6.899993896484375,0.03768429091467895,22,1.0,0.6710157939663599,0.9300079345703125,0.004991990978722303,14,0.002696272021598103,0.9300079345703125,"2s,3b",,3b,buy,True,0,False,23.136924647480406,-8.73874000745586,12.511703095834983,185.3699951171875,1361,0.14037868294725506,0.046380028245238236,-0.18799730940403364,,,,2,0.0002498324276753795,42.17634106409609,2025/08/06 16:25,3196.0
,,,,,,,0.9300079345703125,0.004991990978722303,15,6.899993896484375,0.03768429091467895,22,1.0,0.6710157939663599,0.9300079345703125,0.004991990978722303,15,0.002696272021598103,0.9300079345703125,"2s,3b",,3b,buy,True,0,False,18.50269864281058,-9.302657385208391,9.234246633470923,185.3925018310547,1362,0.11613061625749646,0.01913834949846205,-0.19398453351806882,,,,3,0.00010310173162548429,42.9269607481559,2025/08/06 16:30,1541.0
,,,,,,,0.9900054931640625,0.005314039060369846,16,6.899993896484375,0.03768429091467895,22,1.0,0.6797111000048651,0.9900054931640625,0.005314039060369846,16,0.002696272021598103,0.9900054931640625,"2s,3b",,3b,buy,True,0,False,15.598110981038815,-1.8294149895917542,9.788935657495292,185.39500427246094,1363,0.09245982860711861,-0.0022233219943927907,-0.1893663012030228,,,,4,-1.1978539134128134e-05,43.01553497423031,2025/08/06 16:35,6331.0
