bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
0.899993896484375,0.00490232787848025,8,1.4499969482421875,0.007836338636175093,7,0.6206867521862207,0.899993896484375,0.00490232787848025,8,0.009524345175097563,0.899993896484375,"2,3b",,3b,sell,False,0,False,48.77042187541303,85.74136160437719,61.094068451734415,184.30999755859375,1186,0.5272465731447616,0.47373841863347366,-0.10701630902257597,,,,0,0.0025814438082198492,61.53804431503518,2025/08/04 14:50,17532.0
