bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
,,,5.3199920654296875,0.03741467032903353,68,5.6699981689453125,0.03837821820852486,34,1.0,0.959433675377904,5.3199920654296875,,204,False,False,79.8961991649637,82.1230026785029,80.6384670028101,0.45573968006855264,0.4617490023106825,0.01201864448425971,0.008338389081033163,0.0031560560007448677,70.75487578111841,2025/05/13 17:30,2s,12760.0,
,,,0.8549957275390625,0.006103842556962425,5,4.25,0.030681489091210917,66,1.0,0.8352948357077206,0.8549957275390625,,414,True,False,26.898028694052634,10.995542226075642,21.597199871393634,-0.36043048083555956,-0.36992453076422294,-0.018988099857326746,0.018747310641191364,-0.0026422228374556067,35.00942082532633,2025/05/16 15:30,2s,17353.0,
,,,1.3683013916015625,0.00988300051832493,17,4.3899993896484375,0.03095254412305321,91,1.0,0.5417531273570314,1.3683013916015625,,589,False,False,88.17282212052153,85.73256112067762,87.35940178724023,0.12528718072204584,0.20646589736665533,0.16235743328921898,0.018654866043619146,0.001484974160836563,65.22855610023353,2025/05/20 17:05,2s,11340.0,
,,,1.459991455078125,0.010640561064345246,22,4.3899993896484375,0.03095254412305321,91,2.0,0.2801812980747507,1.459991455078125,,664,False,False,78.82074359897504,107.01330169191647,88.21826296328885,-0.025164972956465304,0.12074995907423158,0.2918298640613938,0.011862726575194625,0.0008759673107227537,62.287143266723604,2025/05/21 16:50,2s,14445.0,
,,,3.1100006103515625,0.02272395584160427,7,3.64990234375,0.02760894423605001,51,1.0,0.5753302675585285,3.1100006103515625,,780,True,False,49.70335554978882,15.728667730015118,38.37845960986425,0.284779403548787,0.13472271911061284,-0.3001133688763483,0.021158892194801403,0.0009903348454869403,32.1374092392615,2025/05/23 13:30,2s,38785.0,
,,,1.9600067138671875,0.014350612736787456,14,3.64990234375,0.02760894423605001,51,2.0,0.3369690635451505,1.9600067138671875,,797,True,False,30.97235759090974,1.6809622058344829,21.20855912921799,-0.11514384357892112,-0.21189316619842202,-0.19349864523900182,0.009285396266073755,-0.0015623464711805827,37.51630797475907,2025/05/23 14:55,2s,28236.0,
,,,0.798095703125,0.0058739657894051195,7,3.64990234375,0.02760894423605001,51,3.0,0.21315635451505016,0.798095703125,,813,True,False,36.05252871097912,-10.778315586317802,20.442247278546812,-0.07470399656525165,-0.09701368580800818,-0.04461937848551306,0.010572891860798241,-0.0007161237666878168,42.59860398655412,2025/05/23 16:15,2s,16226.0,
,,,1.1300048828125,0.008278424049908424,17,3.64990234375,0.02760894423605001,51,4.0,0.1314841137123746,1.1300048828125,,857,True,False,28.361805737783655,20.734385277530805,25.819332251032705,0.06232931446618724,-0.022878026379657967,-0.1704146816916904,0.020258559665846373,-0.00016812339539380315,44.64167334435101,2025/05/23 19:55,2s,239036.0,
,,,1.3149871826171875,0.009534765954626689,7,2.25,0.016551419446750485,8,1.0,0.7066650390625,1.3149871826171875,,1043,True,False,36.88731874414524,8.772424280132796,27.515687256141092,0.08288243614375901,0.021264306733115745,-0.12323625882128653,0.009663191848098426,0.00015495273034392965,44.87486035907148,2025/05/29 15:55,2s,54325.0,
,,,0.6199951171875,0.004495324285228281,10,2.25,0.016551419446750485,8,2.0,0.3955552842881944,0.6199951171875,,1072,True,False,39.46758401372599,18.903605839411213,32.61292462228773,0.1068810561687091,0.08540706039642032,-0.04294799154457757,0.00553528397628253,0.0006213938501462628,51.026178197223444,2025/05/29 18:20,2s,11677.0,
