feature,importance
klu_open,0.09395788
klu_high,0.072741024
feat_zs_cnt,0.066671155
feat_bsp2s_break_bi_klu_cnt,0.061974335
feat_bsp2s_break_bi_amp,0.046434857
klu_low,0.04589855
klu_close,0.0378305
feat_bsp1_bi_amp,0.035797432
feat_bsp3_bi_amp_rate,0.03442284
feat_divergence_rate,0.028638206
feat_break_bi_amp,0.028302325
feat_break_bi_klu_cnt,0.024930922
feat_break_bi_amp_rate,0.023061614
feat_bsp2_break_bi_amp,0.021843182
feat_bsp2_break_bi_bi_klu_cnt,0.020978741
feat_bsp1_bi_klu_cnt,0.020464713
feat_bsp3_zs_height,0.017573146
feat_bi_amp,0.016531982
feat_bsp2s_break_bi_amp_rate,0.016077895
feat_bsp2s_bi_klu_cnt,0.015034935
feat_bsp3_bi_amp,0.014910671
feat_bsp3_bi_klu_cnt,0.013071854
feat_macd_dea,0.012942927
feat_bsp2s_lv,0.012397011
feat_bi_klu_cnt,0.01208239
feat_bsp2_break_bi_amp_rate,0.012000035
feat_ppo,0.011853639
feat_bsp2_bi_klu_cnt,0.011685392
feat_rsi,0.011055837
feat_bsp1_bi_amp_rate,0.010077496
dmi_adx,0.0094089005
feat_bsp2_retrace_rate,0.009278839
feat_volume,0.009135686
feat_bi_amp_rate,0.0090993205
feat_macd_diff,0.008894164
feat_bsp2s_bi_amp,0.008558663
feat_bsp2_bi_amp_rate,0.008034709
lower_shadow,0.007793854
feat_bsp2s_retrace_rate,0.0075567933
high_low_spread_pct,0.007297113
dmi_minus,0.0071109114
feat_bsp2_bi_amp,0.006843698
dmi_plus,0.006653418
feat_kdj_d,0.0064626057
feat_level,0.006132306
feat_macd_value,0.005994729
feat_kdj_j,0.005936824
feat_kdj_k,0.005593726
upper_shadow,0.00414359
price_change_pct,0.0034183646
is_bullish_candle,0.0020805548
body_size,0.0019138751
feat_bsp2s_bi_amp_rate,0.0014138726
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
