feature,importance
feat_bsp2s_bi_amp_rate,0.079264164
klu_open,0.07791795
feat_bsp3_bi_amp_rate,0.07116984
feat_bsp2s_break_bi_amp,0.07098122
klu_high,0.06926281
klu_low,0.060646452
feat_bsp2s_break_bi_klu_cnt,0.05076694
feat_break_bi_amp,0.029910663
feat_bsp2_break_bi_amp,0.027347483
feat_bsp1_bi_klu_cnt,0.025511911
feat_break_bi_amp_rate,0.024005529
feat_bsp2s_break_bi_amp_rate,0.023843724
feat_bsp3_zs_height,0.023751454
feat_zs_cnt,0.023392076
feat_divergence_rate,0.022456447
feat_break_bi_klu_cnt,0.02197218
feat_volume,0.021970253
klu_close,0.020802565
feat_bsp2_break_bi_bi_klu_cnt,0.020064322
feat_bsp2_break_bi_amp_rate,0.017334478
feat_macd_value,0.014895223
feat_bsp2_bi_klu_cnt,0.014700421
feat_bsp3_bi_amp,0.013121444
feat_bsp2_bi_amp_rate,0.012320401
feat_bsp2s_bi_amp,0.011868645
feat_macd_dea,0.010572147
feat_bi_amp_rate,0.010475018
upper_shadow,0.00925588
feat_bsp2_bi_amp,0.008144292
feat_macd_diff,0.0075262804
feat_rsi,0.0072334753
feat_bi_klu_cnt,0.007101044
feat_bsp2s_bi_klu_cnt,0.0064333547
dmi_plus,0.00641581
feat_bi_amp,0.006385062
feat_bsp1_bi_amp,0.005799001
feat_ppo,0.005704065
feat_kdj_d,0.0055751703
feat_bsp2s_lv,0.005492952
dmi_minus,0.0052210703
feat_bsp2s_retrace_rate,0.0050142566
dmi_adx,0.0048163882
high_low_spread_pct,0.0041798023
feat_bsp1_bi_amp_rate,0.0041146507
feat_kdj_k,0.0038969524
lower_shadow,0.003808771
price_change_pct,0.003494982
feat_kdj_j,0.0034811634
feat_bsp2_retrace_rate,0.0032017513
feat_bsp3_bi_klu_cnt,0.0026603907
feat_level,0.0025048503
body_size,0.0012169944
is_bullish_candle,0.0009957969
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
