feature,importance
klu_open,0.11402724
feat_bsp2s_bi_amp_rate,0.077893585
feat_bsp1_bi_amp_rate,0.05292768
feat_bsp2s_break_bi_amp_rate,0.047090095
feat_level,0.045019295
klu_low,0.04243708
feat_break_bi_amp_rate,0.04102376
feat_zs_cnt,0.035071418
feat_bsp3_zs_height,0.032372758
klu_close,0.030547787
feat_divergence_rate,0.028553847
feat_bsp2s_bi_amp,0.026572179
feat_break_bi_amp,0.024723975
feat_bsp3_bi_klu_cnt,0.02439635
feat_break_bi_klu_cnt,0.02390681
feat_bsp2s_break_bi_klu_cnt,0.022610432
klu_high,0.022460084
feat_bsp1_bi_amp,0.020226806
feat_ppo,0.019305717
feat_bsp2s_break_bi_amp,0.01645739
feat_bsp3_bi_amp,0.01567924
feat_bsp2_break_bi_amp_rate,0.014681657
feat_bi_amp_rate,0.014486305
feat_bsp2_break_bi_amp,0.013091351
feat_macd_dea,0.0126810465
feat_bsp2_break_bi_bi_klu_cnt,0.012575777
feat_bsp1_bi_klu_cnt,0.012429641
feat_volume,0.012119376
feat_bi_klu_cnt,0.011974113
feat_bi_amp,0.011148706
feat_rsi,0.009964996
feat_macd_diff,0.008361989
lower_shadow,0.008064228
feat_kdj_d,0.008017615
feat_macd_value,0.007546524
dmi_adx,0.0071228743
dmi_minus,0.0066637597
feat_bsp2_bi_klu_cnt,0.00634234
feat_kdj_k,0.0060096267
dmi_plus,0.005889122
feat_bsp2_retrace_rate,0.0057603153
high_low_spread_pct,0.005624957
upper_shadow,0.0049024206
feat_bsp2s_retrace_rate,0.0048931083
feat_bsp2_bi_amp_rate,0.0048170323
feat_bsp2s_lv,0.004121483
price_change_pct,0.0038307577
feat_bsp2_bi_amp,0.0035704419
feat_bsp2s_bi_klu_cnt,0.0031339633
feat_kdj_j,0.0031147392
feat_bsp3_bi_amp_rate,0.0019222676
body_size,0.0011253613
is_bullish_candle,0.0007085863
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
