feature,coef,abs_coef
k_range_over_atr,3.487392140100074,3.487392140100074
k_close_pos,-1.0311271227392391,1.0311271227392391
vix_atr_14,-0.9677562032786975,0.9677562032786975
k_above_ma_100,0.8989334600868341,0.8989334600868341
vix_slope40,0.7991559609292455,0.7991559609292455
ctx_days_since_last_bsp,-0.7963554379925276,0.7963554379925276
vix_ret1,0.7722138932008983,0.7722138932008983
vix_range_over_atr,0.7112081199888458,0.7112081199888458
dp_maxK,0.6658790988713577,0.6658790988713577
k_vol_20,0.660949100600221,0.660949100600221
k_ret1,0.6350359092587353,0.6350359092587353
k_atr_14,0.5919962644245382,0.5919962644245382
vix_vol_40,0.5574618723341448,0.5574618723341448
k_above_ma_20,0.534623314729587,0.534623314729587
k_vol_10,0.5201433989186782,0.5201433989186782
ctx_days_since_last_buy,0.5192195126820779,0.5192195126820779
vix_ret_40,-0.505176037810337,0.505176037810337
vix_level,-0.4537598508642488,0.4537598508642488
p,-0.42742084524455504,0.42742084524455504
k_ret_20,-0.31044459106777017,0.31044459106777017
vix_gap,-0.28844956276486594,0.28844956276486594
ctx_density_total,-0.27370789721377387,0.27370789721377387
k_slope40,-0.27024935764213076,0.27024935764213076
k_gap,0.25461392974884817,0.25461392974884817
bd_sell,-0.2509430809807237,0.2509430809807237
ctx_last_dir_sell,-0.2509430809807237,0.2509430809807237
vix_vol_20,0.2467080887842303,0.2467080887842303
bd_buy,0.23975241953021267,0.23975241953021267
ctx_last_dir_buy,0.23975241953021267,0.23975241953021267
ctx_density_buy,-0.23618781319704804,0.23618781319704804
vix_vol_10,-0.22664333556396504,0.22664333556396504
k_ret_5,0.22161225317366293,0.22161225317366293
vix_above_ma_100,-0.22146755202955934,0.22146755202955934
rg_up,-0.2032886900939317,0.2032886900939317
vix_ret_10,-0.1959492201515898,0.1959492201515898
k_ret_40,-0.19403328428260994,0.19403328428260994
vix_vol_5,0.1933941731305918,0.1933941731305918
k_vol_40,-0.19194213901852436,0.19194213901852436
vix_above_ma_50,0.17999189621506714,0.17999189621506714
k_ret_10,-0.1666498489887245,0.1666498489887245
dp_minK,0.15724499949448514,0.15724499949448514
vix_close_pos,0.1498422837310264,0.1498422837310264
rg_unknown,0.1335807733117589,0.1335807733117589
ctx_density_sell,-0.12187287444424479,0.12187287444424479
ctx_density_imb,-0.07763619270913165,0.07763619270913165
ctx_days_since_last_sell,-0.07003100093630032,0.07003100093630032
vix_ret_20,-0.06109517364988986,0.06109517364988986
rg_down,0.05851725533165929,0.05851725533165929
k_above_ma_50,0.04035415036086189,0.04035415036086189
k_vol_5,-0.03750796080610928,0.03750796080610928
vix_ret_5,-0.021468643455127518,0.021468643455127518
ctx_has_bsp,-0.011190661450509913,0.011190661450509913
vix_above_ma_20,0.00927419825373367,0.00927419825373367
bd_none,0.0,0.0
