bsp1_bi_amp,bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
,15.62896728515625,53.02001953125,1.0,0.2408527881383248,,,15.62896728515625,,189,False,False,,-2.6608934657801138,-1.6607659124789507,2.000255106602326,-0.0020372117451852734,55.92118744965823,2024/11/01 13:30,2s,179500.0
,53.300048828125,117.3499755859375,1.0,0.6748190789644773,,,53.300048828125,,284,True,False,,-7.287040980887433,-7.102482598211509,0.3691167653518477,-0.008548844971582151,28.829197610056937,2024/11/20 18:30,2s,20762.0
,28.3199462890625,50.9215087890625,1.0,0.9299602779822078,,,28.3199462890625,,801,True,False,,-3.3100536861942373,-4.134214931807946,-1.6483224912274181,-0.006838108620397745,38.707495183084546,2025/03/13 17:30,2s,82027.0
,23.42999267578125,50.9215087890625,2.0,0.6267484759642238,,,23.42999267578125,,820,True,False,,3.2297616192945258,1.6463636757932818,-3.166795887002488,0.002678617045848184,44.56480682647427,2025/03/18 15:30,2s,51097.0
,25.60504150390625,50.9215087890625,3.0,0.48771182479162123,,,25.60504150390625,,839,True,False,,3.9803444089323357,3.4934967585872982,-0.9736953006900748,0.005612313287186589,41.43513438280472,2025/03/21 13:30,2s,100243.0
,53.3599853515625,62.31500244140625,1.0,0.004092190850064987,,,53.3599853515625,,924,False,False,,-14.720275774534661,-10.936895154649847,7.5667612397696296,-0.018843956814776425,47.832414675895755,2025/04/08 14:30,2s,129315.0
,45.07000732421875,83.56500244140625,1.0,0.06079120375070574,45.07000732421875,0.00042684000171226385,45.07000732421875,,1028,True,False,,4.263152815805808,2.388796571371472,-3.748712488868671,0.0038229222298312715,45.92390014356547,2025/04/30 13:30,"2s,3b",65937.0
,32.489990234375,27.68499755859375,1.0,0.5665522464070054,,,32.489990234375,,1157,False,False,,-1.2807324258354598,1.4291029073290247,5.419670666328969,0.0020184283089413257,63.98066400954024,2025/05/27 16:30,2s,32061.0
,24.6400146484375,27.68499755859375,2.0,0.08325782478047404,,,24.6400146484375,,1196,False,False,,-2.829070487241278,-1.3581326135180234,2.9418757474465096,-0.0019343564683530056,53.51392830713791,2025/06/04 13:30,2s,39300.0
24.05999755859375,24.05999755859375,27.68499755859375,3.0,0.424236812458801,,,24.05999755859375,0.6978835730010399,1230,False,False,,2.132105499239413,2.5215541749478234,0.7788973514168207,0.0035603240998610874,62.08871885012108,2025/06/10 19:30,"1p,2s",64523.0
