date,equity,cash,pos,qty,bucket_today,bucket_next,prev_reg_score,prev_reg_slope,prev_reg_above_ma,today_reg_score,today_reg_slope,today_reg_above_ma,base_buy_bull,base_buy_side,base_buy_bear,base_sell_bull,base_sell_side,base_sell_bear,live_buy_today,live_sell_today,strength_s,strength_buy_k,strength_sell_k,strength_score,reg_score,reg_slope,reg_above_ma
2018-10-15,100000.0,100000.0,0,0.0,bear,bear,-0.06547969637066846,-0.0005477493635970788,-0.042557632186584815,-0.08242095888671115,-0.0008095150046644983,-0.05332827591514511,0.3,0.3,0.3,0.3,0.3,0.3,0.32975450678683665,0.264294591855796,-0.9918168928945553,1.0991816892894555,0.8809819728526533,-0.08242095888671115,,,
2018-10-16,100000.0,100000.0,0,0.0,bear,bear,-0.08242095888671115,-0.0008095150046644983,-0.05332827591514511,-0.040935829454840346,-0.0009616322979308305,-0.025367288374031904,0.3,0.3,0.3,0.3,0.3,0.3,0.32632317092887125,0.26841219488535456,-0.8774390309623737,1.0877439030962375,0.8947073162845152,-0.040935829454840346,,,
2018-10-17,100000.0,100000.0,0,0.0,bear,bear,-0.040935829454840346,-0.0009616322979308305,-0.025367288374031904,-0.04003440820609678,-0.0010955972665261415,-0.024498410937678905,0.3,0.3,0.3,0.3,0.3,0.3,0.3261102024565467,0.2686677570521439,-0.8703400818848915,1.087034008188489,0.895559190173813,-0.04003440820609678,,,
2018-10-18,100000.0,100000.0,0,0.0,bear,bear,-0.04003440820609678,-0.0010955972665261415,-0.024498410937678905,-0.07316920446195364,-0.0012972547473333379,-0.046184960146635756,0.3,0.3,0.3,0.3,0.3,0.3,0.32954669323582536,0.26454396811700953,-0.9848897745275126,1.0984889774527513,0.8818132270566985,-0.07316920446195364,,,
2018-10-19,100000.0,100000.0,0,0.0,bear,bear,-0.07316920446195364,-0.0012972547473333379,-0.046184960146635756,-0.07369656642456514,-0.001499472495404353,-0.04613209929223472,0.3,0.3,0.3,0.3,0.3,0.3,0.32956223919521505,0.26452531296574194,-0.9854079731738347,1.0985407973173835,0.8817510432191399,-0.07369656642456514,,,
2018-10-22,100000.0,100000.0,0,0.0,bear,bear,-0.07369656642456514,-0.001499472495404353,-0.04613209929223472,-0.0657065747361509,-0.001639093500643716,-0.0405261961561465,0.3,0.3,0.3,0.3,0.3,0.3,0.32925809635132475,0.26489028437841033,-0.9752698783774904,1.0975269878377492,0.8829676145947012,-0.0657065747361509,,,
2018-10-23,100000.0,100000.0,0,0.0,bear,bear,-0.0657065747361509,-0.001639093500643716,-0.0405261961561465,-0.07020188124046689,-0.0017441731001893897,-0.04331290795993248,0.3,0.3,0.3,0.3,0.3,0.3,0.3294484462199843,0.2646618645360188,-0.9816148739994771,1.0981614873999477,0.8822062151200627,-0.07020188124046689,,,
2018-10-24,100000.0,100000.0,0,0.0,bear,bear,-0.07020188124046689,-0.0017441731001893897,-0.04331290795993248,-0.13421579841829392,-0.0020033960018222994,-0.08547040694188468,0.3,0.3,0.3,0.3,0.3,0.3,0.32999219901567073,0.2640093611811951,-0.9997399671890245,1.0999739967189024,0.880031203937317,-0.13421579841829392,,,
2018-10-25,100000.0,100000.0,0,0.0,bear,bear,-0.13421579841829392,-0.0020033960018222994,-0.08547040694188468,-0.08568413951276427,-0.0020733851080595805,-0.052975989459057016,0.3,0.3,0.3,0.3,0.3,0.3,0.32980234478348597,0.2642371862598168,-0.9934114927828658,1.0993411492782865,0.8807906208660561,-0.08568413951276427,,,
2018-10-26,100000.0,100000.0,0,0.0,bear,bear,-0.08568413951276427,-0.0020733851080595805,-0.052975989459057016,-0.12067053638894845,-0.002229058635694401,-0.07598890698791017,0.3,0.3,-0.240038,0.3,0.3,0.3,-0.2640264042508926,0.26402308996774954,-0.9993586120069563,1.0999358612006955,0.8800769665591652,-0.12067053638894845,,,
2018-10-29,100000.0,100000.0,0,0.0,bear,bear,-0.12067053638894845,-0.002229058635694401,-0.07598890698791017,-0.1473054033780208,-0.0024348530297668767,-0.09333389619248011,0.3,0.3,-0.5,0.3,0.3,0.3,-0.5,0.26400391183604405,-0.9998913378876652,1.0999891337887666,0.8800130394534802,-0.1473054033780208,,,
2018-10-30,100000.0,100000.0,0,0.0,bear,bear,-0.1473054033780208,-0.0024348530297668767,-0.09333389619248011,-0.12318546877844436,-0.002572212472959956,-0.07697922090637632,0.3,0.3,-0.5,0.3,0.3,0.3,-0.5,0.2640195267548947,-0.9994575901418139,1.0999457590141815,0.8800650891829823,-0.12318546877844436,,,
2018-10-31,100000.0,100000.0,0,0.0,bear,bear,-0.12318546877844436,-0.002572212472959956,-0.07697922090637632,-0.08922110787492633,-0.002653281134125519,-0.054174176315033185,0.3,0.3,-0.5,0.3,0.3,-0.374609,-0.5,-0.3298900415484168,-0.9947918685790444,1.0994791868579044,0.8806249757705147,-0.08922110787492633,,,
2018-11-01,100000.0,100000.0,0,0.0,bear,bear,-0.08922110787492633,-0.002653281134125519,-0.054174176315033185,-0.06922433752187145,-0.002706461291272031,-0.04073663576537023,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44117666244786413,-0.9803889592022649,1.0980388959202265,0.8823533248957283,-0.06922433752187145,,,
2018-11-02,100000.0,100000.0,0,0.0,bear,bear,-0.06922433752187145,-0.002706461291272031,-0.04073663576537023,-0.09017583635472558,-0.0028215708138649297,-0.05447408260875386,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44029326532029917,-0.9951122446616809,1.099511224466168,0.8805865306405983,-0.09017583635472558,,,
2018-11-05,100000.0,100000.0,0,0.0,bear,bear,-0.09017583635472558,-0.0028215708138649297,-0.05447408260875386,-0.09185000963297234,-0.002920268061793254,-0.05539280363172838,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4402623617573669,-0.9956273040438853,1.0995627304043885,0.8805247235147338,-0.09185000963297234,,,
2018-11-06,100000.0,100000.0,0,0.0,bear,bear,-0.09185000963297234,-0.002920268061793254,-0.05539280363172838,-0.07894520860523152,-0.0029481762735673574,-0.04673378652301963,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44061835752708656,-0.9896940412152239,1.0989694041215223,0.8812367150541731,-0.07894520860523152,,,
2018-11-07,100000.0,100000.0,0,0.0,bear,bear,-0.07894520860523152,-0.0029481762735673574,-0.04673378652301963,-0.032337738024814926,-0.002860763720179532,-0.01583696457618422,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.45245430811512855,-0.7924281980811914,1.0792428198081192,0.9049086162302571,-0.032337738024814926,,,
2018-11-08,100000.0,100000.0,0,0.0,bear,bear,-0.032337738024814926,-0.002860763720179532,-0.01583696457618422,-0.039395830242171984,-0.0027485684888498055,-0.020766749850415045,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4480951134394193,-0.8650814426763448,1.0865081442676345,0.8961902268788386,-0.039395830242171984,,,
2018-11-09,100000.0,100000.0,0,0.0,bear,bear,-0.039395830242171984,-0.0027485684888498055,-0.020766749850415045,-0.06158317312422151,-0.002699295592875981,-0.03565685756372905,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4419456578961238,-0.9675723683979369,1.0967572368397938,0.8838913157922476,-0.06158317312422151,,,
2018-11-12,100000.0,100000.0,0,0.0,bear,bear,-0.06158317312422151,-0.002699295592875981,-0.03565685756372905,-0.10245787931843084,-0.002805066824564858,-0.06269511922982418,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44012949496841647,-0.9978417505263926,1.0997841750526391,0.8802589899368329,-0.10245787931843084,,,
2018-11-13,100000.0,100000.0,0,0.0,bear,bear,-0.10245787931843084,-0.002805066824564858,-0.06269511922982418,-0.09835866669582355,-0.0028598662557061307,-0.059852711952470106,0.3,0.3,-0.5,0.3,0.3,0.224646,-0.5,0.19776491964851267,-0.9971644406268588,1.0997164440626859,0.880340267124777,-0.09835866669582355,,,
2018-11-14,100000.0,100000.0,0,0.0,bear,bear,-0.09835866669582355,-0.0028598662557061307,-0.059852711952470106,-0.10643099498865842,-0.0029280319848952684,-0.06509793268931507,0.3,0.3,-0.5,0.3,0.3,0.218578,-0.5,0.1923920875134228,-0.9983435541918364,1.0998343554191836,0.8801987734969796,-0.10643099498865842,,,
2018-11-15,100000.0,100000.0,0,0.0,bear,bear,-0.10643099498865842,-0.0029280319848952684,-0.06509793268931507,-0.07950966859006242,-0.0028715667713145967,-0.04726331218407909,0.3,0.3,-0.5,0.3,0.3,0.214476,-0.5,0.1889943784180147,-0.9900727657945146,1.0990072765794514,0.8811912681046583,-0.07950966859006242,,,
2018-11-16,100000.0,100000.0,0,0.0,bear,bear,-0.07950966859006242,-0.0028715667713145967,-0.04726331218407909,-0.08220469352687118,-0.0028313530377870573,-0.04914042294234,0.3,0.3,-0.5,0.3,0.3,0.561302,-0.5,0.4945049144564546,-0.9916985500310791,1.099169855003108,0.8809961739962705,-0.08220469352687118,,,
2018-11-19,100000.0,100000.0,0,0.0,bear,bear,-0.08220469352687118,-0.0028313530377870573,-0.04914042294234,-0.12561848496510092,-0.0028908343661965827,-0.07796398791100745,0.3,0.3,-0.5,0.3,0.3,-0.178959,-0.5,-0.15749382460058642,-0.99953878632413,1.099953878632413,0.8800553456411044,-0.12561848496510092,,,
2018-11-20,100000.0,100000.0,0,0.0,bear,bear,-0.12561848496510092,-0.0028908343661965827,-0.07796398791100745,-0.14694411520712594,-0.0029874418847238744,-0.09198785970196954,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4400066786576556,-0.9998886890390735,1.0999888689039072,0.8800133573153112,-0.14694411520712594,,,
2018-11-21,100000.0,100000.0,0,0.0,bear,bear,-0.14694411520712594,-0.0029874418847238744,-0.09198785970196954,-0.13321932236599843,-0.0030262744878581612,-0.08276033260161597,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44001667348792695,-0.9997221085345515,1.099972210853455,0.8800333469758539,-0.13321932236599843,,,
2018-11-23,100000.0,100000.0,0,0.0,bear,bear,-0.13321932236599843,-0.0030262744878581612,-0.08276033260161597,-0.13922434413770265,-0.003033179100688219,-0.08674987122375866,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4400111733442471,-0.9998137775958819,1.0999813777595882,0.8800223466884942,-0.13922434413770265,,,
2018-11-26,100000.0,100000.0,0,0.0,bear,bear,-0.13922434413770265,-0.003033179100688219,-0.08674987122375866,-0.10384538278563255,-0.0029283031547198673,-0.06337364888098196,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44011806521503705,-0.9980322464160489,1.099803224641605,0.8802361304300741,-0.10384538278563255,,,
2018-11-27,100000.0,100000.0,0,0.0,bear,bear,-0.10384538278563255,-0.0029283031547198673,-0.06337364888098196,-0.0957445025459839,-0.002778556817218105,-0.05827255472955306,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4402024699561245,-0.9966255007312586,1.0996625500731259,0.880404939912249,-0.0957445025459839,,,
2018-11-28,100000.0,100000.0,0,0.0,bear,bear,-0.0957445025459839,-0.002778556817218105,-0.05827255472955306,-0.04705912611456102,-0.0024971788199991637,-0.026378393103042352,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4449914736819492,-0.9168087719675139,1.0916808771967514,0.8899829473638984,-0.04705912611456102,,,
2018-11-29,100000.0,100000.0,0,0.0,bear,bear,-0.04705912611456102,-0.0024971788199991637,-0.026378393103042352,-0.048496718694922586,-0.0022055452418671415,-0.027920055312880776,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4445526084837626,-0.9241231919372898,1.092412319193729,0.8891052169675252,-0.048496718694922586,,,
2018-11-30,100000.0,100000.0,0,0.0,bear,bear,-0.048496718694922586,-0.0022055452418671415,-0.027920055312880776,-0.03451898718069914,-0.0019431441658143928,-0.019126369788837305,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.45092218175038684,-0.817963637493553,1.0817963637493553,0.9018443635007737,-0.03451898718069914,,,
2018-12-03,100000.0,100000.0,0,0.0,bear,side,-0.03451898718069914,-0.0019431441658143928,-0.019126369788837305,-0.005952687565590589,-0.0016507895411064242,-0.0006668792948475444,0.3,0.3,-0.5,0.3,0.3,-0.5,0.3058757762034268,0.2929490685558878,-0.19585920678089422,1.0195859206780895,0.9764968951862927,-0.005952687565590589,,,
2018-12-04,100000.0,100000.0,0,0.0,side,bear,-0.005952687565590589,-0.0016507895411064242,-0.0006668792948475444,-0.06000303215441581,-0.0015167567363067037,-0.0369685079636638,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4421579167887736,-0.9640347201871072,1.0964034720187108,0.8843158335775472,-0.06000303215441581,,,
2018-12-06,100000.0,100000.0,0,0.0,bear,bear,-0.06000303215441581,-0.0015167567363067037,-0.0369685079636638,-0.04632178050573669,-0.0013300311640063102,-0.028221124675811837,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4452320019257291,-0.9127999679045156,1.0912799967904516,0.8904640038514582,-0.04632178050573669,,,
2018-12-07,100000.0,100000.0,0,0.0,bear,bear,-0.04632178050573669,-0.0013300311640063102,-0.028221124675811837,-0.09096618482424973,-0.0014253154842196276,-0.05779349224772723,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4402782481310397,-0.9953625311493379,1.0995362531149337,0.8805564962620794,-0.09096618482424973,,,
2018-12-10,100000.0,100000.0,0,0.0,bear,bear,-0.09096618482424973,-0.0014253154842196276,-0.05779349224772723,-0.07264074881861703,-0.0015188264773171528,-0.04538951292444371,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4409388688125848,-0.9843521864569196,1.098435218645692,0.8818777376251696,-0.07264074881861703,,,
2018-12-11,100000.0,100000.0,0,0.0,bear,bear,-0.07264074881861703,-0.0015188264773171528,-0.04538951292444371,-0.06406396338446563,-0.0014872991380938114,-0.03973471064678946,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4416531602200662,-0.9724473296655632,1.0972447329665562,0.8833063204401324,-0.06406396338446563,,,
2018-12-12,100000.0,100000.0,0,0.0,bear,bear,-0.06406396338446563,-0.0014872991380938114,-0.03973471064678946,-0.047689119741162876,-0.0014586546631251214,-0.028875437167858342,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4447943776238522,-0.9200937062691296,1.092009370626913,0.8895887552477044,-0.047689119741162876,,,
2018-12-13,100000.0,100000.0,0,0.0,bear,bear,-0.047689119741162876,-0.0014586546631251214,-0.028875437167858342,-0.0432543093512069,-0.0013106375888243679,-0.0262149310564892,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4463563062901552,-0.8940615618307463,1.0894061561830746,0.8927126125803104,-0.0432543093512069,,,
2018-12-14,100000.0,100000.0,0,0.0,bear,bear,-0.0432543093512069,-0.0013106375888243679,-0.0262149310564892,-0.07440903176941112,-0.0012379944286369092,-0.04713003232233359,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44083519116948044,-0.9860801471753257,1.0986080147175326,0.8816703823389609,-0.07440903176941112,,,
2018-12-17,100000.0,100000.0,0,0.0,bear,bear,-0.07440903176941112,-0.0012379944286369092,-0.04713003232233359,-0.10291105591278064,-0.0013214285966833947,-0.06596451341515364,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44012564523855013,-0.9979059126908308,1.099790591269083,0.8802512904771003,-0.10291105591278064,,,
2018-12-18,100000.0,100000.0,0,0.0,bear,bear,-0.10291105591278064,-0.0013214285966833947,-0.06596451341515364,-0.09059429643389263,-0.0013675937242612138,-0.05766101017407266,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4402852162397188,-0.9952463960046869,1.0995246396004688,0.8805704324794376,-0.09059429643389263,,,
2018-12-19,100000.0,100000.0,0,0.0,bear,bear,-0.09059429643389263,-0.0013675937242612138,-0.05766101017407266,-0.12157168500478131,-0.0014684420571326592,-0.07811090588892222,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4400362400903793,-0.9993959984936788,1.099939599849368,0.8800724801807586,-0.12157168500478131,,,
2018-12-20,100000.0,100000.0,0,0.0,bear,bear,-0.12157168500478131,-0.0014684420571326592,-0.07811090588892222,-0.13759541742360604,-0.0016147243608977888,-0.08850082956060845,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44001245491590985,-0.9997924180681697,1.099979241806817,0.8800249098318197,-0.13759541742360604,,,
2018-12-21,100000.0,100000.0,0,0.0,bear,bear,-0.13759541742360604,-0.0016147243608977888,-0.08850082956060845,-0.17738077718268913,-0.0020321583541047916,-0.11418953474691651,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44000087796772985,-0.9999853672045024,1.0999985367204503,0.8800017559354597,-0.17738077718268913,,,
2018-12-24,100000.0,100000.0,0,0.0,bear,bear,-0.17738077718268913,-0.0020321583541047916,-0.11418953474691651,-0.21106849754685927,-0.0023997712423025,-0.1359127892133012,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4400000929227364,-0.9999984512877265,1.0999998451287727,0.8800001858454728,-0.21106849754685927,,,
2018-12-26,100000.0,100000.0,0,0.0,bear,bear,-0.21106849754685927,-0.0023997712423025,-0.1359127892133012,-0.12714439951020612,-0.002613061465788954,-0.07953681007522617,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4400249967394215,-0.9995833876763079,1.0999583387676308,0.880049993478843,-0.12714439951020612,,,
2018-12-27,100000.0,100000.0,0,0.0,bear,bear,-0.12714439951020612,-0.002613061465788954,-0.07953681007522617,-0.11937451434313243,-0.0028754959024184165,-0.07383201775725146,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.440041954948166,-0.9993007508639002,1.09993007508639,0.880083909896332,-0.11937451434313243,,,
2018-12-28,100000.0,100000.0,0,0.0,bear,bear,-0.11937451434313243,-0.0028754959024184165,-0.07383201775725146,-0.11658165235374778,-0.0030648941616668625,-0.07159131324583146,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44005053749976464,-0.9991577083372563,1.0999157708337257,0.8801010749995293,-0.11658165235374778,,,
2018-12-31,100000.0,100000.0,0,0.0,bear,bear,-0.11658165235374778,-0.0030648941616668625,-0.07159131324583146,-0.10106305790445715,-0.0031189638583225764,-0.06113744421965961,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4401420991377226,-0.9976316810379567,1.0997631681037956,0.8802841982754452,-0.10106305790445715,,,
2019-01-02,98859.25023949529,98859.25023949529,0,0.0,bear,bear,-0.10106305790445715,-0.0031189638583225764,-0.06113744421965961,-0.09215905017410533,-0.003089927969846371,-0.055259510843044146,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4402570231572289,-0.9957162807128516,1.0995716280712853,0.8805140463144578,-0.09215905017410533,,,
2019-01-03,99613.00578965474,0.0,1,666.530650984642,bear,bear,-0.09215905017410533,-0.003089927969846371,-0.055259510843044146,-0.13496524118037098,-0.0032230572690523894,-0.08353071291547587,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4400148416970541,-0.9997526383824311,1.0999752638382432,0.8800296833941083,-0.13496524118037098,,,
2019-01-04,101957.74118602631,101957.74118602631,0,0.0,bear,bear,-0.13496524118037098,-0.0032230572690523894,-0.08353071291547587,-0.07294067414335656,-0.0031894395987266486,-0.04224823689811774,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44092042510653606,-0.9846595815577324,1.0984659581557732,0.8818408502130721,-0.07294067414335656,,,
2019-01-07,102828.50481824891,102828.50481824891,0,0.0,bear,bear,-0.07294067414335656,-0.0031894395987266486,-0.04224823689811774,-0.05276423186380651,-0.0030687980927605754,-0.029038558390349856,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.4434578182446121,-0.9423696959231318,1.094236969592313,0.8869156364892242,-0.05276423186380651,,,
2019-01-08,103054.81417300201,103054.81417300201,0,0.0,bear,bear,-0.05276423186380651,-0.0030687980927605754,-0.029038558390349856,-0.037679813598440984,-0.002782529407963516,-0.019554816916366957,0.3,0.3,-0.5,0.3,0.3,-0.5,-0.5,-0.44900264813039603,-0.8499558644933997,1.08499558644934,0.8980052962607921,-0.037679813598440984,,,
2019-01-09,103029.0633448728,0.0,1,644.4552658089248,bear,side,-0.037679813598440984,-0.002782529407963516,-0.019554816916366957,-0.02289800429735251,-0.0024731818815427204,-0.010318972435149565,0.3,0.3,-0.5,0.3,0.3,-0.5,0.3192899145119706,0.27685210258563525,-0.6429971503990212,1.064299715039902,0.9228403419521175,-0.02289800429735251,,,
2019-01-10,103235.7617651423,103235.7617651423,0,0.0,side,side,-0.02289800429735251,-0.0024731818815427204,-0.010318972435149565,-0.01685619073006464,-0.002203478490159533,-0.006830503506390695,0.3,0.3,-0.5,0.3,0.3,-0.5,0.3152809745225288,0.2816628305729654,-0.5093658174176273,1.0509365817417626,0.9388761019098847,-0.01685619073006464,,,
2019-01-11,103242.18149885218,0.0,1,642.4529029175618,side,side,-0.01685619073006464,-0.002203478490159533,-0.006830503506390695,-0.021392581138425473,-0.0020538114495854648,-0.010154097859779387,0.3,-0.263243,-0.5,0.3,-0.345946,-0.5,-0.2793694862549341,-0.3205144705890021,-0.6126083601438249,1.0612608360143825,0.926486996782741,-0.021392581138425473,,,
2019-01-14,102600.35965379312,102600.35965379312,0,0.0,side,bear,-0.021392581138425473,-0.0020538114495854648,-0.010154097859779387,-0.032925942379161445,-0.001926910065856503,-0.018096808121061292,0.3,-0.263243,-0.5,0.3,-0.345946,-0.5,-0.5,-0.45202336711870184,-0.7996105480216361,1.0799610548021636,0.9040467342374037,-0.032925942379161445,,,
2019-01-15,103007.48444427503,0.0,1,634.3606629158458,bear,side,-0.032925942379161445,-0.001926910065856503,-0.018096808121061292,-0.0022578551805980587,-0.0017504179277694181,0.0019955990684734637,0.3,-0.5,-0.5,0.3,-0.5,-0.5,-0.5,-0.4954927965445659,-0.07512005759056842,1.0075120057590568,0.9909855930891318,-0.0022578551805980587,,,
2019-01-16,103255.07767916293,0.0,1,637.5344386216531,side,side,-0.0022578551805980587,-0.0017504179277694181,0.0019955990684734637,4.646465345666158e-06,-0.0015046688050417917,0.003012435253647361,0.3,-0.5,-0.5,0.3,-0.5,-0.5,-0.4999922558911525,-0.5,0.0001548821769504088,0.999984511782305,1.000018585861234,4.646465345666158e-06,,,
2019-01-17,104473.53062835189,104473.53062835189,0,0.0,side,side,4.646465345666158e-06,-0.0015046688050417917,0.003012435253647361,0.01374712443651218,-0.0012371932303449835,0.01163913608503142,0.3,-0.5,-0.5,0.3,-0.5,-0.5,-0.4785676689125162,-0.5,0.42864662174967616,0.9571353378250324,1.0514375946099612,0.01374712443651218,,,
2019-01-18,104473.53062835189,104473.53062835189,0,0.0,side,bull,0.01374712443651218,-0.0012371932303449835,0.01163913608503142,0.03001663333226098,-0.0010562765627341883,0.022123642013642364,0.3,-0.5,-0.5,0.3,-0.5,-0.5,0.2771451926977713,0.3274257687626744,0.7618269100742883,0.9238173089925712,1.0914192292089147,0.03001663333226098,,,
2019-01-22,103097.9571680822,0.0,1,636.839564939664,bull,side,0.03001663333226098,-0.0010562765627341883,0.022123642013642364,0.0009521618881338728,-0.0010224910499363029,0.0026797566919618543,0.3,-0.5,-0.5,0.3,-0.5,-0.5,-0.49841359617036374,-0.5,0.03172807659272573,0.9968271923407275,1.0038073691911271,0.0009521618881338728,,,
2019-01-23,102995.47208182335,102995.47208182335,0,0.0,side,side,0.0009521618881338728,-0.0010224910499363029,0.0026797566919618543,0.005604488136813204,-0.0009580836083990103,0.005652492641340157,0.3,-0.5,-0.5,0.3,-0.5,-0.5,-0.4907663563725513,-0.5,0.18467287254897471,0.9815327127451026,1.022160744705877,0.005604488136813204,,,
