side,seen_idx,exec_px,qty,fee,reason,ts,pred,th,gate,pnl,entry_px,entry_idx
buy,5376,110.0,909.0909090909091,0.0,5m BUY signal,2010-02-18 04:15:00,1.0357342958450317,0.7499999999999998,FREE,,,
sell,5381,110.28,909.0909090909091,0.0,5m SELL signal,2010-02-18 05:20:00,4.269974708557129,2.499999999999999,FREE,254.54545454545558,110.0,5376.0
buy,5385,110.25,909.3382807668522,0.0,5m BUY signal,2010-02-18 06:40:00,0.8091346621513367,0.7499999999999998,FREE,,,
sell,5403,110.33,909.3382807668522,0.0,5m SELL signal,2010-02-18 08:15:00,4.282859802246094,2.499999999999999,FREE,72.74706246134663,110.25,5385.0
buy,5406,109.95,912.4810597272105,0.0,5m BUY signal,2010-02-18 08:30:00,0.9892998337745667,0.7499999999999998,FREE,,,
sell,5415,109.98,912.4810597272105,0.0,5m SELL signal,2010-02-18 09:15:00,3.8568618297576904,2.499999999999999,FREE,27.374431791817354,109.95,5406.0
buy,5503,110.31,909.7513094805423,0.0,5m BUY signal,2010-02-18 16:35:00,0.8941147923469543,0.7499999999999998,FREE,,,
sell,5544,110.19,909.7513094805423,0.0,5m SELL signal,2010-02-19 04:15:00,4.341393947601318,-0.5,FREE,-109.17015713766922,110.31,5503.0
buy,5550,110.2,909.6687549152537,0.0,5m BUY signal,2010-02-19 05:55:00,0.8184897303581238,0.7499999999999998,FREE,,,
sell,5559,110.25,909.6687549152537,0.0,5m SELL signal,2010-02-19 07:00:00,4.335925102233887,-0.5,FREE,45.4834377457601,110.2,5550.0
buy,5635,111.32,900.925082908792,0.0,5m BUY signal,2010-02-19 13:20:00,0.8659037947654724,0.7499999999999998,FREE,,,
sell,5687,111.25,900.925082908792,0.0,5m SELL signal,2010-02-19 17:40:00,4.5472917556762695,-0.5,FREE,-63.064755803609295,111.32,5635.0
buy,5770,110.87,904.0129473581952,0.0,5m BUY signal,2010-02-22 10:05:00,0.9982070326805115,0.9499999999999997,FREE,,,
sell,5775,111.27,904.0129473581952,0.0,5m SELL signal,2010-02-22 10:30:00,4.403844833374023,-0.5,FREE,361.6051789432704,110.87,5770.0
buy,6054,109.79,916.1992954963691,0.0,5m BUY signal,2010-02-24 04:15:00,1.5467456579208374,1.2499999999999996,FREE,,,
sell,6264,110.24,916.1992954963691,0.0,5m SELL signal,2010-02-25 08:00:00,1.2848865985870361,1.1999999999999997,FREE,412.2896829733557,109.79,6054.0
buy,6271,109.64,921.213155194452,0.0,5m BUY signal,2010-02-25 08:35:00,1.6244010925292969,1.1999999999999997,FREE,,,
sell,6320,109.44,921.213155194452,0.0,5m SELL signal,2010-02-25 12:40:00,2.74045729637146,1.1999999999999997,FREE,-184.24263103889302,109.64,6271.0
buy,6325,109.36,921.8870492362914,0.0,5m BUY signal,2010-02-25 13:05:00,1.4599974155426025,1.1999999999999997,FREE,,,
sell,6332,109.49,921.8870492362914,0.0,5m SELL signal,2010-02-25 13:40:00,2.7419610023498535,1.1999999999999997,FREE,119.8453164007137,109.36,6325.0
