date,chosen_action,reward_force_buy,reward_free,reward_force_sell,chosen_reward,best_action_ex_post,p_day,close
2013-04-23,FORCE_SELL,0.011242517155789318,0.006716308950211808,0.006716308950211808,0.006716308950211808,FORCE_BUY,,69.45
2013-04-24,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,69.42
2013-04-25,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,69.79
2013-04-26,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,69.57
2013-04-29,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,70.21
2013-04-30,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,70.72
2013-05-01,FORCE_SELL,0.0001420656343231743,0.0001420656343231743,0.0,0.0,FORCE_BUY,,70.39
2013-05-02,FORCE_BUY,0.01049198922444332,0.008790107979433722,0.0,0.01049198922444332,FORCE_BUY,,71.28
2013-05-03,FREE,0.01249824462856345,0.011797068558875948,0.013200393203201917,0.011797068558875948,FORCE_SELL,,72.12
2013-05-06,FREE,0.0006920415224913824,0.0006920415224913824,0.0006920415224913824,0.0006920415224913824,FORCE_BUY,,72.4
2013-05-07,FORCE_BUY,-0.0015191271923766531,-0.0015191271923766531,-0.0015191271923766531,-0.0015191271923766531,FORCE_BUY,,72.36
2013-05-08,FORCE_SELL,0.003867403314917094,0.005392985188563549,0.0002762430939226108,0.0002762430939226108,FREE,,72.71
2013-05-09,FORCE_SELL,0.0012389867841409513,-0.00315207264616659,0.0,0.0,FORCE_BUY,,72.61
2013-05-10,FORCE_BUY,0.003576833126977672,0.00409766483299295,0.0,0.003576833126977672,FREE,,73.05
2013-05-13,FREE,0.00687001923605391,0.001919052340346453,0.0004122011541632427,0.001919052340346453,FORCE_BUY,,73.14
2013-05-14,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,73.52
2013-05-15,FORCE_BUY,0.0036704730831973076,0.0036704730831973076,0.0,0.0036704730831973076,FORCE_BUY,,73.67
2013-05-16,FORCE_BUY,0.00027155465037336657,0.00027155465037336657,0.00027155465037336657,0.00027155465037336657,FORCE_BUY,,73.59
2013-05-17,FREE,0.008549328267064674,0.00013570362328679865,0.00013570362328679865,0.00013570362328679865,FORCE_BUY,,74.3
2013-05-20,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,74.19
2013-05-21,FORCE_BUY,0.0014842801241398242,0.002006429158376596,0.0,0.0014842801241398242,FREE,,74.27
2013-05-22,FORCE_SELL,-0.0071322836764903365,-0.005664334095904691,0.002691427802449196,0.002691427802449196,FORCE_SELL,,73.62
2013-05-23,FREE,0.008353875650506597,0.006847439057792371,0.0,0.006847439057792371,FORCE_BUY,,73.45
2013-05-24,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,73.41
2013-05-28,FORCE_BUY,0.0012213326095806586,0.0012213326095806586,0.0,0.0012213326095806586,FORCE_BUY,,73.89
2013-05-29,FORCE_BUY,-0.001766304347826077,-0.00190217391304357,-0.00190217391304357,-0.001766304347826077,FORCE_BUY,,73.54
2013-05-30,FREE,0.007090264521407105,0.007492430513910543,0.00299972729751838,0.007492430513910543,FREE,,73.93
2013-05-31,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,73.25
2013-06-03,FORCE_SELL,0.00013640703860309583,0.00013640703860309583,0.0,0.0,FORCE_BUY,,73.38
2013-06-04,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,73.0
2013-06-05,FREE,-0.005646605150805488,-0.005646605150805488,0.0,-0.005646605150805488,FORCE_SELL,,72.05
2013-06-06,FORCE_BUY,0.001244813278008368,0.001244813278008368,0.001244813278008368,0.001244813278008368,FORCE_BUY,,72.4
2013-06-07,FORCE_SELL,0.013401492124896342,0.011881735285990498,0.011881735285990498,0.011881735285990498,FORCE_BUY,,73.39
2013-06-10,FREE,-0.00027259097723883924,0.0023170233065284876,0.0,0.0023170233065284876,FREE,,73.42
2013-06-11,FORCE_BUY,-0.004918032786885231,-0.0026052168634075924,0.0,-0.004918032786885231,FORCE_SELL,,72.69
2013-06-12,FORCE_SELL,-0.016981648863324962,-0.009039172807613259,-0.008970145165708043,-0.008970145165708043,FORCE_SELL,,71.85
2013-06-13,FREE,0.01959412176347082,-0.0009797060881736408,0.0,-0.0009797060881736408,FORCE_BUY,,72.76
2013-06-14,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,72.28
2013-06-17,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,72.98
2013-06-18,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,73.58
2013-06-19,FORCE_BUY,-0.005065717415115108,-0.005065717415115108,0.0,-0.005065717415115108,FORCE_SELL,,72.76
2013-06-20,FREE,-0.02233866519580794,-0.015886716191019716,-0.00592939878654154,-0.015886716191019716,FORCE_SELL,,71.03
2013-06-21,FORCE_BUY,-0.008597603946441169,-0.01099224600570422,0.00042283298097247637,-0.008597603946441169,FORCE_SELL,,70.43
2013-06-24,FORCE_SELL,-0.00228245363766041,0.0034567185679884663,0.0001426533523539047,0.0001426533523539047,FREE,,69.73
2013-06-25,FREE,-0.0008560422314167983,-0.0008560422314167983,0.0,-0.0008560422314167983,FORCE_SELL,,70.24
2013-06-26,FREE,0.006542454842838769,0.0068215827310182595,0.003555681979803676,0.0068215827310182595,FREE,,70.87
2013-06-27,FORCE_SELL,0.004517221908526236,0.0031717547472178667,0.00225861095426305,0.00225861095426305,FORCE_BUY,,71.17
2013-06-28,FORCE_BUY,-0.0023802856342762177,0.002100210012622207,0.0,-0.0023802856342762177,FREE,,71.27
2013-07-01,FREE,0.0004185851820845009,-0.0009683606556092139,0.001534812334309972,-0.0009683606556092139,FORCE_SELL,,71.71
2013-07-02,FORCE_SELL,-0.00027870680044598086,0.002504628523650137,0.0033444816053510937,0.0033444816053510937,FORCE_SELL,,71.74
2013-07-03,FORCE_BUY,0.013910355486862312,0.008571027118167738,0.0,0.013910355486862312,FORCE_BUY,,72.03
2013-07-05,FORCE_BUY,0.0005502063273726849,0.0015130674002750155,0.0015130674002750155,0.0005502063273726849,FREE,,72.58
2013-07-08,FORCE_SELL,-0.0024698133918769636,-0.0028814489571898786,-0.0028814489571898786,-0.0028814489571898786,FORCE_BUY,,72.65
2013-07-09,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,73.09
2013-07-10,FORCE_SELL,0.015777198518315314,0.004658747883344283,0.0,0.0,FORCE_BUY,,73.51
2013-07-11,FORCE_BUY,0.00984225428070649,0.003374181150274317,0.0,0.00984225428070649,FORCE_BUY,,74.97
2013-07-12,FREE,0.004136642647451368,0.0016012810248199857,0.0016012810248199857,0.0016012810248199857,FORCE_BUY,,75.3
2013-07-15,FORCE_BUY,0.0034583665868580444,0.0013974675962531075,0.0,0.0034583665868580444,FORCE_BUY,,75.47
2013-07-16,FORCE_SELL,-0.000265146493437732,0.0018580676110827711,0.0010605859737504073,0.0010605859737504073,FREE,,75.37
2013-07-17,FORCE_SELL,0.001727115716753185,0.0026963602208597,0.0,0.0,FREE,,75.56
2013-07-18,FREE,-0.007170362501659917,-0.007170362501659917,0.0,-0.007170362501659917,FORCE_SELL,,75.37
2013-07-19,FORCE_BUY,-0.00691121743753308,-0.007974481658692035,-0.007974481658692035,-0.00691121743753308,FORCE_BUY,,74.59
2013-07-22,FREE,0.002543507362784399,0.002543507362784399,0.002543507362784399,0.002543507362784399,FORCE_BUY,,74.81
2013-07-23,FORCE_SELL,-0.0038723461076245716,-0.005140873280811812,-0.005140873280811812,-0.005140873280811812,FORCE_BUY,,74.26
2013-07-24,FORCE_BUY,0.0006680919294495147,-0.0005450903675028311,0.0,0.0006680919294495147,FORCE_BUY,,74.5
2013-07-25,FORCE_BUY,0.002674869600107085,0.004408086811166554,0.002139895680085826,0.002674869600107085,FREE,,74.97
2013-07-26,FORCE_SELL,0.008685195082843298,0.010307744994504908,-0.0016034206306787565,-0.0016034206306787565,FREE,,75.37
2013-07-29,FREE,0.0003987240829346465,-0.0009315564253706106,0.0,-0.0009315564253706106,FORCE_BUY,,75.23
2013-07-30,FREE,0.0025162230168189782,-0.0003972983710766531,-0.0003972983710766531,-0.0003972983710766531,FORCE_BUY,,75.63
2013-07-31,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,75.77
2013-08-01,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,76.54
2013-08-02,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,76.97
2013-08-05,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,77.02
2013-08-06,FORCE_SELL,-0.00351745700885882,-0.00351745700885882,0.0,0.0,FORCE_SELL,,76.56
2013-08-07,FORCE_SELL,0.002749770852428865,0.00184338290439333,0.0,0.0,FORCE_BUY,,76.42
2013-08-08,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,76.8
2013-08-09,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,76.49
2013-08-12,FREE,0.006555657532450511,0.007606204859294597,0.0,0.007606204859294597,FREE,,76.67
2013-08-13,FREE,0.0032547845332638646,-0.0005073773140925949,0.0009113396693138821,-0.0005073773140925949,FORCE_BUY,,77.1
2013-08-14,FORCE_SELL,-0.00806137043297346,-0.00042240775487917764,0.0,0.0,FORCE_SELL,,76.81
2013-08-15,FORCE_BUY,-0.010356581017304667,-0.010356581017304667,0.0,-0.010356581017304667,FORCE_SELL,,75.51
2013-08-16,FREE,-0.002383159009665232,0.0025155567324241556,0.0025155567324241556,0.0025155567324241556,FREE,,75.48
2013-08-19,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,75.35
2013-08-20,FREE,0.0002642356982427628,0.0002642356982427628,0.0,0.0002642356982427628,FORCE_BUY,,75.68
2013-08-21,FORCE_BUY,-0.004901311431977571,0.0006505144075357593,0.002781825407338842,-0.004901311431977571,FORCE_SELL,,75.42
2013-08-22,FORCE_SELL,0.014494680851063901,0.011436170212765977,0.011436170212765977,0.011436170212765977,FORCE_BUY,,76.16
2013-08-23,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,76.67
2013-08-26,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,76.71
2013-08-27,FORCE_SELL,-0.015983230708764645,-0.015983230708764645,0.0,0.0,FORCE_SELL,,75.14
2013-08-28,FREE,0.0022630457933972606,0.004118622782174172,0.0,0.004118622782174172,FREE,,75.43
2013-08-29,FORCE_SELL,0.00476064533192277,0.0075640353179423775,0.0006612007405447716,0.0006612007405447716,FREE,,75.96
2013-08-30,FORCE_BUY,-0.005790235557310038,-0.003679106661346655,0.0,-0.005790235557310038,FORCE_SELL,,75.47
2013-09-03,FREE,-0.006419494301061109,0.0021018068152542074,-0.00013101008777692574,0.0021018068152542074,FREE,,75.9
2013-09-04,FREE,0.014909618683203507,0.004773415643007283,0.0,0.004773415643007283,FORCE_BUY,,76.71
2013-09-05,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,76.84
2013-09-06,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,76.93
2013-09-09,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,77.83
2013-09-10,FORCE_BUY,0.0025664057487486823,0.0024382494908234986,0.0,0.0025664057487486823,FORCE_BUY,,78.21
2013-09-11,FORCE_SELL,0.0008970908624886351,-0.0015286665043963204,-0.003191080353710131,-0.003191080353710131,FORCE_BUY,,78.06
2013-09-12,FREE,0.0005125576627369467,0.00025609873111588643,0.0,0.00025609873111588643,FORCE_BUY,,78.01
2013-09-13,FORCE_SELL,0.0010245901639344783,-0.00012758021754248765,-0.002433401639344226,-0.002433401639344226,FORCE_BUY,,78.06
2013-09-16,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,77.85
2013-09-17,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,78.37
2013-09-18,FORCE_SELL,0.013124597624951495,0.006735581373703891,0.0,0.0,FORCE_BUY,,79.31
2013-09-19,FORCE_BUY,-0.0007545271629778465,0.0022629882415166553,0.0,-0.0007545271629778465,FREE,,79.5
2013-09-20,FREE,-0.007429794736179375,-0.005189879623443268,0.0011207656466440587,-0.005189879623443268,FORCE_SELL,,78.99
2013-09-23,FORCE_BUY,-0.003037974683544198,-0.0049324987413087934,0.004303797468354517,-0.003037974683544198,FORCE_SELL,,78.83
2013-09-24,FORCE_SELL,0.00012687135244868823,0.003324582855465496,0.0027911697538698464,0.0027911697538698464,FREE,,78.83
2013-09-25,FREE,-0.0005085823267642479,0.008208677418322565,0.0,0.008208677418322565,FREE,,78.56
2013-09-26,FORCE_SELL,0.0018963337547408831,-0.00037926675094817665,0.0,0.0,FORCE_BUY,,79.17
2013-09-27,FORCE_BUY,0.002534854245880722,0.0027304262493640357,0.0,0.002534854245880722,FREE,,79.07
2013-09-30,FREE,-0.0002533569799847591,0.0013978066603134867,-0.00544717506967296,0.0013978066603134867,FREE,,78.88
2013-10-01,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,79.68
2013-10-02,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,79.65
2013-10-03,FORCE_BUY,-0.001903311762466717,-0.0011261848966866556,0.0,-0.001903311762466717,FORCE_SELL,,78.72
2013-10-04,FREE,0.008764130572843934,0.0015241966213640735,0.0015241966213640735,0.0015241966213640735,FORCE_BUY,,79.4
2013-10-07,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,78.74
2013-10-08,FORCE_SELL,0.00012903225806452362,0.004533641529036794,0.0,0.0,FREE,,77.22
2013-10-09,FORCE_BUY,-0.006831657643722532,-0.006831657643722532,0.0,-0.006831657643722532,FORCE_SELL,,76.98
2013-10-10,FREE,0.012795657231484932,0.012795657231484932,0.012795657231484932,0.012795657231484932,FORCE_BUY,,78.61
2013-10-11,FORCE_SELL,0.01108703963298079,0.01108703963298079,0.01108703963298079,0.01108703963298079,FORCE_BUY,,79.23
2013-10-14,FORCE_BUY,0.014075576971848792,0.014075576971848792,0.014075576971848792,0.014075576971848792,FORCE_BUY,,79.79
2013-10-15,FREE,-0.0008753282480928965,-0.00012504689258478803,-0.00012504689258478803,-0.00012504689258478803,FREE,,79.48
2013-10-16,FORCE_SELL,0.006777959081209924,0.0013879627676775177,0.0,0.0,FORCE_BUY,,80.38
2013-10-17,FREE,0.018263697773330114,0.006255380431104983,0.0,0.006255380431104983,FORCE_BUY,,80.84
2013-10-18,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,82.15
2013-10-21,FORCE_SELL,0.00322718139195032,0.0017658162333314303,0.0,0.0,FORCE_BUY,,82.33
2013-10-22,FORCE_SELL,-0.001576521950036435,-0.00047502471125484034,0.0,0.0,FORCE_SELL,,82.45
2013-10-23,FREE,0.0021988761299779652,0.004279295191491004,0.0,0.004279295191491004,FREE,,81.95
2013-10-24,FORCE_BUY,0.010671313543458818,0.009685367762580182,0.0,0.010671313543458818,FORCE_BUY,,82.31
2013-10-25,FORCE_BUY,0.0012091898428052037,0.00212201724602277,0.0036275695284158542,0.0012091898428052037,FORCE_SELL,,82.9
2013-10-28,FORCE_SELL,-0.003850782190132362,-0.0009611302335548647,-0.0003610108303249354,-0.0003610108303249354,FORCE_SELL,,82.92
2013-10-29,FREE,0.002048686430465291,0.002048686430465291,0.0,0.002048686430465291,FORCE_BUY,,83.06
2013-10-30,FREE,-0.0009653674429829269,-0.0009653674429829269,0.0,-0.0009653674429829269,FORCE_SELL,,82.98
2013-10-31,FORCE_SELL,0.0003623188405798243,0.00519323671497603,0.00519323671497603,0.00519323671497603,FREE,,82.79
2013-11-01,FORCE_BUY,0.002240387526491039,0.005276856809027492,0.0,0.002240387526491039,FREE,,82.81
2013-11-04,FREE,0.00036196911196915586,0.003627202880918047,0.001689189189189274,0.003627202880918047,FREE,,82.93
2013-11-05,FORCE_BUY,0.0022930243784697654,0.0022930243784697654,0.0022930243784697654,0.0022930243784697654,FORCE_BUY,,83.02
2013-11-06,FORCE_BUY,-0.006362545018007188,0.0019228771355349506,-0.0004801920768306818,-0.006362545018007188,FREE,,83.0
2013-11-07,FREE,-0.014849692140528847,-0.011267327384676229,-0.0003621876131836508,-0.011267327384676229,FORCE_SELL,,81.44
2013-11-08,FREE,0.009297773427942314,0.003792512845608065,0.003792512845608065,0.003792512845608065,FORCE_BUY,,82.54
2013-11-11,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,82.41
2013-11-12,FORCE_BUY,0.0054791184707171665,0.007435731480295622,0.0,0.0054791184707171665,FREE,,82.54
2013-11-13,FORCE_BUY,0.012624423403738925,-0.002306385044913787,-0.002306385044913787,0.012624423403738925,FORCE_BUY,,83.54
2013-11-14,FORCE_SELL,0.003595828838547292,0.0033561417450951782,-0.0010787486515642349,-0.0010787486515642349,FORCE_BUY,,83.8
2013-11-15,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,83.96
2013-11-18,FORCE_BUY,-0.005145387100634068,-0.005145387100634068,0.0,-0.005145387100634068,FORCE_SELL,,83.14
2013-11-19,FORCE_SELL,0.0,0.0025355881008301607,0.0025343787696019554,0.0025343787696019554,FREE,,82.9
2013-11-20,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,,82.7
2013-11-21,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,,83.54
2013-11-22,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,83.99
2013-11-25,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,,84.19
2013-11-26,FREE,0.005825011887779296,0.005825011887779296,0.0,0.005825011887779296,FORCE_BUY,,84.63
2013-11-27,FORCE_BUY,0.006495807251682943,0.005903541859632017,0.0029526396598559476,0.006495807251682943,FORCE_BUY,,85.22
2013-11-29,FREE,0.0025730994152047713,0.0029239766081871708,0.0029239766081871708,0.0029239766081871708,FREE,,85.73
2013-12-02,FREE,0.000701590271281663,0.0024575369393614412,0.0,0.0024575369393614412,FREE,,85.48
2013-12-03,FORCE_SELL,-0.0008191925102399646,-0.0008191925102399646,0.0,0.0,FORCE_SELL,,85.41
2013-12-04,FORCE_BUY,0.0026979472140761856,-0.0014036752540529615,0.0,0.0026979472140761856,FORCE_BUY,,85.49
2013-12-05,FORCE_BUY,-0.0015186915887849624,-0.00023364485981297286,-0.00023364485981297286,-0.0015186915887849624,FREE,0.21306490901752614,85.38
2013-12-06,FORCE_SELL,0.005487448920023349,0.006077367911125099,0.0012842965557501725,0.0012842965557501725,FREE,0.1992449842757521,86.0
2013-12-09,FREE,0.001970100822806624,0.001970100822806624,0.0,0.001970100822806624,FORCE_BUY,0.19809963515800622,86.35
2013-12-10,FORCE_BUY,-0.0005783021050195453,0.0005783021050198924,0.0005783021050198924,-0.0005783021050195453,FREE,0.18459472921015418,86.29
2013-12-11,FORCE_SELL,-0.009636595843492328,-0.0030540339508060787,0.002089864158829741,0.002089864158829741,FORCE_SELL,0.22772533400819164,85.18
2013-12-12,FORCE_SELL,-0.001175640724194769,-0.001175640724194769,0.0,0.0,FORCE_SELL,0.20010823099632838,84.96
2013-12-13,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.19626445893486824,84.85
2013-12-16,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,0.19549145550812422,85.32
2013-12-17,FORCE_BUY,0.0010574550581600557,0.0010574550581600557,0.0,0.0010574550581600557,FORCE_BUY,0.176431623108119,85.15
2013-12-18,FREE,0.011734334663224617,0.011734334663224617,0.011734334663224617,0.011734334663224617,FORCE_BUY,0.18414985397907704,86.14
2013-12-19,FORCE_SELL,-0.002322071287588373,-0.0026703819807267376,-0.0026703819807267376,-0.0026703819807267376,FORCE_BUY,0.18781713792141094,85.9
2013-12-20,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,0.17305645564482222,86.5
2013-12-23,FREE,0.0017203807776121696,0.001835072829452889,0.0,0.001835072829452889,FREE,0.1816360714412607,87.41
2013-12-24,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.18303404113248142,87.45
2013-12-26,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,0.18507757352357343,87.74
2013-12-27,FORCE_BUY,-0.0014823261117447638,-0.0003407716657768583,0.0,-0.0014823261117447638,FORCE_SELL,0.1851032472580816,87.52
2013-12-30,FORCE_BUY,-0.0017136981606307078,-0.0009133311794286526,-0.0017136981606307078,-0.0017136981606307078,FREE,0.17757467326751608,87.39
2013-12-31,FORCE_SELL,0.007093009953094651,0.0010296304770621844,0.0010296304770621844,0.0010296304770621844,FORCE_BUY,0.1772761909509137,87.96
2014-01-02,FREE,-0.0034246575342465253,-0.0034246575342465253,0.0,-0.0034246575342465253,FORCE_SELL,0.1652692822868247,87.27
2014-01-03,FORCE_SELL,-0.007332722273143874,-0.007332722273143874,-0.007332722273143874,-0.007332722273143874,FORCE_BUY,0.17576116487488833,86.64
2014-01-06,FORCE_BUY,-0.004153686396677105,-0.0033460251528788986,-0.0033460251528788986,-0.004153686396677105,FREE,0.15553009841312893,86.32
2014-01-07,FREE,0.005199306759098768,0.0005777007510109484,0.0005777007510109484,0.0005777007510109484,FORCE_BUY,0.1506488392351204,87.12
2014-01-08,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,0.16838027548058976,87.31
2014-01-09,FORCE_SELL,-0.006048847295138152,-0.006048847295138152,0.0,0.0,FORCE_SELL,0.161875223514327,87.02
2014-01-10,FORCE_BUY,0.0054097605893185085,0.0054097605893185085,0.0,0.0054097605893185085,FORCE_BUY,0.14170913833978374,87.3
2014-01-13,FORCE_BUY,-0.011933448078026402,-0.011933448078026402,-0.011933448078026402,-0.011933448078026402,FORCE_BUY,0.17206742186714777,86.01
2014-01-14,FREE,0.017529602971906234,0.018226064028013016,0.017529602971906234,0.018226064028013016,FREE,0.171677012682067,87.65
2014-01-15,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,0.17526303936735013,88.37
2014-01-16,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.1811103868130904,88.38
2014-01-17,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,0.17414147852031717,87.88
2014-01-21,FORCE_SELL,0.005111893672611566,0.005111893672611566,0.0,0.0,FORCE_BUY,0.16028469334899267,88.55
2014-01-22,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.15702959188038731,88.78
2014-01-23,FORCE_SELL,0.0024869997739092775,0.0024869997739092775,0.0,0.0,FORCE_BUY,0.16075473585532352,88.48
2014-01-24,FREE,-0.018829401088929207,-0.015109002402951365,0.0,-0.015109002402951365,FORCE_SELL,0.15191645940417534,86.74
2014-01-27,FREE,-0.016935483870967726,-0.008360686816264406,0.0005760368663594497,-0.008360686816264406,FORCE_SELL,0.1540436762379204,85.9
2014-01-28,FORCE_BUY,0.011131942816967473,0.0025779235997188165,0.0,0.011131942816967473,FORCE_BUY,0.16627260643292105,85.85
2014-01-29,FORCE_SELL,-0.010880888991781423,-0.0027017560495051426,-0.0006945248292626686,-0.0006945248292626686,FORCE_SELL,0.16809875739742566,84.93
