bsp1_bi_amp,bsp1_bi_amp_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.3300018310546875,0.009909965123585312,0.3300018310546875,0.10335408168724229,1166,False,False,,0.023745114760694255,0.021727009298828648,-0.004036210923731215,0.0017841620988797177,0.000646835134715863,64.12383081163694,2025/06/24 15:51,1p,1548.0
