bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
1.258782845920642,4.425201188585756,1.0,0.5771689390117644,1.258782845920642,,123,True,False,,-0.12591190790379056,-0.18864211518109464,-0.12546041455460816,-0.016545833043563867,38.871545742969005,2011/12/19,2s,6274600.0
4.499624860680221,6.097811179499075,1.0,0.6386509918066444,4.499624860680221,,477,False,False,,-0.31155813348624983,-0.031665102130730816,0.559786062711038,-0.001132977237783985,59.89660893196603,2013/05/20,2s,7579600.0
4.340373807037107,10.941358012276819,1.0,0.2869285297683585,4.340373807037107,,703,True,False,,-0.19380801724973176,-0.43983438673804187,-0.4920527389766202,-0.014176250310849462,36.95476891091227,2014/04/11,2s,7891400.0
1.3063217221829717,7.693777896455508,1.0,0.8225873163328298,1.3063217221829717,,805,False,False,,0.7744917991097806,0.7287072163000907,-0.09156916561937978,0.022937558966922376,69.79922795781852,2014/09/08,2s,4197400.0
5.9249101223364775,8.553237567046935,1.0,0.9576446806507821,5.9249101223364775,,895,True,False,,-0.3042330937272308,-0.770780952091588,-0.9330957167287145,-0.02465115353494688,28.976486007136813,2015/01/15,2s,9460400.0
3.4816611470058945,4.060729161472235,1.0,0.43321028595649314,3.4816611470058945,,1088,True,False,,0.18093621926965225,0.06579688711967435,-0.2302786642999558,0.0018472656209182125,42.8562645690367,2015/10/21,2s,4863800.0
3.2382241989038008,11.661251227708405,1.0,0.6147446393464522,3.2382241989038008,,1954,True,False,,-0.31377945098486404,-0.319536100899235,-0.01151329982874194,-0.006399555424563464,43.227569393584936,2019/04/02,2s,7284200.0
9.585899938695079,11.333818136030054,1.0,0.511578229974071,9.585899938695079,,2016,False,False,,-0.07614251600454999,0.7311375360224517,1.6145601040540034,0.01722357271846376,63.91873005827039,2019/07/01,2s,8054200.0
4.123827320183683,25.064250886386542,1.0,0.304672450054384,4.123827320183683,,2295,True,False,,0.33840430769372914,0.08440905017266687,-0.5079905150421246,0.00262846466311463,47.39464079370299,2020/08/07,2s,5469000.0
10.430384852854402,25.064250886386542,2.0,0.5892629433823353,10.430384852854402,,2334,True,False,,-1.3563231799775226,-1.4582088595026725,-0.20377135905029986,-0.05326832270286038,34.66392172857854,2020/10/02,2s,7342400.0
29.571313848890583,38.36569200796282,1.0,0.4605516060294958,29.571313848890583,,3432,False,False,,1.8751730670420492,2.2594042918625235,0.7684624496409485,0.01509808651881159,60.17878506145485,2025/02/18,2s,2859100.0
20.98113072700974,38.36569200796282,2.0,0.3143249785824449,20.98113072700974,,3458,False,False,,-0.701215460097959,0.5481101923612073,2.4986513049183325,0.0037652121792456587,55.85248781856177,2025/03/26,2s,1980900.0
50.64843768761037,38.36569200796282,3.0,0.6291106715978885,50.64843768761037,,3511,False,False,,4.409841890169357,3.9178151573896116,-0.9840534655594908,0.02503730878348394,64.60166041878196,2025/06/11,2s,692266.0
