date,p_day,buy_level,sell_level,chosen_action,reward_force_buy,reward_free,reward_force_sell,chosen_reward,best_action_ex_post,oracle_equity,close,buy_th_5m,sell_th_5m
2018-10-01,0.2006222875673628,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,186.26,0.3,0.3
2018-10-02,0.1986970986658386,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,185.71,0.3,0.3
2018-10-03,0.21653074298319555,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,185.58,0.3,0.3
2018-10-04,0.23549232031390643,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,182.6,0.3,0.3
2018-10-05,0.23152869412756227,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,180.31,0.3,0.3
2018-10-08,0.08606488347561714,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,179.29,0.3,0.3
2018-10-09,0.10533857238071771,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,179.76,0.3,0.3
2018-10-10,0.3769777620565447,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,170.42,0.3,0.3
2018-10-11,0.10164447847243051,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,171.72,0.3,0.3
2018-10-12,0.06924233231298567,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,174.97,0.3,0.3
2018-10-15,0.08891665619159948,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,172.52,0.3,0.3
2018-10-16,0.0454140770825023,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,178.5,0.3,0.3
2018-10-17,0.05688833573124565,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,176.97,0.3,0.3
2018-10-18,0.12818325966068134,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,173.61,0.3,0.3
2018-10-19,0.13894833194962053,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,172.63,0.3,0.3
2018-10-22,0.07469069532277987,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,173.57,0.3,0.3
2018-10-23,0.024343745675292554,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,173.47,0.3,0.3
2018-10-24,0.29287895396493263,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,166.12,0.3,0.3
2018-10-25,0.09873380856034593,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,167.37,0.3,0.3
2018-10-26,0.05930193993274612,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,167.3,0.3,0.3
2018-10-29,0.19210038639748994,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,163.62,0.3,0.3
2018-10-30,0.11585997188259965,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,166.29,0.3,0.3
2018-10-31,0.17222329421223548,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,169.65,0.3,0.3
2018-11-01,0.131391311246198,0.2,0.3,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,170.67,-0.5,-0.5
