side,seen_idx,exec_px,qty,fee,reason,ts,pred,th,gate,pnl,entry_px,entry_idx
buy,163608,18.7813,5324.445059713651,0.0,5m BUY signal,2020-01-07 15:50:00,2.407177686691284,-0.5,FREE,,,
sell,163638,18.7847,5324.445059713651,0.0,5m SELL signal,2020-01-08 06:25:00,27.77737808227539,-0.5,FREE,18.103113203022055,18.7813,163608.0
buy,163733,18.798,5320.677897287106,0.0,5m BUY signal,2020-01-08 15:45:00,2.382490634918213,1.8499999999999996,FREE,,,
sell,163744,18.9267,5320.677897287106,0.0,5m SELL signal,2020-01-08 19:10:00,20.199308395385742,-0.5,FREE,684.7712453808614,18.798,163733.0
buy,163772,19.466,5173.270027667927,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-09 09:25:00,2.6850454807281494,-0.0500000000000001,FORCE_BUY,,,
sell,163862,19.4587,5173.270027667927,0.0,5m SELL signal,2020-01-10 06:00:00,6.798106670379639,-0.5,FREE,-37.76487120197975,19.466,163772.0
buy,163914,18.9153,5321.888074066068,0.0,5m BUY signal,2020-01-10 12:00:00,2.91694712638855,-0.5,FREE,,,
sell,163923,18.8333,5321.888074066068,0.0,5m SELL signal,2020-01-10 12:45:00,21.63083839416504,-0.5,FREE,-436.3948220734026,18.9153,163914.0
buy,163943,18.8217,5325.168006360131,0.0,5m BUY signal,2020-01-10 14:25:00,0.0884164422750473,-0.5,FREE,,,
sell,164123,19.6733,5325.168006360131,0.0,5m SELL signal,2020-01-14 12:05:00,12.840666770935059,-0.5,FREE,4534.913074216294,18.8217,163943.0
buy,164146,19.5165,5367.951617325071,0.0,5m BUY signal,2020-01-14 14:00:00,12.151886940002441,2.499999999999999,FREE,,,
sell,164153,19.718,5367.951617325071,0.0,5m SELL signal,2020-01-14 14:35:00,16.334074020385742,-0.5,FREE,1081.6422508909984,19.5165,164146.0
buy,164159,19.646,5387.624452326974,0.0,5m BUY signal,2020-01-14 15:05:00,11.991540908813477,2.499999999999999,FREE,,,
sell,164187,19.7987,5387.624452326974,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-01-15 08:05:00,14.538766860961914,-0.5,FORCE_SELL,822.6902538703257,19.646,164159.0
buy,164319,19.5541,5455.017630281428,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-16 10:35:00,8.067931175231934,-0.5,FORCE_BUY,,,
sell,164601,20.5287,5455.017630281428,0.0,5m SELL signal,2020-01-22 07:00:00,9.474241256713867,-0.5,FREE,5316.460182472292,19.5541,164319.0
buy,164637,21.068,5315.379743058589,0.0,5m BUY signal,2020-01-22 11:05:00,5.394809246063232,-0.5,FREE,,,
sell,164643,21.268,5315.379743058589,0.0,5m SELL signal,2020-01-22 11:35:00,9.538331031799316,-0.5,FREE,1063.075948611714,21.068,164637.0
buy,164727,20.4921,5516.637942200657,0.0,5m BUY signal,2020-01-23 09:35:00,10.941605567932129,-0.5,FREE,,,
sell,164737,20.706,5516.637942200657,0.0,5m SELL signal,2020-01-23 10:25:00,11.58702564239502,-0.5,FREE,1180.0088558367142,20.4921,164727.0
buy,164743,20.6135,5541.393030354225,0.0,5m BUY signal,2020-01-23 10:55:00,4.762135028839111,-0.5,FREE,,,
sell,164753,20.6976,5541.393030354225,0.0,5m SELL signal,2020-01-23 11:45:00,9.981925010681152,-0.5,FREE,466.03115385280665,20.6135,164743.0
buy,164765,20.8192,5509.027070447453,0.0,5m BUY signal,2020-01-23 12:45:00,4.198503494262695,-0.5,FREE,,,
sell,164778,20.886,5509.027070447453,0.0,5m SELL signal,2020-01-23 13:50:00,6.980666160583496,-0.5,FREE,368.0030083058934,20.8192,164765.0
buy,166230,19.38,5937.127935674174,0.0,5m BUY signal,2020-02-11 08:30:00,6.105710029602051,-0.5,FREE,,,
sell,166234,19.4833,5937.127935674174,0.0,5m SELL signal,2020-02-11 09:00:00,18.689254760742188,-0.5,FREE,613.3053157551471,19.38,166230.0
buy,166291,20.1053,5753.450319523739,0.0,5m BUY signal,2020-02-11 13:50:00,5.995082378387451,-0.5,FREE,,,
sell,166301,20.206,5753.450319523739,0.0,5m SELL signal,2020-02-11 14:40:00,13.42437744140625,-0.5,FREE,579.3724471760394,20.1053,166291.0
buy,166307,20.022,5806.323901523158,0.0,5m BUY signal,2020-02-11 15:10:00,4.327066421508789,-0.5,FREE,,,
sell,166313,20.1493,5806.323901523158,0.0,5m SELL signal,2020-02-11 15:40:00,17.5421142578125,-0.5,FREE,739.1450326639082,20.022,166307.0
buy,166344,20.706,5650.215502219674,0.0,5m BUY signal,2020-02-12 08:00:00,5.999284744262695,-0.5,FREE,,,
sell,166358,20.942,5650.215502219674,0.0,5m SELL signal,2020-02-12 09:20:00,18.35874366760254,-0.5,FREE,1333.4508585238468,20.706,166344.0
buy,166528,21.4203,5524.050225603021,0.0,5m BUY signal,2020-02-13 12:35:00,6.564344882965088,-0.5,FREE,,,
sell,166541,21.2533,5524.050225603021,0.0,5m SELL signal,2020-02-13 13:40:00,19.570140838623047,-0.5,FREE,-922.5163876757133,21.4203,166528.0
buy,166590,21.5333,5452.220359155758,0.0,5m BUY signal,2020-02-13 18:15:00,6.526137351989746,-0.5,FREE,,,
sell,166599,21.836,5452.220359155758,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-02-14 07:20:00,20.095319747924805,-0.5,FORCE_SELL,1650.3871027164369,21.5333,166590.0
buy,166694,19.7333,6033.18673321366,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-02-18 04:00:00,4.0486555099487305,-0.5,FORCE_BUY,,,
sell,166812,20.666,6033.18673321366,0.0,5m SELL signal,2020-02-19 07:40:00,14.53827953338623,-0.5,FREE,5627.153266068383,19.7333,166694.0
buy,166871,21.5908,5774.766892778104,0.0,5m BUY signal,2020-02-19 13:10:00,11.11876392364502,-0.5,FREE,,,
sell,166888,21.6293,5774.766892778104,0.0,5m SELL signal,2020-02-19 14:35:00,12.886493682861328,-0.5,FREE,222.32852537195177,21.5908,166871.0
buy,175261,8.372,14919.27443310624,0.0,5m BUY signal,2020-05-15 06:55:00,7.965566158294678,-0.5,FREE,,,
sell,175294,8.0273,14919.27443310624,0.0,5m SELL signal,2020-05-15 09:40:00,22.033920288085938,-0.5,FREE,-5142.673897091715,8.372,175261.0
buy,175306,7.872,15213.604123078472,0.0,5m BUY signal,2020-05-15 10:40:00,17.203182220458984,-0.5,FREE,,,
sell,175322,7.8307,15213.604123078472,0.0,5m SELL signal,2020-05-15 12:00:00,17.76900291442871,-0.5,FREE,-628.3218502831359,7.872,175306.0
buy,175341,7.9578,14970.61622641818,0.0,5m BUY signal,2020-05-15 13:35:00,15.63878345489502,-0.5,FREE,,,
sell,175350,8.1071,14970.61622641818,0.0,5m SELL signal,2020-05-15 14:20:00,17.531320571899414,-0.5,FREE,2235.1130026042506,7.9578,175341.0
buy,175357,7.9776,15213.63352501941,0.0,5m BUY signal,2020-05-15 14:55:00,15.998580932617188,-0.5,FREE,,,
sell,175364,8.1077,15213.63352501941,0.0,5m SELL signal,2020-05-15 15:30:00,17.748275756835938,-0.5,FREE,1979.29372160502,7.9776,175357.0
buy,175690,9.68,12742.518236652879,0.0,5m BUY signal,2020-05-20 09:10:00,4.658717155456543,-0.5,FREE,,,
sell,175699,10.0653,12742.518236652879,0.0,5m SELL signal,2020-05-20 09:55:00,25.435054779052734,-0.5,FREE,4909.692276582366,9.68,175690.0
buy,175723,10.2273,12540.677286026834,0.0,5m BUY signal,2020-05-20 11:55:00,9.04797649383545,-0.5,FREE,,,
sell,175757,10.0967,12540.677286026834,0.0,5m SELL signal,2020-05-20 14:45:00,23.11134910583496,-0.5,FREE,-1637.8124535550967,10.2273,175723.0
buy,176060,9.56,13244.713007722503,0.0,5m BUY signal,2020-05-22 17:15:00,8.078664779663086,-0.5,FREE,,,
sell,176065,10.2,13244.713007722503,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-05-26 05:05:00,28.617338180541992,-0.5,FORCE_SELL,8476.616324942386,9.56,176060.0
buy,176231,9.8993,13647.032889069887,0.0,5m BUY signal,2020-05-27 09:35:00,8.852445602416992,-0.5,FREE,,,
sell,176254,9.3491,13647.032889069887,0.0,5m SELL signal,2020-05-27 11:30:00,13.077787399291992,-0.5,FREE,-7508.597495566255,9.8993,176231.0
buy,176293,9.9387,12837.44103184554,0.0,5m BUY signal,2020-05-27 14:45:00,5.509097099304199,-0.5,FREE,,,
