entry_time,entry_price,direction,test_date,exit_time,exit_price,pnl,return_pct,exit_reason
2023-10-19 04:00:00,362.19,buy,2023-10-19,,,,,
2023-10-20 10:40:00,356.255,buy,2023-10-20,,,,,
2023-10-23 05:00:00,353.58,buy,2023-10-23,,,,,
2023-10-24 04:35:00,356.81,buy,2023-10-24,,,,,
2023-10-25 09:50:00,353.885,buy,2023-10-25,,,,,
2023-10-26 04:00:00,346.71,buy,2023-10-26,,,,,
2023-10-27 07:10:00,346.29,buy,2023-10-27,2023-10-27 09:30:00,346.85,161.71417020416993,0.16171417020416995,signal
2023-10-27 12:25:00,347.09,buy,2023-10-27,2023-10-27 14:30:00,344.99,-606.0088154583063,-0.6050303955746198,signal
2023-10-30 06:30:00,347.83,buy,2023-10-30,2023-10-30 09:30:00,348.6,221.3725095592672,0.22137250955926716,signal
2023-10-30 10:15:00,347.83,buy,2023-10-30,2023-10-30 11:55:00,348.57,213.21857130515855,0.21274760658942424,signal
2023-10-30 12:40:00,346.85,buy,2023-10-30,2023-10-30 13:30:00,348.55,492.2554557805124,0.4901254144442877,signal
2023-10-30 19:50:00,348.85,buy,2023-10-30,,,,,
2023-11-01 04:45:00,349.78,buy,2023-11-01,,,,,
2023-11-02 15:00:00,363.285,buy,2023-11-02,,,,,
2023-11-06 08:00:00,368.45,buy,2023-11-06,,,,,
2023-11-08 18:00:00,372.09,buy,2023-11-08,,,,,
2023-11-09 06:20:00,372.8,buy,2023-11-09,,,,,
2023-11-10 06:35:00,369.0,buy,2023-11-10,,,,,
2023-11-13 04:00:00,377.03,buy,2023-11-13,,,,,
2023-11-14 04:55:00,378.36,buy,2023-11-14,2023-11-14 14:55:00,385.555,1901.6280790781166,1.9016280790781164,signal
2023-11-14 15:50:00,385.09,buy,2023-11-14,,,,,
2023-11-15 13:10:00,384.5,buy,2023-11-15,,,,,
2023-11-16 08:10:00,384.22,buy,2023-11-16,,,,,
2023-11-17 06:15:00,386.05,buy,2023-11-17,,,,,
2023-11-21 04:50:00,390.49,buy,2023-11-21,,,,,
2023-11-22 07:00:00,389.71,buy,2023-11-22,,,,,
2023-11-24 05:05:00,390.16,buy,2023-11-24,,,,,
2023-11-27 06:40:00,389.03,buy,2023-11-27,2023-11-27 10:55:00,389.995,248.0528493946622,0.24805284939466218,signal
2023-11-27 13:40:00,390.3399,buy,2023-11-27,2023-11-27 16:00:00,389.12,-313.2977173765248,-0.31252249641915775,signal
2023-11-27 19:15:00,388.96,buy,2023-11-27,,,,,
2023-11-28 04:10:00,388.33,buy,2023-11-28,2023-11-28 05:35:00,389.06,187.98444621842646,0.18798444621842644,signal
2023-11-28 06:35:00,388.99,buy,2023-11-28,2023-11-28 08:30:00,388.55,-113.32608333462849,-0.1131134476464717,signal
2023-11-28 12:05:00,390.165,buy,2023-11-28,2023-11-28 13:50:00,389.295,-223.14905943820486,-0.22298258429125703,signal
2023-11-28 14:30:00,388.98,buy,2023-11-28,2023-11-28 14:50:00,389.6651,175.86577465111623,0.17612730731657317,signal
2023-11-28 15:15:00,389.15,buy,2023-11-28,2023-11-28 15:40:00,389.535,98.96065631523379,0.09893357317231401,signal
2023-11-29 11:20:00,390.38,buy,2023-11-29,,,,,
2023-12-01 07:45:00,387.58,buy,2023-12-01,,,,,
2023-12-04 04:00:00,389.23,buy,2023-12-04,,,,,
2023-12-05 04:30:00,384.7,buy,2023-12-05,2023-12-05 13:05:00,386.295,414.6087860670814,0.4146087860670814,signal
2023-12-05 14:05:00,386.3693,buy,2023-12-05,2023-12-05 19:10:00,387.9496,410.7086310030718,0.40901282788252935,signal
2023-12-06 06:30:00,387.9,buy,2023-12-06,,,,,
2023-12-08 06:35:00,389.96,buy,2023-12-08,,,,,
2023-12-11 04:00:00,391.48,buy,2023-12-11,2023-12-11 07:15:00,391.85,94.51312966179103,0.09451312966179103,signal
2023-12-11 11:30:00,393.03,buy,2023-12-11,,,,,
2023-12-13 11:50:00,399.62,buy,2023-12-13,,,,,
2023-12-14 08:00:00,405.19,buy,2023-12-14,,,,,
2023-12-15 13:55:00,404.01,buy,2023-12-15,,,,,
2023-12-18 04:00:00,404.7,buy,2023-12-18,,,,,
2023-12-19 15:05:00,408.46,buy,2023-12-19,,,,,
2023-12-20 04:05:00,407.96,buy,2023-12-20,,,,,
2023-12-22 04:00:00,406.69,buy,2023-12-22,,,,,
2023-12-28 06:45:00,412.67,buy,2023-12-28,,,,,
2023-12-29 11:10:00,408.45,buy,2023-12-29,2023-12-29 16:00:00,409.42,237.4831680744246,0.2374831680744246,signal
