entry_time,entry_price,direction,test_date,exit_time,exit_price,pnl,return_pct,exit_reason
2023-02-16 15:15:00,305.24,buy,2023-02-16,,,,,
2023-02-17 04:00:00,300.51,buy,2023-02-17,,,,,
2023-02-21 09:25:00,297.27,buy,2023-02-21,,,,,
2023-02-22 04:30:00,293.87,buy,2023-02-22,2023-02-22 19:05:00,295.87,680.5730425017828,0.6805730425017827,signal
2023-02-24 08:30:00,292.69,buy,2023-02-24,2023-02-24 11:15:00,290.79,-649.1509788513358,-0.6491509788513359,signal
2023-02-24 12:20:00,291.28,buy,2023-02-24,2023-02-24 15:00:00,291.67,133.02262811815308,0.13389178797036427,signal
2023-02-24 15:25:00,291.32,buy,2023-02-24,,,,,
2023-02-27 05:55:00,293.19,buy,2023-02-27,2023-02-27 06:30:00,293.59,136.43030116987939,0.13643030116987936,signal
2023-02-27 08:00:00,293.26,buy,2023-02-27,2023-02-27 10:05:00,296.27,1027.7932728859014,1.0263929618768262,signal
2023-02-27 14:45:00,294.075,buy,2023-02-27,2023-02-27 16:20:00,294.29,73.96177188956062,0.07311060103715221,signal
2023-02-28 04:15:00,293.24,buy,2023-02-28,2023-02-28 05:10:00,293.83,201.20038193970686,0.20120038193970685,signal
2023-02-28 08:35:00,293.89,buy,2023-02-28,2023-02-28 10:00:00,294.69,272.75838002501405,0.27221069107489065,signal
2023-02-28 10:25:00,293.64,buy,2023-02-28,,,,,
2023-03-01 10:05:00,291.546,buy,2023-03-01,2023-03-01 10:35:00,292.15,207.1714240634319,0.2071714240634319,signal
2023-03-02 04:00:00,289.47,buy,2023-03-02,2023-03-02 13:35:00,290.99,525.0975921511708,0.5250975921511709,signal
2023-03-06 12:40:00,302.285,buy,2023-03-06,,,,,
2023-03-07 09:20:00,300.3,buy,2023-03-07,2023-03-07 15:35:00,296.57,-1242.09124209125,-1.24209124209125,signal
2023-03-09 09:30:00,299.08,buy,2023-03-09,,,,,
2023-03-10 05:40:00,292.52,buy,2023-03-10,,,,,
2023-03-13 12:45:00,291.75,buy,2023-03-13,,,,,
2023-03-14 05:05:00,291.86,buy,2023-03-14,2023-03-14 12:45:00,297.55,1949.5648598643165,1.9495648598643163,signal
2023-03-14 13:10:00,296.03,buy,2023-03-14,,,,,
2023-03-15 08:40:00,292.88,buy,2023-03-15,2023-03-15 15:00:00,298.39,1881.3165801693394,1.8813165801693394,signal
2023-03-16 08:40:00,298.38,buy,2023-03-16,,,,,
2023-03-17 08:20:00,306.04,buy,2023-03-17,2023-03-17 09:40:00,307.075,338.1910861325305,0.33819108613253046,signal
2023-03-20 04:00:00,303.81,buy,2023-03-20,,,,,
2023-03-21 05:45:00,306.08,buy,2023-03-21,2023-03-21 07:20:00,307.55,480.26659696812567,0.4802665969681257,signal
2023-03-23 14:35:00,308.16,buy,2023-03-23,,,,,
2023-03-24 04:50:00,309.71,buy,2023-03-24,,,,,
2023-03-28 04:40:00,307.69,buy,2023-03-28,2023-03-28 07:20:00,308.29,195.00146251097613,0.1950014625109761,signal
2023-03-28 13:45:00,305.245,buy,2023-03-28,,,,,
2023-03-29 06:15:00,309.73,buy,2023-03-29,,,,,
2023-03-31 06:55:00,315.47,buy,2023-03-31,,,,,
2023-04-03 08:05:00,318.49,buy,2023-04-03,,,,,
2023-04-04 04:00:00,319.6,buy,2023-04-04,,,,,
2023-04-05 04:30:00,318.61,buy,2023-04-05,,,,,
2023-04-06 04:45:00,315.16,buy,2023-04-06,2023-04-06 06:25:00,314.65,-161.82256631553173,-0.16182256631553174,signal
2023-04-10 07:20:00,316.95,buy,2023-04-10,,,,,
2023-04-11 10:10:00,316.075,buy,2023-04-11,,,,,
2023-04-12 06:40:00,315.83,buy,2023-04-12,2023-04-12 19:20:00,312.75,-975.2081816166756,-0.9752081816166756,signal
2023-04-12 19:55:00,312.4,buy,2023-04-12,,,,,
2023-04-13 06:10:00,313.68,buy,2023-04-13,2023-04-13 09:30:00,315.535,591.3669982147403,0.5913669982147404,signal
2023-04-14 05:00:00,318.42,buy,2023-04-14,,,,,
2023-04-17 05:15:00,318.34,buy,2023-04-17,,,,,
2023-04-18 14:45:00,317.96,buy,2023-04-18,,,,,
2023-04-19 04:10:00,316.89,buy,2023-04-19,,,,,
2023-04-20 04:00:00,315.96,buy,2023-04-20,,,,,
2023-04-21 06:50:00,315.02,buy,2023-04-21,,,,,
2023-04-24 04:00:00,315.6,buy,2023-04-24,,,,,
2023-04-25 11:50:00,312.72,buy,2023-04-25,2023-04-25 13:05:00,312.37,-111.92120746994624,-0.11192120746994624,signal
2023-04-25 13:50:00,311.11,buy,2023-04-25,,,,,
2023-04-26 06:50:00,313.04,buy,2023-04-26,2023-04-26 11:20:00,314.355,420.07411193457665,0.42007411193457667,signal
2023-04-26 12:30:00,313.8625,buy,2023-04-26,2023-04-26 16:10:00,313.34,-167.17348750962992,-0.16647417260744873,signal
2023-04-26 18:40:00,313.45,buy,2023-04-26,,,,,
2023-04-27 15:55:00,320.4,buy,2023-04-27,2023-04-27 16:05:00,322.2,561.7977528089832,0.5617977528089833,signal
2023-04-27 17:45:00,319.87,buy,2023-04-27,,,,,
2023-04-28 04:10:00,319.5,buy,2023-04-28,,,,,
2023-05-01 07:55:00,322.22,buy,2023-05-01,,,,,
2023-05-02 06:05:00,322.25,buy,2023-05-02,,,,,
2023-05-05 11:15:00,321.05,buy,2023-05-05,,,,,
2023-05-08 09:40:00,321.8492,buy,2023-05-08,2023-05-08 11:05:00,322.505,203.76002177417104,0.20376002177417102,signal
2023-05-08 15:15:00,323.67,buy,2023-05-08,2023-05-08 15:45:00,323.82,46.437927528852015,0.04634349800722159,signal
2023-05-09 04:00:00,323.0,buy,2023-05-09,,,,,
2023-05-10 10:40:00,323.36,buy,2023-05-10,,,,,
2023-05-11 06:40:00,325.97,buy,2023-05-11,,,,,
2023-05-12 05:45:00,327.15,buy,2023-05-12,,,,,
2023-05-15 09:50:00,324.85,buy,2023-05-15,2023-05-15 11:15:00,325.74,273.9726027397119,0.2739726027397119,signal
2023-05-16 06:00:00,326.59,buy,2023-05-16,2023-05-16 06:50:00,326.95,110.22995192749659,0.11022995192749656,signal
2023-05-16 15:50:00,327.325,buy,2023-05-16,,,,,
2023-05-17 05:10:00,327.55,buy,2023-05-17,,,,,
2023-05-18 13:55:00,334.31,buy,2023-05-18,,,,,
2023-05-22 07:10:00,335.86,buy,2023-05-22,,,,,
2023-05-24 04:20:00,332.68,buy,2023-05-24,2023-05-24 16:45:00,335.62,883.7321149453055,0.8837321149453057,signal
2023-05-30 12:40:00,350.2385,buy,2023-05-30,,,,,
2023-05-31 04:40:00,348.82,buy,2023-05-31,,,,,
2023-06-01 18:40:00,352.4,buy,2023-06-01,,,,,
2023-06-02 05:40:00,353.81,buy,2023-06-02,2023-06-02 07:20:00,354.0,53.70113902942103,0.05370113902942104,signal
2023-06-02 14:05:00,354.41,buy,2023-06-02,2023-06-02 14:45:00,354.98,160.91704424041382,0.16083067633531306,signal
2023-06-02 15:25:00,354.6,buy,2023-06-02,2023-06-02 17:05:00,354.87,76.30554684004164,0.07614213197968393,signal
2023-06-02 18:10:00,354.65,buy,2023-06-02,,,,,
2023-06-06 12:55:00,353.61,buy,2023-06-06,,,,,
2023-06-07 10:25:00,354.08,buy,2023-06-07,,,,,
2023-06-08 04:00:00,347.9,buy,2023-06-08,2023-06-08 04:20:00,348.81,261.5694164989982,0.2615694164989982,signal
2023-06-09 06:35:00,352.86,buy,2023-06-09,,,,,
2023-06-12 06:20:00,355.84,buy,2023-06-12,2023-06-12 14:30:00,358.35,705.3732014388661,0.7053732014388662,signal
2023-06-13 07:40:00,361.29,buy,2023-06-13,,,,,
2023-06-14 05:10:00,364.01,buy,2023-06-14,,,,,
2023-06-15 04:00:00,365.75,buy,2023-06-15,,,,,
2023-06-16 14:30:00,369.28,buy,2023-06-16,,,,,
2023-06-20 04:00:00,366.62,buy,2023-06-20,,,,,
2023-06-21 10:45:00,362.18,buy,2023-06-21,2023-06-21 13:50:00,362.89,196.0351206582418,0.19603512065824183,signal
2023-06-21 15:35:00,362.34,buy,2023-06-21,,,,,
2023-06-22 04:50:00,360.77,buy,2023-06-22,,,,,
2023-06-23 04:00:00,364.42,buy,2023-06-23,,,,,
2023-06-26 04:45:00,361.27,buy,2023-06-26,,,,,
2023-06-27 07:15:00,359.14,buy,2023-06-27,,,,,
2023-06-28 04:45:00,361.95,buy,2023-06-28,2023-06-28 10:35:00,365.68,1030.5290786020196,1.0305290786020196,signal
2023-06-28 15:05:00,363.366,buy,2023-06-28,,,,,
2023-06-29 09:15:00,364.0,buy,2023-06-29,,,,,
2023-06-30 11:30:00,369.045,buy,2023-06-30,,,,,
2023-07-03 05:20:00,370.61,buy,2023-07-03,,,,,
2023-07-05 04:00:00,369.06,buy,2023-07-05,,,,,
2023-07-07 04:00:00,366.44,buy,2023-07-07,2023-07-07 08:25:00,367.29,231.9615762471367,0.23196157624713665,signal
2023-07-07 09:00:00,366.84,buy,2023-07-07,,,,,
2023-07-10 04:00:00,364.71,buy,2023-07-10,,,,,
2023-07-13 05:40:00,375.16,buy,2023-07-13,2023-07-13 18:05:00,379.18,1071.5428084017476,1.0715428084017475,signal
2023-07-14 05:55:00,378.81,buy,2023-07-14,,,,,
2023-07-17 04:55:00,379.4,buy,2023-07-17,,,,,
2023-07-18 06:50:00,382.02,buy,2023-07-18,,,,,
2023-07-19 06:15:00,386.28,buy,2023-07-19,,,,,
2023-07-20 04:30:00,382.64,buy,2023-07-20,,,,,
2023-07-25 06:15:00,377.36,buy,2023-07-25,,,,,
2023-07-26 05:40:00,378.2,buy,2023-07-26,,,,,
2023-07-27 07:20:00,382.09,buy,2023-07-27,2023-07-27 08:35:00,383.14,274.8043654636276,0.2748043654636276,signal
2023-07-27 13:05:00,382.26,buy,2023-07-27,,,,,
2023-07-28 13:40:00,382.06,buy,2023-07-28,2023-07-28 14:45:00,383.74,439.72150971050723,0.4397215097105073,signal
2023-08-01 04:15:00,382.75,buy,2023-08-01,,,,,
2023-08-02 09:35:00,377.97,buy,2023-08-02,,,,,
2023-08-04 04:35:00,375.8,buy,2023-08-04,,,,,
2023-08-07 18:20:00,375.1,buy,2023-08-07,,,,,
2023-08-09 05:35:00,373.45,buy,2023-08-09,2023-08-09 08:00:00,373.33,-32.13281563796045,-0.03213281563796045,signal
2023-08-09 08:05:00,373.15,buy,2023-08-09,2023-08-09 12:25:00,368.31,-1296.6487395747245,-1.2970655232480133,signal
2023-08-11 09:25:00,365.96,buy,2023-08-11,2023-08-11 10:20:00,367.755,490.4907640179299,0.49049076401792996,signal
2023-08-11 11:15:00,365.515,buy,2023-08-11,2023-08-11 14:15:00,366.37,235.06386770239624,0.23391652873344737,signal
2023-08-14 08:30:00,365.69,buy,2023-08-14,,,,,
2023-08-15 15:40:00,365.841,buy,2023-08-15,,,,,
2023-08-16 07:10:00,366.03,buy,2023-08-16,,,,,
2023-08-17 10:05:00,362.24,buy,2023-08-17,2023-08-17 12:20:00,362.371,36.16386925794359,0.036163869257943584,signal
2023-08-17 14:15:00,360.47,buy,2023-08-17,,,,,
2023-08-18 07:05:00,356.81,buy,2023-08-18,2023-08-18 15:45:00,359.19,667.0216641910229,0.6670216641910228,signal
2023-08-22 12:05:00,363.6399,buy,2023-08-22,,,,,
2023-08-23 07:00:00,364.35,buy,2023-08-23,,,,,
2023-08-24 08:00:00,373.05,buy,2023-08-24,2023-08-24 15:45:00,361.5,-3096.099718536396,-3.0960997185363954,stop_loss
2023-08-24 15:55:00,361.09,buy,2023-08-24,,,,,
2023-08-25 07:30:00,361.26,buy,2023-08-25,,,,,
2023-08-29 04:10:00,366.4,buy,2023-08-29,2023-08-29 13:35:00,374.21,2131.550218340606,2.1315502183406063,signal
2023-08-30 05:15:00,373.69,buy,2023-08-30,2023-08-30 07:25:00,374.47,208.7291605341452,0.2087291605341452,signal
2023-08-30 09:00:00,375.0,buy,2023-08-30,,,,,
2023-08-31 05:10:00,376.57,buy,2023-08-31,,,,,
2023-09-01 06:05:00,378.4,buy,2023-09-01,,,,,
2023-09-05 10:00:00,375.8959,buy,2023-09-05,,,,,
2023-09-11 04:50:00,374.35,buy,2023-09-11,,,,,
2023-09-12 04:00:00,375.91,buy,2023-09-12,2023-09-12 06:30:00,376.44,140.99119470085134,0.14099119470085134,signal
2023-09-12 07:20:00,375.82,buy,2023-09-12,2023-09-12 08:40:00,376.08,69.27959584540804,0.06918205523920767,signal
2023-09-12 09:00:00,375.54,buy,2023-09-12,2023-09-12 13:15:00,374.73,-216.14293907530373,-0.21568940725354718,signal
2023-09-12 13:50:00,373.91,buy,2023-09-12,2023-09-12 15:50:00,373.13,-208.59409944679646,-0.20860634912145795,signal
2023-09-14 04:25:00,374.87,buy,2023-09-14,2023-09-14 11:05:00,377.55,714.9145036946138,0.7149145036946138,signal
2023-09-15 08:30:00,376.6,buy,2023-09-15,,,,,
2023-09-18 13:10:00,371.1504,buy,2023-09-18,2023-09-18 13:35:00,371.4077,69.32499601239397,0.06932499601239397,signal
2023-09-21 04:00:00,363.5,buy,2023-09-21,,,,,
2023-09-25 04:25:00,358.0,buy,2023-09-25,2023-09-25 08:50:00,357.35,-181.5642458100483,-0.1815642458100483,signal
2023-09-25 09:10:00,356.35,buy,2023-09-25,,,,,
2023-09-26 05:05:00,357.42,buy,2023-09-26,2023-09-26 05:30:00,357.98,156.67841754798428,0.15667841754798428,signal
2023-09-28 13:35:00,357.9899,buy,2023-09-28,,,,,
2023-09-29 04:55:00,360.05,buy,2023-09-29,,,,,
2023-10-02 05:00:00,360.42,buy,2023-10-02,,,,,
2023-10-03 13:30:00,354.8899,buy,2023-10-03,,,,,
2023-10-04 04:00:00,352.93,buy,2023-10-04,,,,,
2023-10-06 07:05:00,359.42,buy,2023-10-06,,,,,
2023-10-09 04:20:00,361.5,buy,2023-10-09,,,,,
2023-10-10 07:10:00,366.95,buy,2023-10-10,,,,,
2023-10-11 04:25:00,368.78,buy,2023-10-11,2023-10-11 07:00:00,370.05,344.3787624057877,0.34437876240578774,signal
2023-10-11 08:30:00,369.6,buy,2023-10-11,2023-10-11 16:05:00,371.92,629.8673125778732,0.6277056277056292,signal
2023-10-12 07:20:00,372.71,buy,2023-10-12,,,,,
2023-10-17 04:35:00,368.55,buy,2023-10-17,,,,,
2023-10-18 04:00:00,367.15,buy,2023-10-18,,,,,
