day,date,buy_model_samples,sell_model_samples,buy_rmse,buy_mae,buy_r2,buy_accuracy,sell_rmse,sell_mae,sell_r2,sell_accuracy
182,2022-11-07,647,649,0.8047262610349776,0.7216599465410203,-6.26238478949118,100.0,0.5821877910619975,0.4692138614634578,-13.391215610846091,100.0
183,2022-11-08,628,671,1.4320419466488166,1.253542115259271,-2.347749658995942,93.33333333333333,1.0238746993536882,0.6915752588656422,-4.841822058128723,100.0
184,2022-11-09,620,674,2.5530464706858864,2.0896244745371204,-5.551537918926023,100.0,0.6710319046122807,0.537323403250824,0.3070624651218665,100.0
185,2022-11-10,626,682,4.4238918968026075,4.090494715058742,-5.9062497414492166,100.0,1.7137286767374413,1.4891404962581887,-15.661635031282284,58.490566037735846
186,2022-11-11,662,651,0.47662341156135163,0.37680278372874354,-0.16814705316192913,83.33333333333334,1.4093405590177628,1.3647486816414425,-21.803595895650773,100.0
187,2022-11-14,651,700,0.5173355510592506,0.3379192866576717,-3.256798351074912,100.0,0.6530553786541259,0.6246517382602821,-5.887643254142165,88.0
188,2022-11-15,623,719,0.7068350012402983,0.5724873493580148,-14.030539429584557,100.0,1.18671677172591,1.081324519199382,-4.112955225448292,100.0
189,2022-11-16,629,713,1.1870005499210554,1.1639320067372754,-33.620017696202304,80.0,0.681597702610712,0.5964187725248072,-2.0984622864037177,100.0
190,2022-11-17,613,716,0.4412229804889376,0.38125895772556556,-0.3147478454152406,100.0,0.3009509834825301,0.26039645472410383,-0.7646235597637101,100.0
191,2022-11-18,612,710,0.16815956119860825,0.1481136435849965,-2.9405648666248547,100.0,0.5379092258363274,0.3980145989780102,-3.291933761066419,100.0
192,2022-11-21,610,724,0.44858711137274415,0.415060275188245,-0.6555813180112007,100.0,0.7282212755522947,0.6735276781421891,-15.921902078742178,90.47619047619048
193,2022-11-22,576,760,0.9215244576257615,0.8552197666570956,-9.715754900770214,100.0,1.0810443819115305,1.047640728806001,-66.89961691271884,80.0
194,2022-11-23,566,769,0.35091889617225475,0.2877108630247733,-0.568282380104421,100.0,0.8175605158369875,0.6986365200793082,-1.5351044391839137,100.0
195,2022-11-25,547,755,1.0330748935817635,0.9748134629928913,-14.05120325954857,84.21052631578947,0.8001341504743714,0.7485691612824893,-233.893521393977,100.0
196,2022-11-28,557,772,0.7810342775447885,0.7447376220387648,-13.11869777436858,92.3076923076923,0.6956780463233134,0.5574477436114265,-6.316836364374057,100.0
197,2022-11-29,589,776,2.4502363666454947,2.4430214021850722,-113.96507789063973,100.0,0.2533775040216029,0.17857319029205512,0.04699093588372971,100.0
198,2022-11-30,603,780,2.532542501326243,2.4307651170101323,-4.701815279186019,100.0,1.3020673164378798,1.0251247004995254,-1.9945438378426958,68.42105263157895
199,2022-12-01,624,757,0.24854235954518056,0.1842339442127976,-3.9051427907652316,100.0,0.8426837347821675,0.7649599500353208,-11.50954030450444,100.0
200,2022-12-02,619,757,0.20268330183403652,0.19402283471691706,-1.090665457286077,0.0,0.4792015170091484,0.442226028700134,-4.336768421334182,100.0
