side,seen_idx,exec_px,qty,fee,reason,signal_ts,signal_dir,bsp_type,pred_ret,ret_th,bucket_key,trend_bucket,state_bucket,dd60,ret10,vol20,dist60,pnl,entry_px,entry_idx
buy,17418,170.51,590.1668687187472,0.0,OPEN_LONG pred_ret=0.46% [bull__breakout],2019/02/15 04:00,buy,1p,0.4634808599948883,0.1499999999999999,bull__breakout,bull,breakout,-0.006441130389369332,0.0181969552806851,0.011186038914839604,0.006482887513141078,,,
sell,17463,171.68,590.1668687187472,0.0,CLOSE_LONG pred_ret=2.68% [bull__breakout],2019/02/15 08:35,sell,1p,2.6777827739715576,-0.5,bull__breakout,bull,breakout,-0.006441130389369332,0.0181969552806851,0.011186038914839604,0.006482887513141078,690.4952364009437,170.51,17418.0
buy,17496,171.29,591.5105845153513,0.0,OPEN_LONG pred_ret=0.24% [bull__breakout],2019/02/15 11:20,buy,1p,0.2407878339290619,0.1499999999999999,bull__breakout,bull,breakout,-0.006441130389369332,0.0181969552806851,0.011186038914839604,0.006482887513141078,,,
sell,17502,171.56,591.5105845153513,0.0,CLOSE_LONG pred_ret=2.12% [bull__breakout],2019/02/15 11:50,sell,2s,2.1225063800811768,-0.5,bull__breakout,bull,breakout,-0.006441130389369332,0.0181969552806851,0.011186038914839604,0.006482887513141078,159.70785781915092,171.29,17496.0
buy,17517,171.3568,592.2120153939246,0.0,OPEN_LONG pred_ret=0.18% [bull__breakout],2019/02/15 13:05,buy,2,0.1772218644618988,0.1499999999999999,bull__breakout,bull,breakout,-0.006441130389369332,0.0181969552806851,0.011186038914839604,0.006482887513141078,,,
sell,17525,171.4,592.2120153939246,0.0,CLOSE_LONG pred_ret=2.07% [bull__breakout],2019/02/15 13:45,sell,2s,2.0744025707244873,-0.5,bull__breakout,bull,breakout,-0.006441130389369332,0.0181969552806851,0.011186038914839604,0.006482887513141078,25.583559065025245,171.3568,17517.0
buy,17543,171.52,591.7976879577815,0.0,OPEN_LONG pred_ret=0.34% [bull__breakout],2019/02/15 15:15,buy,2s,0.34044715762138367,0.1499999999999999,bull__breakout,bull,breakout,-0.006441130389369332,0.0181969552806851,0.011186038914839604,0.006482887513141078,,,
sell,17548,171.81,591.7976879577815,0.0,CLOSE_LONG pred_ret=2.59% [bull__breakout],2019/02/15 15:40,sell,1,2.5947868824005127,-0.5,bull__breakout,bull,breakout,-0.006441130389369332,0.0181969552806851,0.011186038914839604,0.006482887513141078,171.6213295077519,171.52,17543.0
buy,17598,171.98,591.2127036168533,0.0,OPEN_LONG pred_ret=0.19% [bull__breakout],2019/02/19 04:20,buy,3a,0.1895655393600464,0.1499999999999999,bull__breakout,bull,breakout,-0.0022630998665351676,0.02681397432069277,0.011126783747456886,0.00226823310457136,,,
sell,17608,171.97,591.2127036168533,0.0,CLOSE_LONG pred_ret=2.51% [bull__breakout],2019/02/19 05:45,sell,2,2.511078357696533,2.1999999999999993,bull__breakout,bull,breakout,-0.0022630998665351676,0.02681397432069277,0.011126783747456886,0.00226823310457136,-5.912127036163156,171.98,17598.0
buy,17614,171.61,592.4529377133632,0.0,OPEN_LONG pred_ret=0.31% [bull__breakout],2019/02/19 06:25,buy,1p,0.3095504343509674,0.1499999999999999,bull__breakout,bull,breakout,-0.0022630998665351676,0.02681397432069277,0.011126783747456886,0.00226823310457136,,,
sell,17677,172.59,592.4529377133632,0.0,CLOSE_LONG pred_ret=2.82% [bull__breakout],2019/02/19 11:45,sell,1p,2.818328857421875,2.1999999999999993,bull__breakout,bull,breakout,-0.0022630998665351676,0.02681397432069277,0.011126783747456886,0.00226823310457136,580.6038789590899,171.61,17614.0
buy,17692,172.4,593.1058730855532,0.0,OPEN_LONG pred_ret=0.67% [bull__breakout],2019/02/19 13:00,buy,2s,0.6667009592056274,0.1499999999999999,bull__breakout,bull,breakout,-0.0022630998665351676,0.02681397432069277,0.011126783747456886,0.00226823310457136,,,
sell,17705,172.51,593.1058730855532,0.0,CLOSE_LONG pred_ret=2.73% [bull__breakout],2019/02/19 14:05,sell,2,2.7342045307159424,2.1999999999999993,bull__breakout,bull,breakout,-0.0022630998665351676,0.02681397432069277,0.011126783747456886,0.00226823310457136,65.24164603940208,172.4,17692.0
buy,17719,172.59,592.8309529288416,0.0,OPEN_LONG pred_ret=0.37% [bull__breakout],2019/02/19 15:15,buy,3a,0.36875587701797485,0.1499999999999999,bull__breakout,bull,breakout,-0.0022630998665351676,0.02681397432069277,0.011126783747456886,0.00226823310457136,,,
sell,17759,172.28,592.8309529288416,0.0,CLOSE_LONG pred_ret=2.65% [bull__breakout],2019/02/19 19:05,sell,2,2.650355339050293,2.1999999999999993,bull__breakout,bull,breakout,-0.0022630998665351676,0.02681397432069277,0.011126783747456886,0.00226823310457136,-183.77759540794224,172.59,17719.0
buy,17775,172.03,593.6924755599653,0.0,OPEN_LONG pred_ret=1.27% [bull__breakout],2019/02/20 05:00,buy,2s,1.268713116645813,1.2499999999999996,bull__breakout,bull,breakout,-0.0002901410085301981,0.016221317760868326,0.010991102965424542,0.00029022521476673724,,,
sell,17818,172.57,593.6924755599653,0.0,CLOSE_LONG pred_ret=1.64% [bull__breakout],2019/02/20 09:30,sell,2s,1.642778992652893,1.5999999999999996,bull__breakout,bull,breakout,-0.0002901410085301981,0.016221317760868326,0.010991102965424542,0.00029022521476673724,320.5939368023765,172.03,17775.0
buy,17996,171.02,599.0732692514513,0.0,OPEN_LONG pred_ret=1.09% [bull__breakout],2019/02/21 09:45,buy,1p,1.0917819738388062,0.9999999999999996,bull__breakout,bull,breakout,-0.00046422561364833914,0.007133251476349134,0.00970432320423905,0.00046444121915834025,,,
sell,18012,171.47,599.0732692514513,0.0,CLOSE_LONG pred_ret=1.96% [bull__breakout],2019/02/21 11:05,sell,2s,1.9596410989761353,1.7499999999999996,bull__breakout,bull,breakout,-0.00046422561364833914,0.007133251476349134,0.00970432320423905,0.00046444121915834025,269.5829711631463,171.02,17996.0
buy,18094,171.23,599.9129444521775,0.0,OPEN_LONG pred_ret=1.39% [bull__breakout],2019/02/21 18:00,buy,2s,1.3853874206542969,0.9999999999999996,bull__breakout,bull,breakout,-0.00046422561364833914,0.007133251476349134,0.00970432320423905,0.00046444121915834025,,,
sell,18114,172.06,599.9129444521775,0.0,CLOSE_LONG pred_ret=1.91% [bull__breakout],2019/02/22 04:00,sell,2s,1.9122282266616821,1.6499999999999995,bull__breakout,bull,breakout,-0.00412000232112808,0.006450856204550659,0.009816309172600915,0.004137046964223234,497.92774389531485,171.23,18094.0
buy,18385,173.83,593.804413636551,0.0,OPEN_LONG pred_ret=1.31% [bull__breakout],2019/02/25 12:20,buy,2s,1.3132723569869995,1.0499999999999996,bull__breakout,bull,breakout,0.0,0.027700172383047006,0.009836252155595157,0.0,,,
sell,18562,173.75,593.804413636551,0.0,CLOSE_LONG pred_ret=1.24% [bull__breakout],2019/02/26 11:30,sell,1,1.2383190393447876,-0.5,bull__breakout,bull,breakout,0.0,0.029425723777883217,0.009608320699448872,0.0,-47.5043530909315,173.83,18385.0
buy,18730,172.14,599.3581786298986,0.0,OPEN_LONG pred_ret=1.21% [bull__breakout],2019/02/27 10:10,buy,1p,1.2118291854858398,1.1499999999999997,bull__breakout,bull,breakout,0.0,0.03147268408551063,0.008962375181733559,0.0,,,
sell,18939,173.6502,599.3581786298986,0.0,CLOSE_LONG pred_ret=1.20% [bull__breakout],2019/02/28 12:15,sell,2s,1.2048852443695068,1.1499999999999997,bull__breakout,bull,breakout,-0.0006332757628093599,0.01579963719351629,0.008514311382253904,0.0006336770551298443,905.1507213668884,172.14,18730.0
buy,19292,174.41,596.7471337120442,0.0,OPEN_LONG pred_ret=1.17% [bull__breakout],2019/03/04 11:05,buy,2s,1.1709904670715332,0.9999999999999996,bull__breakout,bull,breakout,0.0,0.018514192267258478,0.006304561148680771,0.0,,,
sell,19578,174.45,596.7471337120442,0.0,CLOSE_LONG pred_ret=1.12% [bull__breakout],2019/03/06 04:00,sell,2s,1.115587830543518,-0.5,bull__breakout,bull,breakout,0.0,0.013176224750406362,0.005655934465891674,0.0,23.869885348477016,174.41,19292.0
buy,19862,171.75,606.128311359919,0.0,OPEN_LONG pred_ret=1.70% [bull__breakout],2019/03/07 14:05,buy,2s,1.702540636062622,1.5999999999999996,bull__breakout,bull,breakout,-0.005671727298768303,0.007605224963715518,0.005591275997932097,0.005704079280940411,,,
sell,19880,171.39,606.128311359919,0.0,CLOSE_LONG pred_ret=0.71% [bull__breakout],2019/03/07 15:35,sell,2,0.7130940556526184,-0.5,bull__breakout,bull,breakout,-0.005671727298768303,0.007605224963715518,0.005591275997932097,0.005704079280940411,-218.20619208957913,171.75,19862.0
buy,19929,170.49,609.3280033079741,0.0,OPEN_LONG pred_ret=1.15% [bull__downtrend],2019/03/08 04:00,buy,1p,1.1509888172149658,0.3,bull__downtrend,bull,downtrend,-0.017874534517330343,-0.00110709707493295,0.006263145067096633,0.018199848334597313,,,
sell,20056,170.91,609.3280033079741,0.0,CLOSE_LONG pred_ret=0.63% [bull__downtrend],2019/03/08 14:50,sell,1p,0.6270272135734558,0.3,bull__downtrend,bull,downtrend,-0.017874534517330343,-0.00110709707493295,0.006263145067096633,0.018199848334597313,255.9177613893415,170.49,19929.0
buy,21438,178.59,583.124749680082,0.0,OPEN_LONG pred_ret=1.33% [bull__breakout],2019/03/20 09:35,buy,1,1.3258819580078125,0.3999999999999998,bull__breakout,bull,breakout,0.0,0.025780578630764772,0.006749769987710279,0.0,,,
sell,21627,180.07,583.124749680082,0.0,CLOSE_LONG pred_ret=1.45% [bull__breakout],2019/03/21 09:35,sell,1,1.4534766674041748,1.2499999999999996,bull__breakout,bull,breakout,0.0,0.03572251670891902,0.006744653128133974,0.0,863.0246295265154,178.59,21438.0
buy,21662,181.32,579.1047522330265,0.0,OPEN_LONG pred_ret=1.61% [bull__breakout],2019/03/21 12:30,buy,3a,1.6051380634307861,1.2499999999999996,bull__breakout,bull,breakout,0.0,0.03572251670891902,0.006744653128133974,0.0,,,
sell,21668,181.54,579.1047522330265,0.0,CLOSE_LONG pred_ret=1.58% [bull__breakout],2019/03/21 13:00,sell,2,1.581664800643921,1.2499999999999996,bull__breakout,bull,breakout,0.0,0.03572251670891902,0.006744653128133974,0.0,127.40304549126517,181.32,21662.0
buy,21663,181.25,580.0313198365993,0.0,OPEN_LONG pred_ret=1.44% [bull__breakout],2019/03/21 12:35,buy,2,1.444934606552124,1.2499999999999996,bull__breakout,bull,breakout,0.0,0.03572251670891902,0.006744653128133974,0.0,,,
sell,21673,181.75,580.0313198365993,0.0,CLOSE_LONG pred_ret=1.54% [bull__breakout],2019/03/21 13:25,sell,1p,1.5372323989868164,1.2499999999999996,bull__breakout,bull,breakout,0.0,0.03572251670891902,0.006744653128133974,0.0,290.01565991829966,181.25,21663.0
buy,21929,177.59,593.6184040785063,0.0,OPEN_LONG pred_ret=1.82% [bull__pullback],2019/03/25 04:00,buy,1,1.823590874671936,1.4499999999999995,bull__pullback,bull,pullback,-0.02196417812345941,0.04317345329204891,0.009065146374434768,0.022457437275985592,,,
sell,22118,178.73,593.6184040785063,0.0,CLOSE_LONG pred_ret=0.72% [bull__downtrend],2019/03/26 04:00,sell,1,0.7229142785072327,0.6499999999999997,bull__downtrend,bull,downtrend,-0.02382647751547351,0.01997367366794478,0.00908590624982995,0.02440803501290545,676.724980649489,177.59,21929.0
buy,22124,178.64,593.9174729117299,0.0,OPEN_LONG pred_ret=1.59% [bull__downtrend],2019/03/26 04:55,buy,3a,1.5949487686157227,1.2999999999999996,bull__downtrend,bull,downtrend,-0.02382647751547351,0.01997367366794478,0.00908590624982995,0.02440803501290545,,,
sell,22132,179.06,593.9174729117299,0.0,CLOSE_LONG pred_ret=0.70% [bull__downtrend],2019/03/26 05:45,sell,1p,0.7045865654945374,0.6499999999999997,bull__downtrend,bull,downtrend,-0.02382647751547351,0.01997367366794478,0.00908590624982995,0.02440803501290545,249.445338622936,178.64,22124.0
buy,22202,179.61,592.0987845864615,0.0,OPEN_LONG pred_ret=1.80% [bull__downtrend],2019/03/26 11:45,buy,1p,1.7959574460983276,1.2999999999999996,bull__downtrend,bull,downtrend,-0.02382647751547351,0.01997367366794478,0.00908590624982995,0.02440803501290545,,,
sell,22220,179.57,592.0987845864615,0.0,CLOSE_LONG pred_ret=0.80% [bull__downtrend],2019/03/26 13:15,sell,2s,0.7963683605194092,0.6499999999999997,bull__downtrend,bull,downtrend,-0.02382647751547351,0.01997367366794478,0.00908590624982995,0.02440803501290545,-23.68395138347058,179.61,22202.0
buy,22224,178.91,594.2830403453742,0.0,OPEN_LONG pred_ret=1.97% [bull__downtrend],2019/03/26 13:35,buy,1,1.9690570831298828,1.2999999999999996,bull__downtrend,bull,downtrend,-0.02382647751547351,0.01997367366794478,0.00908590624982995,0.02440803501290545,,,
sell,22241,178.8,594.2830403453742,0.0,CLOSE_LONG pred_ret=0.82% [bull__downtrend],2019/03/26 15:00,sell,3a,0.8154851794242859,0.6499999999999997,bull__downtrend,bull,downtrend,-0.02382647751547351,0.01997367366794478,0.00908590624982995,0.02440803501290545,-65.37113443798238,178.91,22224.0
buy,22246,178.33,595.8493109053603,0.0,OPEN_LONG pred_ret=1.89% [bull__downtrend],2019/03/26 15:25,buy,2,1.8899914026260376,1.2999999999999996,bull__downtrend,bull,downtrend,-0.02382647751547351,0.01997367366794478,0.00908590624982995,0.02440803501290545,,,
sell,22341,179.06,595.8493109053603,0.0,CLOSE_LONG pred_ret=0.77% [bull__pullback],2019/03/27 07:50,sell,2,0.7735890746116638,0.5999999999999996,bull__pullback,bull,pullback,-0.019280276058498025,0.01912459445614445,0.009114803643193498,0.019659313041049842,434.96999696090694,178.33,22246.0
buy,22366,178.82,596.6490191852915,0.0,OPEN_LONG pred_ret=2.17% [bull__pullback],2019/03/27 09:55,buy,2s,2.16597843170166,1.7499999999999996,bull__pullback,bull,pullback,-0.019280276058498025,0.01912459445614445,0.009114803643193498,0.019659313041049842,,,
sell,22485,177.72,596.6490191852915,0.0,CLOSE_LONG pred_ret=0.24% [bull__downtrend],2019/03/28 04:00,sell,2s,0.24035486578941345,-0.5,bull__downtrend,bull,downtrend,-0.025579229884427845,0.005027964521778561,0.00927850339257678,0.026250702641933632,-656.3139211038173,178.82,22366.0
buy,22521,177.81,596.3470203566167,0.0,OPEN_LONG pred_ret=1.94% [bull__downtrend],2019/03/28 07:25,buy,2,1.9417444467544556,1.8999999999999995,bull__downtrend,bull,downtrend,-0.025579229884427845,0.005027964521778561,0.00927850339257678,0.026250702641933632,,,
sell,22545,178.38,596.3470203566167,0.0,CLOSE_LONG pred_ret=0.35% [bull__downtrend],2019/03/28 09:25,sell,2s,0.35439372062683105,-0.5,bull__downtrend,bull,downtrend,-0.025579229884427845,0.005027964521778561,0.00927850339257678,0.026250702641933632,339.91780160326743,177.81,22521.0
buy,22564,177.93,597.8552323453789,0.0,OPEN_LONG pred_ret=2.46% [bull__downtrend],2019/03/28 11:00,buy,2s,2.455512762069702,1.8999999999999995,bull__downtrend,bull,downtrend,-0.025579229884427845,0.005027964521778561,0.00927850339257678,0.026250702641933632,,,
sell,22576,177.8,597.8552323453789,0.0,CLOSE_LONG pred_ret=0.34% [bull__downtrend],2019/03/28 12:00,sell,2s,0.33774855732917786,-0.5,bull__downtrend,bull,downtrend,-0.025579229884427845,0.005027964521778561,0.00927850339257678,0.026250702641933632,-77.72118020489654,177.93,22564.0
buy,22608,177.9735,597.2724046614152,0.0,OPEN_LONG pred_ret=1.92% [bull__downtrend],2019/03/28 14:40,buy,2,1.9177478551864624,1.8999999999999995,bull__downtrend,bull,downtrend,-0.025579229884427845,0.005027964521778561,0.00927850339257678,0.026250702641933632,,,
sell,22619,178.36,597.2724046614152,0.0,CLOSE_LONG pred_ret=0.40% [bull__downtrend],2019/03/28 15:35,sell,2s,0.40499943494796753,-0.5,bull__downtrend,bull,downtrend,-0.025579229884427845,0.005027964521778561,0.00927850339257678,0.026250702641933632,230.8457844016443,177.9735,22608.0
buy,22799,179.44,593.6775863542689,0.0,OPEN_LONG pred_ret=2.21% [bull__downtrend],2019/03/29 15:20,buy,2s,2.209307909011841,2.1999999999999993,bull__downtrend,bull,downtrend,-0.02333351591170507,0.009054382887216272,0.009242276364409515,0.02389097638943416,,,
sell,22843,181.62,593.6775863542689,0.0,CLOSE_LONG pred_ret=0.50% [bull__pullback],2019/04/01 04:00,sell,1,0.5005763173103333,-0.5,bull__pullback,bull,pullback,-0.015939091855178833,0.007345107933838024,0.00926323047818514,0.01619726149393297,1294.2171382523102,179.44,22799.0
buy,23379,183.77,586.7319107235256,0.0,OPEN_LONG pred_ret=1.03% [bull__breakout],2019/04/04 04:00,buy,2,1.0321645736694336,0.7999999999999998,bull__breakout,bull,breakout,0.0,0.022363150867823922,0.009454185005510726,0.0,,,
sell,23395,183.8,586.7319107235256,0.0,CLOSE_LONG pred_ret=2.25% [bull__breakout],2019/04/04 05:35,sell,2s,2.2467081546783447,-0.5,bull__breakout,bull,breakout,0.0,0.022363150867823922,0.009454185005510726,0.0,17.601957321706436,183.77,23379.0
buy,23420,183.85,586.5723426216156,0.0,OPEN_LONG pred_ret=1.25% [bull__breakout],2019/04/04 07:40,buy,2s,1.2480703592300415,0.7999999999999998,bull__breakout,bull,breakout,0.0,0.022363150867823922,0.009454185005510726,0.0,,,
sell,23430,183.92,586.5723426216156,0.0,CLOSE_LONG pred_ret=2.29% [bull__breakout],2019/04/04 08:30,sell,2s,2.28710675239563,-0.5,bull__breakout,bull,breakout,0.0,0.022363150867823922,0.009454185005510726,0.0,41.06006398350909,183.85,23420.0
buy,23451,183.855,586.7797190991137,0.0,OPEN_LONG pred_ret=1.18% [bull__breakout],2019/04/04 10:15,buy,2s,1.1772154569625854,0.7999999999999998,bull__breakout,bull,breakout,0.0,0.022363150867823922,0.009454185005510726,0.0,,,
sell,23486,183.32,586.7797190991137,0.0,CLOSE_LONG pred_ret=2.55% [bull__breakout],2019/04/04 13:10,sell,3a,2.546058416366577,-0.5,bull__breakout,bull,breakout,0.0,0.022363150867823922,0.009454185005510726,0.0,-313.9271497180238,183.855,23451.0
buy,24025,184.37,583.4379677021724,0.0,OPEN_LONG pred_ret=1.30% [bull__breakout],2019/04/09 15:25,buy,2s,1.3018659353256226,1.2499999999999996,bull__breakout,bull,breakout,0.0,0.0387723038940635,0.007760358943670591,0.0,,,
sell,24434,185.89,583.4379677021724,0.0,CLOSE_LONG pred_ret=1.09% [bull__breakout],2019/04/12 04:55,sell,1p,1.085425615310669,1.0499999999999996,bull__breakout,bull,breakout,-0.0023723513236642013,0.03768717402276933,0.007825946663649266,0.0023779927579310467,886.8257109072914,184.37,24025.0
buy,24508,185.3,585.2956493046779,0.0,OPEN_LONG pred_ret=1.75% [bull__breakout],2019/04/12 11:05,buy,2s,1.7452526092529297,1.0499999999999996,bull__breakout,bull,breakout,-0.0023723513236642013,0.03768717402276933,0.007825946663649266,0.0023779927579310467,,,
sell,24522,185.61,585.2956493046779,0.0,CLOSE_LONG pred_ret=1.31% [bull__breakout],2019/04/12 12:15,sell,2,1.3087438344955444,1.0499999999999996,bull__breakout,bull,breakout,-0.0023723513236642013,0.03768717402276933,0.007825946663649266,0.0023779927579310467,181.4416512844515,185.3,24508.0
buy,24538,185.54,585.5164679715493,0.0,OPEN_LONG pred_ret=1.37% [bull__breakout],2019/04/12 13:35,buy,2s,1.369117259979248,1.0499999999999996,bull__breakout,bull,breakout,-0.0023723513236642013,0.03768717402276933,0.007825946663649266,0.0023779927579310467,,,
sell,24551,185.76,585.5164679715493,0.0,CLOSE_LONG pred_ret=1.13% [bull__breakout],2019/04/12 14:40,sell,2s,1.133030891418457,1.0499999999999996,bull__breakout,bull,breakout,-0.0023723513236642013,0.03768717402276933,0.007825946663649266,0.0023779927579310467,128.81362295374018,185.54,24538.0
buy,24635,185.84,585.2644161127583,0.0,OPEN_LONG pred_ret=1.03% [bull__breakout],2019/04/15 08:45,buy,1p,1.0260146856307983,0.9499999999999997,bull__breakout,bull,breakout,0.0,0.03434264722253144,0.0076712685782263,0.0,,,
sell,24687,185.415,585.2644161127583,0.0,CLOSE_LONG pred_ret=1.11% [bull__breakout],2019/04/15 13:05,sell,1p,1.106714129447937,1.0999999999999996,bull__breakout,bull,breakout,0.0,0.03434264722253144,0.0076712685782263,0.0,-248.73737684792894,185.84,24635.0
buy,25116,186.35,582.3278868448999,0.0,OPEN_LONG pred_ret=0.97% [bull__breakout],2019/04/18 04:00,buy,1,0.9726316928863525,-0.5,bull__breakout,bull,breakout,0.0,0.01833714223528138,0.007671208971399085,0.0,,,
sell,25288,186.97,582.3278868448999,0.0,CLOSE_LONG pred_ret=0.68% [bull__breakout],2019/04/22 06:00,sell,2,0.6824091076850891,-0.5,bull__breakout,bull,breakout,0.0,0.0200315714985575,0.006972758205695954,0.0,361.0432898438406,186.35,25116.0
buy,25309,187.3,581.3018953731496,0.0,OPEN_LONG pred_ret=0.82% [bull__breakout],2019/04/22 08:00,buy,1p,0.8201187252998352,-0.5,bull__breakout,bull,breakout,0.0,0.0200315714985575,0.006972758205695954,0.0,,,
sell,25328,186.79,581.3018953731496,0.0,CLOSE_LONG pred_ret=0.61% [bull__breakout],2019/04/22 09:35,sell,2s,0.6053423881530762,-0.5,bull__breakout,bull,breakout,0.0,0.0200315714985575,0.006972758205695954,0.0,-296.46396664031755,187.3,25309.0
buy,25370,187.49,579.1315858805835,0.0,OPEN_LONG pred_ret=0.52% [bull__breakout],2019/04/22 13:05,buy,2,0.5233798027038574,-0.5,bull__breakout,bull,breakout,0.0,0.0200315714985575,0.006972758205695954,0.0,,,
sell,25379,187.75,579.1315858805835,0.0,CLOSE_LONG pred_ret=0.70% [bull__breakout],2019/04/22 13:50,sell,1p,0.7010844349861145,-0.5,bull__breakout,bull,breakout,0.0,0.0200315714985575,0.006972758205695954,0.0,150.57421232894646,187.49,25370.0
buy,26024,189.76,572.9972346599893,0.0,OPEN_LONG pred_ret=1.19% [bull__breakout],2019/04/26 07:10,buy,2s,1.1869605779647827,0.9499999999999997,bull__breakout,bull,breakout,0.0,0.027012454844449252,0.004416942573212794,0.0,,,
sell,26047,190.58,572.9972346599893,0.0,CLOSE_LONG pred_ret=1.09% [bull__breakout],2019/04/26 09:05,sell,1,1.0931531190872192,0.9999999999999996,bull__breakout,bull,breakout,0.0,0.027012454844449252,0.004416942573212794,0.0,469.8577324212036,189.76,26024.0
buy,26052,189.76,575.4732977524282,0.0,OPEN_LONG pred_ret=1.07% [bull__breakout],2019/04/26 09:30,buy,2s,1.0734272003173828,0.9499999999999997,bull__breakout,bull,breakout,0.0,0.027012454844449252,0.004416942573212794,0.0,,,
sell,26088,190.071,575.4732977524282,0.0,CLOSE_LONG pred_ret=1.02% [bull__breakout],2019/04/26 12:30,sell,2,1.0200470685958862,0.9999999999999996,bull__breakout,bull,breakout,0.0,0.027012454844449252,0.004416942573212794,0.0,178.97219560100922,189.76,26052.0
buy,26172,190.92,572.9142320191796,0.0,OPEN_LONG pred_ret=1.03% [bull__breakout],2019/04/29 05:00,buy,3a,1.0296056270599365,0.8999999999999997,bull__breakout,bull,breakout,0.0,0.030373452953575075,0.004447086275997997,0.0,,,
sell,26201,190.57,572.9142320191796,0.0,CLOSE_LONG pred_ret=1.02% [bull__breakout],2019/04/29 07:35,sell,2,1.0249963998794556,0.7999999999999998,bull__breakout,bull,breakout,0.0,0.030373452953575075,0.004447086275997997,0.0,-200.51998120670962,190.92,26172.0
buy,26231,190.51,573.0946679748836,0.0,OPEN_LONG pred_ret=1.09% [bull__breakout],2019/04/29 10:05,buy,1,1.0938934087753296,0.8999999999999997,bull__breakout,bull,breakout,0.0,0.030373452953575075,0.004447086275997997,0.0,,,
sell,26235,190.82,573.0946679748836,0.0,CLOSE_LONG pred_ret=0.94% [bull__breakout],2019/04/29 10:25,sell,2s,0.9384678602218628,0.7999999999999998,bull__breakout,bull,breakout,0.0,0.030373452953575075,0.004447086275997997,0.0,177.6593470722152,190.51,26231.0
buy,26245,190.82,573.0946679748836,0.0,OPEN_LONG pred_ret=1.08% [bull__breakout],2019/04/29 11:15,buy,2,1.078377604484558,0.8999999999999997,bull__breakout,bull,breakout,0.0,0.030373452953575075,0.004447086275997997,0.0,,,
sell,26264,191.14,573.0946679748836,0.0,CLOSE_LONG pred_ret=0.92% [bull__breakout],2019/04/29 12:50,sell,1p,0.9164078831672668,0.7999999999999998,bull__breakout,bull,breakout,0.0,0.030373452953575075,0.004447086275997997,0.0,183.39029375195884,190.82,26245.0
buy,26273,190.96,573.6348703221577,0.0,OPEN_LONG pred_ret=1.21% [bull__breakout],2019/04/29 13:35,buy,2s,1.2074103355407715,0.8999999999999997,bull__breakout,bull,breakout,0.0,0.030373452953575075,0.004447086275997997,0.0,,,
sell,26279,191.14,573.6348703221577,0.0,CLOSE_LONG pred_ret=1.05% [bull__breakout],2019/04/29 14:05,sell,1,1.0485323667526245,0.7999999999999998,bull__breakout,bull,breakout,0.0,0.030373452953575075,0.004447086275997997,0.0,103.25427665797599,190.96,26273.0
buy,26292,191.12,573.6948990863185,0.0,OPEN_LONG pred_ret=1.33% [bull__breakout],2019/04/29 15:10,buy,2s,1.3317906856536865,0.8999999999999997,bull__breakout,bull,breakout,0.0,0.030373452953575075,0.004447086275997997,0.0,,,
sell,26320,189.95,573.6948990863185,0.0,CLOSE_LONG pred_ret=0.98% [bull__breakout],2019/04/29 17:30,sell,2,0.980165958404541,0.7999999999999998,bull__breakout,bull,breakout,0.0,0.030373452953575075,0.004447086275997997,0.0,-671.2230319310017,191.12,26292.0
buy,26348,189.6,574.7539350287248,0.0,OPEN_LONG pred_ret=0.91% [bull__breakout],2019/04/29 19:55,buy,1p,0.9114620685577393,0.8999999999999997,bull__breakout,bull,breakout,0.0,0.030373452953575075,0.004447086275997997,0.0,,,
sell,26490,190.82,574.7539350287248,0.0,CLOSE_LONG pred_ret=0.74% [bull__breakout],2019/04/30 16:30,sell,1,0.7387139201164246,0.6999999999999997,bull__breakout,bull,breakout,0.0,0.02792875208523915,0.004343532801026488,0.0,701.1998007350436,189.6,26348.0
buy,27135,187.16,585.9935129417678,0.0,OPEN_LONG pred_ret=1.15% [bull__breakout],2019/05/06 09:20,buy,2,1.151647686958313,1.1499999999999997,bull__breakout,bull,breakout,0.0,0.01985164629916225,0.005569389170987243,0.0,,,
sell,27145,188.62,585.9935129417678,0.0,CLOSE_LONG pred_ret=0.53% [bull__breakout],2019/05/06 10:10,sell,1p,0.5342981219291687,0.44999999999999973,bull__breakout,bull,breakout,0.0,0.01985164629916225,0.005569389170987243,0.0,855.5505288949856,187.16,27135.0
buy,27227,188.8,585.4348326857852,0.0,OPEN_LONG pred_ret=1.38% [bull__breakout],2019/05/06 17:00,buy,1p,1.3831511735916138,1.1499999999999997,bull__breakout,bull,breakout,0.0,0.01985164629916225,0.005569389170987243,0.0,,,
sell,27359,187.02,585.4348326857852,0.0,CLOSE_LONG pred_ret=0.78% [bull__downtrend],2019/05/07 12:25,sell,1p,0.7828145623207092,0.7499999999999998,bull__downtrend,bull,downtrend,-0.0061221286170268785,0.010749255002128644,0.0057978197984258645,0.0061598399494577905,-1042.0740021806982,188.8,27227.0
buy,27365,186.44,587.2560738516174,0.0,OPEN_LONG pred_ret=2.54% [bull__downtrend],2019/05/07 12:55,buy,2s,2.541374683380127,2.1999999999999993,bull__downtrend,bull,downtrend,-0.0061221286170268785,0.010749255002128644,0.0057978197984258645,0.0061598399494577905,,,
