date,equity,cash,pos,qty,bucket_key_today,bucket_key_next,trend_score_prev,dd60_prev,dist60_prev,ret10_prev,vol20_prev,above_ma10_prev,th_buy_today,th_sell_today
2018-10-24,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.07020188124046706,-0.07213237656634897,0.07773994344087254,-0.03540611256471626,0.01607962293678084,-0.0017571654904219303,0.3,0.3
2018-10-25,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.13421579841829392,-0.11459783656420697,0.12943026490867315,-0.03720957316718099,0.018677019439582793,-0.0439237637044918,0.3,0.3
2018-10-26,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.08568413951276427,-0.08396701295919462,0.09166374371565533,0.008608490566037741,0.02050999786531774,-0.011682323985163223,2.2999999999999994,0.3
2018-10-29,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.12067053638894845,-0.1075291849630503,0.12048481939277589,-0.04394217530977507,0.021052613516292226,-0.03282341744237316,2.0499999999999994,0.3
2018-10-30,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.1473054033780208,-0.12589696904787417,0.14402989646511077,-0.052145636141919804,0.021249419568910403,-0.04776627892053342,1.9999999999999996,0.3
2018-10-31,100000.0,100000.0,0,0.0,bear__downtrend,bear__pullback,-0.12318546877844419,-0.11149191389097146,0.12548216007714585,-0.06376255501636385,0.021843525590528982,-0.02565066240721614,0.3,0.3
2018-11-01,100000.0,100000.0,0,0.0,bear__pullback,bear__pullback,-0.08922110787492633,-0.09060726143300857,0.09963490754916982,-0.04213435613965821,0.022750497960630313,0.001645619643626084,0.3,0.3
2018-11-02,100000.0,100000.0,0,0.0,bear__pullback,bear__pullback,-0.06922433752187095,-0.07861197386740926,0.08531907474136924,-0.006467259498787459,0.022785372988405245,0.01552862851105763,1.7499999999999996,-0.5
2018-11-05,100000.0,100000.0,0,0.0,bear__pullback,bear__pullback,-0.09017583635472558,-0.09296347863339405,0.1024914393671037,-0.021038030285516207,0.022871517097194205,0.0018631887143998327,1.7499999999999996,-0.5
2018-11-06,100000.0,100000.0,0,0.0,bear__pullback,bear__pullback,-0.09185000963297234,-0.0952125950519439,0.10523200757575757,-0.028462998102466774,0.022858529850411553,0.0023135789286350406,2.1999999999999993,-0.5
2018-11-07,100000.0,100000.0,0,0.0,bear__pullback,bear__pullback,-0.07894520860523152,-0.0883581450144586,0.09692199248120303,-0.017487158769550426,0.02293772487062212,0.011725412588327044,1.6499999999999995,-0.5
2018-11-08,100000.0,100000.0,0,0.0,bear__pullback,bear__pullback,-0.03233773802481509,-0.05976223626432475,0.06356077001936433,0.061932986573122184,0.021919276033553176,0.03714905104228827,1.3999999999999995,-0.5
2018-11-09,100000.0,100000.0,0,0.0,bear__pullback,bear__pullback,-0.039395830242171984,-0.0657598800471243,0.07038862776567689,0.01987606687711918,0.021761331485549002,0.02846767395110561,2.1499999999999995,-0.5
2018-11-12,100000.0,100000.0,0,0.0,bear__pullback,bear__downtrend,-0.06158317312422151,-0.0815036949769733,0.08873600746268662,0.029161166446658005,0.021217761399582733,0.008247265117536706,1.9999999999999996,0.3
2018-11-13,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.10245787931843084,-0.10929634786333942,0.1227078698971924,0.018991606934999794,0.0221058181278106,-0.024039618135624052,-0.5,0.24999999999999978
2018-11-14,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.09835866669582355,-0.1085466423904895,0.12176368114374969,0.0033148505303761677,0.02091864409258418,-0.0235332762403071,-0.5,0.4999999999999998
2018-11-15,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.10643099498865825,-0.115347542037057,0.1303874092009687,-0.027205276174773307,0.020928757851298253,-0.028349605928714383,-0.5,0.4999999999999998
2018-11-16,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.07950966859006242,-0.09987147906179716,0.11095246594086494,-0.02307334650703241,0.020872975495835396,-0.009037689464282517,-0.5,0.5499999999999998
2018-11-19,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.08220469352687085,-0.10303095212595059,0.11486567164179107,-0.011099303341598699,0.020878645385098198,-0.011420308672942414,2.3999999999999995,-0.5
2018-11-20,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.12561848496510092,-0.132162364785263,0.15228927557694694,-0.04083806818181823,0.02192542552308517,-0.03961598862188509,2.3999999999999995,-0.5
2018-11-21,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.14694411520712594,-0.14769197815144053,0.17328474491078172,-0.06508458646616544,0.02216767847902944,-0.05056759545923639,2.3999999999999995,1.5999999999999996
2018-11-23,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.13321932236599826,-0.14121238085038024,0.1644322504209017,-0.08662717849413382,0.019980074320050407,-0.034590286305954954,-0.5,1.2999999999999996
2018-11-26,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.13922434413770265,-0.1470131261719796,0.1723509829784562,-0.0874125874125874,0.018124060645492525,-0.03269316062239125,-0.5,-0.5
2018-11-27,100000.0,100000.0,0,0.0,bear__downtrend,bear__pullback,-0.10384538278563255,-0.12729708009643725,0.1458653078764811,-0.05031483208955234,0.01825152738777087,-0.005118244893970614,2.1499999999999995,-0.5
2018-11-28,100000.0,100000.0,0,0.0,bear__pullback,bear__pullback,-0.0957445025459839,-0.12209271096309815,0.13907244248653927,-0.017375097697348685,0.017674803380998767,6.118490690765199e-06,2.1499999999999995,-0.5
2018-11-29,100000.0,100000.0,0,0.0,bear__pullback,bear__pullback,-0.04705912611456102,-0.09383896438738792,0.10355660936573807,0.013395807052321684,0.01875145560863266,0.030782955114809774,0.6499999999999997,-0.5
2018-11-30,100000.0,100000.0,0,0.0,bear__pullback,bear__pullback,-0.048496718694922586,-0.09679325347800394,0.1071662206363364,0.017857142857143016,0.018000674218453912,0.02557377849070175,-0.5,-0.5
2018-12-03,100000.0,100000.0,0,0.0,bear__pullback,side__pullback,-0.034518987180699304,-0.0902401031315464,0.09919112003306352,0.0076149681718127304,0.017813825200643944,0.03220891611055254,0.3,0.3
2018-12-04,100000.0,100000.0,0,0.0,side__pullback,bear__pullback,-0.005952687565590589,-0.07434065638932141,0.08031103116114413,0.02883582089552239,0.017887981597629946,0.047165913178746965,0.9999999999999996,-0.5
2018-12-06,100000.0,100000.0,0,0.0,bear__pullback,bear__recovery,-0.06000303215441581,-0.1098458398238169,0.12340091720975122,0.0225842280636801,0.01993835192050644,0.004765542580668747,0.3,0.3
2018-12-07,100000.0,100000.0,0,0.0,bear__recovery,bear__downtrend,-0.04632178050573669,-0.10356126121287001,0.11552519623704227,0.04856747926614724,0.01992731096995211,0.007139106977979148,-0.5,-0.5
2018-12-10,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.09096618482424973,-0.13315786646613303,0.15361259139918193,0.006297936022946926,0.019655173568430166,-0.026705587185178015,2.1999999999999993,1.4499999999999995
2018-12-11,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.07264074881861703,-0.12408014180587634,0.14165695713497262,0.024244708246969227,0.019908419895429796,-0.018797309168802845,0.8499999999999996,0.7999999999999998
2018-12-12,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.06406396338446563,-0.12117956706236221,0.13788888209767114,0.00442016084474206,0.019688989575711063,-0.01597440246352233,0.8499999999999996,1.8999999999999995
2018-12-13,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.047689119741162876,-0.1134447010796582,0.12796122387155395,0.009850709740577557,0.01866711448359105,-0.008273897865129998,1.0499999999999996,1.8999999999999995
2018-12-14,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.0432543093512069,-0.11317612934414778,0.12761962447001807,-0.021339656194427903,0.01866589131902467,-0.005822950977617536,1.5999999999999996,-0.5
2018-12-17,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.07440903176941112,-0.13476929687919625,0.1557611124906877,-0.04204579244721973,0.019374895702422124,-0.02588292210933707,1.5999999999999996,-0.5
2018-12-18,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.10291105591278098,-0.15437503357146687,0.18255732706599748,-0.07049654602349886,0.01942898943955926,-0.0410316387071622,-0.5,1.6499999999999995
2018-12-19,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.09059429643389313,-0.1490573132083579,0.17516727685898248,-0.08071722857308661,0.019541059102028975,-0.026754722776839324,-0.5,-0.5
2018-12-20,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.12157168500478131,-0.1699521942310791,0.20474988675338124,-0.06752353367125274,0.018975634475225246,-0.04408125896966397,-0.5,-0.5
2018-12-21,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.1375954174236057,-0.18198420798195192,0.2224702869525248,-0.08748277308406738,0.018842461728699775,-0.04935204374641067,-0.5,-0.5
2018-12-24,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.17738077718268913,-0.20733737981414835,0.26157077996882827,-0.08557442062213416,0.019757794047082174,-0.07080565437773512,2.0999999999999996,-0.5
2018-12-26,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.21106849754685927,-0.22919911908470747,0.29735191637630654,-0.12000981173729075,0.02044682421943945,-0.08515982608473904,2.0499999999999994,-0.5
2018-12-27,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.12714439951020612,-0.18107106408121598,0.22110717565263016,-0.06814986858993954,0.024732455407748506,-0.02107959908310475,2.1999999999999993,-0.5
2018-12-28,100000.0,100000.0,0,0.0,bear__downtrend,bear__downtrend,-0.11937451434313243,-0.1769292820650712,0.21496243057824227,-0.0727052408361103,0.02473941067688817,-0.009660741670602935,2.1999999999999993,-0.5
2018-12-31,100000.0,100000.0,0,0.0,bear__downtrend,bear__pullback,-0.11658165235374778,-0.17735950524334498,0.21559782963979868,-0.07347062386432468,0.02333302910744184,-0.00234787712776352,0.9999999999999996,-0.5
2019-01-02,98859.25023949529,98859.25023949529,0,0.0,bear__pullback,bear__pullback,-0.10106305790445715,-0.15418357276017114,0.18228964086607036,-0.04233921033027077,0.023514832702943335,0.010560243173837858,-0.5,-0.5
2019-01-03,99613.00578965474,0.0,1,666.530650984642,bear__pullback,bear__downtrend,-0.09215905017410533,-0.14027199555925618,0.16315857438016534,-0.01619767515721282,0.023444036834665224,0.016319647227891254,2.1999999999999993,-0.5
2019-01-04,101052.68702880577,101052.68702880577,0,0.0,bear__downtrend,bear__pullback,-0.13496524118037098,-0.16595223515003066,0.19897209985315722,-0.05428607499053151,0.023683799777346106,-0.011304468333630413,-0.5,-0.5
2019-01-07,101915.72110331031,101915.72110331031,0,0.0,bear__pullback,bear__recovery,-0.07294067414335656,-0.13026777264376777,0.14977917173398203,0.011001100110010986,0.024896148534191077,0.029841202876673245,0.3,0.3
2019-01-08,102140.0215647714,102140.0215647714,0,0.0,bear__recovery,bear__recovery,-0.05276423186380651,-0.10829714027863946,0.12144980707192099,0.038085232122923474,0.025018917033262648,0.03813294983681703,0.3,0.3
2019-01-09,102114.49932050233,0.0,1,638.7345926096349,bear__recovery,side__recovery,-0.037679813598440984,-0.10023125951830325,0.11139669007021058,0.08097851866910633,0.024060334062038193,0.039367205723295884,0.3,0.3
2019-01-10,102319.36292899218,102319.36292899218,0,0.0,side__recovery,side__recovery,-0.02289800429735251,-0.09289864064527042,0.10241263524437261,0.12069686411149827,0.024011118070440263,0.03614457831325302,0.3,0.3
2019-01-11,102325.72567628186,0.0,1,636.7500042083501,side__recovery,side__recovery,-0.01685619073006464,-0.09030402165942797,0.09926835317460303,0.05785123966942152,0.024007636167320566,0.03323680906132287,1.3999999999999995,-0.5
2019-01-14,101791.64149306681,101791.64149306681,0,0.0,side__recovery,bear__recovery,-0.021392581138425473,-0.0936319025325737,0.10330449934656794,0.04991832734400514,0.023916520356769534,0.024442801040444717,0.3,0.3
2019-01-15,102195.55723815304,0.0,1,629.3604953698302,bear__recovery,side__pullback,-0.032925942379161445,-0.101641378532348,0.11314120675582329,0.04118454598940979,0.02397616645576415,0.01132799105952298,0.3,0.3
2019-01-16,102441.19888976966,0.0,1,632.5092546910944,side__pullback,side__pullback,-0.0022578551805980587,-0.07517940539924828,0.0812907993595271,0.05263840269674569,0.02378453163498072,0.025786807161176872,1.1499999999999997,1.0999999999999996
2019-01-17,103650.04773005172,103650.04773005172,0,0.0,side__pullback,side__pullback,4.646465345666158e-06,-0.07535026768424657,0.08149060671388986,0.048230888429751984,0.023146779988982905,0.020780282310037812,1.2999999999999996,1.2499999999999996
2019-01-18,103650.04773005172,103650.04773005172,0,0.0,side__pullback,bull__pullback,0.01374712443651218,-0.06806014352431944,0.0730306178573612,0.09217727940194909,0.023165839797959657,0.01997182501589534,0.3,0.3
2019-01-22,102285.31683644054,0.0,1,631.8198581533173,bull__pullback,side__pullback,0.03001663333226098,-0.058833580134411756,0.06251134644478062,0.05773539012993667,0.02236449958148953,0.024310721015570635,1.2999999999999996,1.2499999999999996
2019-01-23,102183.63955973263,102183.63955973263,0,0.0,side__pullback,side__pullback,0.0009521618881338728,-0.07768538557922322,0.08422872668889725,0.02435321652223421,0.022632748692069878,0.0014037214076789706,2.0999999999999996,1.6499999999999995
2019-01-24,102183.63955973263,102183.63955973263,0,0.0,side__pullback,side__pullback,0.005604488136813204,-0.07648934958423514,0.08282454517422133,0.016486960882647894,0.021160191191725332,0.0010742332197362092,2.0999999999999996,1.6499999999999995
2019-01-25,102183.63955973263,102183.63955973263,0,0.0,side__pullback,bull__pullback,0.017670192028750704,-0.07050916960929499,0.07585784313725497,0.014799154334038,0.01972802553558532,0.006078390274575574,0.3,0.3
2019-01-28,101107.11538943314,0.0,1,623.4637441538703,bull__pullback,side__pullback,0.037608882872094816,-0.05940312108440604,0.06315470784135635,0.02399553571428581,0.01483473473166837,0.015676410354179993,2.0999999999999996,1.6499999999999995
2019-01-29,101038.79593776273,101038.79593776273,0,0.0,side__pullback,side__downtrend,0.019647079909653115,-0.07102175646428976,0.07645147446508482,0.01506005351919848,0.01528519524460858,0.0016396160719220898,0.3,0.3
2019-01-30,101511.72401779755,101511.72401779755,0,0.0,side__downtrend,bull__pullback,0.006913626397576914,-0.07979268709420217,0.08671164201275006,0.014440886544860865,0.015530680141651843,-0.009216731157211888,1.9499999999999993,-0.5
2019-01-31,101511.72401779755,101511.72401779755,0,0.0,bull__pullback,bull__pullback,0.04615280074164102,-0.05638455404943621,0.059753742153549005,0.020322699839881775,0.01629873908647248,0.013934872676756305,1.3999999999999995,-0.5
2019-02-01,101651.43019613701,0.0,1,607.4181666933792,bull__pullback,bull__pullback,0.07051164017513914,-0.04225993848957754,0.044124643196955304,0.035786880197105075,0.01649265956382239,0.025465899112108392,1.2999999999999996,-0.5
2019-02-04,102094.84545782319,102094.84545782319,0,0.0,bull__pullback,bull__pullback,0.06528160534152729,-0.04630367923453704,0.04855180650940594,0.02334535231925683,0.014209548475873933,0.018763004514315673,-0.5,-0.5
2019-02-05,102258.09822074507,102258.09822074507,0,0.0,bull__pullback,bull__pullback,0.08430988545567389,-0.034457227474655516,0.035686899073910316,0.025900151285930484,0.011375131992332779,0.028738910397223316,1.3499999999999996,-0.5
2019-02-06,102299.59109129413,0.0,1,601.4438890663421,bull__pullback,bull__pullback,0.09719717567570706,-0.02591411322474091,0.026603519850318724,0.056131900703964455,0.011285676598721187,0.032147879036589444,1.4999999999999996,-0.5
2019-02-07,101036.47962414933,0.0,1,602.7710274677803,bull__pullback,bull__pullback,0.09126910948429293,-0.022583973403645485,0.023105794041754724,0.05161887141535626,0.011323161418721096,0.023898162603578577,2.499999999999999,-0.5
2019-02-08,100897.84228783174,100897.84228783174,0,0.0,bull__pullback,bull__pullback,0.06898760720770564,-0.023791562699472024,0.024371396302681037,0.030821078431372495,0.01186210087314451,0.0071059547541652,2.499999999999999,-0.5
2019-02-11,100629.35278523358,100629.35278523358,0,0.0,bull__pullback,bull__pullback,0.07175456548092518,-0.021876632043173028,0.02236592311343144,0.02064789585225557,0.011861654646381576,0.007025761124121788,1.4499999999999995,1.3499999999999996
2019-02-12,100629.35278523358,100629.35278523358,0,0.0,bull__pullback,bull__breakout,0.07018522598782159,-0.022805083270469484,0.02333729216152025,0.032432101036110605,0.011805651757092358,0.0029003114708212596,0.3,0.3
2019-02-13,100629.35278523358,100629.35278523358,0,0.0,bull__breakout,bull__breakout,0.09387969859299276,-0.008356061045668328,0.008426473169875548,0.0576839759856409,0.011802706238718081,0.012111700079954879,0.3,0.3
2019-02-14,100629.35278523358,100629.35278523358,0,0.0,bull__breakout,bull__breakout,0.0951634695474829,-0.007659722625195986,0.0077188468510613895,0.03217044905842581,0.011200425297337438,0.009635253692923618,0.1499999999999999,-0.5
2019-02-15,101676.76076802643,101676.76076802643,0,0.0,bull__breakout,bull__breakout,0.09719417760361519,-0.006441130389369332,0.006482887513141078,0.0181969552806851,0.011186038914839604,0.00905212041206016,0.1499999999999999,2.1999999999999993
2019-02-19,102132.91657058083,102132.91657058083,0,0.0,bull__breakout,bull__breakout,0.10446165935871228,-0.0022630998665351676,0.00226823310457136,0.02681397432069277,0.011126783747456886,0.010621102314072095,1.2499999999999996,1.5999999999999996
2019-02-20,102453.5105073832,102453.5105073832,0,0.0,bull__breakout,bull__breakout,0.10652623284166078,-0.0002901410085301981,0.00029022521476673724,0.016221317760868326,0.010991102965424542,0.010985399746490598,0.9999999999999996,1.7499999999999996
2019-02-21,102819.0795496587,0.0,1,599.9129444521775,bull__breakout,bull__breakout,0.10516858413959551,-0.00046422561364833914,0.00046444121915834025,0.007133251476349134,0.00970432320423905,0.010086201841318143,1.0999999999999996,1.6499999999999995
2019-02-22,103221.02122244166,103221.02122244166,0,0.0,bull__breakout,bull__breakout,0.09683638501118119,-0.00412000232112808,0.004137046964223234,0.006450856204550659,0.009816309172600915,0.005743084857009029,1.0499999999999996,1.9499999999999993
2019-02-25,102787.54400048697,0.0,1,593.804413636551,bull__breakout,bull__breakout,0.10581872336884032,0.0,0.0,0.027700172383047006,0.009836252155595157,0.010426285460474638,1.1499999999999997,-0.5
2019-02-26,103173.51686935073,103173.51686935073,0,0.0,bull__breakout,bull__breakout,0.10949252319539063,0.0,0.0,0.029425723777883217,0.009608320699448872,0.011177025908788885,1.1499999999999997,1.4999999999999996
2019-02-27,103832.81086584364,0.0,1,599.3581786298986,bull__breakout,bull__breakout,0.10924346705297129,0.0,0.0,0.03147268408551063,0.008962375181733559,0.00910928822066781,1.1999999999999997,1.1499999999999997
2019-02-28,104078.66759071762,104078.66759071762,0,0.0,bull__breakout,bull__breakout,0.10627341235377238,-0.0006332757628093599,0.0006336770551298443,0.01579963719351629,0.008514311382253904,0.006890871335599513,1.0499999999999996,1.0499999999999996
2019-03-01,104078.66759071762,104078.66759071762,0,0.0,bull__breakout,bull__breakout,0.09993795431609766,-0.0029360967184800524,0.0029447427680582283,0.012747792526752955,0.006876521207917297,0.0033020507473062732,0.9999999999999996,1.3499999999999996
2019-03-04,103863.83862258129,0.0,1,596.7471337120442,bull__breakout,bull__breakout,0.10740669419273545,0.0,0.0,0.018514192267258478,0.006304561148680771,0.008401903583385772,0.9999999999999996,1.3499999999999996
2019-03-05,104042.8627626949,0.0,1,596.7471337120442,bull__breakout,bull__breakout,0.10387768825331753,0.0,0.0,0.014423636152146146,0.006157042341713816,0.007131102578167736,1.6499999999999995,-0.5
2019-03-06,104102.53747606609,104102.53747606609,0,0.0,bull__breakout,bull__breakout,0.10089910817351015,0.0,0.0,0.013176224750406362,0.005655934465891674,0.006562406292528911,1.5999999999999996,-0.5
2019-03-07,103884.33128397651,103884.33128397651,0,0.0,bull__breakout,bull__downtrend,0.08750702930076483,-0.005671727298768303,0.005704079280940411,0.007605224963715518,0.005591275997932097,9.795843105186997e-05,0.3,0.3
2019-03-08,104140.24904536585,104140.24904536585,0,0.0,bull__downtrend,bull__downtrend,0.06325799196769055,-0.017874534517330343,0.018199848334597313,-0.00110709707493295,0.006263145067096633,-0.012067494986284233,1.2999999999999996,0.6499999999999997
2019-03-11,104140.24904536585,104140.24904536585,0,0.0,bull__downtrend,bull__breakout,0.05539818657616374,-0.01936407906044124,0.01974645089676952,-0.009948522181734032,0.005396781724654803,-0.01258710600396895,1.5999999999999996,-0.5
2019-03-12,104140.24904536585,104140.24904536585,0,0.0,bull__breakout,bull__breakout,0.08328394586040543,0.0,0.0,0.006973259566620538,0.007000679630386566,0.007246084405065689,1.5999999999999996,-0.5
2019-03-13,104140.24904536585,104140.24904536585,0,0.0,bull__breakout,bull__breakout,0.08752404785907197,0.0,0.0,0.011456534254461692,0.007014671886814721,0.011619604772214354,1.5999999999999996,-0.5
2019-03-14,104140.24904536585,104140.24904536585,0,0.0,bull__breakout,bull__breakout,0.09463486141328173,0.0,0.0,0.019701595714038733,0.006494010284298714,0.017217005528290974,0.6499999999999997,2.2499999999999996
2019-03-15,104140.24904536585,104140.24904536585,0,0.0,bull__breakout,bull__breakout,0.08765393689506373,-0.0016948195017230105,0.0016976967913528984,0.020324499105029314,0.006536941365197338,0.013442987738435441,0.3999999999999998,2.1499999999999995
2019-03-18,104140.24904536585,104140.24904536585,0,0.0,bull__breakout,bull__breakout,0.09788359232318002,0.0,0.0,0.022707724066747037,0.0067532920190123595,0.02053077900230016,0.3999999999999998,2.1499999999999995
2019-03-19,104140.24904536585,104140.24904536585,0,0.0,bull__breakout,bull__breakout,0.0934234545122054,0.0,0.0,0.0231051484921454,0.006741624286542956,0.018753746467616184,0.3999999999999998,2.1499999999999995
2019-03-20,104904.14246744676,0.0,1,583.124749680082,bull__breakout,bull__breakout,0.09461798743035417,0.0,0.0,0.025780578630764772,0.006749769987710279,0.019559832588332382,1.2499999999999996,1.2499999999999996
2019-03-21,105420.69238030193,105420.69238030193,0,0.0,bull__breakout,bull__breakout,0.0967605365191089,0.0,0.0,0.03572251670891902,0.006744653128133974,0.02000170227253384,1.9999999999999996,2.1499999999999995
2019-03-22,105420.69238030193,105420.69238030193,0,0.0,bull__breakout,bull__pullback,0.1172884191976163,0.0,0.0,0.06498279181006827,0.0072309884708599455,0.029439128498046196,1.4499999999999995,1.3499999999999996
2019-03-25,106085.54499286987,0.0,1,593.6184040785063,bull__pullback,bull__downtrend,0.07843727076475288,-0.02196417812345941,0.022457437275985592,0.04317345329204891,0.009065146374434768,0.0026503750954585126,1.2999999999999996,0.6499999999999997
2019-03-26,106686.81911760477,0.0,1,595.8493109053603,bull__downtrend,bull__pullback,0.07220576129525454,-0.02382647751547351,0.02440803501290545,0.01997367366794478,0.00908590624982995,-0.0012161154917422756,1.7499999999999996,0.5999999999999996
2019-03-27,105988.73176807519,0.0,1,596.6490191852915,bull__pullback,bull__downtrend,0.07586333725698269,-0.019280276058498025,0.019659313041049842,0.01912459445614445,0.009114803643193498,0.001549450979734246,1.8999999999999995,-0.5
2019-03-28,106529.50609541002,106529.50609541002,0,0.0,bull__downtrend,bull__downtrend,0.061897976398829074,-0.025579229884427845,0.026250702641933632,0.005027964521778561,0.00927850339257678,-0.005378448189106821,2.1999999999999993,0.7499999999999998
2019-03-29,106790.72423340588,0.0,1,593.6775863542689,bull__downtrend,bull__pullback,0.06236095685245808,-0.02333351591170507,0.02389097638943416,0.009054382887216272,0.009242276364409515,-0.003977164817731804,2.349999999999999,-0.5
2019-04-01,107823.72323366231,107823.72323366231,0,0.0,bull__pullback,bull__breakout,0.07097711993428753,-0.015939091855178833,0.01619726149393297,0.007345107933838024,0.00926323047818514,0.002829983310354889,1.9999999999999996,2.1499999999999995
2019-04-02,107823.72323366231,107823.72323366231,0,0.0,bull__breakout,bull__breakout,0.08837413991367256,-0.0029029961110806912,0.0029114480333991555,0.020117680022415207,0.009616952768187272,0.014082624002852207,1.9999999999999996,2.1499999999999995
