date,equity,cash,pos,buy_th,sell_th,p_day,daily_action
2016-10-03,100000.0,100000.0,0,0.3,0.3,0.26110833270459505,FORCE_SELL
2016-10-04,100000.0,100000.0,0,0.3,0.3,0.2763669435678977,FORCE_SELL
2016-10-05,100000.0,100000.0,0,0.3,0.3,0.2661096311099231,FORCE_BUY
2016-10-06,100000.0,100000.0,0,0.3,0.3,0.26761153811781596,FREE
2016-10-07,100000.0,100000.0,0,0.3,0.3,0.26161319852977777,FREE
2016-10-10,100000.0,100000.0,0,0.3,0.3,0.2641556484374083,FORCE_SELL
2016-10-11,100000.0,100000.0,0,0.3,0.3,0.25633684293111836,FORCE_BUY
2016-10-12,100000.0,100000.0,0,0.3,0.3,0.250003610164492,FORCE_SELL
2016-10-13,100000.0,100000.0,0,0.3,0.3,0.258906264370161,FORCE_BUY
2016-10-14,100000.0,100000.0,0,0.3,0.3,0.258960000062538,FREE
2016-10-17,100000.0,100000.0,0,0.3,0.3,0.2619048100476484,FORCE_SELL
2016-10-18,100000.0,100000.0,0,0.3,0.3,0.25444995558660916,FORCE_BUY
2016-10-19,100000.0,100000.0,0,0.3,0.3,0.2512939838366417,FORCE_SELL
2016-10-20,100000.0,100000.0,0,0.3,0.3,0.2621840170925413,FREE
2016-10-21,100000.0,100000.0,0,0.3,0.3,0.24837895942798024,FORCE_BUY
2016-10-24,100000.0,100000.0,0,0.3,0.3,0.23419394200677532,FORCE_BUY
2016-10-25,100000.0,100000.0,0,0.3,0.3,0.2382791194606074,FREE
2016-10-26,100000.0,100000.0,0,0.3,0.3,0.24781196334445169,FORCE_SELL
2016-10-27,100000.0,100000.0,0,0.3,0.3,0.24194408352526084,FREE
2016-10-28,100000.0,100000.0,0,0.3,0.3,0.25464410259177606,FREE
2016-10-31,100000.0,100000.0,0,0.3,0.3,0.27077212208193585,FORCE_BUY
2016-11-01,100000.0,100000.0,0,0.3,0.3,0.265348167574975,FORCE_SELL
2016-11-02,100000.0,100000.0,0,0.3,0.3,0.27500483054347397,FREE
2016-11-03,100000.0,100000.0,0,0.3,0.3,0.27432954640215595,FREE
2016-11-04,100000.0,100000.0,0,0.3,0.3,0.2898141736817718,FORCE_BUY
2016-11-07,100000.0,100000.0,0,0.3,0.3,0.2914472832479652,FREE
2016-11-08,100000.0,100000.0,0,1.6999999999999993,2.3999999999999995,0.28714018194700275,FORCE_SELL
2016-11-09,100000.0,100000.0,0,2.499999999999999,1.6999999999999993,0.3027870597585456,FORCE_SELL
2016-11-10,100000.0,100000.0,0,2.499999999999999,1.7499999999999996,0.2852933329878055,FORCE_BUY
2016-11-11,100000.0,100000.0,0,2.4499999999999993,1.6999999999999993,0.32451016932312254,FORCE_SELL
2016-11-14,100000.0,100000.0,0,2.3999999999999995,-0.5,0.3044698596195929,FREE
2016-11-15,100000.0,100000.0,0,2.3999999999999995,2.2999999999999994,0.3005753125327096,FORCE_SELL
2016-11-16,100000.0,100000.0,0,1.9999999999999996,2.349999999999999,0.3049789184042167,FREE
2016-11-17,100000.0,100000.0,0,1.6499999999999995,-0.5,0.2905189311576856,FORCE_BUY
2016-11-18,100000.0,100000.0,0,1.8499999999999996,-0.5,0.29127928285161503,FORCE_SELL
2016-11-21,100000.0,100000.0,0,1.8499999999999996,-0.5,0.29111222213252563,FREE
2016-11-22,100000.0,100000.0,0,1.8499999999999996,-0.5,0.28065413720058374,FORCE_BUY
