date,action,p_day
2017-01-05,FREE,0.24660837154650597
2017-01-06,FORCE_SELL,0.27721069616237637
2017-01-09,FORCE_BUY,0.29950807842929705
2017-01-10,FREE,0.31170512590949917
2017-01-11,FORCE_BUY,0.25098192406426745
2017-01-12,FORCE_SELL,0.24511503086659248
2017-01-13,FREE,0.2573257714982785
2017-01-17,FORCE_SELL,0.22833028412987946
2017-01-18,FORCE_BUY,0.20546337988820676
2017-01-19,FREE,0.27738931917747195
2017-01-20,FORCE_SELL,0.2725984377215968
2017-01-23,FORCE_BUY,0.22330813644077505
2017-01-24,FORCE_BUY,0.26137767147898067
2017-01-25,FORCE_SELL,0.23085927725505193
2017-01-26,FREE,0.23029652860447805
2017-01-27,FORCE_BUY,0.2170358224941655
2017-01-30,FREE,0.24740422598796286
2017-01-31,FORCE_SELL,0.20651468237210238
2017-02-01,FREE,0.2167639814485839
2017-02-02,FORCE_SELL,0.2207908393383616
2017-02-03,FORCE_BUY,0.19266488828444284
2017-02-06,FORCE_SELL,0.18280175166649495
2017-02-07,FREE,0.22453125759366052
2017-02-08,FORCE_BUY,0.1972891350116195
2017-02-09,FORCE_SELL,0.22834421062812682
2017-02-10,FREE,0.21064934558289658
2017-02-13,FORCE_BUY,0.2510402647047831
2017-02-14,FORCE_SELL,0.1958141519280543
2017-02-15,FREE,0.22389077894277962
2017-02-16,FORCE_BUY,0.21115104069808055
2017-02-17,FORCE_SELL,0.22608765757928725
2017-02-21,FREE,0.21588016797239737
2017-02-22,FORCE_BUY,0.20376366406182625
2017-02-23,FREE,0.21936369965681365
2017-02-24,FORCE_SELL,0.17788728466874493
2017-02-27,FORCE_BUY,0.20320797543449365
2017-02-28,FREE,0.17857455325686544
2017-03-01,FORCE_BUY,0.22079806821884085
2017-03-02,FORCE_SELL,0.2581602417274211
2017-03-03,FORCE_BUY,0.22419171901831123
2017-03-06,FREE,0.25229058740460014
2017-03-07,FREE,0.23667682314232516
2017-03-08,FORCE_BUY,0.2531141814187355
2017-03-09,FORCE_SELL,0.22077435992513827
2017-03-10,FREE,0.23670787247235459
2017-03-13,FORCE_SELL,0.2584328695646089
2017-03-14,FORCE_SELL,0.20267625262151343
2017-03-15,FORCE_SELL,0.21911492466146323
2017-03-16,FORCE_BUY,0.20876854608724996
2017-03-17,FREE,0.1970744148214971
2017-03-20,FORCE_SELL,0.1856364465835181
2017-03-21,FORCE_SELL,0.2631549541140701
2017-03-22,FORCE_BUY,0.20364411210570618
2017-03-23,FREE,0.25251299780151676
2017-03-24,FREE,0.24558203428979955
2017-03-27,FORCE_SELL,0.26370773603319786
2017-03-28,FORCE_BUY,0.26092384849010963
2017-03-29,FORCE_BUY,0.23769087066709757
2017-03-30,FREE,0.23186264682478422
2017-03-31,FREE,0.22118224733289785
2017-04-03,FORCE_BUY,0.234927297241631
2017-04-04,FORCE_SELL,0.2506656021655047
2017-04-05,FORCE_SELL,0.23133978397819135
2017-04-06,FREE,0.22914689093774246
2017-04-07,FORCE_BUY,0.2426317594438355
2017-04-10,FORCE_BUY,0.24572252444508957
2017-04-11,FORCE_SELL,0.25472137861226196
2017-04-12,FREE,0.27184174396364374
2017-04-13,FORCE_SELL,0.2761892982321201
2017-04-17,FORCE_BUY,0.26587114380954263
2017-04-18,FREE,0.28301805654168366
2017-04-19,FORCE_BUY,0.2619294628183599
2017-04-20,FORCE_SELL,0.2712645594618571
2017-04-21,FREE,0.27066901164572277
2017-04-24,FORCE_SELL,0.23593035311407876
2017-04-25,FREE,0.23064388171408226
2017-04-26,FORCE_BUY,0.2394638682550303
2017-04-27,FORCE_BUY,0.24056609496220538
2017-04-28,FORCE_SELL,0.23683069655221692
2017-05-01,FREE,0.2379163461733603
2017-05-02,FREE,0.2434286658972127
2017-05-03,FORCE_BUY,0.2723661516626659
2017-05-04,FORCE_SELL,0.25799223002019067
2017-05-05,FORCE_BUY,0.25632461405712714
2017-05-08,FORCE_SELL,0.2835130229047581
2017-05-09,FREE,0.23603592180762267
2017-05-10,FORCE_SELL,0.2850971399010134
2017-05-11,FORCE_BUY,0.2964974894307983
2017-05-12,FREE,0.2875134331937798
2017-05-15,FORCE_SELL,0.26186699665556673
2017-05-16,FORCE_BUY,0.26319408570359587
2017-05-17,FREE,0.24679090534041084
2017-05-18,FORCE_BUY,0.30174400035997767
2017-05-19,FREE,0.26525951621965155
2017-05-22,FORCE_SELL,0.27299499321105186
2017-05-23,FORCE_BUY,0.2500670237921109
2017-05-24,FREE,0.2625727202916989
2017-05-25,FORCE_SELL,0.2304497059494126
2017-05-26,FORCE_BUY,0.30041854629415005
2017-05-30,FREE,0.26354896297922453
2017-05-31,FORCE_SELL,0.24968281679023138
2017-06-01,FORCE_BUY,0.2754830304066753
2017-06-02,FREE,0.28965043148679626
2017-06-05,FORCE_SELL,0.22122541550046368
2017-06-06,FREE,0.22879350839275525
2017-06-07,FORCE_BUY,0.28343213631418274
2017-06-08,FORCE_SELL,0.2544754123414685
2017-06-09,FORCE_BUY,0.18988773745506635
2017-06-12,FREE,0.333559872389114
2017-06-13,FORCE_SELL,0.313215692676473
2017-06-14,FORCE_BUY,0.3195536104070848
2017-06-15,FREE,0.3336553833839471
2017-06-16,FORCE_SELL,0.3396019444045281
2017-06-19,FORCE_SELL,0.30478669493338784
2017-06-20,FREE,0.27888757746318904
2017-06-21,FORCE_BUY,0.2959026520891611
2017-06-22,FORCE_SELL,0.28474015009244297
2017-06-23,FREE,0.30018654332055156
2017-06-26,FORCE_BUY,0.24472937231997025
2017-06-27,FORCE_SELL,0.25403404244799127
2017-06-28,FORCE_BUY,0.3164312749010189
2017-06-29,FREE,0.28025703932892015
2017-06-30,FORCE_SELL,0.28811956970850283
2017-07-03,FORCE_BUY,0.26233449750598525
2017-07-05,FREE,0.3263280302469264
2017-07-06,FORCE_SELL,0.30609912714213755
2017-07-07,FORCE_BUY,0.3275038686085527
2017-07-10,FORCE_SELL,0.3120151502411669
2017-07-11,FREE,0.26027137336924366
2017-07-12,FORCE_BUY,0.22285877531223655
2017-07-13,FREE,0.22783420894420278
2017-07-14,FORCE_SELL,0.23386194164684795
2017-07-17,FORCE_BUY,0.21046529852416476
2017-07-18,FORCE_BUY,0.23570834420083844
2017-07-19,FREE,0.2085388159118203
2017-07-20,FREE,0.22181060217697243
2017-07-21,FORCE_SELL,0.2666431061259555
2017-07-24,FORCE_SELL,0.2681422713067212
2017-07-25,FORCE_BUY,0.24315126427237957
2017-07-26,FORCE_BUY,0.22407318152032255
2017-07-27,FORCE_SELL,0.22374459944642655
2017-07-28,FREE,0.25829459967859886
2017-07-31,FORCE_BUY,0.24173093448232172
2017-08-01,FREE,0.29064271268722736
2017-08-02,FORCE_SELL,0.24196075365115446
2017-08-03,FREE,0.2484896993528156
2017-08-04,FREE,0.27690582930742097
2017-08-07,FORCE_BUY,0.2816481718848938
2017-08-08,FORCE_SELL,0.2384526130609587
2017-08-09,FREE,0.3151926659566687
2017-08-10,FORCE_BUY,0.23726179063529154
2017-08-11,FORCE_SELL,0.28264122749164194
2017-08-14,FORCE_BUY,0.24496890367305743
2017-08-15,FREE,0.2214783023408373
2017-08-16,FORCE_SELL,0.19607315861733457
2017-08-17,FORCE_BUY,0.18005686617908656
2017-08-18,FREE,0.24093477251042714
2017-08-21,FORCE_BUY,0.24120934503929956
2017-08-22,FORCE_SELL,0.23130608028914645
2017-08-23,FORCE_BUY,0.27154447025187095
2017-08-24,FREE,0.2127369619395317
2017-08-25,FORCE_BUY,0.21489892440955724
2017-08-28,FORCE_SELL,0.259779708951748
2017-08-29,FREE,0.289941150725261
2017-08-30,FORCE_SELL,0.24064519784403982
2017-08-31,FORCE_BUY,0.22391263413215298
2017-09-01,FREE,0.220502869683911
2017-09-05,FORCE_SELL,0.23277613437321343
2017-09-06,FORCE_BUY,0.2524069101369291
2017-09-07,FORCE_BUY,0.25324926126467556
2017-09-08,FREE,0.23617593536896297
2017-09-11,FORCE_SELL,0.24919438228649896
2017-09-12,FREE,0.23816135454429097
2017-09-13,FORCE_BUY,0.27832594811515043
2017-09-14,FORCE_SELL,0.22735129640068688
2017-09-15,FREE,0.2626693243277754
2017-09-18,FORCE_BUY,0.22282207246307853
2017-09-19,FORCE_SELL,0.2506433788235918
2017-09-20,FORCE_SELL,0.19857418013752925
2017-09-21,FORCE_BUY,0.2075276321742756
2017-09-22,FREE,0.22750410104470073
2017-09-25,FREE,0.22777530313628988
2017-09-26,FORCE_SELL,0.21016946022847907
2017-09-27,FORCE_BUY,0.20756127363602675
2017-09-28,FORCE_BUY,0.2255429315770918
2017-09-29,FREE,0.21083185262323967
2017-10-02,FORCE_SELL,0.19286798651015633
2017-10-03,FORCE_BUY,0.20407139212477646
2017-10-04,FREE,0.2091925457494199
2017-10-05,FORCE_BUY,0.20459767140685745
2017-10-06,FORCE_SELL,0.1963380463475705
2017-10-09,FREE,0.17160562512118238
2017-10-10,FORCE_BUY,0.18247374771926517
2017-10-11,FORCE_SELL,0.19273922424713594
2017-10-12,FORCE_SELL,0.17368207822687612
2017-10-13,FORCE_BUY,0.17417613947099075
2017-10-16,FREE,0.17321567508254176
2017-10-17,FREE,0.178362193246401
2017-10-18,FORCE_SELL,0.17457573208157906
2017-10-19,FORCE_BUY,0.18751552186882603
2017-10-20,FREE,0.15047332807719055
2017-10-23,FORCE_SELL,0.1653423318045398
2017-10-24,FORCE_BUY,0.14614530937758952
2017-10-25,FREE,0.18003696633165522
2017-10-26,FORCE_SELL,0.16459037509895072
2017-10-27,FORCE_SELL,0.18921319240345622
2017-10-30,FORCE_BUY,0.17150068044069397
2017-10-31,FREE,0.167083473069215
2017-11-01,FREE,0.1672383740454512
2017-11-02,FORCE_BUY,0.1773484106190556
2017-11-03,FORCE_SELL,0.17856915597447565
2017-11-06,FREE,0.18399556694426344
2017-11-07,FORCE_BUY,0.17389031621457382
2017-11-08,FORCE_SELL,0.17247637668536256
2017-11-09,FREE,0.17864901870680297
2017-11-10,FORCE_BUY,0.18013926264325952
2017-11-13,FREE,0.18811437867339745
2017-11-14,FORCE_SELL,0.19179416537988211
2017-11-15,FORCE_SELL,0.20188309955972586
2017-11-16,FORCE_BUY,0.18987105889748243
2017-11-17,FREE,0.1880844868388419
2017-11-20,FORCE_SELL,0.17997433293338497
2017-11-21,FORCE_BUY,0.19314737863297582
2017-11-22,FORCE_SELL,0.17624109083096298
2017-11-24,FREE,0.167667193873413
2017-11-27,FREE,0.18005215232183458
2017-11-28,FORCE_BUY,0.1682147949533339
2017-11-29,FORCE_SELL,0.1541712186018937
2017-11-30,FORCE_SELL,0.16986044133846948
2017-12-01,FORCE_BUY,0.18213500369303848
2017-12-04,FREE,0.15037805463759565
2017-12-05,FORCE_SELL,0.1833206942804655
2017-12-06,FORCE_BUY,0.2101054109928057
2017-12-07,FREE,0.20029967311517102
2017-12-08,FORCE_SELL,0.1922859105535563
2017-12-11,FORCE_BUY,0.2268226480635318
2017-12-12,FREE,0.16979100877719963
2017-12-13,FORCE_SELL,0.14771021448238136
2017-12-14,FORCE_BUY,0.1582666070260482
2017-12-15,FORCE_SELL,0.17253510064206523
2017-12-18,FORCE_BUY,0.16124991343780773
2017-12-19,FREE,0.14209018095221818
2017-12-20,FORCE_SELL,0.13181240115241954
2017-12-21,FORCE_BUY,0.16329539101105847
2017-12-22,FREE,0.1745909367239968
2017-12-26,FORCE_SELL,0.18086509048187957
2017-12-27,FORCE_BUY,0.17476157166404896
2017-12-28,FORCE_BUY,0.17329717281567145
2017-12-29,FREE,0.14293675822042284
2018-01-02,FORCE_SELL,0.16686734826472716
2018-01-03,FORCE_BUY,0.19016105517639958
2018-01-04,FREE,0.15817938811243928
2018-01-05,FORCE_SELL,0.17302429452169996
2018-01-08,FORCE_BUY,0.1794211330594664
2018-01-09,FREE,0.1633304678954618
2018-01-10,FORCE_SELL,0.18153231780578474
2018-01-11,FREE,0.1793775055387926
2018-01-12,FORCE_BUY,0.16726156425942593
2018-01-16,FORCE_SELL,0.16619719267748584
2018-01-17,FORCE_BUY,0.17385263498956816
2018-01-18,FORCE_SELL,0.16343626918859813
2018-01-19,FREE,0.1839357532656258
2018-01-22,FORCE_BUY,0.18548646346353728
2018-01-23,FREE,0.19267765384586677
2018-01-24,FORCE_BUY,0.1669615698538033
2018-01-25,FORCE_SELL,0.18481697742255943
2018-01-26,FREE,0.18882068516892214
2018-01-29,FORCE_SELL,0.167157001807398
2018-01-30,FORCE_BUY,0.1880584444926514
2018-01-31,FREE,0.2083464524396371
2018-02-01,FORCE_SELL,0.1936161114894217
2018-02-02,FORCE_BUY,0.19365338926111567
2018-02-05,FREE,0.1775411839815327
2018-02-06,FORCE_SELL,0.24576655207764167
2018-02-07,FORCE_BUY,0.20606420308914072
2018-02-08,FREE,0.20838000846444824
2018-02-09,FORCE_SELL,0.24737662074373054
2018-02-12,FREE,0.24291318776637202
2018-02-13,FORCE_BUY,0.21902368098774952
2018-02-14,FORCE_SELL,0.20576482650451022
2018-02-15,FREE,0.19891877299514718
2018-02-16,FORCE_SELL,0.1945613512064894
2018-02-20,FORCE_BUY,0.1953315219359885
2018-02-21,FREE,0.20019280236386475
2018-02-22,FORCE_SELL,0.1995378335090283
2018-02-23,FORCE_BUY,0.20852185876497953
2018-02-26,FREE,0.20469466160144345
2018-02-27,FORCE_SELL,0.1937916273577109
2018-02-28,FORCE_BUY,0.1914010508787264
2018-03-01,FREE,0.20500885123762988
2018-03-02,FORCE_SELL,0.2167706032295417
2018-03-05,FORCE_BUY,0.21054347327100945
2018-03-06,FREE,0.20433733679383592
2018-03-07,FORCE_SELL,0.21126515038304916
2018-03-08,FORCE_BUY,0.2039793862116772
2018-03-09,FREE,0.2049587380893326
2018-03-12,FORCE_SELL,0.20316713932374017
2018-03-13,FORCE_BUY,0.1933091690255266
2018-03-14,FREE,0.1948127011032422
2018-03-15,FORCE_SELL,0.19370038318283198
2018-03-16,FORCE_BUY,0.19135580979311953
2018-03-19,FREE,0.19076065191070782
2018-03-20,FORCE_BUY,0.19942992610870858
2018-03-21,FORCE_SELL,0.18002173565571544
2018-03-22,FORCE_SELL,0.19637505796613028
2018-03-23,FREE,0.1879708180549048
2018-03-26,FORCE_BUY,0.19711129480343725
2018-03-27,FREE,0.2158798040524377
2018-03-28,FORCE_SELL,0.22817527842104743
2018-03-29,FORCE_BUY,0.2405790587279023
2018-04-02,FREE,0.22465152815275588
2018-04-03,FORCE_SELL,0.2445444182254984
2018-04-04,FORCE_BUY,0.28943559033095373
2018-04-05,FREE,0.23711704708840883
2018-04-06,FORCE_SELL,0.2556966402571968
2018-04-09,FORCE_BUY,0.2396610139202229
2018-04-10,FREE,0.25735978000200505
2018-04-11,FORCE_SELL,0.26394445771629144
2018-04-12,FORCE_BUY,0.2589649710713134
2018-04-13,FREE,0.24346528881514573
2018-04-16,FORCE_SELL,0.24769390195947794
2018-04-17,FORCE_BUY,0.2617250710906754
2018-04-18,FORCE_SELL,0.2654400263828394
2018-04-19,FREE,0.24436575022336396
2018-04-20,FORCE_BUY,0.23957287499515326
2018-04-23,FORCE_SELL,0.24200810029552564
2018-04-24,FREE,0.21074039299863578
2018-04-25,FORCE_BUY,0.2548812550948673
2018-04-26,FORCE_SELL,0.2218029203386652
2018-04-27,FREE,0.21547164074943972
2018-04-30,FORCE_BUY,0.21842846079868602
2018-05-01,FORCE_SELL,0.21807491010440316
2018-05-02,FREE,0.206420887083017
2018-05-03,FORCE_BUY,0.21287178596809195
2018-05-04,FORCE_SELL,0.22671453895771101
2018-05-07,FREE,0.2115431519876949
2018-05-08,FREE,0.20043898478712618
2018-05-09,FORCE_BUY,0.21007521815828056
2018-05-10,FORCE_SELL,0.20432832788063168
2018-05-11,FORCE_SELL,0.20785429143701176
2018-05-14,FORCE_BUY,0.21259963128381787
2018-05-15,FREE,0.2138509770833462
2018-05-16,FORCE_BUY,0.2151661421249557
2018-05-17,FORCE_SELL,0.2098498815127607
2018-05-18,FORCE_BUY,0.22112677110029774
2018-05-21,FREE,0.21927851911995233
2018-05-22,FREE,0.21103841474138688
2018-05-23,FORCE_BUY,0.2361281372354949
2018-05-24,FORCE_SELL,0.21984246890608994
2018-05-25,FORCE_SELL,0.214210919332537
2018-05-29,FREE,0.2324955290895876
2018-05-30,FORCE_SELL,0.21432316992158987
2018-05-31,FORCE_BUY,0.22698707828930328
2018-06-01,FREE,0.22700345705921895
2018-06-04,FORCE_BUY,0.22135385929617016
2018-06-05,FORCE_SELL,0.21462125971903434
2018-06-06,FORCE_BUY,0.21108442038797348
2018-06-07,FREE,0.21324899827002933
2018-06-08,FREE,0.20554623067151448
2018-06-11,FORCE_BUY,0.20700179458541998
2018-06-12,FORCE_SELL,0.21117691405605074
2018-06-13,FREE,0.1976275463671553
2018-06-14,FREE,0.2048962579921653
2018-06-15,FORCE_SELL,0.18897807137360498
2018-06-18,FORCE_BUY,0.20125709400379868
2018-06-19,FREE,0.1977095939425105
2018-06-20,FORCE_BUY,0.19407549194074014
2018-06-21,FORCE_SELL,0.18226709438855537
2018-06-22,FREE,0.1886719773703898
2018-06-25,FORCE_BUY,0.1802779854412926
2018-06-26,FORCE_SELL,0.187871241726662
2018-06-27,FREE,0.1837827162444294
2018-06-28,FORCE_BUY,0.1877445238127772
2018-06-29,FORCE_SELL,0.1892484701877788
2018-07-02,FORCE_SELL,0.19273863709470285
2018-07-03,FREE,0.1822682281183252
2018-07-05,FORCE_BUY,0.1800075966052539
2018-07-06,FORCE_BUY,0.1929166131634471
2018-07-09,FREE,0.18759177291131768
2018-07-10,FORCE_SELL,0.18927964387730678
2018-07-11,FORCE_SELL,0.18250528617904607
2018-07-12,FREE,0.19333429675338523
2018-07-13,FORCE_BUY,0.19358756153075488
2018-07-16,FREE,0.20129418119383632
2018-07-17,FORCE_BUY,0.20796970652111404
2018-07-18,FORCE_SELL,0.1922178160992659
2018-07-19,FORCE_SELL,0.1917310582055101
2018-07-20,FORCE_BUY,0.21735025848256226
2018-07-23,FREE,0.19924160606422006
2018-07-24,FORCE_SELL,0.21612459377378065
2018-07-25,FORCE_BUY,0.22290163885250872
2018-07-26,FREE,0.20274001849570386
2018-07-27,FORCE_BUY,0.21942028874702726
2018-07-30,FREE,0.21792085334890554
2018-07-31,FORCE_SELL,0.20873441164907744
2018-08-01,FORCE_BUY,0.21579980131308762
2018-08-02,FREE,0.21389494150173713
2018-08-03,FORCE_BUY,0.19757596620631582
2018-08-06,FORCE_SELL,0.20029963077351173
2018-08-07,FREE,0.19326736660298438
2018-08-08,FORCE_BUY,0.19562379257313092
2018-08-09,FORCE_BUY,0.18603368759812497
2018-08-10,FORCE_SELL,0.19597471628984442
2018-08-13,FREE,0.18718741248793572
2018-08-14,FORCE_SELL,0.18870855476659168
2018-08-15,FORCE_BUY,0.2039909086276782
2018-08-16,FORCE_SELL,0.20317641185069368
2018-08-17,FREE,0.20141748942738338
2018-08-20,FORCE_BUY,0.200722030241865
2018-08-21,FORCE_SELL,0.198647944299948
2018-08-22,FREE,0.20116443064014977
2018-08-23,FREE,0.1955641312613948
2018-08-24,FORCE_SELL,0.20390532981147472
2018-08-27,FORCE_BUY,0.21901174055778352
2018-08-28,FORCE_BUY,0.2077915379400117
2018-08-29,FREE,0.2191369503004169
2018-08-30,FREE,0.2116752340768582
2018-08-31,FORCE_SELL,0.20499317951197585
2018-09-04,FORCE_SELL,0.2003613610313523
2018-09-05,FREE,0.20136021381578054
2018-09-06,FORCE_BUY,0.20565102190155157
2018-09-07,FORCE_BUY,0.20774384325486692
2018-09-10,FORCE_SELL,0.20565431993493988
2018-09-11,FREE,0.21184913155460572
2018-09-12,FREE,0.20395803526559286
2018-09-13,FORCE_BUY,0.20546470947118844
2018-09-14,FORCE_SELL,0.20175029656025198
2018-09-17,FORCE_SELL,0.21098922880746432
2018-09-18,FREE,0.21674900753472792
2018-09-19,FORCE_SELL,0.21183136211884226
2018-09-20,FORCE_BUY,0.2104680600638197
2018-09-21,FREE,0.21950452796068196
2018-09-24,FORCE_BUY,0.20599684581206348
2018-09-25,FORCE_SELL,0.20138746745721414
2018-09-26,FREE,0.21737115883239322
2018-09-27,FORCE_BUY,0.22112182057155674
2018-09-28,FORCE_SELL,0.22258889705490667
2018-10-01,FORCE_BUY,0.23924469925089065
2018-10-02,FREE,0.22486347115307437
2018-10-03,FREE,0.24191952526031502
2018-10-04,FORCE_SELL,0.22441699289275427
2018-10-05,FORCE_BUY,0.22795971154832004
2018-10-08,FREE,0.2060169330085544
2018-10-09,FORCE_SELL,0.20500538571031224
2018-10-10,FORCE_BUY,0.22083752719789243
2018-10-11,FORCE_BUY,0.21417451272153118
2018-10-12,FREE,0.2168636818741736
2018-10-15,FORCE_SELL,0.22025652050999467
2018-10-16,FORCE_BUY,0.21588198757631846
2018-10-17,FREE,0.20875712926484039
2018-10-18,FORCE_SELL,0.21225359113191122
2018-10-19,FORCE_BUY,0.2235012996011462
2018-10-22,FREE,0.22461577357916465
2018-10-23,FREE,0.261321403017814
2018-10-24,FORCE_SELL,0.2763429148081586
2018-10-25,FORCE_BUY,0.2624170791706617
2018-10-26,FORCE_BUY,0.2505229036958396
2018-10-29,FREE,0.2538763211048065
2018-10-30,FORCE_SELL,0.21463242236142754
2018-10-31,FORCE_SELL,0.242551182892213
2018-11-01,FREE,0.2142207558725472
2018-11-02,FORCE_BUY,0.22276573200711147
2018-11-05,FORCE_SELL,0.18968701694963427
2018-11-06,FORCE_BUY,0.18805408350003047
2018-11-07,FREE,0.21709567275138794
2018-11-08,FORCE_SELL,0.19900683447690662
2018-11-09,FORCE_BUY,0.20129884749004368
2018-11-12,FREE,0.22969557227943863
2018-11-13,FORCE_BUY,0.2480365552283534
2018-11-14,FORCE_SELL,0.23381723447833158
2018-11-15,FREE,0.23083039286917054
2018-11-16,FREE,0.20008995384951347
2018-11-19,FORCE_SELL,0.20721652006393623
2018-11-20,FORCE_BUY,0.23809675598362243
2018-11-21,FORCE_SELL,0.2352660831351574
2018-11-23,FREE,0.2605947886401733
2018-11-26,FORCE_BUY,0.24110584972476734
2018-11-27,FREE,0.22620001657358493
2018-11-28,FORCE_SELL,0.2286631382619667
2018-11-29,FORCE_BUY,0.23842491942841926
2018-11-30,FREE,0.19864003801431962
2018-12-03,FORCE_SELL,0.2623978244453104
2018-12-04,FORCE_BUY,0.366320023271504
2018-12-06,FORCE_SELL,0.28523531612397535
2018-12-07,FREE,0.3269578208069041
2018-12-10,FORCE_BUY,0.254499321957585
2018-12-11,FORCE_SELL,0.3222175137778347
2018-12-12,FREE,0.3354875223578711
2018-12-13,FORCE_BUY,0.33001430299555806
2018-12-14,FREE,0.31180118447972116
2018-12-17,FORCE_SELL,0.3126495401482833
2018-12-18,FORCE_BUY,0.25246755725686937
2018-12-19,FREE,0.31401710356801305
2018-12-20,FORCE_SELL,0.26313184454708516
2018-12-21,FORCE_BUY,0.2967197379483044
2018-12-24,FREE,0.23774946084575876
2018-12-26,FORCE_SELL,0.26048831048318216
2018-12-27,FREE,0.24166406569925017
2018-12-28,FORCE_BUY,0.25393086990865643
2018-12-31,FORCE_SELL,0.211276692144338
2019-01-02,FREE,0.1940981729505374
2019-01-03,FORCE_BUY,0.21352434071151505
2019-01-04,FORCE_SELL,0.20643329128066681
2019-01-07,FREE,0.23204176521724362
2019-01-08,FORCE_BUY,0.2605923883519706
2019-01-09,FORCE_SELL,0.29741785453127917
2019-01-10,FORCE_SELL,0.24786481470541447
2019-01-11,FORCE_BUY,0.21026356364512
2019-01-14,FREE,0.2848439312378784
2019-01-15,FREE,0.2513045780324487
2019-01-16,FORCE_SELL,0.3337762206219437
2019-01-17,FORCE_BUY,0.28336010294456343
2019-01-18,FREE,0.21131776869547828
2019-01-22,FORCE_BUY,0.2626259263937032
2019-01-23,FORCE_SELL,0.2612037704748023
2019-01-24,FREE,0.20553249773172141
2019-01-25,FORCE_SELL,0.28533108281236214
2019-01-28,FORCE_BUY,0.19644084232231496
2019-01-29,FREE,0.2852052356203385
2019-01-30,FORCE_SELL,0.32829798389051684
2019-01-31,FORCE_BUY,0.2984917265204607
2019-02-01,FREE,0.3413846052253415
2019-02-04,FORCE_SELL,0.24294841610770432
2019-02-05,FREE,0.22133968736599752
2019-02-06,FORCE_BUY,0.25426834406257
2019-02-07,FREE,0.23392708511578744
2019-02-08,FORCE_SELL,0.14763595989853032
2019-02-11,FORCE_BUY,0.2222898197277975
2019-02-12,FREE,0.16771585925570665
2019-02-13,FREE,0.1959195771553053
2019-02-14,FORCE_SELL,0.14895235434456386
2019-02-15,FORCE_BUY,0.12289569407673427
2019-02-19,FREE,0.11491328729643903
2019-02-20,FORCE_BUY,0.11773201687084768
2019-02-21,FORCE_SELL,0.12177058991483307
2019-02-22,FREE,0.08783245604030825
2019-02-25,FORCE_BUY,0.1787438414603972
2019-02-26,FORCE_SELL,0.14113990321774594
2019-02-27,FORCE_BUY,0.13028877935557473
2019-02-28,FREE,0.1497689728107904
2019-03-01,FORCE_SELL,0.12673252567582624
2019-03-04,FREE,0.17874795060186663
2019-03-05,FORCE_BUY,0.12379521616713278
2019-03-06,FORCE_BUY,0.2172670579649368
2019-03-07,FORCE_SELL,0.17525054330140963
2019-03-08,FREE,0.10631720567244828
2019-03-11,FORCE_SELL,0.1704950350792517
2019-03-12,FORCE_BUY,0.1357662361021691
2019-03-13,FREE,0.16698262320960844
2019-03-14,FORCE_BUY,0.20224686842516662
2019-03-15,FORCE_BUY,0.15969006076213527
2019-03-18,FORCE_SELL,0.1509386439737557
2019-03-19,FORCE_SELL,0.226823062422539
2019-03-20,FORCE_BUY,0.20582685906130593
2019-03-21,FREE,0.22733471540707154
2019-03-22,FREE,0.3682734020789395
2019-03-25,FORCE_SELL,0.191923328128787
2019-03-26,FORCE_SELL,0.21266399297974306
2019-03-27,FREE,0.22919310909005577
2019-03-28,FORCE_BUY,0.2299015072168562
2019-03-29,FREE,0.20839360813732868
2019-04-01,FORCE_BUY,0.24618882515699914
2019-04-02,FORCE_SELL,0.1829752620550582
2019-04-03,FORCE_BUY,0.20998537680223786
2019-04-04,FREE,0.1570001088146521
2019-04-05,FREE,0.12461148580219732
2019-04-08,FORCE_BUY,0.12467964444483669
2019-04-09,FORCE_BUY,0.18029701742404525
2019-04-10,FORCE_SELL,0.12980221640722345
2019-04-11,FORCE_SELL,0.20162957664992484
2019-04-12,FORCE_BUY,0.14534370667098453
2019-04-15,FREE,0.13991261886056072
2019-04-16,FREE,0.18510351856993998
2019-04-17,FORCE_SELL,0.22432078641860845
2019-04-18,FORCE_BUY,0.1452274485695012
2019-04-22,FORCE_BUY,0.1635921103482332
2019-04-23,FREE,0.17063189952790023
2019-04-24,FORCE_SELL,0.22562207029284662
2019-04-25,FREE,0.20263432801413517
2019-04-26,FORCE_BUY,0.1751288882075459
2019-04-29,FORCE_SELL,0.19315290330439086
2019-04-30,FORCE_SELL,0.14977651748291573
2019-05-01,FORCE_BUY,0.2574874397346661
2019-05-02,FREE,0.21659022623440075
2019-05-03,FORCE_BUY,0.15591240706913903
2019-05-06,FORCE_BUY,0.16725718251618685
2019-05-07,FORCE_SELL,0.19054431935076696
2019-05-08,FREE,0.1772706672107844
2019-05-09,FREE,0.21039821585143612
2019-05-10,FORCE_SELL,0.23890650163436267
2019-05-13,FORCE_BUY,0.23566569667104043
2019-05-14,FREE,0.21883623862697432
2019-05-15,FORCE_SELL,0.23012946697584194
2019-05-16,FORCE_BUY,0.23792039325676131
2019-05-17,FREE,0.2807873770662644
2019-05-20,FORCE_BUY,0.20092138905802867
2019-05-21,FORCE_SELL,0.1797949949533052
2019-05-22,FREE,0.234276340006128
2019-05-23,FORCE_BUY,0.20222841897847807
2019-05-24,FORCE_SELL,0.2566092167210129
