bsp3_bi_amp,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
0.18000030517578125,0.001318165786478225,0.18000030517578125,,922,False,False,,-0.00260751627485258,0.011912751681421696,0.029040535912548553,0.00027058044860575056,68.39658556937985,2025/06/11 16:21,3a,35933.0
