Feature,Importance
bsp3_bi_amp_rate,4.903125286102295
volume,2.815181016921997
macd_dea,2.652608633041382
bsp3_zs_height,2.5504093170166016
kdj_k,2.5179531574249268
rsi,2.5159754753112793
kdj_j,2.473567485809326
macd_diff,2.4624106884002686
ppo,2.281780958175659
macd_value,2.1898868083953857
bsp3_bi_amp,2.161224365234375
kdj_d,2.078819751739502
