bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
7.8499755859375,0.007369208495646452,5,10.8299560546875,0.010064360678444476,25,0.7248390987274428,7.8499755859375,,98,False,False,48.141830821454064,78.25067750542436,58.178113049444164,-0.2449592787027076,0.23236969684785436,0.954657951101124,0.01830696414743993,0.00021714364353024788,55.607118301768615,2025/07/02 14:29,2,399.0
