bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume,zs_cnt
,,,0.529998779296875,0.007046919103158119,5,0.6200027465820312,0.008343463422847733,15,1.0,0.4032240201808897,0.529998779296875,2s,1,2s,buy,,True,0,False,54.00529761917589,-2.9817359694934,35.00961975628613,74.68000030517578,81,0.03381172455821142,0.020987012127804405,-0.025649424860814035,0.623602,,89,0,0.0002804942435217093,43.92291727313777,2025/07/15 13:45,10064.0,
,,,0.5684967041015625,0.007558791530672022,6,0.6200027465820312,0.008343463422847733,15,1.0,0.4653171722143604,0.5684967041015625,2s,1,2s,buy,,True,0,False,46.68581011444746,2.768885086076864,32.0468351049906,74.79000091552734,82,0.030097790901199562,0.015242056273152116,-0.029711469256094893,0.668899,,89,1,0.0002037184963511928,48.68000002455266,2025/07/15 13:50,4531.0,
,,,0.6599960327148438,0.008775376156746983,8,0.6200027465820312,0.008343463422847733,15,1.0,0.6128960807235587,0.6599960327148438,2s,1,2s,buy,,True,0,False,36.09057863860346,-0.11536101606621685,24.021932087046903,74.58999633789062,84,0.020373239448811864,-0.006091183766102404,-0.052928846429828535,0.776558,,89,2,-8.142896022628982e-05,41.760581490903604,2025/07/15 14:00,7785.0,
,,,0.839996337890625,0.011168679006991837,9,0.6200027465820312,0.008343463422847733,15,1.0,0.9032178674706208,0.839996337890625,2s,1,2s,buy,,True,0,False,30.721329795367012,-1.4941632640516644,19.98283210889412,74.47000122070312,85,0.009944540667487267,-0.03177025445781112,-0.08342959025059678,0.988348,,89,3,-0.0004248556464244988,38.264792029830815,2025/07/15 14:05,16636.0,
,,,0.42000579833984375,0.005599330574301869,9,0.6200027465820312,0.008343463422847733,15,2.0,0.5483910662646896,0.42000579833984375,2s,1,2s,buy,,True,0,False,49.72631833170506,14.022179219161558,37.82493862752389,74.58999633789062,109,-0.00018706142582408658,0.012558563022381009,0.02549124889641019,0.494183,,89,4,0.00016815306072175457,46.623479308772986,2025/07/15 16:05,8579.0,
,,,0.5251007080078125,0.0070004091861528474,10,0.6200027465820312,0.008343463422847733,15,2.0,0.7178982341721528,0.5251007080078125,2s,1,2s,buy,,True,0,False,42.715965462597076,0.6538482479491989,28.695259724381117,74.53500366210938,110,-0.0004223614666622577,-0.0013635616300149422,-0.0018824003267053691,0.617839,,89,5,-1.8260150218001915e-05,44.88943971164652,2025/07/15 16:10,3848.0,
,,,0.8498992919921875,0.011300349718627398,13,0.6200027465820312,0.008343463422847733,15,1.0,0.9191903033286163,0.8498992919921875,2s,1,2s,buy,,True,1,False,25.358322597219665,6.271921696234763,18.99618896355803,74.37561798095703,89,-0.02741021174306889,-0.07280536941456717,-0.09079031534299656,1,0.008739933722032474,,6,-0.0009743997276231601,37.788621941938,2025/07/15 14:25,10007.0,
,,,0.8498992919921875,0.011300349718627398,13,0.6200027465820312,0.008343463422847733,15,1.0,0.9191903033286163,0.8498992919921875,2s,2,2s,buy,,True,1,False,25.358322597219665,6.271921696234763,18.99618896355803,74.37561798095703,89,-0.02741021174306889,-0.07280536941456717,-0.09079031534299656,1,0.008739933722032474,,7,-0.0009743997276231601,37.788621941938,2025/07/15 14:25,10007.0,
,,,0.8498992919921875,0.011300349718627398,13,0.6200027465820312,0.008343463422847733,15,1.0,0.9191903033286163,0.8498992919921875,2s,3,2s,buy,,True,1,False,25.358322597219665,6.271921696234763,18.99618896355803,74.37561798095703,89,-0.02741021174306889,-0.07280536941456717,-0.09079031534299656,1,0.008739933722032474,,8,-0.0009743997276231601,37.788621941938,2025/07/15 14:25,10007.0,
,,,1.19000244140625,0.015362799580058263,9,0.7600021362304688,0.010043638887550162,19,1.0,0.21053054258896753,1.19000244140625,2s,4,2s,buy,,True,0,False,33.70350707656696,-20.224693649641985,15.727440167830643,76.30000305175781,782,0.10113180843119503,-0.01852327897546502,-0.2393101748133201,0.937012,,785,9,-0.00024064228782920638,26.43937318089189,2025/07/28 13:40,4983.0,
,,,0.7699966430664062,0.009976634361515666,22,0.7600021362304688,0.010043638887550162,19,2.0,0.026311298499222004,0.7699966430664062,2s,4,2s,buy,,True,0,False,15.666665251015495,-4.260910930462714,9.024139857189425,76.41000366210938,826,-0.0432974909017594,-0.08196647217026509,-0.07733796253701139,0.606298,,785,10,-0.0010686157852665488,32.79857009326045,2025/07/28 17:20,5675.0,
,,,0.8000030517578125,0.01036541913182868,23,0.7600021362304688,0.010043638887550162,19,2.0,0.06579330422125182,0.8000030517578125,2s,4,2s,buy,,True,0,False,15.04236283033923,11.296548306281643,13.7937579889867,76.44999694824219,827,-0.05255226117914039,-0.08957134228866437,-0.07403816221904795,0.629925,,785,11,-0.0011680480787381589,35.77945151029127,2025/07/28 17:25,11443.0,
,,,1.2699966430664062,0.01639551585433707,12,0.7600021362304688,0.010043638887550162,19,1.0,0.3157857752346534,1.2699966430664062,2s,4,2s,buy,,True,1,False,18.79058411507946,-1.6373120245694324,11.981285401863163,76.33000183105469,785,0.003273700323672568,-0.1257911293832592,-0.25812965941386357,1,0.012993802756875969,,12,-0.0016368515791098832,29.610200334170884,2025/07/28 13:55,21818.0,
,,,0.80999755859375,0.010494915203303395,31,0.7600021362304688,0.010043638887550162,19,2.0,0.07894393414646389,0.80999755859375,2s,5,2s,buy,,True,1,False,40.48318481322532,15.362843098627678,32.10973757502611,76.4000015258789,835,-0.07292485628558706,-0.0823846695168271,-0.018919626462480077,1,0.004386527071162757,,13,-0.0010754898103669923,36.76370444191048,2025/07/28 18:05,3409.0,
