bsp1_bi_amp,bsp1_bi_amp_rate,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,kdj_,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
,,0.18499755859375,0.0009212796760110748,0.714996337890625,0.003570251117617823,1.0,0.5034999359767809,0.18499755859375,,270,True,False,,<Math.KDJ.KDJ_Item object at 0x0000024149A1D310>,-0.006305167411819149,-0.017044544183590915,-0.021478753543543533,0.0028910469802169666,-8.491851803914491e-05,44.08079270630634,2025/06/17 19:10,2s,1126.0,
,,0.4550018310546875,0.002252261268349615,0.717498779296875,0.0035401007011164093,1.0,0.7177704053421803,0.4550018310546875,,445,False,False,,<Math.KDJ.KDJ_Item object at 0x0000024148196CF0>,0.0015942718037206803,0.032227292518825834,0.061266041430210305,0.0031362377897662607,0.00015931347909384943,60.31028815024915,2025/06/18 16:15,2s,2794.0,
,,0.2649993896484375,0.0013129181255275826,0.717498779296875,0.0035401007011164093,2.0,0.20207562417591765,0.2649993896484375,,468,False,False,,<Math.KDJ.KDJ_Item object at 0x0000024148195F10>,-0.06077355599340929,-0.04846678145440819,0.0246135490780022,0.0030429244569692778,-0.00023982197369197084,50.45296703270171,2025/06/18 16:45,2s,337.0,
,,0.4900054931640625,0.002433117307955308,1.350006103515625,0.006659790137648259,1.0,0.38518660849515113,0.4900054931640625,,600,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241485A91F0>,-0.055888197485925474,-0.02953466586751574,0.052707063236819465,0.005003020315019763,-0.00014637123380013896,53.459369343730586,2025/06/18 19:22,2s,1010.0,
,,0.6399993896484375,0.0031861373286491195,1.350006103515625,0.006659790137648259,2.0,0.11110608766417253,0.6399993896484375,,621,False,False,,<Math.KDJ.KDJ_Item object at 0x0000024148981310>,-0.09909717835414178,-0.06469912262744515,0.06879611145339326,0.01071901375714165,-0.00032125550628307774,49.73407106530071,2025/06/18 19:44,2s,1462.0,
,,2.2299957275390625,0.011186333881430142,1.350006103515625,0.006659790137648259,3.0,0.16296313041119426,2.2299957275390625,,645,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241489838F0>,-0.13174644415462552,0.053765831511867646,0.37102455133298634,0.008086143803980199,0.0002675924922532392,62.401529701748004,2025/06/20 13:45,2s,1555.0,
,,0.29998779296875,0.0015021169840455464,1.899993896484375,0.009419900472144917,1.0,0.11052217350101994,0.29998779296875,,1059,False,False,,<Math.KDJ.KDJ_Item object at 0x000002414A02B410>,-0.1537939824743283,-0.13506272336582015,0.037462518217016294,0.010799402343098851,-0.0006749144125443529,45.931801074647616,2025/06/23 15:38,2s,1697.0,
,,0.6049957275390625,0.0030082826597531325,3.0198974609375,0.015263570218731669,1.0,0.12083148065807026,0.6049957275390625,,1227,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414A66E510>,0.021348456895916836,-0.010364956625664945,-0.06342682704316356,0.019475816983118188,-5.163360847338457e-05,39.87849349085519,2025/06/23 19:22,2s,3766.0,
,,0.54998779296875,0.0026782945050973345,0.529998779296875,0.00257106229196724,1.0,0.5471584038694075,0.54998779296875,,1478,False,False,,<Math.KDJ.KDJ_Item object at 0x000002414869CB30>,0.03558318010928759,0.07134520242414055,0.07152404462970592,0.002598292468086601,0.0003468943113926098,64.4505554580964,2025/06/24 18:03,2s,826.0,
,,0.4550018310546875,0.002215576261213759,0.529998779296875,0.00257106229196724,2.0,0.3962399953935625,0.4550018310546875,,1510,False,False,,<Math.KDJ.KDJ_Item object at 0x000002414869DFD0>,0.03824386716194696,0.05712899957447348,0.03777026482505305,0.001846297100815354,0.00027778846640389847,56.20849909405133,2025/06/24 18:52,2s,1843.0,
,,0.3800048828125,0.001846297100815354,0.54998779296875,0.0026782945050973345,1.0,0.8363666629674842,0.3800048828125,,1527,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241484EA090>,-0.02750771078072286,-0.04709896820776294,-0.039182514854080155,0.002604184461407237,-0.0002291139097257632,34.14180275214302,2025/06/24 19:12,2s,698.0,
0.535003662109375,0.002604184461407237,0.535003662109375,0.002604184461407237,0.529998779296875,0.00257106229196724,3.0,0.688691195946335,0.535003662109375,0.890515396180208,1557,False,False,<Math.KDJ.KDJ_Item object at 0x00000241484EAE70>,<Math.KDJ.KDJ_Item object at 0x00000241484EAE70>,0.05565511900332144,0.08891534617902153,0.06652045435140017,0.0019177291455567311,0.0004322677756275294,72.30874514820543,2025/06/24 19:45,"1,2s",4767.0,1
,,0.3950042724609375,0.0019177291455567311,0.54998779296875,0.0026782945050973345,2.0,0.5818166685162579,0.3950042724609375,,1566,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241484E84D0>,0.05747342481933719,0.032787068943349595,-0.04937271175197519,,0.0001593632299987904,43.209091757463376,2025/06/24 19:54,2s,8051.0,
