entry_idx,entry_klu_idx,entry_timestamp,direction,entry_price,predicted_profit,position_size,shares,model_used,exit_idx,exit_klu_idx,exit_timestamp,exit_price,exit_predicted_profit,actual_profit,trade_profit,trade_return_pct,model_used_exit,note
31,331.0,2022/06/03 15:45,buy,410.36,2.077396,10000.0,24.368846866166294,buy_model,32,381.0,2022/06/06 04:00,414.82,2.3814023,1.7308712212525932,108.68505702310176,1.0868505702310176,sell_model,
36,400.0,2022/06/06 05:35,buy,414.5,2.2150977,10108.685057023102,24.387659968692645,buy_model,39,438.0,2022/06/06 08:45,415.38,3.274779,1.863354037267083,21.461140772449653,0.21230398069963935,sell_model,
40,444.0,2022/06/06 09:15,buy,414.92,2.2299435,10130.146197795551,24.41469728573111,buy_model,72,606.0,2022/06/07 06:50,410.05,2.3516026,0.5877332032679002,-118.89957578151007,-1.1737202352260634,sell_model,
128,778.0,2022/06/08 05:10,buy,413.95,2.7937768,10011.246622014041,24.184675980224764,buy_model,152,960.0,2022/06/09 04:35,411.84,2.3446546,5.317599067599063,-51.029666318274394,-0.5097233965454779,sell_model,
197,1200.0,2022/06/10 08:35,buy,397.59,2.1206045,9960.216955695767,25.051477541426515,buy_model,208,1227.0,2022/06/10 10:50,392.05,2.6377506,4.578497640607063,-138.78518557950156,-1.3933952061168409,sell_model,
215,1253.0,2022/06/10 13:00,buy,390.32,2.1808782,9821.431770116265,25.162512221039826,buy_model,218,1262.0,2022/06/10 13:45,392.4,2.7817464,4.66360856269112,52.338025419761834,0.5328960852633634,sell_model,
223,1287.0,2022/06/10 15:50,buy,391.095,2.534542,9873.769795536027,25.246474118912353,buy_model,326,1721.0,2022/06/15 04:05,376.19,2.2004457,1.7119009011403803,-376.29869674238944,-3.8110944911083062,sell_model,
332,1749.0,2022/06/15 06:25,buy,375.19,2.6932073,9497.471098793638,25.31376395637847,buy_model,351,1839.0,2022/06/15 13:55,378.138,2.2827108,3.686511273661989,74.62497614340282,0.7857352274847315,sell_model,
353,1846.0,2022/06/15 14:30,buy,373.47,3.4086704,9572.09607493704,25.630160588365975,buy_model,354,1859.0,2022/06/15 15:35,381.27,2.1169264,4.477692973483353,199.9152525892532,2.088521166358729,sell_model,
356,1868.0,2022/06/15 16:20,buy,378.49,2.9262636,9772.011327526294,25.818413505049786,buy_model,360,1908.0,2022/06/15 19:40,381.38,2.0078928,4.853427028160887,74.61521502959295,0.7635604639488398,sell_model,
364,1912.0,2022/06/16 04:00,buy,372.81,3.203702,9846.626542555887,26.41191637176011,buy_model,376,1960.0,2022/06/16 08:00,371.45,2.263125,2.3098667384573925,-35.92020626559315,-0.36479708162334096,sell_model,
383,2031.0,2022/06/16 13:55,buy,365.8265,3.749939,9810.706336290294,26.817921436228083,buy_model,404,2105.0,2022/06/17 04:05,368.63,2.41168,1.5625423866749837,75.18404274646491,0.7663468884840164,sell_model,
410,2124.0,2022/06/17 05:40,buy,367.99,3.171771,9885.890379036759,26.86456256701747,buy_model,412,2136.0,2022/06/17 06:40,368.55,3.4625375,1.5411748745082097,15.0441550375308,0.15217804831654064,sell_model,
419,2150.0,2022/06/17 07:50,buy,368.19,3.1731842,9900.93453407429,26.890829555594365,buy_model,447,2232.0,2022/06/17 14:40,368.2,2.1818705,0.6174090168386763,0.2689082955548656,0.002715989027393441,sell_model,
448,2237.0,2022/06/17 15:05,buy,367.08,3.349127,9901.203442369844,26.97287632769381,buy_model,469,2359.0,2022/06/21 09:30,372.35,2.523996,1.197797770914472,142.14705824694647,1.4356543532744914,sell_model,
470,2381.0,2022/06/21 11:20,buy,375.19,3.7340844,10043.35050061679,26.76870519101466,buy_model,485,2425.0,2022/06/21 15:00,376.27,2.062115,2.227124139580619,28.91020160629523,0.2878541538953537,sell_model,
487,2432.0,2022/06/21 15:35,buy,375.64,3.4925117,10072.260702223086,26.813599995269637,buy_model,543,2760.0,2022/06/23 10:55,377.82,2.1792035,1.2095706950399645,58.45364798968876,0.5803428814822797,sell_model,
546,2772.0,2022/06/23 11:55,buy,375.2,3.084517,10130.714350212775,27.000837820396523,buy_model,571,2893.0,2022/06/24 06:00,381.6,2.431309,0.1572327044025216,172.80536205053977,1.7057569296375468,sell_model,
573,2903.0,2022/06/24 06:50,buy,381.15,2.8357053,10303.519712263314,27.03271602325414,buy_model,581,2936.0,2022/06/24 09:35,382.33,2.1650102,-1.4110846650799151,31.89860490743922,0.309589400498485,sell_model,
616,3127.0,2022/06/27 09:35,buy,389.4,2.224558,10335.418317170754,26.541906310145748,buy_model,634,3228.0,2022/06/27 18:00,388.83,2.3731515,2.412365301031298,-15.128886596783559,-0.1463790446841341,sell_model,
647,3300.0,2022/06/28 08:00,buy,390.76,2.4170716,10320.28943057397,26.410813365170362,buy_model,664,3353.0,2022/06/28 12:25,384.8997,2.3126974,1.4158753566188822,-154.7752895639078,-1.4997184972873367,sell_model,
667,3362.0,2022/06/28 13:10,buy,382.79,3.0526738,10165.514141010062,26.55637331437619,buy_model,691,3514.0,2022/06/29 10:00,381.84,2.1484606,2.3674837628325904,-25.228554648658246,-0.24817785208600865,sell_model,
694,3664.0,2022/06/30 06:40,buy,374.99,2.9029937,10140.285586361404,27.041482669834938,buy_model,725,3767.0,2022/06/30 15:15,375.32,,,8.923689281044062,0.08800234672923163,,Closed at end of period
