date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level
2010-01-04,100000.0,100000.0,0,0.3,0.3,0.22847591649167945,FREE,0.2,0.3
2010-01-05,100000.0,100000.0,0,0.3,0.3,0.27425731769404493,FREE,0.2,0.3
2010-01-06,100000.0,100000.0,0,0.3,0.3,0.29023640055091443,FREE,0.2,0.3
2010-01-07,100000.0,100000.0,0,0.3,0.3,0.28368350153095395,FREE,0.2,0.3
2010-01-08,100000.0,100000.0,0,0.3,0.3,0.262636412037979,FREE,0.2,0.3
2010-01-11,100000.0,100000.0,0,0.3,0.3,0.32272073966027354,FORCE_SELL,0.2,0.3
2010-01-12,100000.0,100000.0,0,0.3,0.3,0.3055047428629376,FORCE_SELL,0.2,0.3
2010-01-13,100000.0,100000.0,0,0.3,0.3,0.26343989465079076,FREE,0.2,0.3
2010-01-14,100000.0,100000.0,0,0.3,0.3,0.3001131656310004,FORCE_SELL,0.2,0.3
2010-01-15,100000.0,100000.0,0,0.3,0.3,0.2666148468452742,FREE,0.2,0.3
2010-01-19,100000.0,100000.0,0,0.3,0.3,0.25848368331041177,FREE,0.2,0.3
2010-01-20,100000.0,100000.0,0,0.3,0.3,0.300335038193107,FORCE_SELL,0.2,0.3
2010-01-21,100000.0,100000.0,0,0.3,0.3,0.3072598127777207,FORCE_SELL,0.2,0.3
2010-01-22,100000.0,100000.0,0,0.3,0.3,0.31520812334146114,FORCE_SELL,0.2,0.3
2010-01-25,100000.0,100000.0,0,0.3,0.3,0.33992571514859843,FORCE_SELL,0.2,0.3
2010-01-26,100000.0,100000.0,0,0.3,0.3,0.3308235814047533,FORCE_SELL,0.2,0.3
2010-01-27,100000.0,100000.0,0,0.3,0.3,0.28694549491578486,FREE,0.2,0.3
2010-01-28,100000.0,100000.0,0,0.3,0.3,0.3301118158870617,FORCE_SELL,0.2,0.3
2010-01-29,100000.0,100000.0,0,0.3,0.3,0.36501766360477844,FORCE_SELL,0.2,0.3
2010-02-01,100000.0,100000.0,0,0.3,0.3,0.3026420052111492,FORCE_SELL,0.2,0.3
2010-02-02,100000.0,100000.0,0,0.3,0.3,0.31582323642359705,FORCE_SELL,0.2,0.3
2010-02-03,100000.0,100000.0,0,0.3,0.3,0.3749088168933579,FORCE_SELL,0.2,0.3
2010-02-04,100000.0,100000.0,0,0.3,0.3,0.3985185597891845,FORCE_SELL,0.2,0.3
2010-02-05,100000.0,100000.0,0,0.3,0.3,0.31286901932651556,FORCE_SELL,0.2,0.3
2010-02-08,100000.0,100000.0,0,0.3,0.3,0.38441193021229125,FORCE_SELL,0.2,0.3
2010-02-09,100000.0,100000.0,0,0.3,0.3,0.35302661085243264,FORCE_SELL,0.2,0.3
2010-02-10,100000.0,100000.0,0,0.3,0.3,0.34358693726505124,FORCE_SELL,0.2,0.3
2010-02-11,100000.0,100000.0,0,0.3,0.3,0.3124750909497285,FORCE_SELL,0.2,0.3
2010-02-12,100000.0,100000.0,0,0.3,0.3,0.2948385685937224,FREE,0.2,0.3
2010-02-16,100000.0,100000.0,0,2.0999999999999996,2.4499999999999993,0.29916969520188413,FREE,0.2,0.3
2010-02-17,100000.0,100000.0,0,0.7499999999999998,2.499999999999999,0.3195343789289629,FORCE_SELL,0.2,0.3
2010-02-18,100181.81419999733,0.0,1,0.7499999999999998,-0.5,0.27839836002164925,FREE,0.2,0.3
2010-02-19,100227.9154736031,100227.9154736031,0,0.9499999999999997,-0.5,0.2685730186087525,FREE,0.2,0.3
2010-02-22,100589.52065254637,100589.52065254637,0,0.9499999999999997,-0.5,0.26503785138903463,FREE,0.2,0.3
2010-02-23,100589.52065254637,100589.52065254637,0,1.2499999999999996,1.1999999999999997,0.30591510998449856,FORCE_SELL,0.2,0.3
2010-02-24,101505.71994804274,0.0,1,1.1999999999999997,1.1999999999999997,0.24739115659144773,FREE,0.2,0.3
2010-02-25,100937.41302088155,100937.41302088155,0,1.4999999999999996,-0.5,0.21898601397633746,FREE,0.2,0.3
2010-02-26,101275.94495360205,101275.94495360205,0,1.4999999999999996,2.2499999999999996,0.2568619600958479,FREE,0.2,0.3
2010-03-01,101275.94495360205,101275.94495360205,0,1.4999999999999996,2.2499999999999996,0.2592711410847248,FREE,0.2,0.3
2010-03-02,101275.94495360205,101275.94495360205,0,1.4999999999999996,2.2499999999999996,0.301239367914291,FORCE_SELL,0.2,0.3
2010-03-03,101275.94495360205,101275.94495360205,0,1.4999999999999996,2.2499999999999996,0.2646965664443586,FREE,0.2,0.3
2010-03-04,101275.94495360205,101275.94495360205,0,-0.5,-0.5,0.24569313992442732,FREE,0.2,0.3
2010-03-05,101732.38479034948,101732.38479034948,0,0.5499999999999998,-0.5,0.20500624181512214,FREE,0.2,0.3
2010-03-08,101696.7142486979,0.0,1,0.5499999999999998,-0.5,0.2828506185350132,FREE,0.2,0.3
2010-03-09,101270.5148678519,0.0,1,1.4499999999999995,0.7999999999999998,0.256116499314729,FREE,0.2,0.3
2010-03-10,101774.92061299938,101774.92061299938,0,1.1499999999999997,1.1499999999999997,0.2691515199823893,FREE,0.2,0.3
2010-03-11,102181.50544264348,0.0,1,1.2499999999999996,1.2499999999999996,0.21045699658482295,FREE,0.2,0.3
