date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level,QQQ,Return %,QQQ %
11/15/2024,143504.2854,143504.2854,0,-0.5,-0.5,0.286123036,FORCE_SELL,0.185,0.225,496.57,43.50%,23.34%
11/18/2024,144198.0679,144198.0679,0,-0.5,2.35,0.199574538,FREE,0.185,0.225,500.02,44.20%,24.20%
11/19/2024,144386.7949,144386.7949,0,-0.5,-0.5,0.202388987,FREE,0.185,0.225,503.46,44.39%,25.06%
11/20/2024,144386.7949,144386.7949,0,1.4,-0.5,0.187148563,FORCE_BUY,0.21,0.23,503.17,44.39%,24.98%
11/21/2024,146071.612,0,1,-0.5,-0.5,0.224940794,FREE,0.21,0.23,504.98,46.07%,25.43%
11/22/2024,146924.17,0,1,1.1,2.45,0.162306033,FORCE_BUY,0.21,0.23,505.79,46.92%,25.63%
11/25/2024,147399.7466,147399.7466,0,1.65,2.25,0.256687433,FORCE_SELL,0.21,0.23,506.59,47.40%,25.83%
11/26/2024,147730.493,0,1,0.95,2.25,0.17369756,FORCE_BUY,0.21,0.265,509.31,47.73%,26.51%
11/27/2024,146903.3345,0,1,1.55,2.5,0.217303053,FREE,0.21,0.265,505.3,46.90%,25.51%
11/29/2024,148119.787,0,1,1.55,2.5,0.163161176,FORCE_BUY,0.21,0.265,509.74,48.12%,26.62%
12/2/2024,149559.7881,0,1,1.55,2.5,0.154070326,FORCE_BUY,0.21,0.265,515.29,49.56%,27.99%
12/3/2024,150378.4983,0,1,1.55,2.5,0.122334817,FORCE_BUY,0.21,0.265,516.87,50.38%,28.39%
12/4/2024,151641.4025,0,1,1.55,2.5,0.140244168,FORCE_BUY,0.21,0.265,523.26,51.64%,29.97%
12/5/2024,151362.6926,0,1,-0.5,1.7,0.188403406,FORCE_BUY,0.21,0.265,521.81,51.36%,29.61%
12/6/2024,152695.2742,0,1,1.3,2.35,0.135644022,FORCE_BUY,0.185,0.265,526.48,52.70%,30.77%
12/9/2024,151800.5865,151800.5865,0,2.5,-0.5,0.270728538,FORCE_SELL,0.185,0.265,522.38,51.80%,29.75%
12/10/2024,151800.5865,151800.5865,0,2.05,1.1,0.270624871,FORCE_SELL,0.185,0.265,520.6,51.80%,29.31%
12/11/2024,151800.5865,151800.5865,0,1.55,1.55,0.166079549,FORCE_BUY,0.185,0.265,529.92,51.80%,31.63%
12/12/2024,151800.5865,151800.5865,0,1.55,1.55,0.242025863,FREE,0.185,0.265,526.5,51.80%,30.78%
12/13/2024,151596.5487,151596.5487,0,1.55,1.55,0.204756088,FREE,0.185,0.265,530.53,51.60%,31.78%
12/16/2024,152887.7003,0,1,1.55,1.55,0.184685013,FORCE_BUY,0.185,0.265,538.17,52.89%,33.68%
12/17/2024,152193.6247,0,1,2.05,1.75,0.218414614,FREE,0.185,0.265,535.8,52.19%,33.09%
12/18/2024,152867.6644,152867.6644,0,2.45,-0.5,0.747714684,FORCE_SELL,0.185,0.265,516.47,52.87%,28.29%
12/19/2024,152867.6644,152867.6644,0,2.2,-0.5,0.362667875,FORCE_SELL,0.185,0.265,514.17,52.87%,27.72%
12/20/2024,152867.6644,152867.6644,0,2.4,-0.5,0.381124525,FORCE_SELL,0.185,0.265,518.66,52.87%,28.83%
12/23/2024,154017.4666,0,1,2.4,-0.5,0.217044633,FREE,0.185,0.265,522.87,54.02%,29.88%
12/24/2024,154397.7857,154397.7857,0,1.65,-0.5,0.205226343,FREE,0.185,0.265,529.96,54.40%,31.64%
12/26/2024,154397.7857,154397.7857,0,1.35,-0.5,0.240638529,FREE,0.21,0.265,529.6,54.40%,31.55%
12/27/2024,154397.7857,154397.7857,0,1,-0.5,0.280288063,FORCE_SELL,0.21,0.265,522.56,54.40%,29.80%
12/30/2024,152279.3896,0,1,2.35,2.25,0.238638739,FREE,0.21,0.265,515.61,52.28%,28.07%
12/31/2024,153179.0501,153179.0501,0,2.4,2.15,0.277298263,FORCE_SELL,0.21,0.23,511.23,53.18%,26.99%
1/2/2025,153179.0501,153179.0501,0,1.95,-0.5,0.284146541,FORCE_SELL,0.24,0.265,510.23,53.18%,26.74%
1/3/2025,155136.1388,0,1,-0.5,-0.5,0.204557036,FORCE_BUY,0.24,0.265,518.58,55.14%,28.81%
1/6/2025,155842.0201,155842.0201,0,-0.5,-0.5,0.268797705,FORCE_SELL,0.24,0.265,524.54,55.84%,30.29%
1/7/2025,155842.0201,155842.0201,0,2.15,-0.5,0.367981271,FORCE_SELL,0.24,0.265,515.18,55.84%,27.97%
1/8/2025,156674.3055,0,1,1.9,2.1,0.217182256,FORCE_BUY,0.24,0.265,515.27,56.67%,27.99%
1/10/2025,156543.1872,156543.1872,0,2.4,2.25,0.272127934,FORCE_SELL,0.24,0.265,507.19,56.54%,25.98%
1/13/2025,159034.2587,0,1,2.4,2.25,0.192952328,FORCE_BUY,0.24,0.265,505.56,59.03%,25.58%
1/14/2025,158320.7357,0,1,2.4,-0.5,0.287865267,FORCE_SELL,0.24,0.265,505.08,58.32%,25.46%
1/15/2025,159295.6921,159295.6921,0,2.25,-0.5,0.2465086,FREE,0.24,0.265,516.7,59.30%,28.34%
1/16/2025,159295.6921,159295.6921,0,2.2,2.45,0.353066989,FORCE_SELL,0.24,0.265,513.08,59.30%,27.44%
1/17/2025,159589.7256,159589.7256,0,-0.5,2.15,0.255582195,FREE,0.24,0.265,521.74,59.59%,29.60%
1/21/2025,159589.7256,159589.7256,0,-0.5,2.15,0.189359238,FORCE_BUY,0.24,0.265,524.8,59.59%,30.36%
1/22/2025,159589.7256,159589.7256,0,-0.5,2.15,0.24090201,FREE,0.24,0.265,531.51,59.59%,32.02%
1/23/2025,160507.1334,0,1,1.05,-0.5,0.203171245,FORCE_BUY,0.21,0.265,532.64,60.51%,32.30%
1/24/2025,160627.8449,160627.8449,0,-0.5,-0.5,0.296543019,FORCE_SELL,0.21,0.265,529.63,60.63%,31.56%
1/27/2025,160907.7556,160907.7556,0,-0.5,-0.5,0.262939769,FREE,0.21,0.265,514.21,60.91%,27.73%
1/28/2025,161637.9772,0,1,-0.5,-0.5,0.255558323,FREE,0.21,0.265,521.81,61.64%,29.61%
1/29/2025,163307.0095,163307.0095,0,1.7,1.8,0.224961166,FREE,0.21,0.265,520.83,63.31%,29.37%
1/30/2025,164216.1016,164216.1016,0,-0.5,1.5,0.25146705,FREE,0.21,0.265,523.05,64.22%,29.92%
1/31/2025,164216.1016,164216.1016,0,-0.5,1.45,0.372743195,FORCE_SELL,0.21,0.265,522.29,64.22%,29.73%
2/3/2025,167122.4179,0,1,0.9,2.45,0.256686117,FREE,0.21,0.265,518.11,67.12%,28.69%
2/4/2025,166425.1607,0,1,1.45,2.1,0.221338343,FREE,0.21,0.265,524.47,66.43%,30.27%
2/5/2025,167825.8851,0,1,1.4,2.4,0.203877893,FORCE_BUY,0.21,0.265,526.85,67.83%,30.87%
2/6/2025,168526.2473,0,1,-0.5,1.8,0.192130018,FORCE_BUY,0.21,0.265,529.6,68.53%,31.55%
2/7/2025,169226.6095,169226.6095,0,-0.5,-0.5,0.378395163,FORCE_SELL,0.21,0.265,522.92,69.23%,29.89%
2/10/2025,169849.8853,0,1,2.25,2.3,0.207941237,FORCE_BUY,0.21,0.265,529.25,69.85%,31.46%
2/11/2025,169872.3863,0,1,1.2,2.3,0.223143413,FREE,0.21,0.265,527.99,69.87%,31.15%
2/12/2025,170531.3421,0,1,0.95,-0.5,0.207793655,FORCE_BUY,0.21,0.265,528.3,70.53%,31.23%
2/13/2025,172132.1226,0,1,0.95,-0.5,0.178860891,FORCE_BUY,0.21,0.265,535.9,72.13%,33.11%
2/14/2025,172971.0859,0,1,0.95,-0.5,0.167490173,FORCE_BUY,0.22,0.265,538.15,72.97%,33.67%
2/18/2025,173629.7846,0,1,0.95,-0.5,0.148167131,FORCE_BUY,0.22,0.265,539.37,73.63%,33.98%
2/19/2025,173263.598,0,1,1.3,2.5,0.164593364,FORCE_BUY,0.22,0.265,539.52,73.26%,34.01%
2/20/2025,174495.8412,0,1,1.25,1.2,0.223147367,FREE,0.22,0.265,537.23,74.50%,33.44%
2/21/2025,174619.2309,174619.2309,0,1.85,2.2,0.431041592,FORCE_SELL,0.22,0.265,526.08,74.62%,30.67%
2/24/2025,174619.2309,174619.2309,0,2.4,1.4,0.345490437,FORCE_SELL,0.22,0.265,519.87,74.62%,29.13%
2/25/2025,174159.9199,0,1,2.35,-0.5,0.253543278,FREE,0.22,0.265,513.32,74.16%,27.50%
2/26/2025,173370.7296,0,1,2.5,2.5,0.251575319,FREE,0.22,0.265,514.56,73.37%,27.81%
2/27/2025,174772.9954,174772.9954,0,2.45,2.5,0.403720615,FORCE_SELL,0.22,0.265,500.27,74.77%,24.26%
2/28/2025,177592.4218,0,1,1.95,-0.5,0.195797725,FORCE_BUY,0.22,0.265,508.17,77.59%,26.23%
3/3/2025,174395.6744,0,1,1.95,-0.5,0.361935308,FORCE_SELL,0.22,0.265,497.05,74.40%,23.46%
3/4/2025,174126.1308,174126.1308,0,2.4,-0.5,0.253606448,FREE,0.22,0.265,495.55,74.13%,23.09%
3/5/2025,176668.0666,0,1,2.4,-0.5,0.182057144,FORCE_BUY,0.22,0.265,502.01,76.67%,24.70%
3/6/2025,173357.0343,0,1,2.35,-0.5,0.247918284,FREE,0.22,0.265,488.2,73.36%,21.26%
3/7/2025,173558.9124,0,1,2.5,2.3,0.16507026,FORCE_BUY,0.22,0.265,491.79,73.56%,22.16%
3/10/2025,167410.9172,0,1,2.35,-0.5,0.220691113,FREE,0.22,0.265,472.73,67.41%,17.42%
3/11/2025,168915.9464,0,1,2.35,-0.5,0.184050189,FORCE_BUY,0.22,0.265,471.6,68.92%,17.14%
3/12/2025,170795.3695,0,1,1.7,-0.5,0.165402624,FORCE_BUY,0.22,0.265,476.92,70.80%,18.46%
3/13/2025,167953.0002,0,1,1.35,-0.5,0.199673126,FORCE_BUY,0.22,0.265,468.34,67.95%,16.33%
3/14/2025,170891.6606,0,1,1.6,-0.5,0.164324031,FORCE_BUY,0.22,0.265,479.66,70.89%,19.14%
3/17/2025,172089.9493,0,1,1.6,-0.5,0.201367635,FORCE_BUY,0.22,0.265,482.77,72.09%,19.92%
3/18/2025,170800.0615,0,1,1.75,-0.5,0.233117698,FREE,0.22,0.265,474.54,70.80%,17.87%
3/19/2025,171141.8199,171141.8199,0,1.45,2.5,0.236457529,FORCE_SELL,0.21,0.23,480.89,71.14%,19.45%
3/20/2025,171141.8199,171141.8199,0,1.9,2.5,0.254324246,FORCE_SELL,0.21,0.23,479.26,71.14%,19.04%
3/21/2025,172506.5129,0,1,2.3,2.5,0.181945196,FORCE_BUY,0.21,0.23,480.84,72.51%,19.44%
3/24/2025,175582.66,0,1,2.3,2.5,0.170367047,FORCE_BUY,0.21,0.23,490.66,75.58%,21.88%
3/25/2025,177044.7441,0,1,1.1,1.45,0.14318445,FORCE_BUY,0.21,0.23,493.46,77.04%,22.57%
3/26/2025,176446.5715,176446.5715,0,2.05,-0.5,0.338815871,FORCE_SELL,0.21,0.23,484.38,76.45%,20.32%
3/27/2025,176446.5715,176446.5715,0,2.35,-0.5,0.28012297,FORCE_SELL,0.21,0.23,481.62,76.45%,19.63%
3/28/2025,176446.5715,176446.5715,0,2.2,-0.5,0.364746512,FORCE_SELL,0.21,0.23,468.94,76.45%,16.48%
3/31/2025,176446.5715,176446.5715,0,1.35,-0.5,0.329795325,FORCE_SELL,0.21,0.23,468.92,76.45%,16.48%
4/1/2025,176446.5715,176446.5715,0,1.5,-0.5,0.348450207,FORCE_SELL,0.21,0.23,472.7,76.45%,17.41%
4/2/2025,176446.5715,176446.5715,0,2.5,-0.5,0.455608063,FORCE_SELL,0.21,0.23,476.15,76.45%,18.27%
4/3/2025,176446.5715,176446.5715,0,2.25,-0.5,0.424645363,FORCE_SELL,0.21,0.23,450.66,76.45%,11.94%
4/4/2025,176446.5715,176446.5715,0,2.35,-0.5,0.53656586,FORCE_SELL,0.21,0.23,422.67,76.45%,4.99%
4/7/2025,176446.5715,176446.5715,0,2.35,-0.5,0.532053282,FORCE_SELL,0.21,0.23,423.69,76.45%,5.24%
4/8/2025,176446.5715,176446.5715,0,-0.5,-0.5,0.553464765,FORCE_SELL,0.21,0.23,416.06,76.45%,3.35%
4/9/2025,176446.5715,176446.5715,0,-0.5,-0.5,0.708323279,FORCE_SELL,0.21,0.23,466,76.45%,15.75%
4/10/2025,176446.5715,176446.5715,0,-0.5,-0.5,0.414686355,FORCE_SELL,0.21,0.23,446.18,76.45%,10.83%
4/11/2025,176446.5715,176446.5715,0,-0.5,-0.5,0.373386808,FORCE_SELL,0.21,0.23,454.4,76.45%,12.87%
4/14/2025,176446.5715,176446.5715,0,-0.5,-0.5,0.435573714,FORCE_SELL,0.21,0.23,457.48,76.45%,13.63%
4/15/2025,176446.5715,176446.5715,0,-0.5,-0.5,0.450957125,FORCE_SELL,0.21,0.23,457.99,76.45%,13.76%
4/16/2025,176446.5715,176446.5715,0,-0.5,-0.5,0.40603371,FORCE_SELL,0.21,0.23,444.18,76.45%,10.33%
4/17/2025,176446.5715,176446.5715,0,-0.5,-0.5,0.397504965,FORCE_SELL,0.21,0.23,444.1,76.45%,10.31%
4/21/2025,176446.5715,176446.5715,0,2.4,-0.5,0.401777392,FORCE_SELL,0.21,0.23,433.11,76.45%,7.58%
4/22/2025,176446.5715,176446.5715,0,2.45,-0.5,0.407090694,FORCE_SELL,0.21,0.23,444.48,76.45%,10.41%
4/23/2025,176446.5715,176446.5715,0,2.5,-0.5,0.542778223,FORCE_SELL,0.21,0.23,454.56,76.45%,12.91%
4/24/2025,176446.5715,176446.5715,0,-0.5,-0.5,0.402241453,FORCE_SELL,0.21,0.23,467.35,76.45%,16.09%
4/25/2025,177453.1149,0,1,-0.5,-0.5,0.168425888,FORCE_BUY,0.21,0.23,472.56,77.45%,17.38%
4/28/2025,177260.7278,0,1,2.5,2.35,0.203174199,FORCE_BUY,0.21,0.23,472.41,77.26%,17.34%
4/29/2025,177616.689,0,1,2.25,2.5,0.179906646,FORCE_BUY,0.21,0.23,475.53,77.62%,18.12%
4/30/2025,176725.7191,176725.7191,0,-0.5,-0.5,0.225053297,FREE,0.21,0.23,475.47,76.73%,18.10%
5/1/2025,176725.7191,176725.7191,0,2.3,-0.5,0.316814136,FORCE_SELL,0.255,0.275,481.68,76.73%,19.65%
5/2/2025,177597.5059,0,1,2.3,-0.5,0.204673715,FORCE_BUY,0.255,0.275,488.83,77.60%,21.42%
5/5/2025,176039.187,0,1,-0.5,1.6,0.241220853,FORCE_BUY,0.255,0.275,485.93,76.04%,20.70%
5/6/2025,176551.3618,0,1,-0.5,1.95,0.22748741,FORCE_BUY,0.255,0.275,481.41,76.55%,19.58%
5/7/2025,175581.4989,0,1,-0.5,-0.5,0.202159324,FORCE_BUY,0.255,0.275,483.3,75.58%,20.05%
5/8/2025,177256.0561,0,1,-0.5,2.35,0.199038005,FORCE_BUY,0.255,0.275,488.29,77.26%,21.29%
5/9/2025,177232.4815,0,1,-0.5,1.95,0.200736875,FORCE_BUY,0.255,0.275,487.97,77.23%,21.21%
5/12/2025,184092.3178,0,1,-0.5,1.95,0.155729188,FORCE_BUY,0.255,0.275,507.85,84.09%,26.15%
5/13/2025,187499.5513,0,1,-0.5,1.95,0.191048026,FORCE_BUY,0.255,0.275,515.59,87.50%,28.07%
5/14/2025,188215.143,0,1,1.45,2.45,0.143702407,FORCE_BUY,0.26,0.28,518.68,88.22%,28.84%
5/15/2025,188585.6524,0,1,1.3,2.25,0.160024155,FORCE_BUY,0.27,0.33,519.25,88.59%,28.98%
5/16/2025,186932.8899,0,1,2.15,-0.5,0.139359434,FORCE_BUY,0.27,0.33,521.51,86.93%,29.54%
5/19/2025,189766.197,0,1,2.15,-0.5,0.124565909,FORCE_BUY,0.265,0.33,522.01,89.77%,29.66%
5/20/2025,188829.0262,0,1,-0.5,1.55,0.134536126,FORCE_BUY,0.265,0.4,520.27,88.83%,29.23%
5/21/2025,187157.2264,0,1,1.5,-0.5,0.322577999,FREE,0.265,0.4,513.04,87.16%,27.43%
5/22/2025,187489.2466,0,1,2.5,1.5,0.19574818,FORCE_BUY,0.265,0.3,514,87.49%,27.67%
5/23/2025,185471.5855,0,1,2.25,1.45,0.184803324,FORCE_BUY,0.265,0.3,509.24,85.47%,26.49%
5/27/2025,190207.4339,0,1,2.25,1.45,0.12634012,FORCE_BUY,0.265,0.3,521.22,90.21%,29.47%
5/28/2025,192808.8668,0,1,2.15,2.05,0.157475714,FORCE_BUY,0.265,0.3,518.91,92.81%,28.89%
5/29/2025,188868.4074,0,1,2.4,-0.5,0.17508654,FORCE_BUY,0.265,0.3,519.93,88.87%,29.15%
5/30/2025,189174.8876,0,1,1.9,2.3,0.128809872,FORCE_BUY,0.265,0.3,519.11,89.17%,28.94%
6/2/2025,190546.7512,0,1,1.9,2.3,0.116302773,FORCE_BUY,0.265,0.3,523.21,90.55%,29.96%
6/3/2025,192429.4151,0,1,1.9,2.3,0.094670065,FORCE_BUY,0.265,0.3,527.3,92.43%,30.98%
6/4/2025,192790.6239,0,1,1.9,2.3,0.088290786,FORCE_BUY,0.265,0.3,528.77,92.79%,31.34%
6/5/2025,191064.8487,0,1,2.35,-0.5,0.18264708,FORCE_BUY,0.265,0.29,524.79,91.06%,30.35%
6/6/2025,193662.633,0,1,2.4,2.05,0.143222408,FORCE_BUY,0.21,0.23,529.92,93.66%,31.63%
6/9/2025,193764.793,0,1,-0.5,2.45,0.136723295,FORCE_BUY,0.21,0.23,530.7,93.76%,31.82%
6/10/2025,194822.8794,0,1,-0.5,2.3,0.101668213,FORCE_BUY,0.26,0.28,534.21,94.82%,32.69%
6/11/2025,193826.8188,0,1,1.15,1.75,0.157647076,FORCE_BUY,0.21,0.23,532.41,93.83%,32.25%
6/12/2025,193399.9357,0,1,1.4,2.35,0.131593943,FORCE_BUY,0.21,0.23,533.66,93.40%,32.56%
6/13/2025,192272.5265,0,1,1.25,-0.5,0.205464627,FORCE_BUY,0.21,0.23,526.96,92.27%,30.89%
6/16/2025,193542.2301,0,1,2.3,-0.5,0.136488893,FORCE_BUY,0.21,0.23,534.29,93.54%,32.71%
6/17/2025,192575.3216,0,1,1.25,-0.5,0.201522012,FORCE_BUY,0.21,0.23,529.08,92.58%,31.42%
6/18/2025,192994.944,0,1,1.2,-0.5,0.176181736,FORCE_BUY,0.195,0.22,528.99,92.99%,31.40%
6/20/2025,192673.8696,192673.8696,0,1.2,-0.5,0.386454404,FORCE_SELL,0.195,0.22,526.83,92.67%,30.86%
6/23/2025,192673.8696,192673.8696,0,-0.5,-0.5,0.262778896,FORCE_SELL,0.195,0.22,531.65,92.67%,32.06%
6/24/2025,193858.1636,0,1,-0.5,-0.5,0.106281176,FORCE_BUY,0.195,0.22,539.78,93.86%,34.08%
6/25/2025,194199.0967,0,1,-0.5,1.85,0.155854733,FORCE_BUY,0.195,0.22,541.16,94.20%,34.42%
6/26/2025,196083.2008,0,1,-0.5,1.95,0.144079651,FORCE_BUY,0.195,0.22,546.22,96.08%,35.68%
6/27/2025,196517.442,0,1,0.45,1.9,0.167186043,FORCE_BUY,0.195,0.22,548.09,96.52%,36.14%
6/30/2025,197942.1835,0,1,0.45,1.9,0.154873262,FORCE_BUY,0.195,0.22,551.64,97.94%,37.02%
7/1/2025,197617.8289,0,1,1.35,0.55,0.201160398,FREE,0.195,0.22,546.99,97.62%,35.87%
7/2/2025,198910.3453,0,1,1.05,0.6,0.13632914,FORCE_BUY,0.195,0.22,550.8,98.91%,36.81%
7/3/2025,200668.601,0,1,-0.5,-0.5,0.153474836,FORCE_BUY,0.195,0.22,556.22,100.67%,38.16%
7/7/2025,199220.8381,0,1,1.7,1.4,0.171136179,FORCE_BUY,0.195,0.22,552.03,99.22%,37.12%
7/8/2025,199491.6167,0,1,1.45,1.35,0.166170567,FORCE_BUY,0.195,0.22,552.34,99.49%,37.20%
7/9/2025,200686.6529,0,1,1.45,1.05,0.163857138,FORCE_BUY,0.195,0.22,556.25,100.69%,38.17%
7/10/2025,200784.1332,0,1,1.5,1.1,0.172185784,FORCE_BUY,0.195,0.22,555.45,100.78%,37.97%
7/11/2025,199834.6029,0,1,1.45,-0.5,0.17883993,FORCE_BUY,0.195,0.22,554.2,99.83%,37.66%
7/14/2025,200621.6661,0,1,1.7,2.3,0.178854204,FORCE_BUY,0.195,0.22,556.21,100.62%,38.16%
7/15/2025,202249.948,202249.948,0,1.7,-0.5,0.294381928,FORCE_SELL,0.195,0.22,556.72,102.25%,38.28%
7/16/2025,202249.948,202249.948,0,1.7,0.7,0.269460161,FORCE_SELL,0.195,0.22,557.29,102.25%,38.43%
7/17/2025,203731.6459,0,1,-0.5,0.9,0.158904614,FORCE_BUY,0.195,0.22,561.8,103.73%,39.55%
7/18/2025,203738.8914,203738.8914,0,-0.5,1.4,0.222474826,FORCE_SELL,0.195,0.22,561.26,103.74%,39.41%
7/21/2025,204256.5188,0,1,1.2,2.3,0.189258511,FORCE_BUY,0.195,0.27,564.17,104.26%,40.14%
7/22/2025,203271.0127,203271.0127,0,1.4,1.6,0.204935051,FREE,0.195,0.27,561.25,103.27%,39.41%
7/23/2025,204460.1548,0,1,2.1,2.35,0.105861346,FORCE_BUY,0.265,0.4,563.81,104.46%,40.05%
7/24/2025,204507.1422,0,1,1.4,2.4,0.169321701,FORCE_BUY,0.265,0.4,565.01,104.51%,40.34%
7/25/2025,204951.7151,0,1,-0.5,0.5,0.159813501,FORCE_BUY,0.265,0.4,566.37,104.95%,40.68%
7/28/2025,205685.4411,0,1,-0.5,0.5,0.150794938,FORCE_BUY,0.265,0.4,568.14,105.69%,41.12%
7/29/2025,206358.517,206358.517,0,-0.5,1.15,0.31814791,FREE,0.265,0.4,567.26,106.36%,40.90%
7/30/2025,208230.6404,208230.6404,0,-0.5,1.15,0.220934476,FREE,0.195,0.27,568.02,108.23%,41.09%
7/31/2025,208245.0996,208245.0996,0,2.1,-0.5,0.42334499,FORCE_SELL,0.195,0.27,565.01,108.25%,40.34%
8/1/2025,208245.0996,208245.0996,0,2.2,-0.5,0.298058381,FORCE_SELL,0.175,0.27,553.88,108.25%,37.58%
8/4/2025,208245.0996,208245.0996,0,2.2,-0.5,0.147298235,FORCE_BUY,0.17,0.27,564.1,108.25%,40.12%
8/5/2025,208245.0996,208245.0996,0,2.2,-0.5,0.279179295,FORCE_SELL,0.17,0.27,560.27,108.25%,39.17%
8/6/2025,208726.2048,208726.2048,0,1.6,-0.5,0.171599372,FREE,0.17,0.4,567.32,108.73%,40.92%
8/7/2025,208726.2048,208726.2048,0,1.85,2.45,0.227780807,FREE,0.17,0.4,569.24,108.73%,41.39%
8/8/2025,208726.2048,208726.2048,0,-0.5,2,0.131387469,FORCE_BUY,0.17,0.4,574.55,108.73%,42.71%
8/11/2025,208833.4346,0,1,2,2.35,0.227644921,FREE,0.17,0.4,572.85,108.83%,42.29%
8/12/2025,211728.6826,0,1,2,1.25,0.164000814,FORCE_BUY,0.17,0.4,580.05,111.73%,44.08%
8/13/2025,211698.2444,211698.2444,0,2.1,-0.5,0.191437676,FREE,0.17,0.4,580.34,111.70%,44.15%
8/14/2025,211351.4973,0,1,2,0.75,0.166095078,FORCE_BUY,0.17,0.4,579.89,111.35%,44.04%
8/15/2025,212588.7631,212588.7631,0,-0.5,0.6,0.183865461,FREE,0.165,0.4,577.34,112.59%,43.41%
8/18/2025,212894.8425,0,1,1.85,2.15,0.116867371,FORCE_BUY,0.165,0.4,577.11,112.89%,43.35%
8/19/2025,212695.7065,212695.7065,0,1.95,-0.5,0.473284582,FORCE_SELL,0.165,0.4,569.28,112.70%,41.40%
8/20/2025,212695.7065,212695.7065,0,1.95,-0.5,0.36677708,FREE,0.165,0.4,565.9,112.70%,40.56%
8/21/2025,212695.7065,212695.7065,0,1.3,1.6,0.452464793,FORCE_SELL,0.165,0.4,563.28,112.70%,39.91%
8/22/2025,212695.7065,212695.7065,0,1.3,2.1,0.479187659,FORCE_SELL,0.165,0.28,571.97,112.70%,42.07%
8/25/2025,212695.7065,212695.7065,0,1.85,-0.5,0.451469579,FORCE_SELL,0.165,0.28,570.32,112.70%,41.66%
8/26/2025,212695.7065,212695.7065,0,1.6,-0.5,0.3230018,FORCE_SELL,0.165,0.28,572.61,112.70%,42.23%
8/27/2025,212695.7065,212695.7065,0,1.3,2.35,0.359020686,FORCE_SELL,0.165,0.28,573.49,112.70%,42.45%
8/28/2025,212695.7065,212695.7065,0,1.3,2.35,0.393032492,FORCE_SELL,0.165,0.28,577.08,112.70%,43.34%
8/29/2025,212695.7065,212695.7065,0,1.3,-0.5,0.493773094,FORCE_SELL,0.165,0.28,570.4,112.70%,41.68%
9/2/2025,212695.7065,212695.7065,0,1.3,-0.5,0.352934461,FORCE_SELL,0.165,0.28,565.62,112.70%,40.50%
9/3/2025,212695.7065,212695.7065,0,-0.5,-0.5,0.344446175,FORCE_SELL,0.165,0.28,570.07,112.70%,41.60%
9/4/2025,212695.7065,212695.7065,0,1.4,2.4,0.330410692,FORCE_SELL,0.165,0.28,575.23,112.70%,42.88%
9/5/2025,212695.7065,212695.7065,0,1.4,2.4,0.481601157,FORCE_SELL,0.165,0.28,576.06,112.70%,43.09%
9/8/2025,212695.7065,212695.7065,0,1.3,-0.5,0.368663716,FORCE_SELL,0.165,0.28,578.87,112.70%,43.79%
9/9/2025,212695.7065,212695.7065,0,1.35,1.45,0.296003726,FORCE_SELL,0.165,0.28,580.51,112.70%,44.19%
9/10/2025,212914.8592,0,1,1.05,1.25,0.209630937,FREE,0.165,0.28,580.7,112.91%,44.24%
9/11/2025,214035.7143,0,1,1.1,1.35,0.136679071,FORCE_BUY,0.165,0.28,584.08,114.04%,45.08%
9/12/2025,214368.6456,214368.6456,0,-0.5,1.2,0.176549937,FREE,0.165,0.28,586.66,114.37%,45.72%
9/15/2025,216295.5795,0,1,-0.5,1.2,0.154291648,FORCE_BUY,0.165,0.28,591.68,116.30%,46.97%
9/16/2025,216397.2867,216397.2867,0,1.9,2.5,0.213156425,FREE,0.165,0.28,591.18,116.40%,46.84%
9/17/2025,218220.157,218220.157,0,1.6,0.95,0.233233849,FREE,0.165,0.28,590,118.22%,46.55%
9/18/2025,220321.716,220321.716,0,1.15,-0.5,0.231462847,FREE,0.165,0.28,595.32,120.32%,47.87%
9/19/2025,221318.1625,0,1,0.85,-0.5,0.145237751,FORCE_BUY,0.165,0.28,599.35,121.32%,48.87%
9/22/2025,222259.251,0,1,-0.5,2.3,0.157359324,FORCE_BUY,0.165,0.28,602.2,122.26%,49.58%
9/23/2025,222432.7065,222432.7065,0,2,2.35,0.289763287,FORCE_SELL,0.165,0.28,598.2,122.43%,48.59%
9/24/2025,222555.1404,222555.1404,0,1.85,-0.5,0.249274375,FREE,0.165,0.28,596.1,122.56%,48.07%
9/25/2025,221208.1127,0,1,1.7,1.5,0.216092373,FREE,0.165,0.28,593.53,121.21%,47.43%
9/26/2025,221462.8815,221462.8815,0,1.7,1.95,0.166621763,FREE,0.165,0.28,595.97,121.46%,48.03%
9/29/2025,221751.7778,221751.7778,0,1.7,1.95,0.246405129,FREE,0.165,0.28,598.73,121.75%,48.72%
9/30/2025,222081.887,0,1,-0.5,1.35,0.153697866,FORCE_BUY,0.165,0.28,600.37,122.08%,49.13%
10/1/2025,223821.4512,0,1,1.3,2.25,0.160308406,FORCE_BUY,0.165,0.28,603.25,123.82%,49.84%
10/2/2025,224789.5242,0,1,1.3,2.25,0.162585344,FORCE_BUY,0.165,0.28,605.73,124.79%,50.46%
10/3/2025,225072.996,0,1,1.05,1.25,0.205816096,FREE,0.165,0.28,603.18,125.07%,49.82%
