feature,coef,abs_coef
k_range_over_atr,3.4881957028323836,3.4881957028323836
k_close_pos,-1.029321399852922,1.029321399852922
vix_atr_14,-0.9688281420380387,0.9688281420380387
k_above_ma_100,0.8991048422566357,0.8991048422566357
vix_slope40,0.7985358023428453,0.7985358023428453
ctx_days_since_last_bsp,-0.7955510351784165,0.7955510351784165
vix_ret1,0.7711715124214364,0.7711715124214364
vix_range_over_atr,0.7116975253612678,0.7116975253612678
dp_maxK,0.6650600300200574,0.6650600300200574
k_vol_20,0.6616388100424329,0.6616388100424329
k_ret1,0.6336344197150229,0.6336344197150229
k_atr_14,0.5920318335202445,0.5920318335202445
vix_vol_40,0.5579866419447103,0.5579866419447103
k_above_ma_20,0.5346278515013733,0.5346278515013733
k_vol_10,0.5203112136874201,0.5203112136874201
ctx_days_since_last_buy,0.5196713387937674,0.5196713387937674
vix_ret_40,-0.5061372720076064,0.5061372720076064
vix_level,-0.45098608373964916,0.45098608373964916
p,-0.4217693875029504,0.4217693875029504
k_ret_20,-0.31037138431746264,0.31037138431746264
vix_gap,-0.287856262807451,0.287856262807451
ctx_density_total,-0.2724293473659294,0.2724293473659294
k_slope40,-0.27032997482014504,0.27032997482014504
k_gap,0.2548138734506317,0.2548138734506317
bd_buy,0.2541491271897173,0.2541491271897173
ctx_last_dir_buy,0.2541491271897173,0.2541491271897173
vix_vol_20,0.24707399829186183,0.24707399829186183
bd_sell,-0.23617508805409368,0.23617508805409368
ctx_last_dir_sell,-0.23617508805409368,0.23617508805409368
ctx_density_buy,-0.2340617466195108,0.2340617466195108
vix_vol_10,-0.22634118859954094,0.22634118859954094
vix_above_ma_100,-0.22243481251739608,0.22243481251739608
k_ret_5,0.2214979064868851,0.2214979064868851
vix_ret_10,-0.1963735578531873,0.1963735578531873
k_ret_40,-0.19391006571510838,0.19391006571510838
rg_up,-0.19341615341021726,0.19341615341021726
vix_vol_5,0.19309910863508956,0.19309910863508956
k_vol_40,-0.19087787060575553,0.19087787060575553
vix_above_ma_50,0.17927867241096282,0.17927867241096282
k_ret_10,-0.1667331557711721,0.1667331557711721
dp_minK,0.1561768891521079,0.1561768891521079
vix_close_pos,0.1510025226110754,0.1510025226110754
rg_unknown,0.14340511769699377,0.14340511769699377
ctx_density_sell,-0.12196108168197096,0.12196108168197096
ctx_density_imb,-0.07685599712074198,0.07685599712074198
ctx_days_since_last_sell,-0.06839846479363758,0.06839846479363758
rg_down,0.06798507484884944,0.06798507484884944
vix_ret_20,-0.06110360191587558,0.06110360191587558
k_above_ma_50,0.03999523844330808,0.03999523844330808
k_vol_5,-0.03798542082914559,0.03798542082914559
vix_ret_5,-0.021965991608539594,0.021965991608539594
ctx_has_bsp,0.017974039135627607,0.017974039135627607
vix_above_ma_20,0.009000871056972354,0.009000871056972354
bd_none,0.0,0.0
