feature,coef,abs_coef
k_range_over_atr,2.940073368309035,2.940073368309035
vix_atr_14,-1.3233654117097895,1.3233654117097895
k_close_pos,-1.150502901857256,1.150502901857256
vix_slope40,1.1367827022727106,1.1367827022727106
vix_vol_40,1.0508304276467628,1.0508304276467628
ctx_days_since_last_bsp,-1.0455982263675108,1.0455982263675108
vix_ret1,0.8076342020385923,0.8076342020385923
k_above_ma_100,0.7707894858647331,0.7707894858647331
vix_range_over_atr,0.7123074653362172,0.7123074653362172
k_ret1,0.6827623687359653,0.6827623687359653
k_vol_10,0.5849069923659171,0.5849069923659171
p,-0.5481565889895973,0.5481565889895973
k_vol_20,0.5034025976868263,0.5034025976868263
dp_maxK,0.4752591463496815,0.4752591463496815
vix_level,-0.4666342522148089,0.4666342522148089
ctx_days_since_last_buy,0.4438131845689485,0.4438131845689485
vix_ret_10,-0.4399950570410695,0.4399950570410695
vix_ret_40,-0.39472817488556655,0.39472817488556655
k_above_ma_20,0.3930170405137202,0.3930170405137202
vix_vol_20,-0.3922234280082484,0.3922234280082484
ctx_days_since_last_sell,-0.391861943604809,0.391861943604809
bd_buy,0.3643600026510643,0.3643600026510643
ctx_last_dir_buy,0.3643600026510643,0.3643600026510643
vix_above_ma_100,-0.36058876633576137,0.36058876633576137
vix_gap,-0.35437357285874016,0.35437357285874016
k_ret_5,0.32555004914404273,0.32555004914404273
k_ret_10,-0.29008143860310004,0.29008143860310004
vix_above_ma_50,0.2657074289568284,0.2657074289568284
vix_vol_5,0.2453014952833837,0.2453014952833837
k_ret_20,-0.23137133622110626,0.23137133622110626
ctx_density_sell,-0.2127797994131626,0.2127797994131626
k_vol_40,-0.20779083393504114,0.20779083393504114
ctx_density_total,-0.2036031292260212,0.2036031292260212
ctx_last_dir_sell,-0.20348520427343827,0.20348520427343827
bd_sell,-0.20348520427343827,0.20348520427343827
k_atr_14,0.188676027932247,0.188676027932247
rg_unknown,0.18824972636342183,0.18824972636342183
vix_ret_20,-0.18383615669164932,0.18383615669164932
ctx_has_bsp,0.16087479837763072,0.16087479837763072
dp_minK,0.14250250227371566,0.14250250227371566
k_above_ma_50,0.13363864819865912,0.13363864819865912
rg_up,-0.12958219193593237,0.12958219193593237
k_vol_5,0.1270021589832688,0.1270021589832688
k_gap,0.11989470575082847,0.11989470575082847
k_ret_40,-0.11604361391152357,0.11604361391152357
vix_ret_5,0.10455827658329221,0.10455827658329221
rg_down,0.10220726395013972,0.10220726395013972
vix_close_pos,0.08808106474513182,0.08808106474513182
vix_vol_10,0.07434546641312738,0.07434546641312738
vix_above_ma_20,0.07422926406904147,0.07422926406904147
ctx_density_imb,-0.07342422966977875,0.07342422966977875
k_slope40,0.06301525918955207,0.06301525918955207
ctx_density_buy,0.01427482029111303,0.01427482029111303
bd_none,0.0,0.0
