date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level
2010-01-04,100000.0,100000.0,0,0.3,0.3,0.2287653647554242,FREE,0.2,0.3
2010-01-05,100000.0,100000.0,0,0.3,0.3,0.27462946768832847,FREE,0.2,0.3
2010-01-06,100000.0,100000.0,0,0.3,0.3,0.2905619673312147,FREE,0.2,0.3
2010-01-07,100000.0,100000.0,0,0.3,0.3,0.28343867155834207,FREE,0.2,0.3
2010-01-08,100000.0,100000.0,0,0.3,0.3,0.26242228162982034,FREE,0.2,0.3
2010-01-11,100000.0,100000.0,0,0.3,0.3,0.32246576792552034,FORCE_SELL,0.2,0.3
2010-01-12,100000.0,100000.0,0,0.3,0.3,0.3051980384683482,FORCE_SELL,0.2,0.3
2010-01-13,100000.0,100000.0,0,0.3,0.3,0.2632415336993941,FREE,0.2,0.3
2010-01-14,100000.0,100000.0,0,0.3,0.3,0.29984122427428367,FREE,0.2,0.3
2010-01-15,100000.0,100000.0,0,0.3,0.3,0.2664351834896795,FREE,0.2,0.3
2010-01-19,100000.0,100000.0,0,0.3,0.3,0.2582697477053713,FREE,0.2,0.3
2010-01-20,100000.0,100000.0,0,0.3,0.3,0.3000273388500984,FORCE_SELL,0.2,0.3
2010-01-21,100000.0,100000.0,0,0.3,0.3,0.3070617818872896,FORCE_SELL,0.2,0.3
2010-01-22,100000.0,100000.0,0,0.3,0.3,0.31499256043856483,FORCE_SELL,0.2,0.3
2010-01-25,100000.0,100000.0,0,0.3,0.3,0.3396215186478852,FORCE_SELL,0.2,0.3
2010-01-26,100000.0,100000.0,0,0.3,0.3,0.3305688678464801,FORCE_SELL,0.2,0.3
2010-01-27,100000.0,100000.0,0,0.3,0.3,0.2867218054237652,FREE,0.2,0.3
2010-01-28,100000.0,100000.0,0,0.3,0.3,0.329849468398109,FORCE_SELL,0.2,0.3
2010-01-29,100000.0,100000.0,0,0.3,0.3,0.36473697123769844,FORCE_SELL,0.2,0.3
2010-02-01,100000.0,100000.0,0,0.3,0.3,0.302379314587132,FORCE_SELL,0.2,0.3
2010-02-02,100000.0,100000.0,0,0.3,0.3,0.3155472415845188,FORCE_SELL,0.2,0.3
2010-02-03,100000.0,100000.0,0,0.3,0.3,0.3745348781059524,FORCE_SELL,0.2,0.3
2010-02-04,100000.0,100000.0,0,0.3,0.3,0.3981863905419552,FORCE_SELL,0.2,0.3
2010-02-05,100000.0,100000.0,0,0.3,0.3,0.31263655122685274,FORCE_SELL,0.2,0.3
2010-02-08,100000.0,100000.0,0,0.3,0.3,0.3841060079008036,FORCE_SELL,0.2,0.3
2010-02-09,100000.0,100000.0,0,0.3,0.3,0.35276647368202374,FORCE_SELL,0.2,0.3
2010-02-10,100000.0,100000.0,0,0.3,0.3,0.3433036203943145,FORCE_SELL,0.2,0.3
2010-02-11,100000.0,100000.0,0,0.3,0.3,0.3122359308408928,FORCE_SELL,0.2,0.3
2010-02-12,100000.0,100000.0,0,0.3,0.3,0.2947098653130053,FREE,0.2,0.3
