klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,feat_zs_cnt,feat_break_bi_amp,feat_break_bi_klu_cnt,feat_break_bi_amp_rate,feat_bi_amp,feat_bi_klu_cnt,feat_bi_amp_rate,feat_level,feat_bsp_type,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv
145,2016/12/27,120.46,121.52,120.41,120.82,16110600.0,1,1,0,sell,False,0.506240631965355,8.069999999999993,36.0,0.0711326575583957,0.21220564832082411,0.7315546245236575,0.8376574486840695,0.007035636819409832,61.51948693542539,65.85028722243047,70.38792385708072,56.77501395312996,16110600.0,8.069999999999993,1.0,8.069999999999993,36,0.0711326575583957,8.069999999999993,36,0.0711326575583957,1.0,1.0,0.21220564832082411,0.8376574486840695,0.7315546245236575,61.51948693542539,65.85028722243047,70.38792385708072,56.77501395312996,38.62024500322377,12.443584784010264,26.204847469360526,0.2988543914992524,0.9218503446557591,0.7000000000000028,0.04999999999999716,0.35999999999999943,1,146,146,,,,,,,,,,,,,,,,,,,
152,2017/01/06,121.0,122.25,120.69,121.93,24074300.0,1,1,0,sell,False,0.506240631965355,8.799999999999997,43.0,0.07756721022476859,0.10548742048839554,0.621724873639454,0.6744685838836517,0.0056424012383102596,63.44300449000579,67.74550458212643,54.03514011053051,95.16623352531825,24074300.0,8.799999999999997,1.0,8.799999999999997,43,0.07756721022476859,8.799999999999997,43,0.07756721022476859,1.0,1.0,0.10548742048839554,0.6744685838836517,0.621724873639454,63.44300449000579,67.74550458212643,54.03514011053051,95.16623352531825,25.348374253483737,24.353019243530145,21.181991706547766,0.7685950413223197,1.2925677355207574,0.3199999999999932,0.3100000000000023,0.9300000000000068,1,153,153,,,,,,,,,,,,,,,,,,,
153,2017/01/09,122.03,122.55,121.95,122.33,18909200.0,1,1,0,sell,False,0.506240631965355,9.099999999999994,44.0,0.08021154693697659,0.27501372287576453,0.6561015889989246,0.7936084504368068,0.0066276134472589175,64.98905225004444,76.83411567757787,61.63479863287962,107.23274976697437,18909200.0,9.099999999999994,1.0,9.099999999999994,44,0.08021154693697659,9.099999999999994,44,0.08021154693697659,1.0,1.0,0.27501372287576453,0.7936084504368068,0.6561015889989246,64.98905225004444,76.83411567757787,61.63479863287962,107.23274976697437,28.472702142363502,20.387007601935,20.851049280145542,0.2458411865934583,0.4920049200491958,0.21999999999999886,0.0799999999999983,0.29999999999999716,1,154,154,,,,,,,,,,,,,,,,,,,
154,2017/01/10,122.38,122.97,122.1,122.6,16176600.0,1,1,0,sell,False,0.506240631965355,9.519999999999996,45.0,0.08391361833406784,0.3893512837154236,0.7047704994633526,0.8994461413210644,0.007498235786710691,66.03327824497501,82.0025919562044,68.42406307398788,109.15964972063742,16176600.0,9.519999999999996,1.0,9.519999999999996,45,0.08391361833406784,9.519999999999996,45,0.08391361833406784,1.0,1.0,0.3893512837154236,0.8994461413210644,0.7047704994633526,66.03327824497501,82.0025919562044,68.42406307398788,109.15964972063742,30.51209103840683,20.981507823613043,20.68370913819356,0.17976793593724374,0.7125307125307163,0.37000000000000455,0.28000000000000114,0.21999999999999886,1,155,155,,,,,,,,,,,,,,,,,,,
157,2017/01/13,122.8,123.37,122.8,123.16,16930800.0,1,1,0,sell,False,0.506240631965355,9.920000000000002,48.0,0.08743940061701191,0.4644684021230865,0.8787560210721506,1.1109902221336938,0.009214341402683424,67.54401862787893,91.92404361772662,83.9626108071975,107.84690923878486,16930800.0,9.920000000000002,1.0,9.920000000000002,48,0.08743940061701191,9.920000000000002,48,0.08743940061701191,1.0,1.0,0.4644684021230865,1.1109902221336938,0.8787560210721506,67.54401862787893,91.92404361772662,83.9626108071975,107.84690923878486,32.46143527833669,18.57813547954389,20.41886790087287,0.29315960912052075,0.46416938110749784,0.21000000000000796,0.0,0.35999999999999943,1,158,158,,,,,,,,,,,,,,,,,,,
160,2017/01/19,123.22,123.65,122.72,122.98,12710700.0,1,1,0,sell,False,0.506240631965355,10.200000000000003,51.0,0.08990744821507274,0.24596862188768753,0.9976619854401374,1.1206462963839812,0.009256920001874258,65.0064337145688,85.50340671435663,86.52915425165006,83.45191163976978,12710700.0,10.200000000000003,1.0,10.200000000000003,51,0.08990744821507274,10.200000000000003,51,0.08990744821507274,1.0,1.0,0.24596862188768753,1.1206462963839812,0.9976619854401374,65.0064337145688,85.50340671435663,86.52915425165006,83.45191163976978,30.10057471264373,18.175287356321725,19.968013320329117,-0.1947735757182234,0.7578226857887931,0.4300000000000068,0.2600000000000051,0.23999999999999488,0,161,161,,,,,,,,,,,,,,,,,,,
161,2017/01/20,123.52,123.83,122.92,123.25,22091000.0,1,1,0,sell,False,0.506240631965355,10.379999999999995,52.0,0.09149405024239748,0.20039577017043086,1.0227114567114413,1.1229093417966567,0.009263202916028038,66.37949945915196,81.6659482729493,84.90808559208313,75.18167363468163,22091000.0,10.379999999999995,1.0,10.379999999999995,52,0.09149405024239748,10.379999999999995,52,0.09149405024239748,1.0,1.0,0.20039577017043086,1.1229093417966567,1.0227114567114413,66.37949945915196,81.6659482729493,84.90808559208313,75.18167363468163,31.147540983606554,14.682822523164546,21.10782307760845,-0.21858808290155118,0.7403189066059197,0.3100000000000023,0.3299999999999983,0.269999999999996,0,162,162,,,,,,,,,,,,,,,,,,,
163,2017/01/24,123.59,124.37,123.38,124.18,17640900.0,1,1,0,sell,False,0.506240631965355,10.920000000000002,54.0,0.09625385632437199,0.2060531238981005,1.0678983865355751,1.1709249484846254,0.009630302187037731,70.90495444801502,84.78187204544636,83.90919782413152,86.52722048807604,17640900.0,10.920000000000002,1.0,10.920000000000002,54,0.09625385632437199,10.920000000000002,54,0.09625385632437199,1.0,1.0,0.2060531238981005,1.1709249484846254,1.0678983865355751,70.90495444801502,84.78187204544636,83.90919782413152,86.52722048807604,40.74074074074074,9.613869188337235,26.35303545987677,0.4773849016910781,0.8023990922353779,0.18999999999999773,0.21000000000000796,0.5900000000000034,1,164,164,,,,,,,,,,,,,,,,,,,
164,2017/01/25,124.96,125.46,124.85,125.43,15036200.0,1,1,0,sell,False,0.506240631965355,12.009999999999991,55.0,0.10586161304539436,0.3670458614226839,1.1137791192134106,1.2973020499247525,0.010644775461860526,75.680039931091,89.59551400611807,85.80463655146036,97.1772689154335,15036200.0,12.009999999999991,1.0,12.009999999999991,55,0.10586161304539436,12.009999999999991,55,0.10586161304539436,1.0,1.0,0.3670458614226839,1.2973020499247525,1.1137791192134106,75.680039931091,89.59551400611807,85.80463655146036,97.1772689154335,44.58015267175563,9.312977099236607,29.1448967473441,0.3761203585147352,0.48858630356427674,0.029999999999986926,0.10999999999999943,0.4700000000000131,1,165,165,,,,,,,,,,,,,,,,,,,
165,2017/01/26,125.6,125.82,125.34,125.56,16052200.0,1,1,0,sell,False,0.506240631965355,12.36999999999999,56.0,0.10903481710004398,0.4449962091214634,1.1694036453535934,1.3919017499143251,0.011395453617761299,76.11900756800122,90.5071371643541,87.37213675575828,96.77713798154576,16052200.0,12.36999999999999,1.0,12.36999999999999,56,0.10903481710004398,12.36999999999999,56,0.10903481710004398,1.0,1.0,0.4449962091214634,1.3919017499143251,1.1694036453535934,76.11900756800122,90.5071371643541,87.37213675575828,96.77713798154576,44.46190102120965,9.58366064414766,31.67275295974311,-0.03184713375795545,0.38295835327907274,0.21999999999999886,0.21999999999999886,0.03999999999999204,0,166,166,,,,,,,,,,,,,,,,,,,
166,2017/01/27,125.83,125.92,125.39,125.8,15053000.0,1,1,0,sell,False,0.506240631965355,12.469999999999999,57.0,0.10991626267078007,0.4798365593084388,1.2293832152671482,1.4693014949213676,0.012002521235623839,76.94630699527825,92.52529297107843,89.08985549419833,99.39616792483861,15053000.0,12.469999999999999,1.0,12.469999999999999,57,0.10991626267078007,12.469999999999999,57,0.10991626267078007,1.0,1.0,0.4798365593084388,1.4693014949213676,1.2293832152671482,76.94630699527825,92.52529297107843,89.08985549419833,99.39616792483861,38.11965811965813,10.427350427350403,33.48486014269909,-0.02384169117062794,0.4226812345482105,0.09000000000000341,0.4099999999999966,0.030000000000001137,0,167,167,,,,,,,,,,,,,,,,,,,
173,2017/02/07,126.09,126.55,125.97,126.29,17541100.0,1,1,0,sell,False,0.506240631965355,13.099999999999994,64.0,0.11546936976641688,0.05199900671148683,1.3340132966369165,1.36001279999266,0.010994434095622686,71.96525078250711,88.52478375506952,85.48307725619227,94.60819675282403,17541100.0,13.099999999999994,1.0,13.099999999999994,64,0.11546936976641688,13.099999999999994,64,0.11546936976641688,1.0,1.0,0.05199900671148683,1.36001279999266,1.3340132966369165,71.96525078250711,88.52478375506952,85.48307725619227,94.60819675282403,40.370668815471355,15.2296535052378,33.308347207084196,0.1586168609723236,0.4604270858140813,0.2599999999999909,0.12000000000000455,0.20000000000000284,1,174,174,,,,,,,,,,,,,,,,,,,
174,2017/02/08,126.12,126.68,125.88,126.5,12569100.0,1,1,0,sell,False,0.506240631965355,13.230000000000004,65.0,0.11661524900837376,0.06419062195460867,1.3420371243812426,1.374132435358547,0.011089984430612179,72.89927371000454,90.22971449395675,87.06528966878042,96.5585641443094,12569100.0,13.230000000000004,1.0,13.230000000000004,65,0.11661524900837376,13.230000000000004,65,0.11661524900837376,1.0,1.0,0.06419062195460867,1.374132435358547,1.3420371243812426,72.89927371000454,90.22971449395675,87.06528966878042,96.5585641443094,37.86644951140061,15.390879478827447,33.94359632531997,0.3013003488740846,0.6355258976803395,0.18000000000000682,0.2400000000000091,0.37999999999999545,1,175,175,,,,,,,,,,,,,,,,,,,
175,2017/02/09,126.63,127.24,126.56,126.96,17542700.0,1,1,0,sell,False,0.506240631965355,13.789999999999992,66.0,0.1215513442044953,0.1027091698562912,1.354875770613279,1.4062303555414246,0.011328359528886923,74.87400223084632,90.73328065575484,88.28795333110523,95.62393530505409,17542700.0,13.789999999999992,1.0,13.789999999999992,66,0.1215513442044953,13.789999999999992,66,0.1215513442044953,1.0,1.0,0.1027091698562912,1.4062303555414246,1.354875770613279,74.87400223084632,90.73328065575484,88.28795333110523,95.62393530505409,41.53592072667209,15.606936416185057,34.76017676946514,0.26060175313906525,0.5372945638432306,0.28000000000000114,0.06999999999999318,0.3299999999999983,1,176,176,,,,,,,,,,,,,,,,,,,
176,2017/02/10,127.24,127.56,127.02,127.38,13915700.0,1,1,0,sell,False,0.506240631965355,14.11,67.0,0.12437197003085058,0.15037021510153847,1.3736720475009714,1.4488571550517406,0.01164918714219414,76.55386524242115,92.20493642998206,89.59361436406417,97.42758056181782,13915700.0,14.11,1.0,14.11,67,0.12437197003085058,14.11,67,0.12437197003085058,1.0,1.0,0.15037021510153847,1.4488571550517406,1.3736720475009714,76.55386524242115,92.20493642998206,89.59361436406417,97.42758056181782,45.53191489361698,13.106382978723428,36.22713076136214,0.11002829298962635,0.42512990080302804,0.18000000000000682,0.21999999999999886,0.14000000000000057,1,177,177,,,,,,,,,,,,,,,,,,,
177,2017/02/13,127.77,128.26,127.72,128.1,19120200.0,1,1,0,sell,False,0.506240631965355,14.809999999999988,68.0,0.13054208902600253,0.2392110039678581,1.4035734229969536,1.5231789249808827,0.012219637422326995,79.12985381029212,93.23466350234101,90.80729741015644,98.08939568671016,19120200.0,14.809999999999988,1.0,14.809999999999988,68,0.13054208902600253,14.809999999999988,68,0.13054208902600253,1.0,1.0,0.2392110039678581,1.5231789249808827,1.4035734229969536,79.12985381029212,93.23466350234101,90.80729741015644,98.08939568671016,44.87510766580524,13.264427217915628,37.52307644771986,0.2582765907490008,0.42279987472595676,0.1599999999999966,0.04999999999999716,0.3299999999999983,1,178,178,,,,,,,,,,,,,,,,,,,
178,2017/02/14,128.15,128.54,127.74,128.53,16333500.0,1,1,0,sell,False,0.506240631965355,15.08999999999999,69.0,0.13301013662406336,0.3116458221171383,1.442529150761596,1.5983520618201652,0.01279321389001356,80.50727237307487,95.39919595808249,92.33793025946511,101.52172735531724,16333500.0,15.08999999999999,1.0,15.08999999999999,69,0.13301013662406336,15.08999999999999,69,0.13301013662406336,1.0,1.0,0.3116458221171383,1.5983520618201652,1.442529150761596,80.50727237307487,95.39919595808249,92.33793025946511,101.52172735531724,39.53279424977535,13.83647798742141,38.28201014060759,0.29652750682793244,0.626272115234067,0.009999999999990905,0.4100000000000108,0.37999999999999545,1,179,179,,,,,,,,,,,,,,,,,,,
179,2017/02/15,128.44,129.35,128.37,129.29,17891400.0,1,1,0,sell,False,0.506240631965355,15.899999999999991,70.0,0.14014984574702505,0.4114098970487783,1.4939553878926932,1.6996603364170824,0.013569069851585033,82.68272581673281,96.43528486757737,93.70371512883585,101.89842434506039,17891400.0,15.899999999999991,1.0,15.899999999999991,70,0.14014984574702505,15.899999999999991,70,0.14014984574702505,1.0,1.0,0.4114098970487783,1.6996603364170824,1.4939553878926932,82.68272581673281,96.43528486757737,93.70371512883585,101.89842434506039,41.70249355116078,13.2416165090284,39.24755848848952,0.6617876051074387,0.7634182441380305,0.060000000000002274,0.06999999999999318,0.8499999999999943,1,180,180,,,,,,,,,,,,,,,,,,,
180,2017/02/16,129.37,129.63,128.92,129.25,15098300.0,1,1,0,sell,False,0.506240631965355,16.179999999999993,71.0,0.14261789334508587,0.4200276745324407,1.5464588472092484,1.7564726844754688,0.013989615740158036,82.1629877996038,94.66402168741921,94.0238173150303,95.94443043219701,15098300.0,16.179999999999993,1.0,16.179999999999993,71,0.14261789334508587,16.179999999999993,71,0.14261789334508587,1.0,1.0,0.4200276745324407,1.7564726844754688,1.5464588472092484,82.1629877996038,94.66402168741921,94.0238173150303,95.94443043219701,42.591024555461374,13.039796782387825,40.238464562969,-0.09275720800804246,0.550729134346888,0.2599999999999909,0.3300000000000125,0.12000000000000455,0,181,181,,,,,,,,,,,,,,,,,,,
181,2017/02/17,129.06,129.82,129.04,129.81,15563700.0,1,1,0,sell,False,0.506240631965355,16.36999999999999,72.0,0.14429263992948427,0.44668882898509343,1.6022949508323852,1.8256393653249319,0.014504095165769514,83.70710635283098,96.35807875607989,94.80190446204682,99.47042734414606,15563700.0,16.36999999999999,1.0,16.36999999999999,72,0.14429263992948427,16.36999999999999,72,0.14429263992948427,1.0,1.0,0.44668882898509343,1.8256393653249319,1.6022949508323852,83.70710635283098,96.35807875607989,94.80190446204682,99.47042734414606,47.80219780219766,2.5641025641025674,43.77987293834134,0.5811250581125058,0.6044637321760703,0.009999999999990905,0.020000000000010232,0.75,1,182,182,,,,,,,,,,,,,,,,,,,
182,2017/02/21,130.06,130.53,129.99,130.45,18479600.0,1,1,0,sell,False,0.506240631965355,17.08,73.0,0.15055090348171,0.4924543328053046,1.6638517424330481,1.9100789088357004,0.015134153506235625,85.27589379280921,96.9985758015442,95.53412824187927,99.92747092087404,18479600.0,17.08,1.0,17.08,73,0.15055090348171,17.08,73,0.15055090348171,1.0,1.0,0.4924543328053046,1.9100789088357004,1.6638517424330481,85.27589379280921,96.9985758015442,95.53412824187927,99.92747092087404,55.576382380506,0.0,47.795596299888395,0.29986160233737225,0.41541657050541736,0.0800000000000125,0.06999999999999318,0.38999999999998636,1,183,183,,,,,,,,,,,,,,,,,,,
183,2017/02/22,130.33,130.59,130.11,130.5,12110900.0,1,1,0,sell,False,0.506240631965355,17.14,74.0,0.1510797708241516,0.47136772301979235,1.7227727078105222,1.9584565693204183,0.015478490737844158,85.39421578541727,97.25463366091364,96.10763004822405,99.54864088629279,12110900.0,17.14,1.0,17.14,74,0.1510797708241516,17.14,74,0.1510797708241516,1.0,1.0,0.47136772301979235,1.9584565693204183,1.7227727078105222,85.39421578541727,97.25463366091364,96.10763004822405,99.54864088629279,48.90438247011946,0.0,51.5244822784678,0.13043811862195004,0.3689186073322494,0.09000000000000341,0.21999999999999886,0.1699999999999875,1,184,184,,,,,,,,,,,,,,,,,,,
184,2017/02/23,130.7,130.7,129.49,130.01,17489000.0,1,1,0,sell,False,0.506240631965355,17.249999999999986,75.0,0.1520493609519611,0.3394874791839557,1.7652086427085165,1.9349523823004944,0.015261613312022868,78.7181278393067,91.91975577394243,94.71167195679683,86.33592340823361,17489000.0,17.249999999999986,1.0,17.249999999999986,75,0.1520493609519611,17.249999999999986,75,0.1520493609519611,1.0,1.0,0.3394874791839557,1.9349523823004944,1.7652086427085165,78.7181278393067,91.91975577394243,94.71167195679683,86.33592340823361,46.974063400576455,5.955811719500534,53.37955231535712,-0.527926549349654,0.9344350915128422,0.0,0.5199999999999818,0.6899999999999977,0,185,185,,,,,,,,,,,,,,,,,,,
188,2017/03/01,130.85,131.68,130.6,131.44,25813800.0,1,1,0,sell,False,0.506240631965355,18.230000000000004,79.0,0.16068752754517412,0.05935420150619697,1.8217741721338065,1.851451272886905,0.014488538982350743,79.92266647647622,86.16021328879967,88.19166450996642,82.09731084646614,25813800.0,18.230000000000004,1.0,18.230000000000004,79,0.16068752754517412,18.230000000000004,79,0.16068752754517412,1.0,1.0,0.05935420150619697,1.851451272886905,1.8217741721338065,79.92266647647622,86.16021328879967,88.19166450996642,82.09731084646614,44.7723440134912,7.335581787521393,57.94666515818758,0.4508979747802854,0.826952526799397,0.2400000000000091,0.25,0.5900000000000034,1,189,189,,,,,,,,,,,,,,,,,,,
198,2017/03/15,131.56,132.41,131.14,132.1,22709100.0,1,1,0,sell,False,0.506240631965355,18.959999999999994,89.0,0.16712208021154687,-0.26330010025071093,1.4975783494250519,1.3659282992996964,0.010538657154022548,73.30723960963859,80.4360423762815,75.57836378026548,90.15139956831356,22709100.0,18.959999999999994,1.0,18.959999999999994,89,0.16712208021154687,18.959999999999994,89,0.16712208021154687,1.0,1.0,-0.26330010025071093,1.3659282992996964,1.4975783494250519,73.30723960963859,80.4360423762815,75.57836378026548,90.15139956831356,27.36401673640172,12.468619246862458,45.42384513276424,0.41045910611127395,0.9684306847643818,0.3100000000000023,0.4200000000000159,0.539999999999992,1,199,199,,,,,,,,,,,,,,,,,,,
