date,equity,prob_today,gate_today,cash,pos
2018-10-01,100000.0,0.577746700911837,FORCE_SELL,100000.0,0
2018-10-02,100000.0,0.595203551459836,FORCE_SELL,100000.0,0
2018-10-03,100000.0,0.5664071807209831,FORCE_SELL,100000.0,0
2018-10-04,100000.0,0.5716435111029321,FORCE_SELL,100000.0,0
2018-10-05,100000.0,0.3785510094255774,FORCE_SELL,100000.0,0
2018-10-08,100000.0,0.2704858917246537,TRADE,100000.0,0
2018-10-09,100000.0,0.22263093406850124,TRADE,100000.0,0
2018-10-10,100000.0,0.24000117163287987,TRADE,100000.0,0
2018-10-11,100000.0,0.10298320483412382,HOLD,100000.0,0
2018-10-12,100000.0,0.10298320483412382,HOLD,100000.0,0
2018-10-15,100000.0,0.10298320483412382,HOLD,100000.0,0
2018-10-16,100000.0,0.10298320483412382,HOLD,100000.0,0
2018-10-17,100000.0,0.16028207645047207,HOLD,100000.0,0
2018-10-18,100000.0,0.16354385804429653,HOLD,100000.0,0
2018-10-19,100000.0,0.10298320483412382,HOLD,100000.0,0
2018-10-22,100000.0,0.10298320483412382,HOLD,100000.0,0
2018-10-23,100000.0,0.10298320483412382,HOLD,100000.0,0
2018-10-24,100000.0,0.10298320483412382,HOLD,100000.0,0
2018-10-25,100000.0,0.10298320483412382,HOLD,100000.0,0
2018-10-26,100000.0,0.10298320483412382,HOLD,100000.0,0
2018-10-29,100000.0,0.09757109052628757,HOLD,100000.0,0
2018-10-30,100000.0,0.09582418937008691,HOLD,100000.0,0
2018-10-31,100000.0,0.09582418937008691,HOLD,100000.0,0
2018-11-01,100000.0,0.09582418937008691,HOLD,100000.0,0
2018-11-02,100000.0,0.09582418937008691,HOLD,100000.0,0
2018-11-05,100000.0,0.09582418937008691,HOLD,100000.0,0
2018-11-06,100000.0,0.09582418937008691,HOLD,100000.0,0
2018-11-07,100000.0,0.09582418937008691,HOLD,100000.0,0
2018-11-08,100000.0,0.18434728590078295,HOLD,100000.0,0
2018-11-09,100000.0,0.15770779625942663,HOLD,100000.0,0
2018-11-12,100000.0,0.09754301329352427,HOLD,100000.0,0
2018-11-13,100000.0,0.09754301329352427,HOLD,100000.0,0
2018-11-14,100000.0,0.09754301329352427,HOLD,100000.0,0
2018-11-15,100000.0,0.09754301329352427,HOLD,100000.0,0
2018-11-16,100000.0,0.09754301329352427,HOLD,100000.0,0
2018-11-19,100000.0,0.09754301329352427,HOLD,100000.0,0
2018-11-20,100000.0,0.09579656146597311,HOLD,100000.0,0
2018-11-21,100000.0,0.0965639363965808,HOLD,100000.0,0
