bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
0.980010986328125,0.00696327233251192,8,0.004557216427878328,0.980010986328125,3a,22,3a,buy,True,0,False,60.15442076343865,1.9545475786791826,40.754463035185495,139.75999450683594,323,0.31544199402566353,0.2948129352932938,-0.04125811746473951,0.787151,,324,0,0.002110083738996582,51.18947070321216,2025/07/18 14:25,29172.0
1.2450103759765625,0.008846172569156496,9,0.004557216427878328,1.2450103759765625,3a,22,3a,buy,True,1,False,51.43528887277541,-0.8795024712039918,33.99702509144894,139.75,324,0.3027838690355297,0.25215136907499414,-0.10126499992107107,1,0.005484063345826664,,1,0.0018047070287990274,50.99511471744659,2025/07/18 14:30,27696.0
0.94500732421875,0.00662628256368189,5,0.008644265126996821,0.94500732421875,3a,23,3a,buy,True,0,False,66.14614249520461,3.1703312335943963,45.154205408001204,141.75,646,0.4974213887946374,0.4442903338922406,-0.10626210980479356,0.596217,,666,2,0.00313806237343537,54.27068759107007,2025/07/24 15:20,40751.0
0.975006103515625,0.006836630550509356,8,0.008644265126996821,0.975006103515625,3a,23,3a,buy,True,0,False,40.45984959610378,-11.540454747597522,23.12641481487001,141.7050018310547,649,0.4265562763143448,0.3102196343960486,-0.23267328383659236,0.615143,,666,3,0.0021903550430514922,52.14976731911296,2025/07/24 15:35,27766.0
1.035003662109375,0.007257326524164286,9,0.008644265126996821,1.035003662109375,3a,23,3a,buy,True,0,False,32.21973073600272,-17.220982424603612,15.739493015800607,141.58999633789062,650,0.39310804528411253,0.25931512116318345,-0.26758584824185816,0.652996,,666,4,0.001830973790447886,49.669640055887406,2025/07/24 15:40,27774.0
1.0550079345703125,0.007397594179673344,10,0.008644265126996821,1.0550079345703125,3a,23,3a,buy,True,0,False,26.043711122434182,-11.012406558976991,13.691671895297123,141.65499877929688,651,0.35881901415547496,0.22166288964092473,-0.27431224902910045,0.665617,,666,5,0.0015650956738803693,51.085609890814986,2025/07/24 15:45,26608.0
1.345001220703125,0.009430993716629591,13,0.008644265126996821,1.345001220703125,3a,23,3a,buy,True,0,False,18.039251780759756,4.629937996028374,13.56948051918263,141.35000610351562,654,0.2601170861506084,0.12048113010675365,-0.2792719120877095,0.848578,,666,6,0.0008507413104342169,44.10163869392083,2025/07/24 16:00,42743.0
1.415008544921875,0.009921877014475172,15,0.008644265126996821,1.415008544921875,3a,23,3a,buy,True,0,False,14.571623910468976,3.4182189121740905,10.85382224437068,141.25,656,0.18778095282922255,0.041182701987537484,-0.29319650168337014,0.892746,,666,7,0.0002908912052244022,42.0763794999203,2025/07/24 16:10,33604.0
1.5250091552734375,0.010693188630466626,16,0.008644265126996821,1.5250091552734375,3a,23,3a,buy,True,0,False,13.91215559732736,9.95534571847768,12.593218971044132,141.2100067138672,657,0.151382975666906,0.005791067017639762,-0.2911838172985325,0.962147,,666,8,4.0912603595191905e-05,41.238548125823144,2025/07/24 16:15,17530.0
1.5449981689453125,0.010833349293103443,18,0.008644265126996821,1.5449981689453125,3a,23,3a,buy,True,0,False,14.964457900081733,18.797386289101127,16.24210069642153,141.2100067138672,659,0.08541118134520768,-0.04168133383245731,-0.25418503035533,0.974758,,666,9,-0.0002945652191971703,41.46191629061669,2025/07/24 16:25,12702.0
1.5550079345703125,0.010903536617294093,19,0.008644265126996821,1.5550079345703125,3a,23,3a,buy,True,0,False,16.471603813042307,25.514479290805774,19.485895638963463,141.25999450683594,660,0.05742678858097733,-0.0545107824759441,-0.22387514211384285,0.981073,,666,10,-0.00038528057773827486,43.171322403408304,2025/07/24 16:30,23783.0
1.57501220703125,0.01104380427280315,22,0.008644265126996821,1.57501220703125,3a,23,3a,buy,True,0,False,21.289630803160463,31.295730737805812,24.624997448042247,141.1699981689453,663,-0.007243378468326708,-0.08487146805569523,-0.15525617917473705,0.993694,,666,11,-0.0006001035088075873,40.95993575940371,2025/07/24 16:45,17779.0
1.5850067138671875,0.011113884604121558,25,0.008644265126996821,1.5850067138671875,3a,23,3a,buy,True,1,False,33.36351235502369,39.13402658429452,35.287017098113964,141.07249450683594,666,-0.04704662550130725,-0.09589793713334416,-0.09770262326407382,1,0.006948845891097925,,12,-0.0006782912769050587,39.419589580316966,2025/07/24 17:00,20776.0
