bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume,zs_cnt
1.5449981689453125,0.01116166875728174,5,1.5449981689453125,1,6,1,buy,0.7899002704017553,True,0,False,26.719834494548724,4.15248577052504,19.197384919874164,136.8800048828125,91,-0.23571389860334438,-0.312797993412147,-0.1541681896176052,0.942134,,95,0,-0.0022656368606506216,31.11111758216144,2025/07/15 14:35,26902.0,1
1.6300048828125,0.011775790379819507,6,1.6300048828125,1,6,1,buy,0.9775972567658163,True,0,False,23.03363007650727,0.9164035682585379,15.661221240424359,136.92999267578125,92,-0.2595641245271289,-0.35496502822226716,-0.19080180739027652,0.993971,,95,1,-0.0025726204900537184,32.183616439439035,2025/07/15 14:40,32680.0,1
1.639892578125,0.01184722294334571,9,1.639892578125,1,6,1,buy,0.9775972567658163,True,1,False,15.17617277463226,-0.2788277681565461,10.02450592703599,136.86500549316406,95,-0.327844216687111,-0.4146038246895216,-0.17351921600482123,1,0.007017832733769811,,2,-0.0030095851256347526,32.37656590515597,2025/07/15 14:55,31119.0,1
1.1100006103515625,0.007947877568706612,18,1.1100006103515625,1,7,1,buy,0.6686619769672681,True,0,False,34.86577027323968,38.38128103991636,36.03760719546524,139.018798828125,391,-0.0361638033967012,-0.07001983091910802,-0.06771205504481363,0.735095,,425,3,-0.000502663423444683,37.97092989542461,2025/07/21 13:35,41866.0,1
1.25,0.008950307655900004,19,1.25,1,7,1,buy,1.5320065099497608,True,0,False,33.650310985706525,26.35755526050761,31.219392410640218,138.7100067138672,392,-0.050155972043521645,-0.10612464663080345,-0.11193734917456362,0.827809,,425,4,-0.0007620934286943438,30.057611129579698,2025/07/21 13:40,30392.0,1
1.3000030517578125,0.009308341813473054,41,1.3000030517578125,1,7,1,buy,1.5320065099497608,True,0,False,41.19174593067305,9.328307473894895,30.570599778413666,138.47999572753906,414,-0.06739531708924298,-0.0964066415874072,-0.05802264899632842,0.860924,,425,5,-0.0006937609371538173,32.54944564508031,2025/07/21 15:30,35339.0,1
1.4499969482421875,0.010382335029506954,45,1.4499969482421875,1,7,1,buy,1.5320065099497608,True,0,False,30.391660597439206,11.392462204116171,24.058594466331527,138.4250030517578,418,-0.10225956272991985,-0.14787266968997415,-0.0912262139201086,0.960257,,425,6,-0.0010649643725595098,35.26273674307029,2025/07/21 15:50,28439.0,1
1.510009765625,0.010812041572605765,52,1.510009765625,1,7,1,buy,1.5320065099497608,True,1,False,18.887257138467447,-0.8632941279796995,12.303740049651733,138.16000366210938,425,-0.17057152198926775,-0.2047788315661876,-0.06841461915383967,1,0.009844376912319007,,7,-0.0014772196892762803,29.139300747853454,2025/07/21 16:25,14538.0,1
1.399993896484375,0.010035079575720116,15,1.399993896484375,1,8,1,buy,2.5850185413087474,True,0,False,8.112295266704056,2.5564734390948267,6.260354657500979,138.14999389648438,466,-0.10259522934484004,-0.21883959028633626,-0.23248872188299244,1,,780,8,-0.0015767172823682575,24.634385444380115,2025/07/21 19:50,79941.0,1
1.54998779296875,0.011110227610917161,16,1.54998779296875,1,8,1,buy,2.5850185413087474,True,0,False,7.974614551271457,7.148530258675864,7.69925312040626,138.07000732421875,467,-0.13066845610312403,-0.24296136313625993,-0.22458581406627182,1,,780,9,-0.0017511892904997618,23.189507068483763,2025/07/21 19:55,219162.0,1
2.029998779296875,0.014550920071876326,17,2.029998779296875,1,8,1,buy,2.5850185413087474,True,0,False,10.19034296467091,23.48471344506763,14.621799791469815,137.8699951171875,468,-0.15954412234055498,-0.27504678729027887,-0.23100532989944778,1,,780,10,-0.0019833730585486135,20.02638331773184,2025/07/22 13:30,69442.0,1
0.600006103515625,0.004231951676411212,17,0.600006103515625,1,8,1,buy,0.15968238338908042,True,0,False,39.14072534016974,39.8793124658189,39.38692104871946,141.30999755859375,779,-0.0319176379050449,-0.05258341649209797,-0.04133155717410614,0.789583,,780,11,-0.00037154740831332647,37.12137905703407,2025/07/25 19:55,238801.0,1
0.7599029541015625,0.00535973311217524,18,0.7599029541015625,1,8,1,buy,0.15968238338908042,True,1,False,44.2254585800506,74.7338580193358,54.39492505981234,142.4550018310547,780,-0.019602486014445232,0.029658121547953442,0.09852121512479735,1,0.015954523602469753,,12,0.00020945842549772564,73.29300903040082,2025/07/28 13:30,88454.0,1
2.5500030517578125,0.017820973632120814,5,2.5500030517578125,1,9,1,buy,0.8064634401488944,True,0,False,33.65536567284423,-11.697402118739731,18.53777640898291,140.57000732421875,862,-0.13492745744667936,-0.25315358714027525,-0.23645225938719178,0.461958,,890,13,-0.0017825530250148336,25.229724268296067,2025/07/29 13:50,26951.0,1
2.75,0.019218674053958253,6,2.75,1,9,1,buy,1.1280316446390626,True,0,False,26.87965603865877,-13.77460176645399,13.328236770287848,140.4199981689453,863,-0.17626932394621833,-0.3416367899443742,-0.3307349319963117,0.498189,,890,14,-0.002407603721296485,24.007300479882687,2025/07/29 13:55,44961.0,1
2.769989013671875,0.019358369449747302,7,2.769989013671875,1,9,1,buy,1.1280316446390626,True,0,False,22.68665015530984,-2.47138514478371,14.300638388611992,140.77000427246094,864,-0.21684490416175456,-0.37914722502389964,-0.32460464172429015,0.501811,,890,15,-0.002673525353569169,32.25493635932223,2025/07/29 14:00,63989.0,1
2.8899993896484375,0.020197075013015132,8,2.8899993896484375,1,9,1,buy,1.1487430762588078,True,0,False,19.37885764791825,-0.46789739643129735,12.763272633135067,140.47999572753906,865,-0.258945835573264,-0.4273495612193017,-0.33680745129207534,0.523552,,890,16,-0.003015523622349069,29.407012506766492,2025/07/29 14:05,58335.0,1
2.929901123046875,0.02047593261605968,10,2.929901123046875,1,9,1,buy,1.1487430762588078,True,0,False,15.277732417847924,4.5679450554968675,11.707803297064238,140.42999267578125,867,-0.3348119527754906,-0.4810661189747236,-0.2925083323984661,0.53078,,890,17,-0.003398786784879505,29.63987813208611,2025/07/29 14:15,25141.0,1
2.9799957275390625,0.020826024207185975,11,2.9799957275390625,1,9,1,buy,1.1487430762588078,True,0,False,13.683873543163878,4.120720295059616,10.496155793795792,140.26499938964844,868,-0.36961126689804036,-0.5088085233882396,-0.2783945129803984,0.539855,,890,18,-0.003597191307289746,27.98138003536056,2025/07/29 14:20,26947.0,1
2.989990234375,0.020895871905080497,12,2.989990234375,1,9,1,buy,1.1487430762588078,True,0,False,11.920923036200339,1.3432199944191012,8.39502202227326,140.1649932861328,869,-0.4022336800300422,-0.5327233325580494,-0.2609793050560144,0.541666,,890,19,-0.003768793428930847,26.995388770315017,2025/07/29 14:25,21149.0,1
3.5099945068359375,0.02452997831202321,13,3.5099945068359375,1,9,1,buy,1.1487430762588078,True,0,False,10.209684505247033,-0.05774668047280329,6.787207443340421,139.64500427246094,870,-0.43916088208793996,-0.5868696903195314,-0.2954176164631829,0.63587,,890,20,-0.004155571624611622,22.54663801496673,2025/07/29 14:30,33028.0,1
3.55999755859375,0.024879430076909247,14,3.55999755859375,1,9,1,buy,1.1487430762588078,True,0,False,8.946069899273136,1.3643822634297536,6.418840687325342,139.60159301757812,871,-0.4765421222298928,-0.6260670827977037,-0.2990499211356219,0.644928,,890,21,-0.004436902338752832,22.21745631858286,2025/07/29 14:35,25639.0,1
3.75,0.026207282800852164,15,3.75,1,9,1,buy,1.1487430762588078,True,0,False,7.4671589874436854,-1.4063064835330152,4.509337163784785,139.35000610351562,872,-0.5151761446534626,-0.6697122343477417,-0.30907217938855824,0.679349,,890,22,-0.004750588661121776,20.36202358480564,2025/07/29 14:40,30286.0,1
3.769989013671875,0.02634697819664121,16,3.769989013671875,1,9,1,buy,1.1487430762588078,True,0,False,8.951654767944742,17.858629450951078,11.920646328946855,139.7010955810547,873,-0.5457945092406161,-0.6682679675892302,-0.24494691669722823,0.68297,,890,23,-0.004743517876435873,29.242528028600077,2025/07/29 14:45,23040.0,1
3.910003662109375,0.0273254857934048,20,3.910003662109375,1,9,1,buy,1.1487430762588078,True,0,False,15.76446159621322,20.209049383168697,17.245990858531712,139.36000061035156,877,-0.6091080886651985,-0.6484976301865686,-0.07877908304274017,0.708335,,890,24,-0.004614931800607306,27.552043222579954,2025/07/29 15:05,41516.0,1
3.9199981689453125,0.02739533349129932,21,3.9199981689453125,1,9,1,buy,1.1487430762588078,True,0,False,14.342083477149192,5.807814762765041,11.497327239021141,139.1699981689453,878,-0.6185963441384187,-0.6565493660312995,-0.07590604378576171,0.710146,,890,25,-0.004675561971725961,25.721766560813236,2025/07/29 15:10,35904.0,1
4.160003662109375,0.029072637980128276,22,4.160003662109375,1,9,1,buy,1.1487430762588078,True,0,False,12.798674420637644,3.5382200815683618,9.71185630761455,139.0,879,-0.6286644292142294,-0.6689367695174724,-0.08054468060648601,0.753625,,890,26,-0.00476735265010617,24.174416163686487,2025/07/29 15:15,32905.0,1
4.269989013671875,0.029841282570088164,23,4.269989013671875,1,9,1,buy,1.1487430762588078,True,0,False,12.068406831422774,7.686801296133552,10.607871652993033,138.97500610351562,880,-0.637534064216297,-0.6730126042245672,-0.07095708001654044,0.77355,,890,27,-0.004799798518997802,23.946328799634173,2025/07/29 15:20,42556.0,1
4.279998779296875,0.0299112369056894,25,4.279998779296875,1,9,1,buy,1.1487430762588078,True,0,False,10.39599678918869,5.821643723805707,8.871212434061029,138.91000366210938,882,-0.6492626779773538,-0.6669076703467454,-0.03528998473878309,0.775364,,890,28,-0.004762603411294813,23.44676739350433,2025/07/29 15:30,37417.0,1
4.6999969482421875,0.03284643978286004,26,4.6999969482421875,1,9,1,buy,1.1487430762588078,True,0,False,8.902045067028244,-0.06166526593442967,5.914141622707352,138.38999938964844,883,-0.658437746444917,-0.69513802031517,-0.07340054774050597,0.85145,,890,29,-0.004968516027108305,18.941045753478107,2025/07/29 15:35,34281.0,1
4.8899993896484375,0.034174292506802956,27,4.8899993896484375,1,9,1,buy,1.1487430762588078,True,0,False,7.918333824923328,2.016066372293846,5.9509113407135015,138.3000030517578,884,-0.670052839179652,-0.7165132101185918,-0.09292074187787969,0.885871,,890,30,-0.005125661013918396,18.286100361450153,2025/07/29 15:40,52397.0,1
4.8899993896484375,0.034174292506802956,28,4.8899993896484375,1,9,1,buy,1.1487430762588078,True,0,False,8.304129899754393,10.618906348740783,9.075722049416523,138.39999389648438,885,-0.6794659280130915,-0.7171182833468492,-0.07530471066751554,0.885871,,890,31,-0.005133769247351296,21.532565003174597,2025/07/29 15:45,55533.0,1
5.0099945068359375,0.03501289143236407,30,5.0099945068359375,1,9,1,buy,1.1487430762588078,True,0,False,10.170474335507972,10.157163096481852,10.166037255832599,138.11000061035156,887,-0.6897952643846559,-0.7128936377467028,-0.046196746724093796,0.90761,,890,32,-0.005110800664578772,20.915935034694144,2025/07/29 15:55,37596.0,1
5.160003662109375,0.036061246727022184,31,5.160003662109375,1,9,1,buy,1.1487430762588078,True,0,False,9.958163812084425,8.684300671543156,9.533542765237335,138.03500366210938,888,-0.6956560721105343,-0.7190993030140476,-0.0468864618070266,0.934785,,890,33,-0.005159269647542966,20.293597320562625,2025/07/29 16:00,40585.0,1
5.3699951171875,0.03752879484675415,32,5.3699951171875,1,9,1,buy,1.1487430762588078,True,0,False,9.508139674008957,6.807994845556152,8.608091397858022,137.82000732421875,889,-0.703108284215685,-0.7329171326362882,-0.059617696841206325,0.972827,,890,34,-0.005262770765283385,18.586282809599993,2025/07/29 16:05,25987.0,1
5.519989013671875,0.038577043503705555,33,5.519989013671875,1,9,1,buy,1.1487430762588078,True,1,False,9.295668290369306,8.02083998853142,8.87072552309001,137.7100067138672,890,-0.7113197699712636,-0.7441657129935777,-0.06569188604462828,1,0.00915893319585598,,35,-0.005347963944103968,17.76287230623747,2025/07/29 16:10,33840.0,1
0.45001220703125,0.0033593026610729926,7,0.45001220703125,1,10,1,buy,4.3273715282629307e-07,True,0,False,39.184936823067424,11.553387320920606,29.97442032235182,133.5399932861328,1056,-0.15531113049941186,-0.14933922250841647,0.01194381598199079,0.070424,,1099,36,-0.0011153787259428841,34.14459031093418,2025/07/31 17:00,26079.0,2
0.5500030517578125,0.004105725770323343,8,0.5500030517578125,1,10,1,buy,0.018323831014332815,True,0,False,34.50126307474648,6.399220584820867,25.133915578104613,133.4949951171875,1057,-0.15584043075981985,-0.15795763180145173,-0.004234402083263755,0.086072,,1099,37,-0.0011800061037611498,32.849935327145715,2025/07/31 17:05,17524.0,2
0.6200103759765625,0.004628324461799095,9,0.6200103759765625,1,10,1,buy,0.1290284005151778,True,0,False,28.765540101415354,-5.648797738571375,17.29409415475311,133.35000610351562,1058,-0.1595675316013026,-0.17447593496723357,-0.029816806731861933,0.097028,,1099,38,-0.001303773545987532,29.030403365968397,2025/07/31 17:10,13392.0,2
0.790008544921875,0.005897346262525197,10,0.790008544921875,1,10,1,buy,0.23706178260108998,True,0,False,24.116613305400495,-3.776947470688633,14.818759713370785,133.2449951171875,1059,-0.1664152733844148,-0.19380624051686368,-0.05478193426489775,0.123632,,1099,39,-0.0014486836210775502,26.61654575620524,2025/07/31 17:15,26114.0,2
