date,equity,cash,pos,buy_th,sell_th,p_day
2018-10-01,100000.0,100000.0,0,0.3,0.3,0.18830035524875866
2018-10-02,100000.0,100000.0,0,0.3,0.3,0.18754599087059312
2018-10-03,100000.0,100000.0,0,0.3,0.3,0.21685528166258447
2018-10-04,100000.0,100000.0,0,0.3,0.3,0.1717065508113719
2018-10-05,100000.0,100000.0,0,0.3,0.3,0.20158740659391117
2018-10-08,100000.0,100000.0,0,0.3,0.3,0.14451413212448658
2018-10-09,100000.0,100000.0,0,0.3,0.3,0.16097238595665295
2018-10-10,100000.0,100000.0,0,0.3,0.3,0.21746867072493092
2018-10-11,100000.0,100000.0,0,0.3,0.3,0.15619970208121367
2018-10-12,100000.0,100000.0,0,0.3,0.3,0.13360142011449577
2018-10-15,100000.0,100000.0,0,0.3,0.3,0.15547951886068018
2018-10-16,100000.0,100000.0,0,0.3,0.3,0.12241261839567887
2018-10-17,100000.0,100000.0,0,0.3,0.3,0.12627178116595653
2018-10-18,100000.0,100000.0,0,0.3,0.3,0.12806440112361483
2018-10-19,100000.0,100000.0,0,0.3,0.3,0.1264222171221755
2018-10-22,100000.0,100000.0,0,0.3,0.3,0.12583189267960043
2018-10-23,100000.0,100000.0,0,0.3,0.3,0.12361923411356102
2018-10-24,100000.0,100000.0,0,0.3,0.3,0.12851572188813185
2018-10-25,100000.0,100000.0,0,0.3,0.3,0.11846203858325799
2018-10-26,100000.0,100000.0,0,0.3,0.3,0.1273182578030324
2018-10-29,100000.0,100000.0,0,1.9499999999999993,-0.5,0.11793370023068983
2018-10-30,100000.0,100000.0,0,1.9499999999999993,-0.5,0.12037350309983892
2018-10-31,100000.0,100000.0,0,1.6499999999999995,-0.5,0.12271929963771133
2018-11-01,100000.0,100000.0,0,1.6499999999999995,-0.5,0.12635169870925259
2018-11-02,100000.0,100000.0,0,0.6999999999999997,-0.5,0.13277064166239394
2018-11-05,100000.0,100000.0,0,0.6999999999999997,-0.5,0.12852743657468244
2018-11-06,100000.0,100000.0,0,-0.5,1.1499999999999997,0.12832645342931215
2018-11-07,100000.0,100000.0,0,-0.5,1.7499999999999996,0.16331638698427875
