bsp1_bi_amp,bsp1_bi_amp_rate,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,kdj_,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
,,0.039200782775878906,0.002646913009128292,0.3895998001098633,0.02695259786690995,1.0,0.1894253717642739,0.039200782775878906,,537,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414A446510>,-0.0001371163398310884,-0.0035681473507089834,-0.00686206202175579,0.004007927012805662,-0.00024129146994629393,35.18440598438826,2025/06/18 16:38,2s,3015.0,
,,0.05000019073486328,0.003371557045994111,0.3895998001098633,0.02695259786690995,2.0,0.1658111498684291,0.05000019073486328,,590,True,False,,<Math.KDJ.KDJ_Item object at 0x0000024148794D10>,-0.002246103331523179,-0.004580156487296705,-0.004668106311547052,0.007780834023693323,-0.0003093472950779755,34.301804056160606,2025/06/18 17:35,2s,9354.0,
,,0.1099996566772461,0.007377575976054651,0.1100006103515625,0.007483034814886947,1.0,0.09091066722152864,0.1099996566772461,,753,True,False,,<Math.KDJ.KDJ_Item object at 0x0000024148BA07D0>,0.014842946973315202,0.00854117326074011,-0.012603547425150186,0.010810800361494111,0.0005762233005198988,45.23551009594596,2025/06/20 13:49,2s,3410.0,
,,0.125,0.008460237105064253,0.19999980926513672,0.013368971173472657,1.0,0.6999976158119352,0.125,,857,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241493FD610>,0.017622704325517612,0.01925004511049977,0.003254681569964314,0.004697966215862459,0.001295278415128877,64.96125381405008,2025/06/20 15:42,2s,12997.0,
,,0.0791006088256836,0.00519342979130105,0.25,0.0161917102846057,1.0,0.48000335693359375,0.0791006088256836,,1580,False,False,,<Math.KDJ.KDJ_Item object at 0x0000024149C69F70>,0.008227936635419323,0.011809071934342441,0.007162270597846236,0.00450687408553007,0.0007731339272121796,66.60113615433514,2025/06/24 15:17,2s,1283.0,
,,0.03899955749511719,0.0025588581488156163,0.25,0.0161917102846057,2.0,0.3600006103515625,0.03899955749511719,,1606,False,False,,<Math.KDJ.KDJ_Item object at 0x0000024149C6BCB0>,-0.001173269222130439,0.0006513023375358529,0.003649143119332584,0.003926666687887169,4.266129650811137e-05,54.81784585509597,2025/06/24 15:46,2s,2230.0,
,,0.07999992370605469,0.005256236682160845,0.25,0.0161917102846057,3.0,0.44000244140625,0.07999992370605469,,1695,False,False,,<Math.KDJ.KDJ_Item object at 0x0000024149057410>,0.010147429364576641,0.008802867624005728,-0.002689123481141826,0.001960766836418615,0.0005759559831695164,65.38591308880929,2025/06/24 17:16,2s,1025.0,
,,0.039999961853027344,0.002619512812960677,0.25,0.0161917102846057,4.0,0.48000335693359375,0.039999961853027344,,1740,False,False,,<Math.KDJ.KDJ_Item object at 0x0000024149BC22D0>,0.004758298951682286,0.005854040870499233,0.002191483837633894,0.003265851689383238,0.00038274596701067865,63.742812926215294,2025/06/24 18:02,2s,1667.0,
,,0.05000019073486328,0.003265851689383238,0.07999992370605469,0.005256236682160845,1.0,0.5,0.05000019073486328,,1806,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241486C7230>,-0.0024873461763261417,-0.0036261926838143665,-0.0022776930149764497,0.006553042352263289,-0.0002373871489922179,44.90683514590989,2025/06/24 19:08,2s,2777.0,
0.09999942779541016,0.006553042352263289,0.09999942779541016,0.006553042352263289,0.25,0.0161917102846057,5.0,0.6800003051757812,0.09999942779541016,1.880951499612155,1835,False,False,<Math.KDJ.KDJ_Item object at 0x00000241486C6ED0>,<Math.KDJ.KDJ_Item object at 0x00000241486C6ED0>,0.013601436108184383,0.01803141810810338,0.008859963999837996,0.0052083284826948155,0.001177533769217091,69.59445934180141,2025/06/24 19:40,"1,2s",32955.0,1
,,0.07999992370605469,0.0052083284826948155,0.07999992370605469,0.005256236682160845,2.0,0.2500059604701619,0.07999992370605469,,1854,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241486C6870>,-0.0032632556601817206,-0.006775842954862554,-0.0070251745893616675,,-0.0004427323825628514,41.44599220369099,2025/06/24 19:59,2s,174092.0,
