bsp2_bi_amp,bsp2_break_bi_amp,bsp2_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
14.27996826171875,18.70001220703125,0.7636341679151122,14.27996826171875,,96,False,False,,3.2719088389384914,3.8408545688291724,1.137891459781362,0.0040996272549247105,62.11169680020931,2024/10/14 18:30,2,46664.0
39.35003662109375,66.2950439453125,0.5935592508778488,39.35003662109375,,166,True,False,,2.935135289317137,0.30544387619613644,-5.2593828262420015,0.00033980815118730116,42.82683431508987,2024/10/28 18:30,2,110230.0
61.550048828125,202.20001220703125,0.3044018056987272,61.550048828125,,217,False,False,,-9.879063913164227,-4.482382178911166,10.793363468506122,-0.005731322166194853,50.504046393922295,2024/11/07 14:30,2,123353.0
62.58001708984375,64.125,0.9759066992568226,62.58001708984375,,317,True,False,,-1.597702987957445,-6.347038867603487,-9.498671759292085,-0.011018232940206154,32.295589014949655,2024/11/27 16:30,2,140856.0
24.7249755859375,41.2249755859375,0.5997571917149075,24.7249755859375,,664,False,False,,3.9741658525472827,2.5123313988191285,-2.9236689074563085,0.003628700149911408,53.47184961381861,2025/02/13 14:30,2,60646.0
53.60919189453125,55.27996826171875,0.9697760975679773,53.60919189453125,,768,True,False,,-7.09028175331598,-9.295605355784232,-4.410647204936504,-0.015684872944431386,33.06324062810066,2025/03/06 20:30,2,322316.0
43.27667236328125,98.53167724609375,0.43921582959755145,43.27667236328125,,898,False,False,,-4.276703106588374,-0.8642954839716595,6.824815245233429,-0.0014816988720308818,56.49611731174565,2025/04/02 16:30,2,50915.0
97.20001220703125,128.780029296875,0.754775509352908,97.20001220703125,,943,True,False,,-1.9657330834683246,-3.391489989640206,-2.851513812343763,-0.00683488263273804,46.5228295692384,2025/04/10 19:30,2,486324.0
50.83001708984375,106.31988525390625,0.47808570305032594,50.83001708984375,,1168,False,False,,-0.7997500517793312,0.04808476420498664,1.6956696319686357,7.060322911839776e-05,54.862491393616736,2025/05/29 13:30,2,79004.0
39.989990234375,71.63397216796875,0.5582545407450766,39.989990234375,,1208,True,False,,5.5531208908954195,4.005620855389907,-3.0950000710110253,0.005826607201816438,42.389614961637434,2025/06/05 18:30,2,136819.0
