bsp2_bi_amp,bsp2_break_bi_amp,bsp2_retrace_rate,bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
,,,,,,,1.426136165262415,0.02343724954818638,1.426136165262415,,399,False,False,,-0.22592014039107716,-0.11637364092733193,0.21909299892749046,-0.010783225803943738,52.84150765508332,2001/08/02,3b,4234912.0
,,,,,,,1.0907500251377158,0.08311867652781305,1.0907500251377158,,3333,True,False,,0.35805624553502435,0.364173823247409,0.012235155424769273,0.019714807242386948,60.04060584766084,2013/04/05,3b,3324800.0
2.4360594160516023,5.843435159558052,0.41688824288004,,,,,2.4360594160516023,0.011996957383348302,2.4360594160516023,,3821,True,False,,0.3316101936277641,0.10456757427066066,-0.4540852387142069,0.003996847954598025,43.35173614272265,2015/03/13,"2,3b",5697300.0
,,,,,,,5.643686063868877,0.034363160659950445,5.643686063868877,,3966,False,False,,-1.0600024738815121,-0.7040392924126024,0.7119263629378194,-0.028665139731341126,52.22898185917646,2015/10/08,3b,10213500.0
,,,,,,,1.9080465795756982,0.04009587926920349,1.9080465795756982,,4170,True,False,,0.4337452609019066,0.34918974664177327,-0.16911102852026672,0.024483830534648397,48.513782638550836,2016/08/01,3b,13007200.0
,,,,,,,1.1722441924183578,0.0510568063777987,1.1722441924183578,,4761,False,False,,-0.1951937922542171,-0.11266035000473806,0.16506688449895807,-0.006477940766615273,46.407917631707875,2018/12/04,3b,8248600.0
0.660534010603989,5.026979549628706,0.13139779147356512,,,,,0.660534010603989,0.07045745920102973,0.660534010603989,,4818,True,False,,0.32914831812831036,0.23629016863645802,-0.18571629898370468,0.01274113695984208,50.75065390857355,2019/02/28,"2,3b",8638700.0
,,,1.4667749029202142,3.6838360815538493,1.0,0.32201488219198066,1.4667749029202142,0.030490263940792968,1.4667749029202142,,5300,True,False,,0.22887196436309706,0.15461134820197486,-0.1485212323222444,0.008980916712286941,46.642580323543115,2021/01/27,"2s,3b",10041100.0
1.9412682625878723,5.52243142378757,0.3515241953437332,,,,,1.9412682625878723,0.10839632401001459,1.9412682625878723,,5759,True,False,,0.5687951179381995,0.48700500707998273,-0.1635802217164335,0.01676226581416868,53.58975202305811,2022/11/21,"2,3b",6415100.0
2.479557257087862,7.241218952404132,0.3424226326238392,,,,,2.479557257087862,0.040576334496361784,2.479557257087862,,6109,True,False,,0.7062869027736779,0.43683104294575514,-0.5389117196558455,0.011983064774747414,46.643687518509324,2024/04/16,"2,3b",8086700.0
