bsp1_bi_amp,bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
,12.669409258650127,17.93837100657924,1.0,0.8067333165614182,12.669409258650127,,287,True,False,,-0.44747811897429435,-1.0779859832331766,-1.2610157285177646,-0.024162067672323352,31.5160754980011,2001/02/22,2s,2991100.0
,6.658371031293768,10.127664786086271,1.0,0.2686988143852698,6.658371031293768,,489,True,False,,0.3686266997578282,-0.03903022651026333,-0.815313852536183,-0.0010625063884843293,43.23544304888035,2001/12/14,2s,2486900.0
,10.802578242167005,10.127664786086271,2.0,0.5189547856637693,10.802578242167005,,524,True,False,,-0.6078986737875196,-1.3203928258680335,-1.4249883041610278,-0.03590480741494797,33.21764173352079,2002/02/06,2s,4791500.0
,4.4001177188078415,10.127664786086271,3.0,0.5059430980400669,4.4001177188078415,,535,True,False,,-1.0691991076672611,-1.1594678196921109,-0.18053742404969952,-0.033044878322709456,38.81106414628633,2002/02/22,2s,3494400.0
,7.251360659999129,6.808796917485502,1.0,0.5083823012560731,7.251360659999129,,623,False,False,,-0.6703071282372467,-0.45444564634518514,0.4317229637841231,-0.010469021979945418,55.739928245696575,2002/06/28,2s,3068400.0
,7.588237064916974,11.73955447663641,1.0,0.8896310207929018,7.588237064916974,,759,False,False,,0.31370174187982636,0.979884718520232,1.3323659532808112,0.04016317765783414,69.7953529577539,2003/01/13,2s,4828100.0
,5.615191197830541,17.032991215632606,1.0,0.031067722779612846,5.615191197830541,,876,True,False,,0.8893370481645941,0.40812959794815384,-0.9624149004328806,0.011283909116813599,49.437269282269924,2003/07/01,2s,3231100.0
,4.754743985057409,14.089349348321328,1.0,0.3259871869448981,4.754743985057409,,1039,True,False,,1.2329367333332877,0.7066074439296486,-1.0526585788072782,0.013683341143659529,44.542284024344326,2004/02/24,2s,2615200.0
,3.768507650771447,14.089349348321328,2.0,0.2230755589807453,3.768507650771447,,1060,True,False,,0.48364111758797373,0.2629651484585054,-0.4413519382589367,0.004961942039038313,47.816849457655756,2004/03/24,2s,3133100.0
,12.140422856137292,14.089349348321328,3.0,0.684063750028559,12.140422856137292,,1092,True,False,,-1.3595730670096307,-1.787347980773589,-0.8555498275279168,-0.03527684468695872,25.125919556574985,2004/05/10,2s,4680400.0
,5.42684370688449,14.089349348321328,4.0,0.48651390813731865,5.42684370688449,,1139,True,False,,-0.4935628842418195,-0.7367177265120901,-0.48630968454054124,-0.014738517050520868,30.621084358069837,2004/07/19,2s,2634700.0
,3.2859855116264995,14.089349348321328,5.0,0.45476823761985535,3.2859855116264995,,1154,True,False,,-0.10290113718139009,-0.22327310266031475,-0.24074393095784932,-0.004471510897507666,38.7703749801339,2004/08/09,2s,1181500.0
,2.858190302031055,14.089349348321328,6.0,0.3617027273048952,2.858190302031055,,1171,True,False,,0.2602430633072803,0.11865554742975348,-0.28317503175505365,0.0023425957777140705,47.368413661748654,2004/09/01,2s,887000.0
,5.797417998829523,14.089349348321328,7.0,0.3444493800452781,5.797417998829523,,1205,True,False,,0.016775647878034296,-0.45806931870688317,-0.949689933169835,-0.008673564749367126,36.5597199711776,2004/10/20,2s,2690100.0
,4.47476562432189,7.2046997093431315,1.0,0.7220689373662194,4.47476562432189,,1632,False,False,,0.18947648047784962,0.377650623207046,0.3763482854583928,0.006057699410104224,55.415669098558105,2006/06/30,2s,2156800.0
,2.541899705550449,10.119777962532993,1.0,0.5601290450901438,2.541899705550449,,1764,True,False,,0.005678865432585658,-0.08852345867704514,-0.1884046482192616,-0.0015537464838644942,38.747576181168625,2007/01/10,2s,2839500.0
,8.899185093672244,7.674684908459213,1.0,0.8523134379073711,8.899185093672244,,1874,False,False,,0.7957892995290747,0.8297969197982908,0.06801524053843222,0.014141409033757019,67.05007760396478,2007/06/19,2s,2580100.0
,3.4679224735179233,7.674684908459213,2.0,0.5199203940920865,3.4679224735179233,,1896,False,False,,-0.5139578101302487,-0.5753096149906298,-0.12270360972076233,-0.010025405903994157,50.11434773606901,2007/07/20,2s,7751100.0
,9.261473120529274,15.000814196023008,1.0,0.6076357489835509,9.261473120529274,,2087,True,False,,-0.18960241763061939,-0.5932866263823442,-0.8073684175034497,-0.016333315655068785,42.065728579487946,2008/04/23,2s,7197000.0
,7.065414623091915,15.768657520137596,1.0,0.25023608805541053,7.065414623091915,,2531,True,False,,0.22078732548655422,-0.38602220869616843,-1.2136190683654453,-0.01235355314045498,38.53884608062355,2010/01/27,2s,11448100.0
,5.223708398471906,7.886724601577733,1.0,0.7516551130331371,5.223708398471906,,2646,False,False,,0.035507082442527385,0.3280279896170768,0.5850418143490989,0.009845939655013812,63.78800223144179,2010/07/13,2s,5787000.0
,2.9759311860886974,7.886724601577733,2.0,0.5670038035654271,2.9759311860886974,,2660,False,False,,-0.01012095933911833,0.0434821348820833,0.10720618844240326,0.0013086716120115952,54.107969242132626,2010/08/02,2s,5763000.0
,4.074960785001661,8.407825553817514,1.0,0.6929182330564009,4.074960785001661,,2969,True,False,,-0.39781015766798405,-0.3537168425726449,0.0881866301906783,-0.010732514567656603,46.39762967373618,2011/10/20,2s,7341700.0
,6.337864320818621,8.407825553817514,2.0,0.6733462400167792,6.337864320818621,,2993,True,False,,-0.030973222056219163,-0.5453508687295212,-1.0287552933466042,-0.01593126996217891,37.27279655667847,2011/11/23,2s,5796100.0
,4.765091816226452,8.407825553817514,3.0,0.4866420764321413,4.765091816226452,,3012,True,False,,0.09926747343192308,-0.20633128685030755,-0.6111975205644613,-0.005948858189679061,43.07387160964201,2011/12/21,2s,8169700.0
,2.637251914199524,8.729426880305816,1.0,0.2737301025252911,2.637251914199524,,3217,True,False,,0.3451294501114085,0.2934987451806208,-0.10326140986157539,0.006347810597383464,48.463573324806376,2012/10/15,2s,7499500.0
,5.862183546223676,8.729426880305816,2.0,0.4802070802990176,5.862183546223676,,3238,True,False,,0.12128224132869944,-0.3870303422709753,-1.0166251671993496,-0.008277105354146302,29.97973043500666,2012/11/15,2s,7143400.0
