feature,coef,abs_coef
k_range_over_atr,3.083155666625406,3.083155666625406
k_vol_5,1.1951153585419592,1.1951153585419592
k_close_pos,-1.0687683947789661,1.0687683947789661
ctx_days_since_last_bsp,-0.9889268389103371,0.9889268389103371
vix_slope40,0.8873681191980071,0.8873681191980071
vix_vol_20,-0.8649648553620586,0.8649648553620586
vix_ret_5,-0.8594625077322964,0.8594625077322964
vix_level,-0.6059581411227802,0.6059581411227802
ctx_density_buy,-0.5936356420361749,0.5936356420361749
vix_gap,-0.5394056806738414,0.5394056806738414
ctx_days_since_last_buy,0.5361779497895478,0.5361779497895478
vix_vol_10,-0.4720478685068391,0.4720478685068391
k_vol_20,0.46176043238837644,0.46176043238837644
vix_range_over_atr,0.43550865657512733,0.43550865657512733
k_above_ma_100,0.43104833121428454,0.43104833121428454
k_gap,-0.40589817943117074,0.40589817943117074
vix_ret1,0.3964911428352061,0.3964911428352061
vix_ret_40,0.3963427521981291,0.3963427521981291
vix_ret_20,0.38541283425611395,0.38541283425611395
vix_above_ma_100,0.37460465034456625,0.37460465034456625
k_above_ma_50,0.3707782881323551,0.3707782881323551
ctx_density_imb,-0.36972089966732063,0.36972089966732063
k_above_ma_20,0.3676897476914657,0.3676897476914657
k_ret1,0.35807618838919636,0.35807618838919636
k_atr_14,0.34230066840555784,0.34230066840555784
k_vol_10,0.3327261306022819,0.3327261306022819
vix_atr_14,-0.3298544922170612,0.3298544922170612
vix_vol_5,0.3160803962120235,0.3160803962120235
p,0.28921779431395866,0.28921779431395866
vix_close_pos,0.27503061174493926,0.27503061174493926
vix_above_ma_50,0.2720000729021318,0.2720000729021318
dp_minK,-0.24977537295649316,0.24977537295649316
ctx_density_sell,0.22675530890109938,0.22675530890109938
vix_vol_40,-0.18632054674580126,0.18632054674580126
bd_sell,-0.17640282061511864,0.17640282061511864
ctx_last_dir_sell,-0.17640282061511864,0.17640282061511864
ctx_last_dir_buy,0.1757935866452278,0.1757935866452278
bd_buy,0.1757935866452278,0.1757935866452278
vix_ret_10,-0.17017560192811004,0.17017560192811004
k_vol_40,0.15252326452790088,0.15252326452790088
rg_unknown,0.14452102988996826,0.14452102988996826
rg_down,-0.13171567530808417,0.13171567530808417
ctx_days_since_last_sell,-0.12610244571917895,0.12610244571917895
ctx_density_total,-0.12525104160057607,0.12525104160057607
k_ret_5,-0.12149026466622506,0.12149026466622506
k_ret_40,0.044632344110519834,0.044632344110519834
k_ret_10,0.038121786547300245,0.038121786547300245
k_slope40,0.024028040158058317,0.024028040158058317
k_ret_20,-0.017137599762879655,0.017137599762879655
rg_up,-0.01341458855177595,0.01341458855177595
dp_maxK,-0.011707051750991022,0.011707051750991022
vix_above_ma_20,-0.004277694793876867,0.004277694793876867
ctx_has_bsp,-0.0006092339698920321,0.0006092339698920321
bd_none,0.0,0.0
