bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
0.48000335693359375,0.004253086605863155,9,2.4199981689453125,0.021876677896033467,13,1.0,0.27272899235168385,0.48000335693359375,0.004253086605863155,9,0.0071357880155576365,0.48000335693359375,"2s,3b",,3b,buy,True,0,False,53.135932165757346,10.59210941703779,38.95465791618416,112.41999816894531,444,0.09740288363252676,0.06749036274607079,-0.05982504177291195,,,,0,0.0005995720759299815,45.99646798346721,2025/07/21 18:00,42664.0
