bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
1.010009765625,3.5150146484375,1.0,0.3556172946692134,1.010009765625,,507,True,False,,-0.05075255647746844,-0.1092904898944198,-0.11707586683390274,-0.00041129462396575535,38.49043952922076,2025/06/17 15:34,2s,2391.0
0.970001220703125,3.5150146484375,2.0,0.41535856919604097,0.970001220703125,,542,True,False,,-0.09259949147861765,-0.1006078948691993,-0.016016806781163295,-0.0003790687845587923,30.454042431986082,2025/06/17 16:09,2s,8545.0
0.3699951171875,3.5150146484375,3.0,0.22475256120854314,0.3699951171875,,576,True,False,,0.10333469849811869,0.08798111931298536,-0.030707158370266663,0.0003310706695758283,57.66447408130049,2025/06/17 16:44,2s,5577.0
0.644989013671875,1.290008544921875,1.0,0.2596815783870739,0.644989013671875,,730,True,False,,0.02512158755552325,-0.02866177824211036,-0.10756673159526722,-0.0001076176148618661,38.09873395128648,2025/06/17 19:20,2s,9076.0
1.75,4.420013427734375,1.0,0.24886940311388822,1.75,,818,False,False,,-0.2263573796038417,-0.07474270526677174,0.3032293486741399,-0.0002841360378220925,51.961905509438466,2025/06/18 14:18,2s,4741.0
0.540008544921875,1.44000244140625,1.0,0.5,0.540008544921875,,1090,False,False,,-0.030895151283963796,-0.044971580628157426,-0.02815285868838726,-0.0001729266241200481,47.16680211395543,2025/06/18 19:08,2s,8134.0
2.1300048828125,0.899993896484375,1.0,0.7555525414533247,2.1300048828125,,1170,True,False,,-0.06307874453395719,-0.18238016429302206,-0.23860283951812974,-0.0007006214150641496,38.95377993195675,2025/06/20 13:59,2s,23755.0
0.42999267578125,6.639984130859375,1.0,0.33283083385804696,0.42999267578125,,1609,True,False,,-0.14422348197590668,-0.12420994775374083,0.04002706844433168,-0.000470000274908894,39.41708291798045,2025/06/23 15:04,2s,1374.0
1.55999755859375,6.639984130859375,2.0,0.4623470095919183,1.55999755859375,,1653,True,False,,-0.22229142587423042,-0.27821837662810367,-0.11185390150774649,-0.0010545325857023898,24.556238595271395,2025/06/23 15:54,2s,4215.0
1.0,6.639984130859375,3.0,0.38102482316767705,1.0,,1714,True,False,,-0.033548698378260564,-0.07583497652962023,-0.08457255630271934,-0.0002871757267457516,46.0418810421958,2025/06/23 16:56,2s,5502.0
