feature,importance
klu_low,0.1958698
klu_open,0.06974615
feat_zs_cnt,0.057061464
klu_close,0.04344372
feat_bsp2s_bi_amp_rate,0.03911859
feat_bsp3_zs_height,0.03884989
feat_bsp2s_bi_klu_cnt,0.034161355
klu_high,0.032008823
feat_bsp2s_break_bi_amp,0.030755756
feat_bsp2s_break_bi_amp_rate,0.027825229
feat_break_bi_klu_cnt,0.025902774
feat_divergence_rate,0.022910133
feat_bsp1_bi_amp_rate,0.021273414
feat_bsp1_bi_klu_cnt,0.019574618
feat_bsp2_break_bi_amp_rate,0.019074949
feat_bsp2_break_bi_amp,0.019065881
feat_break_bi_amp,0.019056892
feat_break_bi_amp_rate,0.018934963
feat_bsp2_retrace_rate,0.017736444
feat_bsp2_bi_amp,0.01555733
feat_kdj_k,0.013882498
feat_bsp2s_break_bi_klu_cnt,0.013210573
feat_macd_value,0.012114416
lower_shadow,0.011472217
feat_bsp2s_lv,0.010960814
feat_bsp2s_retrace_rate,0.01037326
feat_bsp2_break_bi_bi_klu_cnt,0.010328358
feat_bi_amp_rate,0.010274331
feat_kdj_j,0.009491144
price_change_pct,0.008923873
feat_ppo,0.007710682
feat_bi_klu_cnt,0.0075660776
feat_level,0.007530164
feat_bi_amp,0.0075179995
feat_macd_dea,0.007499191
dmi_minus,0.007324669
feat_bsp3_bi_klu_cnt,0.007169217
feat_kdj_d,0.006683814
feat_macd_diff,0.006529869
feat_volume,0.006167326
dmi_plus,0.0060266755
feat_bsp2s_bi_amp,0.005949816
feat_bsp3_bi_amp,0.0050529325
feat_bsp2_bi_klu_cnt,0.0042802426
high_low_spread_pct,0.004078924
feat_bsp1_bi_amp,0.0040122056
dmi_adx,0.0039022756
upper_shadow,0.0038732346
feat_rsi,0.0038619568
is_bullish_candle,0.0026917406
feat_bsp3_bi_amp_rate,0.0026125922
body_size,0.0016899803
feat_bsp2_bi_amp_rate,0.0013087243
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
