feature,importance
feat_bsp2s_bi_amp,0.08717642
klu_open,0.056998577
feat_bsp2_break_bi_bi_klu_cnt,0.05377395
feat_bsp2_break_bi_amp,0.053523168
klu_high,0.041688498
feat_break_bi_amp_rate,0.03817551
klu_low,0.03452082
feat_break_bi_amp,0.033054072
feat_bsp2s_break_bi_amp_rate,0.030886823
feat_zs_cnt,0.030470036
klu_close,0.027846048
feat_bsp2_bi_amp,0.027331578
feat_break_bi_klu_cnt,0.026056206
feat_bsp3_bi_amp,0.02492657
feat_ppo,0.023738697
feat_level,0.022008652
feat_bsp2s_lv,0.021747805
feat_bsp2_bi_klu_cnt,0.020254165
feat_volume,0.020158872
feat_divergence_rate,0.01888916
feat_rsi,0.018784123
feat_bsp1_bi_klu_cnt,0.0183172
feat_bsp2s_break_bi_amp,0.017444823
feat_bsp3_bi_amp_rate,0.015503598
feat_bsp2s_break_bi_klu_cnt,0.015422258
feat_bi_amp_rate,0.01523859
feat_bsp2_bi_amp_rate,0.012197811
feat_bsp2s_retrace_rate,0.011037622
upper_shadow,0.010965909
feat_bi_amp,0.010627796
feat_bsp3_zs_height,0.010133424
feat_bi_klu_cnt,0.009915024
feat_macd_diff,0.009683221
feat_kdj_k,0.009527022
high_low_spread_pct,0.009369324
dmi_adx,0.009157998
dmi_minus,0.008870122
feat_bsp1_bi_amp,0.008561313
feat_bsp2_retrace_rate,0.008447497
price_change_pct,0.007949809
feat_bsp2_break_bi_amp_rate,0.00779758
feat_macd_dea,0.0074721226
feat_macd_value,0.0068379757
lower_shadow,0.006819378
feat_kdj_d,0.0065998975
feat_bsp1_bi_amp_rate,0.0064295246
feat_bsp2s_bi_amp_rate,0.0058618155
feat_kdj_j,0.0056589497
dmi_plus,0.005426276
is_bullish_candle,0.0052152677
body_size,0.0024825889
feat_bsp3_bi_klu_cnt,0.0015857943
feat_bsp2s_bi_klu_cnt,0.0014327116
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
