bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.589996337890625,0.0021068287383514427,0.001955273140472646,0.589996337890625,,400,False,False,50.10605259321919,100.51029454343376,66.90746657662405,-0.17652881868766376,-0.14974036458278306,0.05357690820976141,0.006877356812174059,-0.0005335842991957001,49.62452376614758,2025/06/20 17:15,3b,710.0
