bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
,,,0.720001220703125,0.009907819441927677,20,1.5450057983398438,0.020840436417614735,19,1.0,0.5177993847126272,,,,,0.720001220703125,,220,False,False,78.23702023454412,98.25233722273171,84.90879256393998,0.03276457669802325,0.06614756025230406,0.06676596710856163,0.02493530244275771,0.0009046692317381379,64.42110391172777,2025/05/13 18:50,2s,5864.0,
,,,0.37000274658203125,0.005073395653829066,11,1.2649993896484375,0.01703244172378098,53,1.0,0.23320627721554105,,,,,0.37000274658203125,,592,False,False,76.00830805187447,96.82665516602813,82.94775708992569,-0.05429048130023487,-0.01197175702242248,0.08463744855562479,0.006139216356088912,-0.00016363457792356175,52.51641307154693,2025/05/20 17:20,2s,6208.0,
,,,0.3800048828125,0.005216264801261338,18,1.2649993896484375,0.01703244172378098,53,2.0,0.1778705233827485,,,,,0.3800048828125,,621,False,False,80.65935343779896,75.60596003212879,78.97488896924223,-0.007929556149083321,0.009521518367620274,0.03490214903340719,0.0157039665869416,0.00013026354179452207,51.99710404940053,2025/05/20 19:45,2s,13124.0,
,,,0.94000244140625,0.013145048431343826,6,0.7600021362304688,0.010775586975531852,15,1.0,0.9473673643527581,,,,,0.94000244140625,,780,True,False,40.14433401512957,-0.7125168063473524,26.52538374130393,0.02205158931309112,-0.044924416714295035,-0.1339520120547723,0.009069000884456242,-0.0006305911304517981,24.545455348865218,2025/05/23 13:35,2s,8829.0,
,,,0.404998779296875,0.005687386385392961,8,0.7600021362304688,0.010775586975531852,15,2.0,0.6381569040807107,,,,,0.404998779296875,,811,True,False,46.41348352062161,7.713520309008885,33.51349578341737,-0.023626898154032863,-0.01639683282293447,0.014460130662196785,0.021184944474752745,-0.0002311195534275287,45.901611667640765,2025/05/23 16:10,2s,5106.0,
,,,0.375,0.005233044666983227,13,1.0200042724609375,0.014074848285907634,23,1.0,0.5735335916346284,,,,,0.375,,1139,False,False,78.66432123555053,95.90552023788032,84.41138756966046,-0.04412777019869235,-0.02024235530367946,0.04777082979002578,0.003956460715213204,-0.00028121822106743597,53.00382047949514,2025/05/30 17:30,2s,3369.0,
,,,0.5100021362304688,0.007108043710529181,16,1.0200042724609375,0.014074848285907634,23,2.0,0.794119407004054,,,,,0.5100021362304688,,1168,False,False,67.45623247487208,59.57379430545706,64.82875308506708,0.027536568784208515,0.04946348341132989,0.04385382925424275,0.018405781784330135,0.0006871614980452983,61.77376121568266,2025/05/30 19:55,2s,174168.0,
,,,1.3199996948242188,0.01860989269906852,25,1.0200042724609375,0.014074848285907634,23,3.0,0.784313432165991,,,,,1.3199996948242188,,1200,False,False,72.72539426006884,113.15968971722339,86.20349274578702,0.07299237355818484,0.10567705198495503,0.06536935685354037,0.007128019233888408,0.0014694507568716025,63.709098033136314,2025/06/02 16:05,2s,899.0,
,,,0.41500091552734375,0.00578519428446841,11,1.0200042724609375,0.014074848285907634,23,4.0,0.6862761230870495,,,,,0.41500091552734375,,1233,False,False,79.33853220992964,89.32318972234711,82.66675138073546,0.0019988814123445956,0.031334953397262666,0.05867214396983614,0.019404040142351916,0.000435589302316402,59.016084301858264,2025/06/02 18:50,2s,4612.0,
,,,0.7349929809570312,0.01019549200019473,16,0.720001220703125,0.01018821620713607,14,1.0,0.04860551858602128,0.7349929809570312,0.01019549200019473,16,0.006713759351534894,0.7349929809570312,,1573,True,False,24.35368546058524,1.893538628503208,16.86696984989123,-0.021909662641595228,-0.06634849467059212,-0.08887766405799377,0.016887311960907734,-0.0009262932853319222,39.66288296479344,2025/06/09 14:40,"2s,3b",4163.0,
,,,0.2079010009765625,0.002868193408649461,12,0.43499755859375,0.005957238819389279,10,1.0,0.24805317805528274,,,,,0.2079010009765625,,1703,False,False,60.751891516869264,104.91393130844267,75.47257144739373,-0.029779618383934493,-0.021061681283697453,0.01743587420047408,0.014071572597996391,-0.0002899637070832528,53.26471168967755,2025/06/10 19:05,2s,6481.0,
,,,0.31000518798828125,0.004408805762989338,8,1.0199966430664062,0.014623607785898298,18,1.0,0.7500018699557942,,,,,0.31000518798828125,,1993,True,False,43.67737315255157,9.137557941785545,32.16410141562956,-0.0038956006915057697,-0.008799007432671146,-0.009806813482330753,0.0136419094139463,-0.00012543511204614365,45.62095903503085,2025/06/16 17:20,2s,5366.0,
,,,1.1599960327148438,0.016347182182654116,58,1.0199966430664062,0.014623607785898298,18,2.0,0.9509772388980724,,,,,1.1599960327148438,,2092,True,False,14.242977820801368,6.045772354068973,11.510575998557236,-0.07820713992195644,-0.08984637452817879,-0.023278469212444697,0.016618853610288357,-0.0012831839562093838,33.883260219866216,2025/06/17 19:05,2s,13006.0,
,,,0.350006103515625,0.004966034149332834,20,0.3300018310546875,0.004717681850634882,5,1.0,0.4545475562953715,,,,,0.350006103515625,,2548,True,False,40.27065543532071,-3.0302964025180756,25.837004822707783,0.017405383125624205,-0.009301808038173931,-0.05341438232759627,0.016968522572532285,-0.00013228294839454454,37.06623180141353,2025/06/26 18:05,2s,8298.0,
,,,0.970001220703125,0.013871031266552585,32,2.2549972534179688,0.031086258959989642,55,1.0,0.2727266575767931,,,,,0.970001220703125,,2866,False,False,86.29047359190923,84.9559010713674,85.84561608506195,0.06801572053705118,0.10631351848151382,0.07659559588892528,0.006699555203080166,0.001507617516325487,71.58338595254186,2025/07/02 18:35,2s,68128.0,
,,,0.6649932861328125,0.009442573763810639,11,2.2549972534179688,0.031086258959989642,55,2.0,0.3569816657475293,,,,,0.6649932861328125,,2887,False,False,74.56001282327718,105.83639402153145,84.98547322269526,0.06292204683893461,0.0928608218472533,0.05987755001663739,0.005485995354322022,0.0013128353180425908,68.44323431559602,2025/07/03 13:50,2s,4768.0,
,,,0.3899993896484375,0.005485995354322022,20,0.970001220703125,0.013871031266552585,32,1.0,0.206190026742174,,,,,0.3899993896484375,,2906,True,False,32.06168755270643,5.179479165422379,23.100951423611747,0.03560395785439768,0.01001140658290467,-0.05118510254298603,0.010466839110414718,0.00014134553554417104,45.11279050767282,2025/07/03 15:25,2s,7026.0,
0.7400054931640625,0.010466839110414718,20,0.7400054931640625,0.010466839110414718,20,2.2549972534179688,0.031086258959989642,55,3.0,0.5121952044714058,,,,,0.7400054931640625,0.28523480118159744,2925,False,False,57.02068723149687,40.93006570983978,51.65714672427784,0.03336520514206746,0.04072468674202412,0.014718963199913324,0.01917696948156856,0.0005741881151276187,62.51086012184213,2025/07/07 13:30,"1,2s",9420.0,1
,,,1.3700027465820312,0.01917696948156856,28,0.970001220703125,0.013871031266552585,32,2.0,0.8556709139531226,,,,,1.3700027465820312,,2952,True,False,32.06595671300218,0.4767934808990759,21.53623563563448,-0.11671521726365541,-0.13078365358495603,-0.02813687264260123,,-0.0018562588673872134,37.30405855087317,2025/07/07 15:45,2s,7960.0,
