bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.16500091552734375,0.004146793458930409,0.21000289916992188,0.005303103718732727,1.0,0.8809467584603368,0.16500091552734375,,198,True,False,30.629761117320065,35.95249186954332,32.404004701394484,-0.016228295838161162,-0.01526591643662556,0.0019247588030712054,0.002397507147082019,-0.00038490879972530756,34.996773489768316,2025/06/18 17:11,2s,3886.0
0.034999847412109375,0.0008811643085717359,0.21000289916992188,0.005303103718732727,2.0,0.595229877749723,0.034999847412109375,,225,True,False,37.80691385414086,14.93519565020118,30.183007786160967,0.008891528188248546,0.007047180968712041,-0.00368869443907301,0.0012599026163622007,0.0001775642164340415,51.14839170291537,2025/06/18 17:41,2s,2256.0
0.11999893188476562,0.003019980622663036,0.21000289916992188,0.005303103718732727,3.0,0.9285571560916241,0.11999893188476562,,249,True,False,21.86589638360805,13.61191827462303,19.11457034727971,-0.0031527388121322434,-0.011224476045470055,-0.016143474466675623,0.0031553703067983266,-0.00028282868470041,40.92543268410981,2025/06/18 18:05,2s,2786.0
0.045001983642578125,0.0011324102099110516,0.21000289916992188,0.005303103718732727,4.0,0.5476194801184356,0.045001983642578125,,267,True,False,46.75044781936812,22.31414359546963,38.60501307806862,0.004776069528430836,0.006223340428583413,0.0028945418003051525,0.0034009859495746893,0.00015676288709721994,55.818662396537555,2025/06/18 18:23,2s,2458.0
0.18500137329101562,0.00464477441090082,0.21000289916992188,0.005303103718732727,5.0,0.7857077982234655,0.18500137329101562,,317,True,False,20.960077334861282,21.372220910619674,21.097458526780745,-0.016907677374511064,-0.02381581939049937,-0.013816284031976614,0.008702263002132555,-0.0005995155379676536,37.74300097982949,2025/06/18 19:13,2s,5609.0
0.09400177001953125,0.002360963789069989,0.4299964904785156,0.010704418971344092,1.0,0.3930234827583148,0.09400177001953125,,646,False,False,89.63713812594077,106.66539482315846,95.31322369168001,0.009063846483157553,0.01400932646720321,0.009890959968091313,0.0028565543273428693,0.00035136936410723354,67.97895699762314,2025/06/20 18:25,2s,5379.0
0.0912017822265625,0.002291790084758273,0.4299964904785156,0.010704418971344092,2.0,0.3399987579954046,0.0912017822265625,,708,False,False,75.07738693678272,27.64389323314066,59.26622236890203,0.00709264897955478,0.0082953687057028,0.002405439452296038,0.0025998648804773715,0.000208114002560944,50.271402844906106,2025/06/20 19:28,2s,7216.0
0.13000106811523438,0.00322984020162073,0.6274986267089844,0.01577323213610383,1.0,0.46215386485911425,0.13000106811523438,,873,True,False,14.441684481743241,8.868019683850811,12.583796215779099,-0.016683830968976653,-0.0198109402046569,-0.006254218471360498,0.0029910954580475045,-0.0004932850797815222,34.18981183551939,2025/06/23 15:57,2s,1100.0
0.06500244140625,0.0016153687548436178,0.6274986267089844,0.01577323213610383,2.0,0.3745037843095535,0.06500244140625,,892,True,False,26.773774839106842,-1.8473982851735187,17.233383797680055,0.008128598871674473,0.0041491454585127485,-0.007958906826323449,0.0022402029694344704,0.00010322618173628255,48.19465127455085,2025/06/23 16:16,2s,4837.0
0.2749977111816406,0.006829696146781481,0.6274986267089844,0.01577323213610383,3.0,0.669321255965227,0.2749977111816406,,932,True,False,9.189767877905211,-2.1389378659746967,5.413532629945242,-0.03469131802141472,-0.04697860354781369,-0.024574571052797936,0.0041259588373291625,-0.0011708791880234127,21.09051610678914,2025/06/23 16:57,2s,7377.0
0.05500030517578125,0.0013697000833713963,0.6274986267089844,0.01577323213610383,4.0,0.4940271740782395,0.05500030517578125,,958,True,False,56.18871137192447,14.732285299280278,42.36990268104307,0.006321708605038706,0.00987971344980565,0.007116009689533886,0.0044887858360380265,0.0002463331458626483,52.632105461541705,2025/06/23 17:23,2s,7508.0
