feature,coef,abs_coef
k_range_over_atr,2.184425553288893,2.184425553288893
ctx_days_since_last_bsp,-1.3157927566636705,1.3157927566636705
k_close_pos,-1.0440740959375203,1.0440740959375203
k_vol_z_60,0.9115067470721449,0.9115067470721449
k_above_ma_20,0.6217414841116048,0.6217414841116048
k_vol_5,0.6117056475642377,0.6117056475642377
k_ret_20,0.46139233177398103,0.46139233177398103
k_slope40,-0.4270172704315085,0.4270172704315085
rg_down,-0.4018245267095179,0.4018245267095179
k_vol_z_20,0.39952394926052975,0.39952394926052975
ctx_days_since_last_sell,0.366673028944634,0.366673028944634
k_vol_20,0.362014221347904,0.362014221347904
ctx_days_since_last_buy,0.3135369793929154,0.3135369793929154
k_ret_10,0.3050569419438324,0.3050569419438324
rg_unknown,0.2970762428899068,0.2970762428899068
k_vol_ratio_60,0.28710981911725414,0.28710981911725414
bd_sell,-0.2677578205484501,0.2677578205484501
ctx_last_dir_sell,-0.2677578205484501,0.2677578205484501
k_above_ma_100,-0.26368466999935314,0.26368466999935314
k_ret_40,-0.21881798732236218,0.21881798732236218
dp_minK,0.19063351210771287,0.19063351210771287
dp_maxK,-0.18736281108822028,0.18736281108822028
k_above_ma_50,0.18714791369307532,0.18714791369307532
p,-0.1779458047747849,0.1779458047747849
ctx_density_buy,-0.1757607054909234,0.1757607054909234
k_vol_ratio_20,-0.17299114505115934,0.17299114505115934
bd_buy,0.16823582451838384,0.16823582451838384
ctx_last_dir_buy,0.16823582451838384,0.16823582451838384
k_vol_40,0.16762044330542056,0.16762044330542056
k_ret_5,-0.15746908546707766,0.15746908546707766
ctx_density_imb,0.150436555270911,0.150436555270911
k_atr_14,-0.14859036747107188,0.14859036747107188
k_vol_jump,-0.12295231864294293,0.12295231864294293
k_gap,-0.1144261342035467,0.1144261342035467
k_vol_ratio_5,0.1136629889445775,0.1136629889445775
ctx_has_bsp,-0.09952199603007197,0.09952199603007197
ctx_density_sell,0.09126415181978771,0.09126415181978771
k_vol_10,0.04757928173096946,0.04757928173096946
k_ret1,0.03386671752940264,0.03386671752940264
ctx_density_total,-0.013734456265897255,0.013734456265897255
rg_up,0.005226287789539939,0.005226287789539939
bd_none,0.0,0.0
