bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume,zs_cnt
0.3400001525878906,0.013643665792414187,24,0.3400001525878906,1,4,1,buy,1.801756382262406,True,0,False,29.57777391351368,-7.774063705197392,17.127161373943323,24.579999923706055,80,-0.0034392163966904684,-0.027582785449922653,-0.04828713810646437,0.5,,130,0,-0.0011110311837218038,19.97250712829556,2025/07/15 13:40,122647.0,1
0.37999916076660156,0.015248762423884964,25,0.37999916076660156,1,4,1,buy,2.3848414688589092,True,0,False,24.496770714068656,-5.989248482601482,14.33476431517861,24.575000762939453,81,-0.011428446412918748,-0.043385366477831866,-0.06391384012982623,0.558822,,130,1,-0.0017488684556310541,19.732315694693696,2025/07/15 13:45,113042.0,1
0.3899993896484375,0.015650055716470025,27,0.3899993896484375,1,4,1,buy,2.6394287920567217,True,0,False,18.78876633024953,-1.4119716235966564,12.0551870123008,24.53499984741211,83,-0.02808197660682759,-0.06345037154049393,-0.07073678986733269,0.573528,,130,2,-0.0025609986336516725,24.592399950905957,2025/07/15 13:55,92174.0,1
0.3899993896484375,0.015650055716470025,35,0.3899993896484375,1,4,1,buy,2.6394287920567217,True,0,False,29.52074449848864,33.41111113990644,30.817533378961237,24.55500030517578,91,-0.06207991164687152,-0.06775199503683638,-0.011344166779929707,0.573528,,130,3,-0.0027438404595885005,35.279272143914596,2025/07/15 14:35,50546.0,1
0.3950004577636719,0.015850740632197286,36,0.3950004577636719,1,4,1,buy,2.6394287920567217,True,0,False,29.396273522290784,28.64944766510365,29.147331569895073,24.565000534057617,92,-0.06316217092418623,-0.0674912080334451,-0.008658074218517747,0.580883,,130,4,-0.0027343240069702826,36.60535124417808,2025/07/15 14:40,64440.0,1
0.4200000762939453,0.016853935594225204,38,0.4200000762939453,1,4,1,buy,2.6394287920567217,True,0,False,25.833095078466314,7.178844065732484,19.615011407555038,24.5049991607666,94,-0.06502332637334386,-0.06978347918471428,-0.009520305622740838,0.617647,,130,5,-0.002829631257404549,32.03756147643743,2025/07/15 14:50,29610.0,1
0.47500038146972656,0.0190610104340083,39,0.47500038146972656,1,4,1,buy,2.6394287920567217,True,0,False,22.053777642117527,-0.6221269759751848,14.495142769419957,24.454999923706055,95,-0.06712573772132614,-0.07553538311325525,-0.016819290783858215,0.69853,,130,6,-0.00306476626560166,28.81122189292944,2025/07/15 14:55,43720.0,1
0.47500038146972656,0.0190610104340083,53,0.47500038146972656,1,4,1,buy,2.6394287920567217,True,0,False,37.45772734984553,19.856109039733823,31.59052124647496,24.450000762939453,109,-0.05236149016309259,-0.04723838524326851,0.010246209839648163,0.69853,,130,7,-0.0019239615465926137,38.31941071613189,2025/07/15 16:05,15163.0,1
0.4993000030517578,0.02003611563094396,54,0.4993000030517578,1,4,1,buy,2.6394287920567217,True,0,False,34.99751636287888,20.236250441079022,30.077094388945596,24.454999923706055,110,-0.05144158554966788,-0.04776196709596903,0.007359236907397704,0.734264,,130,8,-0.0019458597478563336,38.99045560718821,2025/07/15 16:10,15335.0,1
0.5300006866455078,0.0212680852737914,57,0.5300006866455078,1,4,1,buy,2.6394287920567217,True,0,False,27.186154046827028,8.438121336657105,20.93680981010372,24.405000686645508,113,-0.05023035359739279,-0.05039212168264129,-0.0003235361704969908,0.779412,,130,9,-0.0020549384097055166,35.045758806792406,2025/07/15 16:25,20739.0,1
