bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
0.8199005126953125,0.004317992898732688,7,3.859100341796875,0.020498682673324543,67,1.0,0.7929026135779527,0.8199005126953125,2s,,2s,buy,True,0,False,40.6880077287836,8.950684100628322,30.10889985273184,189.1999969482422,384,0.0020671219066469362,-0.00628807499063555,-0.016710393794564973,,,,0,-3.320174101468273e-05,44.02855622538001,2025/07/18 19:30,39413.0
0.8800048828125,0.0046345315998680804,10,3.859100341796875,0.020498682673324543,67,1.0,0.808477323949231,0.8800048828125,2s,,2s,buy,True,0,False,30.966861729474296,7.734904283842056,23.222875914263547,189.0800018310547,387,-0.010771278890052766,-0.03961830451569881,-0.05769405125129209,,,,1,-0.00020922834485944436,41.773298877481714,2025/07/18 19:45,64301.0
1.30999755859375,0.006899081129696811,15,3.859100341796875,0.020498682673324543,67,1.0,0.9199003598117907,1.30999755859375,2s,,2s,buy,True,0,False,37.54654985688464,22.690753682866827,32.5946177988787,188.72000122070312,392,-0.03414335584890014,-0.0775318846509947,-0.08677705760418912,,,,2,-0.00040958111699414496,36.457480507761176,2025/07/21 13:40,24609.0
1.5500030517578125,0.008163066209706608,16,3.859100341796875,0.020498682673324543,67,1.0,0.9820924439523941,1.5500030517578125,2s,,2s,buy,True,0,False,36.52052280551172,30.364360497274234,34.46846870276589,188.92999267578125,393,-0.046267790436794506,-0.09476552878837197,-0.09699547670315492,,,,3,-0.0005006936753105,42.12951470070928,2025/07/21 13:45,92480.0
0.868804931640625,0.0045719356797432045,10,1.510009765625,0.008012787424134181,12,1.0,0.5290117219078415,0.868804931640625,2s,,2s,buy,True,0,False,25.827977063516784,6.079544209414884,19.245166112149484,189.22999572753906,832,-0.03061535716640195,-0.07114322887215963,-0.08105574341151535,,,,4,-0.00037522147243891407,38.76556546958086,2025/07/28 17:50,22605.0
0.8950958251953125,0.004710286959665182,11,1.510009765625,0.008012787424134181,12,1.0,0.5464227970897332,0.8950958251953125,2s,,2s,buy,True,0,False,21.942955734355046,-1.3671722406153606,14.172913076031577,189.16000366210938,833,-0.04360442057834292,-0.09556067422610681,-0.10391250729552778,,,,5,-0.0005040905279172957,37.210824383350776,2025/07/28 17:55,22789.0
1.089996337890625,0.005735917196718818,12,1.510009765625,0.008012787424134181,12,1.0,0.6754951495553759,1.089996337890625,2s,,2s,buy,True,0,False,18.28992654027198,-3.628248624226387,10.983868152105858,188.97500610351562,834,-0.060555492627579276,-0.1283597808245247,-0.13560857639389085,,,,6,-0.0006772661324450907,33.398098644607586,2025/07/28 18:00,14969.0
1.3000030517578125,0.006841041204592395,13,1.510009765625,0.008012787424134181,12,1.0,0.8145715440582053,1.3000030517578125,2s,,2s,buy,True,0,False,15.264245499885126,-2.8898407424359966,9.212883419111419,188.78500366210938,835,-0.08199463149241007,-0.1677511869517332,-0.17151311091864624,,,,7,-0.0008853639769101949,29.998387260127245,2025/07/28 18:05,22790.0
1.4989013671875,0.007887709187054946,15,1.510009765625,0.008012787424134181,12,1.0,0.9462914308811641,1.4989013671875,2s,,2s,buy,True,0,False,11.673018879379953,1.0003796499600526,8.11547246957332,188.5850067138672,837,-0.12931393832157242,-0.23001658454609242,-0.20140529244903999,,,,8,-0.001214691600665507,27.768768196818115,2025/07/28 18:15,19767.0
1.5699920654296875,0.008261811690337878,25,1.510009765625,0.008012787424134181,12,1.0,0.9933710590137429,1.5699920654296875,2s,,2s,buy,True,0,False,46.70079342317657,22.860182420989617,38.75392308911425,188.57000732421875,847,-0.2036488904773514,-0.21428966356273804,-0.02128154617077327,,,,9,-0.0011334673379816184,32.8431683683859,2025/07/28 19:05,23077.0
1.9097900390625,0.009972283807563924,5,10.81561279296875,0.05752679702660967,5,1.0,0.8529892270446888,1.9097900390625,2s,,2s,buy,True,0,False,55.09103581687687,28.595505848750378,46.25919249416804,189.63999938964844,1085,-0.8528930218770869,-0.7005329620067755,0.30472011974062285,,,,10,-0.0036689465655896708,37.82468143172122,2025/07/31 19:25,92426.0
2.1197967529296875,0.011068868515485802,6,10.81561279296875,0.05752679702660967,5,1.0,0.8724062233709362,2.1197967529296875,2s,,2s,buy,True,0,False,47.888280443552034,4.671748203603045,33.48276969690237,189.4199981689453,1086,-0.8250486402956996,-0.7136711139701504,0.2227550526510984,,,,11,-0.003739955062295398,36.375053753609365,2025/07/31 19:30,96228.0
2.889801025390625,0.015089572876152936,7,10.81561279296875,0.05752679702660967,5,1.0,0.9435999954854037,2.889801025390625,2s,,2s,buy,True,0,False,39.55839451005435,-10.420921090931756,22.89862264305898,188.6699981689453,1087,-0.8151710309474209,-0.7756605935543064,0.0790208747862291,,,,12,-0.00406820832327028,31.888289294291724,2025/07/31 19:35,81553.0
3.039794921875,0.015872790755893696,8,10.81561279296875,0.05752679702660967,5,1.0,0.9574682708532023,3.039794921875,2s,,2s,buy,True,0,False,32.118758166015894,-12.519059898214849,17.23948547793898,188.64999389648438,1088,-0.8155336637766843,-0.8169841950937382,-0.0029010626341077206,,,,13,-0.004288298888193512,31.775706758273316,2025/07/31 19:40,86531.0
3.10980224609375,0.01623834555062926,9,10.81561279296875,0.05752679702660967,5,1.0,0.9639410732323945,3.10980224609375,2s,,2s,buy,True,0,False,25.26138432147879,-15.882858745743825,11.546636632404585,188.40499877929688,1089,-0.8243456600254098,-0.8595936450203112,-0.0704959699898029,,,,14,-0.004515657385886697,30.36190606775601,2025/07/31 19:45,154133.0
1.4199981689453125,0.00724341061812186,5,8.760009765625,0.046690171589406,5,1.0,0.20091413282795909,1.4199981689453125,2s,,2s,buy,True,0,False,54.24885286590886,-16.261550663423264,30.745385022798153,194.67999267578125,1128,0.6913299887265401,0.5681887880558634,-0.24628240134135337,,,,15,0.0029209706583031214,52.344488827129034,2025/08/01 16:30,35153.0
2.3000030517578125,0.011671587741058052,8,8.760009765625,0.046690171589406,5,2.0,0.1849324851592765,2.3000030517578125,2s,,2s,buy,True,0,False,37.262996954367516,8.46647852658296,27.664157478439332,195.1649932861328,1174,0.051055126344771315,-0.12147407635933405,-0.34505840540821076,,,,16,-0.0006201381893284813,40.34264872858615,2025/08/04 13:50,23728.0
2.55999755859375,0.012990954989901292,9,8.760009765625,0.046690171589406,5,2.0,0.21461219029569967,2.55999755859375,2s,,2s,buy,True,0,False,31.835975283330505,-0.7261547428915662,20.98193194125648,194.69500732421875,1175,0.0013448640285790403,-0.19749618523619006,-0.3976820985295382,,,,17,-0.0010086920825831541,35.78559370032592,2025/08/04 13:55,26644.0
2.67999267578125,0.013599881807490543,10,8.760009765625,0.046690171589406,5,2.0,0.22831024776344025,2.67999267578125,2s,,2s,buy,True,0,False,28.203211854309913,6.40663128018636,20.93768499626873,194.9199981689453,1176,-0.0462959108089044,-0.23685901015883815,-0.3811261986998675,,,,18,-0.0012101340764661833,39.31933566888917,2025/08/04 14:00,25666.0
