side,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx
buy,59669,66.28,1508.7507543753773,0.0,FORCE_BUY->first acceptable 5m signal,2013-01-08 10:35:00,0.2434939726503684,2.1684763431549072,0.8999999999999997,FORCE_BUY,,,
sell,59789,66.75,1508.7507543753773,0.0,5m SELL signal,2013-01-09 09:55:00,0.24093962779552444,2.4691076278686523,2.4499999999999993,FREE,709.1128545564256,66.28,59669.0
buy,59820,66.7912,1507.8200848997535,0.0,5m BUY signal,2013-01-09 12:30:00,0.24093962779552444,2.375439167022705,-0.5,FREE,,,
sell,59832,66.77,1507.8200848997535,0.0,5m SELL signal,2013-01-09 13:30:00,0.24093962779552444,2.5747454166412354,2.4499999999999993,FREE,-31.965785799885985,66.7912,59820.0
buy,59851,66.6515,1510.5008449735794,0.0,5m BUY signal,2013-01-09 15:05:00,0.24093962779552444,2.0184595584869385,-0.5,FREE,,,
sell,59862,66.75,1510.5008449735794,0.0,5m SELL signal,2013-01-09 16:00:00,0.24093962779552444,2.4692111015319824,2.4499999999999993,FREE,148.78433322989963,66.6515,59851.0
buy,59922,67.175,1500.9442709636983,0.0,5m BUY signal,2013-01-10 09:40:00,0.2696338640398787,2.098438024520874,-0.5,FREE,,,
sell,59983,66.96,1500.9442709636983,0.0,5m SELL signal,2013-01-10 14:45:00,0.2696338640398787,2.537875175476074,2.499999999999999,FREE,-322.70301825720026,67.175,59922.0
buy,60504,66.86,1503.1891771422258,0.0,5m BUY signal,2013-01-16 11:00:00,0.24457030154941814,1.1684232950210571,1.0999999999999996,FREE,,,
sell,60537,67.0,1503.1891771422258,0.0,5m SELL signal,2013-01-16 13:45:00,0.24457030154941814,2.2316641807556152,1.3499999999999996,FREE,210.44648479991247,66.86,60504.0
buy,60556,67.0,1503.1891771422258,0.0,5m BUY signal,2013-01-16 15:20:00,0.24457030154941814,1.1027365922927856,1.0999999999999996,FREE,,,
sell,60595,67.04,1503.1891771422258,0.0,FORCE_SELL->first acceptable 5m signal,2013-01-17 07:00:00,0.22930293601351226,1.7859503030776978,1.3499999999999996,FORCE_SELL,60.12756708569843,67.0,60556.0
buy,60781,66.79,1508.815727438461,0.0,5m BUY signal,2013-01-18 11:10:00,0.20413295430151523,1.2057256698608398,1.0999999999999996,FREE,,,
sell,60803,66.9755,1508.815727438461,0.0,5m SELL signal,2013-01-18 13:00:00,0.20413295430151523,1.7764776945114136,1.3499999999999996,FREE,279.8853174398201,66.79,60781.0
buy,60842,67.02,1507.8139026119761,0.0,5m BUY signal,2013-01-18 16:15:00,0.20413295430151523,1.2669095993041992,1.0999999999999996,FREE,,,
sell,60858,67.07,1507.8139026119761,0.0,5m SELL signal,2013-01-18 17:40:00,0.20413295430151523,2.395524024963379,1.3499999999999996,FREE,75.39069513059452,67.02,60842.0
buy,60872,66.98,1509.8399290562143,0.0,5m BUY signal,2013-01-22 04:35:00,0.19841740293563162,0.7928261160850525,-0.5,FREE,,,
sell,61050,67.689,1509.8399290562143,0.0,FORCE_SELL->first acceptable 5m signal,2013-01-23 10:05:00,0.23351353265879435,2.2741334438323975,2.1499999999999995,FORCE_SELL,1070.4765097008392,66.98,60872.0
buy,61595,66.87,1528.3319120365795,0.0,FORCE_BUY->first acceptable 5m signal,2013-01-29 06:15:00,0.1999391392346698,0.8631150722503662,0.44999999999999973,FORCE_BUY,,,
sell,61765,67.28,1528.3319120365795,0.0,FORCE_SELL->first acceptable 5m signal,2013-01-30 09:25:00,0.20982230763595452,1.5843504667282104,1.5499999999999994,FORCE_SELL,626.6160839349924,66.87,61595.0
buy,62050,67.24,1529.241092234103,0.0,FORCE_BUY->first acceptable 5m signal,2013-02-01 09:40:00,0.24959901890854477,1.487355351448059,1.3999999999999995,FORCE_BUY,,,
sell,63142,68.14,1529.241092234103,0.0,FORCE_SELL->first acceptable 5m signal,2013-02-13 10:10:00,0.1960856569675857,2.5061888694763184,-0.5,FORCE_SELL,1376.3169830107015,67.24,62050.0
buy,63234,67.75,1538.0441036875538,0.0,5m BUY signal,2013-02-14 04:40:00,0.18413612863927833,1.5175460577011108,1.3499999999999996,FREE,,,
sell,63282,67.92,1538.0441036875538,0.0,5m SELL signal,2013-02-14 10:45:00,0.18413612863927833,2.357764482498169,2.349999999999999,FREE,261.46749762688677,67.75,63234.0
buy,63327,67.92,1538.0441036875538,0.0,5m BUY signal,2013-02-14 14:30:00,0.18413612863927833,1.3919423818588257,1.3499999999999996,FREE,,,
sell,63335,67.99,1538.0441036875538,0.0,5m SELL signal,2013-02-14 15:10:00,0.18413612863927833,2.542938709259033,2.349999999999999,FREE,107.66308725811828,67.92,63327.0
buy,65445,68.56,1525.2569808885178,0.0,FORCE_BUY->first acceptable 5m signal,2013-03-11 04:00:00,0.25900747064966173,0.8583889603614807,-0.5,FORCE_BUY,,,
sell,65645,68.697,1525.2569808885178,0.0,FORCE_SELL->first acceptable 5m signal,2013-03-12 13:15:00,0.29443227961860613,1.5694825649261475,1.5499999999999994,FORCE_SELL,208.96020638172763,68.56,65445.0
buy,65738,68.54,1528.7507851779765,0.0,FORCE_BUY->first acceptable 5m signal,2013-03-13 09:55:00,0.32150296536370127,1.418238639831543,1.3999999999999995,FORCE_BUY,,,
sell,65842,68.77,1528.7507851779765,0.0,5m SELL signal,2013-03-14 05:10:00,0.2735332750300747,1.853902816772461,-0.5,FREE,351.61268059091896,68.54,65738.0
buy,65863,68.88,1526.3094003584415,0.0,5m BUY signal,2013-03-14 09:10:00,0.2735332750300747,1.6640123128890991,1.3999999999999995,FREE,,,
sell,65868,68.94,1526.3094003584415,0.0,5m SELL signal,2013-03-14 09:35:00,0.2735332750300747,1.3947951793670654,-0.5,FREE,91.57856402150996,68.88,65863.0
buy,65875,68.82,1528.9707942561895,0.0,5m BUY signal,2013-03-14 10:10:00,0.2735332750300747,1.7239103317260742,1.3999999999999995,FREE,,,
sell,65899,68.899,1528.9707942561895,0.0,5m SELL signal,2013-03-14 12:10:00,0.2735332750300747,1.6653536558151245,-0.5,FREE,120.78869274625079,68.82,65875.0
buy,66106,67.77,1554.4423602398879,0.0,FORCE_BUY->first acceptable 5m signal,2013-03-18 04:00:00,0.32590415593762895,2.050250768661499,1.8999999999999995,FORCE_BUY,,,
sell,66627,68.09,1554.4423602398879,0.0,FORCE_SELL->first acceptable 5m signal,2013-03-21 15:00:00,0.32748487240377344,0.3877716660499573,-0.5,FORCE_SELL,497.4215552767756,67.77,66106.0
buy,66847,68.51,1544.912863942986,0.0,FORCE_BUY->first acceptable 5m signal,2013-03-25 10:40:00,0.34044605392945454,0.831129252910614,-0.5,FORCE_BUY,,,
sell,66939,68.56,1544.912863942986,0.0,5m SELL signal,2013-03-26 04:00:00,0.26909395580337425,1.0848186016082764,-0.5,FREE,77.2456431971449,68.51,66847.0
buy,67245,68.89,1537.5123523288012,0.0,5m BUY signal,2013-03-28 08:35:00,0.19455588752979472,0.5760498046875,0.3999999999999998,FREE,,,
sell,67303,68.86,1537.5123523288012,0.0,5m SELL signal,2013-03-28 13:25:00,0.19455588752979472,1.8145885467529297,1.7499999999999996,FREE,-46.12537056986578,68.89,67245.0
buy,67812,68.13,1553.9865049370505,0.0,5m BUY signal,2013-04-04 12:05:00,0.22050421691589153,1.0967154502868652,1.0499999999999996,FREE,,,
sell,67831,68.39,1553.9865049370505,0.0,5m SELL signal,2013-04-04 13:40:00,0.22050421691589153,1.4878243207931519,-0.5,FREE,404.0364912836411,68.13,67812.0
buy,67864,68.35,1554.8959337621784,0.0,5m BUY signal,2013-04-04 16:25:00,0.22050421691589153,1.37816321849823,1.0499999999999996,FREE,,,
