bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
0.12000274658203125,0.34999847412109375,1.0,0.31428882833787464,0.12000274658203125,,681,False,False,,-0.014143436172913864,-0.0062311631025124825,0.015824546140802764,-0.0001231028163962089,49.360025977136374,2025/06/10 18:44,2s,23929.0
0.11999893188476562,0.34999847412109375,2.0,0.07142234332425068,0.11999893188476562,,725,False,False,,-0.008990947652734723,0.002236470360763576,0.022454836026996598,4.427541680244354e-05,57.804160577414805,2025/06/10 19:29,2s,30116.0
0.23999786376953125,1.4449996948242188,1.0,0.23529427293702712,0.23999786376953125,,857,True,False,,-0.0036996315366351366,-0.0187270666722128,-0.030054870271155325,-0.00036310342476643414,42.60741034093642,2025/06/11 15:22,2s,9737.0
0.2350006103515625,1.4449996948242188,2.0,0.2664375207894445,0.2350006103515625,,905,True,False,,-0.02119900813368511,-0.031147421383586504,-0.01989682649980279,-0.0006045065116532304,33.227292378336784,2025/06/11 16:11,2s,10756.0
0.13000106811523438,1.4449996948242188,3.0,0.2802786709539121,0.13000106811523438,,932,True,False,,-0.01426970641991367,-0.016539441949291245,-0.00453947105875515,-0.000321366420457262,43.66885164539925,2025/06/11 16:38,2s,8227.0
0.24499893188476562,1.4449996948242188,4.0,0.22491407029604168,0.24499893188476562,,1027,True,False,,-0.013574808592880041,-0.025061995878850496,-0.02297437457194091,-0.0004855394206836657,36.27075618922755,2025/06/11 18:15,2s,26554.0
0.23499679565429688,0.625,1.0,0.103997802734375,0.23499679565429688,,1150,False,False,,-0.06275524910705907,-0.0733907308747277,-0.02127096353533725,-0.0014212178300679241,43.31084522760078,2025/06/12 13:50,2s,20658.0
0.08500289916992188,0.21500015258789062,1.0,0.30233672220152236,0.08500289916992188,,1281,False,False,,-0.009051052680564413,-0.0037833250120300477,0.01053545533706873,-7.396197755423906e-05,50.539356934171344,2025/06/12 16:02,2s,20929.0
0.10500335693359375,0.2899971008300781,1.0,0.6206969126951764,0.10500335693359375,,1368,True,False,,-0.007443200425963329,-0.01048613131752063,-0.006085861783114602,-0.0002050631544166021,41.71597790673386,2025/06/12 17:29,2s,3261.0
0.11999893188476562,0.13000106811523438,1.0,0.30769682208985005,0.11999893188476562,,1434,False,False,,-0.01129479737837158,-0.0019620503162585123,0.018665494124226134,-3.8366359782933465e-05,57.08912781275884,2025/06/12 18:36,2s,7020.0
