side,seen_idx,exec_px,qty,fee,reason,pnl,entry_px,entry_idx
sell,93238,385.48,275.43710119691553,0.0,CLOSE_LONG (sell BSP),299.9510032034406,384.391,93226.0
buy,93309,397.66,267.0006884509053,0.0,OPEN_LONG pred_ret=2.18% pred_mr=0.55,,,
sell,93321,399.6,267.0006884509053,0.0,CLOSE_LONG (sell BSP),517.9813355947556,397.66,93309.0
buy,93378,398.23,267.91923035678315,0.0,OPEN_LONG pred_ret=2.86% pred_mr=0.59,,,
sell,93432,389.32,267.91923035678315,0.0,CLOSE_LONG (sell BSP),-2387.1603424789446,398.23,93378.0
buy,93444,386.77,269.6856394304181,0.0,OPEN_LONG pred_ret=3.16% pred_mr=0.54,,,
sell,93458,387.4,269.6856394304181,0.0,CLOSE_LONG (sell BSP),169.9019528411622,386.77,93444.0
buy,93494,385.72,270.8602528138131,0.0,OPEN_LONG pred_ret=3.94% pred_mr=0.65,,,
sell,93510,386.99,270.8602528138131,0.0,CLOSE_LONG (sell BSP),343.99252107353766,385.72,93494.0
buy,93516,383.7,273.1827188856334,0.0,OPEN_LONG pred_ret=3.95% pred_mr=0.56,,,
sell,93561,383.02,273.1827188856334,0.0,CLOSE_LONG (sell BSP),-185.76424884223258,383.7,93516.0
buy,93793,377.92,276.8692977020938,0.0,OPEN_LONG pred_ret=4.62% pred_mr=0.61,,,
sell,93799,379.44,276.8692977020938,0.0,CLOSE_LONG (sell BSP),420.8413325071775,377.92,93793.0
buy,93810,378.12,277.83583603110776,0.0,OPEN_LONG pred_ret=4.44% pred_mr=0.53,,,
sell,93824,380.17,277.83583603110776,0.0,CLOSE_LONG (sell BSP),569.563463863774,378.12,93810.0
buy,93903,383.49,275.4305191372558,0.0,OPEN_LONG pred_ret=3.26% pred_mr=0.63,,,
sell,93911,383.76,275.4305191372558,0.0,CLOSE_LONG (sell BSP),74.36624016705406,383.49,93903.0
buy,95243,399.69,264.45299112840775,0.0,OPEN_LONG pred_ret=1.40% pred_mr=0.68,,,
sell,95285,399.16,264.45299112840775,0.0,CLOSE_LONG (sell BSP),-140.1600852980489,399.69,95243.0
buy,95396,400.33,263.68010376143496,0.0,OPEN_LONG pred_ret=1.25% pred_mr=0.58,,,
sell,95434,399.23,263.68010376143496,0.0,CLOSE_LONG (sell BSP),-290.0481141375695,400.33,95396.0
buy,95766,395.0,266.503817277665,0.0,OPEN_LONG pred_ret=1.61% pred_mr=0.50,,,
sell,95774,395.08,266.503817277665,0.0,CLOSE_LONG (sell BSP),21.320305382208957,395.0,95766.0
buy,95783,394.72,266.74687912966124,0.0,OPEN_LONG pred_ret=1.59% pred_mr=0.42,,,
sell,95810,394.86,266.74687912966124,0.0,CLOSE_LONG (sell BSP),37.34456307814894,394.72,95783.0
buy,95816,393.4901,267.67553413195924,0.0,OPEN_LONG pred_ret=1.94% pred_mr=0.77,,,
sell,95858,390.79,267.67553413195924,0.0,CLOSE_LONG (sell BSP),-722.7507097096934,393.4901,95816.0
buy,95859,390.56,267.83316771668467,0.0,OPEN_LONG pred_ret=2.46% pred_mr=0.49,,,
sell,95949,384.18,267.83316771668467,0.0,CLOSE_LONG (sell BSP),-1708.775610032447,390.56,95859.0
buy,95956,383.14,268.56017741137947,0.0,OPEN_LONG pred_ret=3.37% pred_mr=0.46,,,
sell,96255,381.42,268.56017741137947,0.0,CLOSE_LONG (sell BSP),-461.92350514756475,383.14,95956.0
buy,96263,380.77,269.01862769716195,0.0,OPEN_LONG pred_ret=3.97% pred_mr=0.57,,,
sell,96366,375.769,269.01862769716195,0.0,CLOSE_LONG (sell BSP),-1345.3621571135006,380.77,96263.0
buy,96374,374.68,269.8005250110357,0.0,OPEN_LONG pred_ret=3.45% pred_mr=0.53,,,
sell,96422,373.75,269.8005250110357,0.0,CLOSE_LONG (sell BSP),-250.91448826026502,374.68,96374.0
buy,96612,383.83,262.7151244636287,0.0,OPEN_LONG pred_ret=2.08% pred_mr=0.47,,,
sell,96620,384.846,262.7151244636287,0.0,CLOSE_LONG (sell BSP),266.91856645505186,383.83,96612.0
buy,96988,381.55,264.98457551914464,0.0,OPEN_LONG pred_ret=2.61% pred_mr=0.42,,,
sell,97141,374.87,264.98457551914464,0.0,CLOSE_LONG (sell BSP),-1770.096964467888,381.55,96988.0
buy,97158,376.99,263.49443705366656,0.0,OPEN_LONG pred_ret=3.94% pred_mr=0.56,,,
sell,97213,379.31,263.49443705366656,0.0,CLOSE_LONG (sell BSP),611.3070939645046,376.99,97158.0
buy,97267,373.87,267.3284160773163,0.0,OPEN_LONG pred_ret=2.95% pred_mr=0.60,,,
sell,97280,373.89,267.3284160773163,0.0,CLOSE_LONG (sell BSP),5.346568321541464,373.87,97267.0
buy,97333,372.81,268.1028445780633,0.0,OPEN_LONG pred_ret=2.34% pred_mr=0.50,,,
sell,97339,375.58,268.1028445780633,0.0,CLOSE_LONG (sell BSP),742.6448794812304,372.81,97333.0
buy,97345,373.91,269.30027644788584,0.0,OPEN_LONG pred_ret=3.04% pred_mr=0.46,,,
sell,97360,374.08,269.30027644788584,0.0,CLOSE_LONG (sell BSP),45.78104699612957,373.91,97345.0
buy,97366,372.77,270.2466599072488,0.0,OPEN_LONG pred_ret=3.29% pred_mr=0.61,,,
sell,97386,372.19,270.2466599072488,0.0,CLOSE_LONG (sell BSP),-156.7430627462,372.77,97366.0
buy,97405,370.99,271.12079665457003,0.0,OPEN_LONG pred_ret=2.78% pred_mr=0.51,,,
sell,97418,371.28,271.12079665457003,0.0,CLOSE_LONG (sell BSP),78.62503102981545,370.99,97405.0
buy,97440,370.66,271.57429822993777,0.0,OPEN_LONG pred_ret=2.52% pred_mr=0.49,,,
sell,97493,372.15,271.57429822993777,0.0,CLOSE_LONG (sell BSP),404.6457043625943,370.66,97440.0
buy,97497,371.66,271.932344310045,0.0,OPEN_LONG pred_ret=3.57% pred_mr=0.47,,,
sell,97506,373.01,271.932344310045,0.0,CLOSE_LONG (sell BSP),367.10866481855146,371.66,97497.0
buy,97507,373.0,271.9396347214206,0.0,OPEN_LONG pred_ret=4.09% pred_mr=0.65,,,
sell,97525,372.96,271.9396347214206,0.0,CLOSE_LONG (sell BSP),-10.87758538886239,373.0,97507.0
buy,97533,372.92,271.9688034047544,0.0,OPEN_LONG pred_ret=3.97% pred_mr=0.51,,,
sell,97551,370.34,271.9688034047544,0.0,CLOSE_LONG (sell BSP),-701.6795127842774,372.92,97533.0
buy,97596,368.28,273.49007997424985,0.0,OPEN_LONG pred_ret=3.67% pred_mr=0.67,,,
sell,97624,366.6,273.49007997424985,0.0,CLOSE_LONG (sell BSP),-459.4633343567261,368.28,97596.0
buy,97630,366.1,273.8635982479104,0.0,OPEN_LONG pred_ret=3.32% pred_mr=0.59,,,
sell,97655,368.94,273.8635982479104,0.0,CLOSE_LONG (sell BSP),777.7726190240586,366.1,97630.0
buy,97879,358.48,281.85459701401487,0.0,OPEN_LONG pred_ret=3.76% pred_mr=0.86,,,
sell,97894,358.87,281.85459701401487,0.0,CLOSE_LONG (sell BSP),109.92329283546195,358.48,97879.0
buy,97902,357.8299,282.67386048628,0.0,OPEN_LONG pred_ret=4.37% pred_mr=0.80,,,
sell,97907,360.96,282.67386048628,0.0,CLOSE_LONG (sell BSP),884.7974507080966,357.8299,97902.0
buy,97909,357.65,285.28996695408256,0.0,OPEN_LONG pred_ret=4.39% pred_mr=0.44,,,
sell,97923,360.8,285.28996695408256,0.0,CLOSE_LONG (sell BSP),898.6633959053698,357.65,97909.0
buy,97934,358.11,287.432967739055,0.0,OPEN_LONG pred_ret=5.12% pred_mr=0.53,,,
sell,98168,346.02,287.432967739055,0.0,CLOSE_LONG (sell BSP),-3475.0645799651843,358.11,97934.0
buy,98374,341.8,290.9817305355992,0.0,OPEN_LONG pred_ret=3.14% pred_mr=0.55,,,
sell,98388,340.0,290.9817305355992,0.0,CLOSE_LONG (sell BSP),-523.7671149640819,341.8,98374.0
buy,98408,344.46,287.2141565990354,0.0,OPEN_LONG pred_ret=3.58% pred_mr=0.57,,,
sell,98417,349.3,287.2141565990354,0.0,CLOSE_LONG (sell BSP),1390.1165179393404,344.46,98408.0
buy,98485,350.31,286.38607205059253,0.0,OPEN_LONG pred_ret=2.59% pred_mr=0.60,,,
sell,98521,354.581,286.38607205059253,0.0,CLOSE_LONG (sell BSP),1223.154913728085,350.31,98485.0
buy,98550,341.33,297.5040571112154,0.0,OPEN_LONG pred_ret=4.64% pred_mr=0.74,,,
sell,98648,346.08,297.5040571112154,0.0,CLOSE_LONG (sell BSP),1413.1442712782732,341.33,98550.0
buy,98718,343.29,299.9219437940209,0.0,OPEN_LONG pred_ret=3.21% pred_mr=0.55,,,
sell,98728,343.04,299.9219437940209,0.0,CLOSE_LONG (sell BSP),-74.98048594850522,343.29,98718.0
buy,98771,343.25,299.7384518546276,0.0,OPEN_LONG pred_ret=3.21% pred_mr=0.50,,,
sell,98837,341.46,299.7384518546276,0.0,CLOSE_LONG (sell BSP),-536.5318288197896,343.25,98771.0
buy,98844,338.28,302.55614216117164,0.0,OPEN_LONG pred_ret=2.92% pred_mr=0.66,,,
sell,98941,349.33,302.55614216117164,0.0,CLOSE_LONG (sell BSP),3343.24537088095,338.28,98844.0
buy,99191,362.67,291.4272951751236,0.0,OPEN_LONG pred_ret=1.33% pred_mr=0.60,,,
sell,99204,363.43,291.4272951751236,0.0,CLOSE_LONG (sell BSP),221.4847443330913,362.67,99191.0
buy,99522,363.0,291.7725120812539,0.0,OPEN_LONG pred_ret=3.16% pred_mr=0.44,,,
sell,99560,360.61,291.7725120812539,0.0,CLOSE_LONG (sell BSP),-697.3363038741929,363.0,99522.0
buy,99592,360.56,291.8129731018998,0.0,OPEN_LONG pred_ret=1.89% pred_mr=0.47,,,
sell,99869,358.42,291.8129731018998,0.0,CLOSE_LONG (sell BSP),-624.4797624380616,360.56,99592.0
buy,100036,357.78,292.33497070597275,0.0,OPEN_LONG pred_ret=2.39% pred_mr=0.49,,,
sell,100050,356.31,292.33497070597275,0.0,CLOSE_LONG (sell BSP),-429.7324069377713,357.78,100036.0
buy,100143,355.75,292.7951466261283,0.0,OPEN_LONG pred_ret=3.40% pred_mr=0.57,,,
sell,100162,355.64,292.7951466261283,0.0,CLOSE_LONG (sell BSP),-32.20746612887811,355.75,100143.0
buy,100173,354.12,294.0519201008592,0.0,OPEN_LONG pred_ret=3.41% pred_mr=0.45,,,
sell,100188,354.14,294.0519201008592,0.0,CLOSE_LONG (sell BSP),5.881038402011836,354.12,100173.0
buy,100212,353.05,294.9597705268893,0.0,OPEN_LONG pred_ret=3.62% pred_mr=0.56,,,
sell,100221,355.79,294.9597705268893,0.0,CLOSE_LONG (sell BSP),808.1897712436794,353.05,100212.0
buy,100249,358.59,292.65661829878684,0.0,OPEN_LONG pred_ret=3.25% pred_mr=0.59,,,
sell,100283,359.23,292.65661829878684,0.0,CLOSE_LONG (sell BSP),187.3002357112362,358.59,100249.0
buy,100326,359.65,292.31485330591744,0.0,OPEN_LONG pred_ret=2.72% pred_mr=0.44,,,
sell,100333,362.33,292.31485330591744,0.0,CLOSE_LONG (sell BSP),783.4038068598608,359.65,100326.0
buy,100344,362.1,292.5005269216599,0.0,OPEN_LONG pred_ret=2.39% pred_mr=0.71,,,
sell,100350,362.61,292.5005269216599,0.0,CLOSE_LONG (sell BSP),149.17526873004388,362.1,100344.0
buy,100583,359.41,295.1047997191595,0.0,OPEN_LONG pred_ret=3.13% pred_mr=0.42,,,
sell,100595,365.42,295.1047997191595,0.0,CLOSE_LONG (sell BSP),1773.5798463121457,359.41,100583.0
buy,100606,363.86,296.3700211987447,0.0,OPEN_LONG pred_ret=3.21% pred_mr=0.50,,,
sell,100621,364.75,296.3700211987447,0.0,CLOSE_LONG (sell BSP),263.76931886687873,363.86,100606.0
buy,100628,362.34,298.341240912519,0.0,OPEN_LONG pred_ret=3.05% pred_mr=0.51,,,
sell,100734,356.32,298.341240912519,0.0,CLOSE_LONG (sell BSP),-1796.014270293359,362.34,100628.0
buy,100776,358.54,296.49397825054047,0.0,OPEN_LONG pred_ret=3.69% pred_mr=0.63,,,
sell,100950,346.2,296.49397825054047,0.0,CLOSE_LONG (sell BSP),-3658.7356916116787,358.54,100776.0
buy,101140,354.72,289.37250583653895,0.0,OPEN_LONG pred_ret=2.49% pred_mr=0.49,,,
sell,101177,354.53,289.37250583653895,0.0,CLOSE_LONG (sell BSP),-54.98077610895819,354.72,101140.0
buy,101202,351.92,291.5186249551834,0.0,OPEN_LONG pred_ret=4.38% pred_mr=0.42,,,
sell,101207,353.42,291.5186249551834,0.0,CLOSE_LONG (sell BSP),437.27793743277505,351.92,101202.0
buy,101282,354.91,290.2947576333744,0.0,OPEN_LONG pred_ret=3.69% pred_mr=0.42,,,
sell,101410,353.17,290.2947576333744,0.0,CLOSE_LONG (sell BSP),-505.11287828207406,354.91,101282.0
buy,101471,355.14,288.68446120791475,0.0,OPEN_LONG pred_ret=3.65% pred_mr=0.44,,,
sell,102057,341.94,288.68446120791475,0.0,CLOSE_LONG (sell BSP),-3810.6348879444713,355.14,101471.0
buy,102070,341.5,289.05641190463945,0.0,OPEN_LONG pred_ret=5.85% pred_mr=0.59,,,
sell,102097,341.67,289.05641190463945,0.0,CLOSE_LONG (sell BSP),49.1395900237933,341.5,102070.0
buy,102126,338.91,291.410416498357,0.0,OPEN_LONG pred_ret=6.53% pred_mr=0.48,,,
sell,102333,329.02,291.410416498357,0.0,CLOSE_LONG (sell BSP),-2882.049019168763,338.91,102126.0
buy,102341,328.76,291.64087856274915,0.0,OPEN_LONG pred_ret=7.35% pred_mr=0.41,,,
sell,102358,330.01,291.64087856274915,0.0,CLOSE_LONG (sell BSP),364.5510982034364,328.76,102341.0
buy,102500,342.21,281.2436992913499,0.0,OPEN_LONG pred_ret=3.48% pred_mr=0.62,,,
sell,102516,340.93,281.2436992913499,0.0,CLOSE_LONG (sell BSP),-359.9919350929202,342.21,102500.0
buy,102729,345.91,277.19468763377733,0.0,OPEN_LONG pred_ret=6.25% pred_mr=0.47,,,
sell,102774,346.29,277.19468763377733,0.0,CLOSE_LONG (sell BSP),105.33398130083413,345.91,102729.0
buy,102820,347.2,276.4681692992533,0.0,OPEN_LONG pred_ret=2.75% pred_mr=0.52,,,
sell,102847,345.0,276.4681692992533,0.0,CLOSE_LONG (sell BSP),-608.2299724583542,347.2,102820.0
buy,102851,344.97,276.4922121003055,0.0,OPEN_LONG pred_ret=3.30% pred_mr=0.54,,,
sell,102865,345.0,276.4922121003055,0.0,CLOSE_LONG (sell BSP),8.29476636300162,344.97,102851.0
buy,102872,344.11,277.2073266531208,0.0,OPEN_LONG pred_ret=4.15% pred_mr=0.43,,,
sell,102877,345.74,277.2073266531208,0.0,CLOSE_LONG (sell BSP),451.8479424445856,344.11,102872.0
buy,102898,345.77,277.1832753479191,0.0,OPEN_LONG pred_ret=3.70% pred_mr=0.56,,,
sell,102911,345.65,277.1832753479191,0.0,CLOSE_LONG (sell BSP),-33.26199304175155,345.77,102898.0
buy,102937,340.78,281.14443078821597,0.0,OPEN_LONG pred_ret=3.70% pred_mr=0.53,,,
sell,102952,342.76,281.14443078821597,0.0,CLOSE_LONG (sell BSP),556.6659729606728,340.78,102937.0
buy,102961,340.99,282.6037863191557,0.0,OPEN_LONG pred_ret=3.71% pred_mr=0.56,,,
sell,102999,342.35,282.6037863191557,0.0,CLOSE_LONG (sell BSP),384.3411493940556,340.99,102961.0
buy,103058,343.33,281.7971230197272,0.0,OPEN_LONG pred_ret=3.92% pred_mr=0.52,,,
sell,103262,347.72,281.7971230197272,0.0,CLOSE_LONG (sell BSP),1237.0893700566146,343.33,103058.0
buy,103280,347.02,282.36555707572927,0.0,OPEN_LONG pred_ret=3.70% pred_mr=0.53,,,
sell,103299,344.36,282.36555707572927,0.0,CLOSE_LONG (sell BSP),-751.0923818214309,347.02,103280.0
buy,103337,342.67,283.75814408789256,0.0,OPEN_LONG pred_ret=3.63% pred_mr=0.46,,,
sell,103354,342.73,283.75814408789256,0.0,CLOSE_LONG (sell BSP),17.025488645274198,342.67,103337.0
buy,103391,340.5,285.6165307584242,0.0,OPEN_LONG pred_ret=3.64% pred_mr=0.48,,,
sell,103415,340.42,285.6165307584242,0.0,CLOSE_LONG (sell BSP),-22.849322460669388,340.5,103391.0
buy,103427,339.58,286.3230443512067,0.0,OPEN_LONG pred_ret=3.79% pred_mr=0.52,,,
sell,103447,339.8,286.3230443512067,0.0,CLOSE_LONG (sell BSP),62.99106975727329,339.58,103427.0
buy,103473,336.93,288.76196975793204,0.0,OPEN_LONG pred_ret=5.11% pred_mr=0.48,,,
sell,103498,338.13,288.76196975793204,0.0,CLOSE_LONG (sell BSP),346.5143637095152,336.93,103473.0
buy,103516,337.57,289.24100137526904,0.0,OPEN_LONG pred_ret=4.66% pred_mr=0.45,,,
sell,103542,337.36,289.24100137526904,0.0,CLOSE_LONG (sell BSP),-60.74061028880058,337.57,103516.0
buy,103599,331.13,294.682886551991,0.0,OPEN_LONG pred_ret=5.82% pred_mr=0.40,,,
sell,103645,336.07,294.682886551991,0.0,CLOSE_LONG (sell BSP),1455.7334595668347,331.13,103599.0
buy,103665,331.88,298.4032713135097,0.0,OPEN_LONG pred_ret=5.19% pred_mr=0.50,,,
sell,103677,332.38,298.4032713135097,0.0,CLOSE_LONG (sell BSP),149.20163565675486,331.88,103665.0
buy,103686,330.0,300.5553918763162,0.0,OPEN_LONG pred_ret=6.71% pred_mr=0.56,,,
sell,103819,326.3,300.5553918763162,0.0,CLOSE_LONG (sell BSP),-1112.0549499423666,330.0,103686.0
buy,103827,324.66,302.0736289325509,0.0,OPEN_LONG pred_ret=5.92% pred_mr=0.42,,,
sell,103846,324.79,302.0736289325509,0.0,CLOSE_LONG (sell BSP),39.26957176123024,324.66,103827.0
buy,103920,324.36,302.4740841688346,0.0,OPEN_LONG pred_ret=5.74% pred_mr=0.66,,,
sell,103980,329.51,302.4740841688346,0.0,CLOSE_LONG (sell BSP),1557.7415334694915,324.36,103920.0
buy,103997,329.59,302.40066590149183,0.0,OPEN_LONG pred_ret=5.88% pred_mr=0.57,,,
sell,104002,330.79,302.40066590149183,0.0,CLOSE_LONG (sell BSP),362.88079908180396,329.59,103997.0
buy,104007,329.76,303.3452094661405,0.0,OPEN_LONG pred_ret=5.45% pred_mr=0.66,,,
sell,104019,330.26,303.3452094661405,0.0,CLOSE_LONG (sell BSP),151.67260473307024,329.76,104007.0
buy,104044,329.55,303.9987524754591,0.0,OPEN_LONG pred_ret=5.05% pred_mr=0.49,,,
sell,104053,332.71,303.9987524754591,0.0,CLOSE_LONG (sell BSP),960.6360578224412,329.55,104044.0
buy,104249,327.87,308.4863663528532,0.0,OPEN_LONG pred_ret=6.00% pred_mr=0.49,,,
sell,104266,329.39,308.4863663528532,0.0,CLOSE_LONG (sell BSP),468.8992768563313,327.87,104249.0
buy,104490,326.94,310.79807980964796,0.0,OPEN_LONG pred_ret=6.15% pred_mr=0.53,,,
sell,104548,325.37,310.79807980964796,0.0,CLOSE_LONG (sell BSP),-487.9529853011452,326.94,104490.0
buy,104589,323.8,312.30503776301776,0.0,OPEN_LONG pred_ret=5.66% pred_mr=0.47,,,
sell,104621,325.21,312.30503776301776,0.0,CLOSE_LONG (sell BSP),440.3501032458451,323.8,104589.0
buy,104636,323.57,313.887941808298,0.0,OPEN_LONG pred_ret=6.19% pred_mr=0.49,,,
sell,104795,321.1,313.887941808298,0.0,CLOSE_LONG (sell BSP),-775.3032162664869,323.57,104636.0
buy,104989,333.019,302.6536567422414,0.0,OPEN_LONG pred_ret=2.31% pred_mr=0.44,,,
sell,105193,338.65,302.6536567422414,0.0,CLOSE_LONG (sell BSP),1704.242741115553,333.019,104989.0
buy,105332,341.99,299.69782992414997,0.0,OPEN_LONG pred_ret=1.62% pred_mr=0.49,,,
sell,105370,342.02,299.69782992414997,0.0,CLOSE_LONG (sell BSP),8.990934897716322,341.99,105332.0
buy,105395,345.62,296.57615818140664,0.0,OPEN_LONG pred_ret=2.51% pred_mr=0.51,,,
sell,105400,347.48,296.57615818140664,0.0,CLOSE_LONG (sell BSP),551.6316542174204,345.62,105395.0
buy,105581,347.6,296.47377285637276,0.0,OPEN_LONG pred_ret=2.97% pred_mr=0.60,,,
sell,105588,348.5999,296.47377285637276,0.0,CLOSE_LONG (sell BSP),296.44412547907774,347.6,105581.0
buy,105617,346.82,297.99529315020544,0.0,OPEN_LONG pred_ret=2.89% pred_mr=0.60,,,
sell,105627,347.09,297.99529315020544,0.0,CLOSE_LONG (sell BSP),80.45872915055004,346.82,105617.0
buy,105725,350.82,294.826937744441,0.0,OPEN_LONG pred_ret=4.61% pred_mr=0.63,,,
sell,105729,351.58,294.826937744441,0.0,CLOSE_LONG (sell BSP),224.0684726857725,350.82,105725.0
buy,105737,350.79,295.4909055907824,0.0,OPEN_LONG pred_ret=4.27% pred_mr=0.51,,,
sell,105758,350.75,295.4909055907824,0.0,CLOSE_LONG (sell BSP),-11.819636223637342,350.79,105737.0
buy,105894,356.39,290.81465567487004,0.0,OPEN_LONG pred_ret=4.91% pred_mr=0.57,,,
sell,105964,354.77,290.81465567487004,0.0,CLOSE_LONG (sell BSP),-471.1197421932908,356.39,105894.0
buy,105994,355.1,290.5443970537134,0.0,OPEN_LONG pred_ret=4.47% pred_mr=0.65,,,
sell,106009,354.0,290.5443970537134,0.0,CLOSE_LONG (sell BSP),-319.59883675909134,355.1,105994.0
buy,106024,352.8,291.5326433021954,0.0,OPEN_LONG pred_ret=4.83% pred_mr=0.61,,,
sell,106031,353.23,291.5326433021954,0.0,CLOSE_LONG (sell BSP),125.35903661994602,352.8,106024.0
buy,106032,352.25,292.3437206348744,0.0,OPEN_LONG pred_ret=4.82% pred_mr=0.64,,,
sell,106082,354.0,292.3437206348744,0.0,CLOSE_LONG (sell BSP),511.60151111103016,352.25,106032.0
buy,106106,353.96,292.3767575566322,0.0,OPEN_LONG pred_ret=4.35% pred_mr=0.44,,,
sell,106116,353.75,292.3767575566322,0.0,CLOSE_LONG (sell BSP),-61.39911908688678,353.96,106106.0
buy,106126,353.96,292.20329411701505,0.0,OPEN_LONG pred_ret=4.77% pred_mr=0.61,,,
sell,106166,354.39,292.20329411701505,0.0,CLOSE_LONG (sell BSP),125.64741647031846,353.96,106126.0
buy,106183,355.71,291.1189603950661,0.0,OPEN_LONG pred_ret=4.17% pred_mr=0.57,,,
sell,106202,357.64,291.1189603950661,0.0,CLOSE_LONG (sell BSP),561.8595935624795,355.71,106183.0
buy,106359,356.61,291.9598020125387,0.0,OPEN_LONG pred_ret=4.35% pred_mr=0.60,,,
sell,106391,357.845,291.9598020125387,0.0,CLOSE_LONG (sell BSP),360.5703554854893,356.61,106359.0
buy,106462,358.0,291.8333948356897,0.0,OPEN_LONG pred_ret=4.58% pred_mr=0.47,,,
sell,106471,358.47,291.8333948356897,0.0,CLOSE_LONG (sell BSP),137.16169557278212,358.0,106462.0
buy,106477,357.73,292.4370811694565,0.0,OPEN_LONG pred_ret=4.46% pred_mr=0.55,,,
sell,106482,358.48,292.4370811694565,0.0,CLOSE_LONG (sell BSP),219.3278108770924,357.73,106477.0
buy,106524,359.49,291.6154687407905,0.0,OPEN_LONG pred_ret=4.46% pred_mr=0.58,,,
sell,106528,360.54,291.6154687407905,0.0,CLOSE_LONG (sell BSP),306.19624217783337,359.49,106524.0
buy,106538,360.55,291.60738066788133,0.0,OPEN_LONG pred_ret=4.12% pred_mr=0.47,,,
sell,106543,361.96,291.60738066788133,0.0,CLOSE_LONG (sell BSP),411.1664067417034,360.55,106538.0
buy,106553,359.42,293.6681528755949,0.0,OPEN_LONG pred_ret=3.38% pred_mr=0.49,,,
sell,106568,360.0496,293.6681528755949,0.0,CLOSE_LONG (sell BSP),184.89346905046932,359.42,106553.0
buy,106845,369.4,286.2347075679394,0.0,OPEN_LONG pred_ret=2.13% pred_mr=0.52,,,
sell,106860,369.63,286.2347075679394,0.0,CLOSE_LONG (sell BSP),65.83398274063127,369.4,106845.0
buy,106895,368.9,286.8011248531782,0.0,OPEN_LONG pred_ret=1.96% pred_mr=0.61,,,
sell,106909,369.04,286.8011248531782,0.0,CLOSE_LONG (sell BSP),40.15215747945734,368.9,106895.0
buy,106929,368.75,287.0266769242492,0.0,OPEN_LONG pred_ret=1.85% pred_mr=0.59,,,
sell,106936,368.7707,287.0266769242492,0.0,CLOSE_LONG (sell BSP),5.94145221232525,368.75,106929.0
buy,106957,369.21,286.68516174542737,0.0,OPEN_LONG pred_ret=2.02% pred_mr=0.64,,,
sell,106986,366.73,286.68516174542737,0.0,CLOSE_LONG (sell BSP),-710.9792011286488,369.21,106957.0
buy,107033,367.73,285.90555398499055,0.0,OPEN_LONG pred_ret=1.89% pred_mr=0.51,,,
sell,107082,368.13,285.90555398499055,0.0,CLOSE_LONG (sell BSP),114.36222159398972,367.73,107033.0
buy,107099,367.53,286.3723004611721,0.0,OPEN_LONG pred_ret=2.15% pred_mr=0.73,,,
sell,107113,366.42,286.3723004611721,0.0,CLOSE_LONG (sell BSP),-317.8732535118886,367.53,107099.0
buy,107158,364.6711,287.7456928585311,0.0,OPEN_LONG pred_ret=1.70% pred_mr=0.80,,,
sell,107167,366.46,287.7456928585311,0.0,CLOSE_LONG (sell BSP),514.7482699546134,364.6711,107158.0
buy,107172,364.99,288.90459082423433,0.0,OPEN_LONG pred_ret=1.82% pred_mr=0.82,,,
sell,107187,363.37,288.90459082423433,0.0,CLOSE_LONG (sell BSP),-468.0254371352609,364.99,107172.0
buy,107242,363.41,288.8727915241794,0.0,OPEN_LONG pred_ret=2.10% pred_mr=0.46,,,
sell,107250,364.02,288.8727915241794,0.0,CLOSE_LONG (sell BSP),176.21240282973693,363.41,107242.0
buy,107264,363.69,289.1349049207616,0.0,OPEN_LONG pred_ret=1.76% pred_mr=0.55,,,
sell,107273,363.9399,289.1349049207616,0.0,CLOSE_LONG (sell BSP),72.25481273970559,363.69,107264.0
buy,107284,362.95,289.9234836296225,0.0,OPEN_LONG pred_ret=1.99% pred_mr=0.61,,,
sell,107369,361.87,289.9234836296225,0.0,CLOSE_LONG (sell BSP),-313.1173623199877,362.95,107284.0
buy,107681,363.48,288.6392952048297,0.0,OPEN_LONG pred_ret=3.63% pred_mr=0.50,,,
sell,107753,361.58,288.6392952048297,0.0,CLOSE_LONG (sell BSP),-548.4146608891863,363.48,107681.0
buy,107786,361.23,288.9189612162952,0.0,OPEN_LONG pred_ret=2.63% pred_mr=0.53,,,
sell,108057,354.36,288.9189612162952,0.0,CLOSE_LONG (sell BSP),-1984.8732635559493,361.23,107786.0
buy,108065,351.9,290.93868455983625,0.0,OPEN_LONG pred_ret=3.85% pred_mr=0.54,,,
sell,108095,351.21,290.93868455983625,0.0,CLOSE_LONG (sell BSP),-200.74769234628636,351.9,108065.0
buy,108185,355.76,287.217718136553,0.0,OPEN_LONG pred_ret=3.70% pred_mr=0.63,,,
sell,108211,355.02,287.217718136553,0.0,CLOSE_LONG (sell BSP),-212.54111142105182,355.76,108185.0
buy,108233,353.789,288.2170850219737,0.0,OPEN_LONG pred_ret=4.02% pred_mr=0.44,,,
sell,108278,352.88,288.2170850219737,0.0,CLOSE_LONG (sell BSP),-261.9893302849717,353.789,108233.0
buy,108282,352.14,288.82275504786185,0.0,OPEN_LONG pred_ret=3.99% pred_mr=0.49,,,
sell,108312,350.24,288.82275504786185,0.0,CLOSE_LONG (sell BSP),-548.7632345909309,352.14,108282.0
buy,108320,349.12,289.7493175067689,0.0,OPEN_LONG pred_ret=3.89% pred_mr=0.50,,,
sell,108434,343.96,289.7493175067689,0.0,CLOSE_LONG (sell BSP),-1495.1064783349345,349.12,108320.0
