bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
13.1500244140625,0.013011066321049586,23,13.1500244140625,0.9875348340808613,165,False,False,81.37446573982942,81.90524177310365,81.55139108425416,1.785404314715328,2.339731051009153,1.1086534725876498,0.0353867740729924,0.002303306966304444,62.83783250497526,2025/05/13 14:15,1,38668.0,2
5.4698486328125,0.005289989006588491,7,5.4698486328125,0.331801091777891,645,False,False,68.827755684594,81.80610392163928,73.15387176360909,0.3850890345319003,0.5507955187381413,0.3314129684124819,0.005906753895940936,0.0005314445936457573,52.40864496328415,2025/05/21 15:15,1,10973.0,2
17.49896240234375,0.017375940447026693,83,17.49896240234375,0.7168893759800925,939,False,False,72.56388188273762,82.84767238996074,75.99181205181199,1.325233711572406,1.787503607352619,0.9245397915604259,0.008763603476132477,0.0017556185616653057,72.23474447395438,2025/05/28 13:45,1,22537.0,1
9.09991455078125,0.009000015151642284,12,9.09991455078125,0.2703581652736991,1092,True,False,43.631533249831406,72.59940960351162,53.28749203439148,0.07830941972300748,0.6215251868056839,1.086431534165353,0.04491005781405938,0.0006152281034087473,73.49651288689796,2025/05/30 13:30,1,250069.0,1
21.2999267578125,0.02036750192307019,40,21.2999267578125,0.20783844876418903,1248,False,False,59.50207865540922,87.48424407244607,68.82946712775484,1.3056915790405352,1.8902305159529078,1.1690778738247452,0.022327012044474192,0.0017932321498877418,82.24142589219893,2025/06/03 13:30,1,167536.0,1
3.29998779296875,0.0032576706826147744,8,3.29998779296875,5.5834795397398756e-08,1558,False,False,36.87965664484764,57.29798043126016,43.68576457365181,0.3350256350371174,0.28586297404899597,-0.09832532197624289,0.02254767686661888,0.0002819907044835419,61.30245820011241,2025/06/06 19:50,1,45503.0,1
5.51849365234375,0.005632105499243498,8,5.51849365234375,0.2542663542573524,2106,True,False,50.47253107498158,6.370607542035472,35.771889897332876,-0.6687238378157593,-0.7142979771812179,-0.09114827873091724,0.007205687823230148,-0.0007296701687140787,31.362718881383472,2025/06/18 13:30,1,85459.0,3
16.02001953125,0.016140752041269635,42,16.02001953125,0.59866103637986,2511,True,False,19.125946682520897,46.21543428568809,28.155775883576627,-2.533666044864012,-2.598432359018034,-0.12953262830804402,0.005396845398105479,-0.002646040370438941,34.74981267858897,2025/06/26 14:45,1,33186.0,1
12.62841796875,0.012879425263802133,54,12.62841796875,0.7069601756136161,2610,False,False,89.65500506716626,83.11007154197932,87.47336055877061,1.5395577744160833,1.762748189562103,0.44638083029203957,0.01223334207658548,0.0017823327651501043,69.77711228590921,2025/06/27 16:30,1,17062.0,1
17.91998291015625,0.01805685417337928,19,17.91998291015625,1.926428178219031,2764,True,False,7.74534353738108,10.95769370647433,8.81612692707883,-1.3821221470788454,-2.445181950467827,-2.126119606777963,0.013032336795311699,-0.0024833756649609248,22.356026921384043,2025/07/01 16:20,1,58525.0,1
10.344970703125,0.010584985111312773,16,10.344970703125,0.5589415900562441,2901,False,False,69.05857410004137,78.36551649735947,72.16088823248073,0.8619951424832916,1.045074802202862,0.3661593194391408,0.00492065713816939,0.0010616523087254059,64.0656510014167,2025/07/03 14:45,1,15900.0,1
