feature,coef,abs_coef
ctx_days_since_last_buy,1.3872466409868156,1.3872466409868156
vix_range_over_atr,1.137510006743038,1.137510006743038
us5y_range_over_atr,1.019615620509095,1.019615620509095
nyxbt_above_ma_100,0.9553942863676407,0.9553942863676407
yc_10y5y_level,-0.9026156249486675,0.9026156249486675
yc_10y5y_chg_10,0.8521792037121833,0.8521792037121833
xau_ret_20,0.8400275026343922,0.8400275026343922
xau_ret_5,-0.7785413042804707,0.7785413042804707
us30y_ret_40,0.733081262026839,0.733081262026839
ctx_days_since_last_bsp,-0.688634013655182,0.688634013655182
dxy_vol_5,0.6525049383035355,0.6525049383035355
k_slope40,0.6515771218030281,0.6515771218030281
k_range_over_atr,0.6442223675696911,0.6442223675696911
us30y_ret_5,0.631498364719509,0.631498364719509
vix_atr_14,0.5874168476164768,0.5874168476164768
k_vol_10,0.5800741305277207,0.5800741305277207
nyxbt_ret1,0.5720936092182763,0.5720936092182763
us30y_vol_40,-0.5668319061258648,0.5668319061258648
nyxbt_ret_20,-0.563529853227303,0.563529853227303
us10y_vol_40,-0.5422177887028237,0.5422177887028237
vix_ret1,0.5306589448022963,0.5306589448022963
us10y_range_over_atr,0.5144888560225459,0.5144888560225459
vix_vol_40,-0.5120614606250729,0.5120614606250729
nyxbt_vol_5,0.5080102966133029,0.5080102966133029
us5y_vol_5,-0.5079573028262705,0.5079573028262705
xau_range_over_atr,0.5067949453127188,0.5067949453127188
dxy_vol_20,-0.5046241153680332,0.5046241153680332
dxy_ret_20,0.5012101533608431,0.5012101533608431
vix_ret_5,-0.4993525005516415,0.4993525005516415
us5y_vol_40,-0.4898030110661762,0.4898030110661762
us5y_vol_10,-0.48261837093912313,0.48261837093912313
dxy_vol_10,0.46927279939992717,0.46927279939992717
nyxbt_atr_14,-0.46014228379565236,0.46014228379565236
dxy_ret_5,0.45209196260562434,0.45209196260562434
nyxbt_vol_10,0.4430972038954634,0.4430972038954634
k_close_pos,-0.4355127801842573,0.4355127801842573
dxy_ret_40,-0.42967470020749093,0.42967470020749093
nyxbt_ret_10,0.4264092056210543,0.4264092056210543
xau_atr_14,0.4173163527511512,0.4173163527511512
k_above_ma_20,0.4167798676912167,0.4167798676912167
ctx_last_dir_sell,-0.4087553025698786,0.4087553025698786
bd_sell,-0.4087553025698786,0.4087553025698786
us10y_vol_10,-0.3963125226148577,0.3963125226148577
nyxbt_close_pos,0.3908762048943274,0.3908762048943274
dxy_close_pos,0.3874381459606206,0.3874381459606206
us10y_above_ma_100,0.3859393630171082,0.3859393630171082
us30y_above_ma_100,0.37991168176832496,0.37991168176832496
us5y_above_ma_20,-0.3796964155332064,0.3796964155332064
us5y_vol_20,-0.37618521877301986,0.37618521877301986
nyxbt_level,0.3711539502606155,0.3711539502606155
vix_ret_20,0.369404362202104,0.369404362202104
dxy_slope40,-0.3692401034482142,0.3692401034482142
rg_down,-0.3676612435642977,0.3676612435642977
k_ret_20,0.3521491509954232,0.3521491509954232
us5y_atr_14,0.3431945755616133,0.3431945755616133
us30y_atr_14,0.34118166286811424,0.34118166286811424
dxy_range_over_atr,0.33576492299749233,0.33576492299749233
ctx_days_since_last_sell,0.3256798603752826,0.3256798603752826
vix_above_ma_100,0.3195421025475258,0.3195421025475258
nyxbt_above_ma_20,0.3158332943721745,0.3158332943721745
p,-0.3100045834980122,0.3100045834980122
nyxbt_vol_20,-0.30982669891420594,0.30982669891420594
nyxbt_gap,0.3017572707025927,0.3017572707025927
k_atr_14,0.30164054534401824,0.30164054534401824
bd_buy,0.2940690133936902,0.2940690133936902
