feature,importance
klu_open,0.1718512
klu_low,0.08739049
klu_high,0.06525905
feat_bsp3_bi_klu_cnt,0.061822325
feat_bsp2s_break_bi_klu_cnt,0.05882231
feat_bsp2s_lv,0.0495465
feat_bsp2s_break_bi_amp,0.033956498
klu_close,0.028644707
feat_zs_cnt,0.028179526
feat_bsp2s_bi_amp_rate,0.024968177
feat_bsp2_bi_amp,0.023136258
feat_break_bi_amp,0.023015233
feat_bsp2_break_bi_amp,0.022950388
feat_bsp2_break_bi_bi_klu_cnt,0.022606771
feat_break_bi_amp_rate,0.020773293
feat_bi_amp_rate,0.01760826
feat_break_bi_klu_cnt,0.016979694
feat_bsp2_bi_amp_rate,0.016697586
feat_bsp2s_bi_amp,0.015617761
feat_bsp2s_break_bi_amp_rate,0.014951298
feat_bsp2_retrace_rate,0.013983761
feat_level,0.011194544
lower_shadow,0.01011934
feat_divergence_rate,0.009263164
feat_bi_amp,0.008351562
feat_macd_dea,0.008195941
feat_bi_klu_cnt,0.008079566
feat_bsp1_bi_amp,0.0075589377
price_change_pct,0.0074073714
dmi_plus,0.007209688
feat_volume,0.0070220944
feat_bsp1_bi_klu_cnt,0.0067274035
feat_bsp2s_bi_klu_cnt,0.0066017997
feat_bsp1_bi_amp_rate,0.0065119704
feat_macd_diff,0.0062819896
feat_macd_value,0.006203623
high_low_spread_pct,0.0060512465
feat_ppo,0.0056961738
dmi_adx,0.005685674
feat_kdj_d,0.0052514886
feat_bsp3_zs_height,0.00494253
feat_rsi,0.004672627
dmi_minus,0.0043339375
feat_kdj_j,0.0042900746
feat_bsp2s_retrace_rate,0.0041848924
feat_bsp2_break_bi_amp_rate,0.004141944
feat_kdj_k,0.0036537957
feat_bsp3_bi_amp,0.0029585487
upper_shadow,0.002753138
is_bullish_candle,0.0023903586
feat_bsp2_bi_klu_cnt,0.0016879912
body_size,0.0010385481
feat_bsp3_bi_amp_rate,0.00077694363
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
