bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
,,,0.15999984741210938,0.0052927505734349425,9,3.1907997131347656,0.11598690245683281,235,1.0,0.1976934636780007,0.15999984741210938,,359,True,False,46.007529112917794,16.436587918134478,36.150548714656686,0.0044135152521703426,0.0023649637709652893,-0.0040971029624101065,0.022946476257410243,7.847392248667015e-05,48.013764681462334,2025/05/15 17:25,2s,37797.0,
,,,0.5500011444091797,0.017880401180646315,11,3.1907997131347656,0.11598690245683281,235,2.0,0.15381750710443792,0.5500011444091797,,405,True,False,14.469976406817414,1.9226075092117192,10.287520107615515,0.016315603776431663,-0.01992267015614857,-0.07247654786516047,0.018371410857176772,-0.0006557338871419581,41.202758910482075,2025/05/16 14:45,2s,18919.0,
,,,0.1798992156982422,0.00611278334464046,14,1.2049999237060547,0.0391678838814313,25,1.0,0.04141083659007197,0.1798992156982422,,544,False,False,59.72599667550473,63.19731024724345,60.88310119941764,-0.03979193239084966,-0.02303491222631493,0.03351404032906946,0.03343134214092076,-0.0007798752753327386,56.57020165380795,2025/05/19 19:50,2s,111392.0,
,,,1.1098995208740234,0.03940005388242946,8,0.6450004577636719,0.023906614852010812,15,1.0,0.8758124707983653,1.1098995208740234,,780,True,False,27.781892887632182,5.947464807140236,20.503750194134867,0.06762486543969157,-0.007444201126105554,-0.15013813313159424,0.05468938879500984,-0.0002669291115422788,22.3280050979959,2025/05/23 13:30,2s,75870.0,
,,,0.35429954528808594,0.013138896573178006,20,1.5900001525878906,0.05571128596996093,171,1.0,0.23270370841320606,0.35429954528808594,,1063,False,False,66.56311165632144,72.08339406506403,68.40320579256897,-0.0034931008829932183,0.010101459817132508,0.027189121400251454,0.06442167820431083,0.0003710144982141505,56.0663429455886,2025/05/29 17:35,2s,26779.0,
,,,0.12000083923339844,0.004585435188519583,9,0.6700000762939453,0.02621283608345501,31,1.0,0.2686571413117433,0.12000083923339844,,1240,True,False,40.60024637653666,22.59305243789609,34.597848396989804,0.004799131336667468,0.0029062299614999176,-0.003785802750335101,0.0047984646318978115,0.00011138659489311665,50.548708912410014,2025/06/02 19:20,2s,49779.0,
,,,0.4799995422363281,0.018338091928450123,6,0.6700000762939453,0.02621283608345501,31,2.0,0.7985071440161925,0.4799995422363281,,1249,True,False,34.1298174563648,-0.5503366521686672,22.56976608685364,-0.007635711755707525,-0.041288390683167364,-0.06730535785491967,0.042615342817991654,-0.0015846885275995373,22.386715946216313,2025/06/03 13:35,2s,50416.0,
,,,0.26000022888183594,0.010034744516133402,18,0.6749992370605469,0.02642392777625998,28,1.0,0.8444449467919772,0.26000022888183594,,1557,True,False,17.067067732442123,-3.3423133496792943,10.263940705068316,-0.042068260585526616,-0.05022634851271235,-0.016316175854371465,0.04580901215921759,-0.001948091439142711,28.694096714037528,2025/06/06 19:45,2s,43794.0,
,,,0.5300006866455078,0.019286779311291656,12,0.7900009155273438,0.0276901821420962,39,1.0,0.3417723352680425,0.5300006866455078,,1784,False,False,83.89438018032553,100.88431257273754,89.5576909777962,-0.023010731262401544,0.01633724198164188,0.07869594648808685,0.033737939560950274,0.0005879312492087709,66.5050911223014,2025/06/11 19:10,2s,223170.0,
,,,0.49990081787109375,0.019138549142700457,14,0.7899990081787109,0.029576901357438144,35,1.0,0.8860780275576008,0.49990081787109375,,2065,False,False,86.1517615052303,104.66849443011597,92.32400581352553,0.03714685019920852,0.0686556945660648,0.06301768873371255,0.013523688918182985,0.002604127269106633,71.34703418367144,2025/06/17 16:35,2s,56040.0,
,,,0.23999977111816406,0.009139366680362873,8,0.7899990081787109,0.029576901357438144,35,2.0,0.7341780403537532,0.23999977111816406,,2077,False,False,48.017250770687525,78.37097066534241,58.13515740223915,0.028196668905339728,0.022087809195330266,-0.012217719420018924,0.012830194437278892,0.0008368506471976767,54.50879130609222,2025/06/17 17:35,2s,28796.0,
,,,0.4400005340576172,0.015636124506082098,14,0.9549999237060547,0.03285738538304895,41,1.0,0.49214591717512657,0.4400005340576172,,2671,False,False,62.629008380759075,75.31939855081106,66.85913843744306,-0.024690504329915396,-0.014122268819690476,0.02113647102044984,0.011546533400524327,-0.0004958104768307886,52.681847405314784,2025/06/30 15:05,2s,35101.0,
,,,0.1900005340576172,0.006725682621508573,7,0.9549999237060547,0.03285738538304895,41,2.0,0.3455496859365482,0.1900005340576172,,2694,False,False,67.4502779093238,111.50584694730088,82.13546758864949,-0.030718817099561507,-0.015378925709825353,0.03067978277947231,0.007384000980232317,-0.000541833098066618,53.11937832812903,2025/06/30 17:00,2s,22618.0,
,,,0.7399997711181641,0.025273215634030878,16,0.8850002288818359,0.02922239502528709,33,1.0,0.7005657388549446,0.7399997711181641,,2832,False,False,89.85485537257495,92.05874215626903,90.58948430047298,0.056418981564376657,0.10209916548389941,0.09136036783904551,0.016655562704053578,0.00343671606691245,66.27171625874246,2025/07/02 15:30,2s,60558.0,
,,,0.45999908447265625,0.015582624571121166,9,0.8850002288818359,0.02922239502528709,33,2.0,0.6553669759372407,0.45999908447265625,,2867,False,False,81.17407642606088,110.92322201167627,91.09045828793268,-0.003003428504928843,0.04058070690789961,0.08716827082565691,0.02068041832393295,0.0013642660693526725,70.39378314846992,2025/07/02 18:25,2s,32501.0,
,,,0.6199989318847656,0.02068041832393295,12,0.7399997711181641,0.025273215634030878,16,1.0,0.8918919615540256,0.6199989318847656,,2878,True,False,29.435679144627297,23.320810696518954,27.397389661924514,-0.03048641034610927,-0.058141546561657265,-0.055310272431095986,0.024182529622370965,-0.0019609287708129753,36.289944829381206,2025/07/02 19:20,2s,454975.0,
,,,0.7099990844726562,0.024182529622370965,13,0.8850002288818359,0.02922239502528709,33,3.0,0.7570620373064365,0.7099990844726562,,2890,False,False,68.44269946936056,100.85482947388871,79.24674280420328,0.002961415973170403,0.06536992629034089,0.12481702063434097,0.013801097851362546,0.00220155280794604,66.97287118061604,2025/07/03 13:50,2s,42961.0,
,,,0.41499900817871094,0.013801097851362546,30,0.7399997711181641,0.025273215634030878,16,2.0,0.49324308650344223,0.41499900817871094,,2919,True,False,25.22689330019795,7.506581185662384,19.32012259535276,0.004009207972412851,-0.01961264927281192,-0.04724371449044955,0.004046499042530947,-0.0006582534866300363,43.19713809895963,2025/07/03 16:15,2s,25970.0,
,,,0.11999893188476562,0.004046499042530947,5,0.8850002288818359,0.02922239502528709,33,4.0,0.42372870397310314,0.11999893188476562,,2923,False,False,30.163076975355978,56.003889200615944,38.77668105044263,-0.012268734783852469,-0.022453437210113947,-0.020369404852522956,0.010915159017787508,-0.0007539972277069584,46.96998116557263,2025/07/03 16:35,2s,36428.0,
,,,0.3249988555908203,0.010915159017787508,6,0.7399997711181641,0.025273215634030878,16,3.0,0.7702700961149358,0.3249988555908203,,2928,True,False,39.67145592783189,47.34581221843389,42.22957469136589,-0.028062926899752115,-0.043675453077188564,-0.031225052354872898,0.02818335830912933,-0.0014686701497719004,36.176988605946995,2025/07/07 13:30,2s,89219.0,
0.8299999237060547,0.02818335830912933,8,0.8299999237060547,0.02818335830912933,8,0.8850002288818359,0.02922239502528709,33,5.0,0.994351232233106,0.8299999237060547,1.1861813427836256,2935,False,False,73.6171033396723,106.43186740475892,84.5553580280345,0.0021805047143994075,0.06678985470286847,0.12921869997693813,0.024438565202692636,0.002240003255947621,68.15903033801266,2025/07/07 14:05,"1,2s",83375.0,1
,,,0.7399997711181641,0.024438565202692636,22,0.7399997711181641,0.025273215634030878,16,4.0,0.648648230675846,0.7399997711181641,,2956,True,False,8.608098727935197,3.8808617647732824,7.032353073547892,-0.02612617470924391,-0.07441826673625584,-0.09658418405402387,,-0.0024967215319953015,35.74177876287918,2025/07/07 15:50,2s,13505.0,
