date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level
2024-01-02,100000.0,100000.0,0,1.8999999999999995,-0.5,0.22565015317522005,FREE,0.205,0.305
2024-01-03,100000.0,100000.0,0,-0.5,-0.5,0.22010850352884537,FREE,0.205,0.305
2024-01-04,100000.0,100000.0,0,-0.5,-0.5,0.394678955161518,FORCE_SELL,0.205,0.305
2024-01-05,100000.0,100000.0,0,-0.5,-0.5,0.3725276231091583,FORCE_SELL,0.205,0.245
2024-01-08,100000.0,100000.0,0,-0.5,-0.5,0.4024316721785819,FORCE_SELL,0.205,0.245
2024-01-09,100000.0,100000.0,0,1.1999999999999997,-0.5,0.35172431635135476,FORCE_SELL,0.205,0.305
2024-01-10,100000.0,100000.0,0,0.5499999999999998,-0.5,0.35199054256497897,FORCE_SELL,0.205,0.245
2024-01-11,100000.0,100000.0,0,0.7499999999999998,-0.5,0.4178731646289559,FORCE_SELL,0.205,0.245
2024-01-12,100000.0,100000.0,0,-0.5,-0.5,0.39262510207279866,FORCE_SELL,0.205,0.245
2024-01-16,100000.0,100000.0,0,1.0499999999999996,2.499999999999999,0.37289314333435347,FORCE_SELL,0.205,0.245
2024-01-17,100000.0,100000.0,0,1.0999999999999996,1.5999999999999996,0.3261414025137572,FORCE_SELL,0.205,0.245
2024-01-18,100000.0,100000.0,0,0.19999999999999984,-0.5,0.17709136360375685,FORCE_BUY,0.205,0.245
2024-01-19,100000.0,100000.0,0,0.19999999999999984,-0.5,0.20760853106511082,FREE,0.205,0.245
2024-01-22,100394.32428688587,0.0,1,0.19999999999999984,-0.5,0.2350990908125279,FREE,0.205,0.245
2024-01-23,101072.40710093845,0.0,1,1.4499999999999995,2.349999999999999,0.1932305336685738,FORCE_BUY,0.205,0.245
2024-01-24,101455.46440992955,101455.46440992955,0,1.5999999999999996,1.7499999999999996,0.28393680377705993,FORCE_SELL,0.205,0.245
2024-01-25,101455.46440992955,101455.46440992955,0,2.499999999999999,-0.5,0.2721177837544354,FORCE_SELL,0.205,0.245
2024-01-26,101455.46440992955,101455.46440992955,0,2.2499999999999996,-0.5,0.2663964407019091,FORCE_SELL,0.205,0.245
2024-01-29,101455.46440992955,101455.46440992955,0,2.2499999999999996,-0.5,0.23287107712351993,FREE,0.205,0.245
2024-01-30,101455.46440992955,101455.46440992955,0,2.499999999999999,-0.5,0.24862018653253626,FORCE_SELL,0.205,0.245
2024-01-31,101455.46440992955,101455.46440992955,0,-0.5,-0.5,0.32754388738341067,FORCE_SELL,0.205,0.245
2024-02-01,103133.15451291899,0.0,1,-0.5,-0.5,0.19753275850947194,FORCE_BUY,0.205,0.245
2024-02-02,102951.29870178897,102951.29870178897,0,1.8999999999999995,2.499999999999999,0.21343237786422997,FREE,0.205,0.245
2024-02-05,102951.29870178897,102951.29870178897,0,1.8999999999999995,2.499999999999999,0.2060532221990096,FORCE_BUY,0.215,0.245
2024-02-06,103170.53853507007,103170.53853507007,0,-0.5,-0.5,0.2436656798710631,FREE,0.215,0.245
2024-02-07,104185.9158809163,0.0,1,1.6999999999999993,2.4499999999999993,0.17582071739373148,FORCE_BUY,0.215,0.245
2024-02-08,104354.74346811164,0.0,1,-0.5,2.0999999999999996,0.1707817498166342,FORCE_BUY,0.215,0.245
2024-02-09,105452.12278488133,0.0,1,1.5999999999999996,1.8499999999999996,0.19025010405024792,FORCE_BUY,0.215,0.245
