bsp1_bi_amp,bsp1_bi_amp_rate,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,kdj_,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
,,0.279998779296875,0.003235857890291192,1.0752029418945312,0.012269076076211414,1.0,0.23251424476154658,0.279998779296875,0.003235857890291192,0.0037887696536841697,0.279998779296875,,261,False,False,<Math.KDJ.KDJ_Item object at 0x00000241487BDA90>,<Math.KDJ.KDJ_Item object at 0x00000241487BDA90>,-0.07574402538726865,-0.07080424770585125,0.009879555362834802,0.008132718599165433,-0.0008154123772608528,43.294369222205816,2025/06/17 17:58,"2s,3b",5677.0,
,,0.29000091552734375,0.003347580800204883,0.37999725341796875,0.004418058876641981,1.0,0.131587929407513,,,,0.29000091552734375,,376,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414A5F8890>,0.05613848122245615,0.0549428906846714,-0.002391181075569501,0.005906904770236276,0.0006356440038247806,58.57231459723887,2025/06/17 19:55,2s,54123.0,
,,0.3000030517578125,0.0034758783483239907,0.5999984741210938,0.006908445419257857,1.0,0.600002543137978,,,,0.3000030517578125,,474,False,False,,<Math.KDJ.KDJ_Item object at 0x000002414991B7D0>,-0.023910005828383856,-0.0007259055969512929,0.046368200462865126,0.004849303382814139,-8.39475085626832e-06,59.64319520954437,2025/06/18 15:04,2s,2986.0,
,,0.660003662109375,0.007620409392197739,0.8400039672851562,0.009833809240124078,1.0,0.3690520522066103,,,,0.660003662109375,,721,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241485D84D0>,0.03686525172508359,0.010927601692046096,-0.05187530006607499,0.006864502480906985,0.00012673351461233652,47.26442403252859,2025/06/18 19:30,2s,11090.0,
,,0.5110015869140625,0.005904802189831923,0.8400039672851562,0.009833809240124078,2.0,0.27500204357816915,,,,0.5110015869140625,,747,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241485D8CB0>,0.009406820380400499,-0.02698977675409253,-0.07279319426898606,0.020934830307184477,-0.00031273739519014303,43.145587293846255,2025/06/18 19:56,2s,38899.0,
,,0.279998779296875,0.003259589922271659,0.399993896484375,0.004626881557021364,1.0,0.3249980926222629,,,,0.279998779296875,,961,False,False,,<Math.KDJ.KDJ_Item object at 0x0000024149D11310>,-0.02571737087264408,-0.023702298234354657,0.004030145276578842,0.00760035712436099,-0.000275346663881955,54.57755032608936,2025/06/20 17:12,2s,6529.0,
,,1.524993896484375,0.017452436992663366,0.9150009155273438,0.010698636646624026,1.0,0.6393426220076543,,,,1.524993896484375,,1139,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414882B110>,-0.0307601189886365,-0.0897514474781076,-0.1179826569789422,0.028827655667678854,-0.0010404542027977926,37.63579990190841,2025/06/23 13:43,2s,1498.0,
,,0.26000213623046875,0.0029745123594266004,1.8600006103515625,0.021734056678608508,1.0,0.15591441955093235,,,,0.26000213623046875,,1407,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414877DA30>,0.0097009349872446,-0.009022436614742446,-0.03744674320397409,0.00367182661183541,-0.00010337819436612287,36.700244985950896,2025/06/23 18:29,2s,827.0,
,,0.4741973876953125,0.005281182568885683,4.340003967285156,0.0501386794095892,1.0,0.3650222465206301,,,,0.4741973876953125,,1553,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414A6407D0>,0.030575131428305972,0.012422691264973196,-0.03630488032666555,0.01012360251105319,0.000138705139232652,47.50699372714273,2025/06/24 14:28,2s,29002.0,
,,0.279998779296875,0.003105920960151034,0.9749984741210938,0.010739051264337468,1.0,0.6307680269181111,,,,0.279998779296875,,1676,False,False,,<Math.KDJ.KDJ_Item object at 0x000002414925D370>,0.040093624309109135,0.04787033814119468,0.015553427664171088,0.005750266961313325,0.0005305006915293851,62.26903153155684,2025/06/24 16:37,2s,5662.0,
